"stock_code","distinct_customers"
"23150",33
"23151",18
"23152",108
"23153",67
"23154",141
"23155",84
"23156",117
"23157",111
"23158",96
"23159",121
"23160",50
"23161",58
"23162",96
"23163",95
"23164",70
"23165",167
"23166",138
"23167",129
"23168",140
"23169",203
"23170",224
"23171",195
"23172",160
"23173",248
"23174",190
"23175",206
"23176",159
"23177",174
"23178",50
"23179",36
"23180",29
"23181",60
"23182",140
"23183",45
"23184",129
"23185",27
"23186",57
"23187",66
"23188",207
"23189",89
"23190",145
"23191",182
"23192",224
"23193",109
"23194",142
"23196",170
"23197",116
"23198",259
"23199",344
"23200",262
"23201",396
"23202",377
"23203",505
"23204",199
"23205",201
"23206",401
"23207",377
"23208",305
"23209",469
"23210",115
"23211",82
"23212",104
"23213",95
"23214",79
"23215",162
"23216",32
"23217",64
"23218",27
"23219",41
"23220",55
"23221",85
"23222",49
"23223",51
"23224",44
"23225",46
"23226",56
"23227",61
"23228",58
"23229",186
"23230",178
"23231",190
"23232",188
"23233",130
"23234",201
"23235",88
"23236",203
"23237",131
"23238",150
"23239",125
"23240",323
"23241",183
"23242",132
"23243",275
"23244",87
"23245",472
"23247",231
"23249",57
"23250",64
"23251",80
"23252",104
"23253",44
"23254",204
"23255",116
"23256",232
"23263",269
"23264",177
"23265",180
"23266",201
"23267",79
"23268",68
"23269",63
"23270",96
"23271",69
"23272",34
"23273",88
"23274",85
"23275",171
"23280",87
"23281",56
"23282",67
"23283",146
"23284",378
"23285",108
"23286",125
"23287",114
"23288",107
"23289",111
"23290",125
"23291",104
"23292",113
"23293",323
"23294",214
"23295",250
"23296",243
"23297",123
"23298",573
"23299",110
"23300",351
"23301",405
"23302",140
"23303",6
"23304",9
"23305",9
"23306",182
"23307",366
"23308",209
"23309",178
"23310",146
"23311",246
"23312",168
"23313",254
"23314",87
"23315",63
"23316",75
"23317",56
"23318",270
"23319",300
"23320",260
"23321",378
"23322",350
"23323",210
"23324",38
"23325",27
"23326",52
"23327",33
"23328",195
"23329",168
"23330",158
"23331",67
"23332",207
"23333",179
"23334",83
"23335",62
"23336",46
"23337",49
"23338",62
"23339",43
"23340",112
"23341",75
"23342",105
"23343",286
"23344",391
"23345",100
"23346",106
"23347",51
"23348",95
"23349",214
"23350",205
"23351",242
"23352",151
"23353",227
"23354",235
"23355",474
"23356",316
"23357",79
"23358",61
"23359",73
"23360",94
"23365",107
"23366",115
"23367",184
"23368",134
"23369",80
"23370",86
"23371",98
"23372",76
"23373",86
"23374",108
"23375",85
"23376",104
"23377",69
"23378",127
"23379",49
"23380",86
"23381",59
"23382",136
"23388",115
"23389",159
"23390",117
"23391",58
"23392",70
"23393",165
"23394",90
"23395",141
"23396",134
"23397",139
"23398",53
"23399",146
"23400",76
"23401",59
"23402",47
"23403",80
"23404",104
"23405",54
"23406",65
"23407",103
"23408",53
"23409",39
"23410",16
"23411",42
"23412",64
"23413",34
"23414",58
"23415",42
"23416",18
"23417",21
"23418",55
"23419",56
"23420",26
"23421",24
"23422",29
"23423",47
"23424",87
"23425",35
"23426",126
"23427",87
"23428",25
"23429",19
"23430",16
"23431",63
"23432",65
"23433",76
"23434",129
"23435",40
"23436",91
"23437",108
"23438",88
"23439",268
"23440",5
"23441",3
"23442",7
"23444",63
"23445",81
"23446",3
"23447",4
"23448",3
"23449",1
"23451",38
"23452",69
"23453",40
"23454",41
"23455",32
"23456",33
"23457",27
"23458",30
"23459",19
"23460",41
"23461",75
"23462",43
"23463",7
"23464",6
"23465",15
"23466",20
"23467",5
"23468",11
"23469",61
"23470",70
"23471",26
"23472",29
"23473",41
"23474",26
"23475",25
"23476",18
"23477",8
"23478",9
"23479",35
"23480",143
"23481",23
"23482",32
"23483",57
"23484",25
"23485",70
"23486",64
"23487",41
"23489",125
"23490",83
"23491",64
"23492",24
"23493",282
"23494",145
"23495",21
"23496",21
"23497",150
"23498",77
"23499",86
"23500",76
"23501",77
"23502",80
"23503",284
"23504",164
"23505",93
"23506",114
"23507",91
"23508",95
"23509",51
"23510",90
"23511",83
"23512",46
"23513",59
"23514",57
"23515",58
"23516",39
"23517",50
"23518",40
"23519",18
"23520",30
"23521",21
"23522",20
"23523",35
"23524",42
"23525",38
"23526",79
"23527",40
"23528",30
"23529",26
"23530",60
"23531",77
"23532",23
"23533",27
"23534",159
"23535",135
"23536",68
"23537",20
"23538",25
"23539",32
"23540",9
"23541",97
"23542",55
"23543",81
"23544",17
"23545",76
"23546",106
"23547",57
"23548",42
"23549",46
"23550",60
"23551",88
"23552",93
"23553",50
"23554",49
"23555",45
"23556",46
"23557",25
"23558",43
"23559",69
"23560",20
"23561",13
"23562",37
"23564",39
"23565",28
"23566",44
"23567",15
"23568",24
"23569",152
"23570",203
"23571",195
"23574",9
"23575",22
"23576",28
"23578",11
"23579",22
"23580",20
"23581",230
"23582",186
"23583",233
"23597",28
"23598",40
"23630",1
"23660",30
"23661",23
"23664",1
"23681",105
"23691",36
"23692",2
"23694",23
"23695",41
"23697",26
"23702",3
"35001B",5
"35001G",46
"35001P",2
"35001W",78
"35004B",64
"35004C",112
"35004G",46
"35004P",17
"35004S",12
"35015",35
"35051B",2
"35071",5
"35085E",7
"35095A",61
"35095B",73
"35096A",18
"35096B",20
"35160",33
"35233",8
"35240",35
"35241",75
"35265",14
"35271S",17
"35400",241
"35443",9
"35471A",41
"35471D",158
"35537",3
"35591T",9
"35594",18
"35596",4
"35597A",4
"35597B",6
"35597D",7
"35598A",3
"35598B",37
"35598C",3
"35598D",43
"35599B",26
"35599D",23
"35600D",11
"35603B",1
"35603C",19
"35607A",27
"35607B",15
"35609A",17
"35610A",8
"35610B",13
"35610C",6
"35611B",2
"35633B",12
"35637A",41
"35637C",14
"35638A",6
"35638B",7
"35644",6
"35645",18
"35646",37
"35647",19
"35648",48
"35649",20
"35650",3
"35651",32
"35652",2
"35653",42
"35654",4
"35751C",2
"35751D",1
"35793",7
"35809A",76
"35809B",21
"35810A",72
"35810B",43
"35811A",24
"35815B",2
"35815P",7
"35816B",2
"35816P",7
"35817B",2
"35817P",9
"35818B",8
"35818P",18
"35819B",26
"35819P",7
"35821B",3
"35821P",2
"35822B",1
"35822P",1
"35823P",2
"35824B",4
"35824C",8
"35824P",2
"35832",132
"35833G",23
"35833P",32
"35837",1
"35838A",18
"35838B",21
"35840",5
"35909A",5
"35909B",6
"35910A",12
"35910B",6
"35911A",38
"35911B",12
"35912B",22
"35913B",17
"35914",25
"35915A",1
"35915B",31
"35915C",23
"35916A",7
"35916B",5
"35916C",9
"35918B",5
"35920",18
"35921",23
"35922",20
"35923",51
"35924",65
"35930",1
"35931",14
"35932",10
"35933",20
"35936",8
"35937",16
"35945",1
"35950",1
"35951",35
"35953",98
"35954",58
"35955",4
"35957",51
"35958",58
"35961",262
"35962",52
"35963",10
"35964",50
"35965",62
"35966",20
"35967",50
"35968",49
"35969",36
"35970",415
"35971",91
"35972",43
"35973",11
"35974",1
"35976B",1
"35979",19
"35980B",2
"35980C",28
"35981C",55
"35991",43
"35995",4
"35999",1
"37112",4
"37326",1
"37327",42
"37330",19
"37333",26
"37340",79
"37342",56
"37343",55
"37345",5
"37348",5
"37351",7
"37352",6
"37370",184
"37379A",5
"37379B",3
"37399",6
"37408",1
"37409",3
"37410",13
"37413",52
"37422",14
"37423",17
"37424",28
"37432",1
"37438",1
"37441",31
"37444A",16
"37444B",14
"37444C",14
"37446",168
"37447",141
"37448",198
"37449",205
"37450",138
"37451",1
"37461",35
"37462B",4
"37462E",9
"37464",45
"37467",28
"37468",11
"37471",4
"37474",33
"37475",45
"37476",22
"37477B",6
"37477C",1
"37479B",20
"37479P",17
"37481",1
"37482B",5
"37482P",50
"37483",10
"37484",1
"37485",10
"37487B",2
"37488A",4
"37489A",21
"37489B",17
"37489C",10
"37489D",20
"37491A",5
"37491B",5
"37491C",7
"37491D",5
"37492A",7
"37492B",33
"37492C",19
"37492D",18
"37494A",18
"37495",206
"37500",147
"37501",106
"37502",97
"37503",256
"37506",21
"37508",35
"37509",14
"40001",39
"40002",1
"40003",34
"40005B",11
"40016",133
"40018E",37
"40018F",69
"40046A",26
"40046C",3
"44089A",11
"44089C",14
"44091A",6
"44091C",10
"44092B",4
"44092C",6
"44217M",1
"44228",3
"44230",25
"44234",28
"44235",16
"44236",9
"44241C",7
"44242A",2
"44242B",8
"44265",4
"45008C",16
"45013",8
"45014",1
"45016",8
"46000M",206
"46000P",37
"46000R",42
"46000S",240
"46000U",39
"46037A",2
"46115B",19
"46118",23
"46126A",23
"46137D",2
"46138B",12
"46138D",1
"46307",4
"46775A",3
"46775B",3
"46775D",28
"46775E",8
"46776A",19
"46776B",16
"46776C",14
"46776D",7
"46776E",9
"46776F",13
"47013A",21
"47013C",18
"47016",4
"47021G",28
"47310M",37
"47341A",7
"47341B",13
"47343A",21
"47344B",10
"47347B",6
"47348A",12
"47351B",11
"47367B",35
"47369A",10
"47369B",10
"47420",23
"47421",23
"47422",28
"47469",21
"47471",35
"47480",62
"47481",31
"47502",40
"47503A",146
"47503E",21
"47503F",10
"47503G",21
"47503H",45
"47503J",31
"47503K",29
"47504E",31
"47504F",12
"47504G",38
"47504H",81
"47504J",2
"47504K",210
"47505",129
"47518F",22
"47552A",11
"47554",1
"47556",1
"47556B",209
"47559B",303
"47562",16
"47563A",39
"47563B",6
"47566",894
"47566B",350
"47567B",179
"47568",179
"47569",1
"47570",47
"47570B",129
"47574A",44
"47574B",25
"47578A",42
"47579",37
"47580",158
"47581B",24
"47583A",5
"47583B",6
"47585A",66
"47586A",23
"47587A",7
"47589",59
"47590A",355
"47590B",428
"47591A",32
"47591B",108
"47591C",111
"47591D",526
"47592A",31
"47592B",15
"47593A",36
"47593B",89
"47594A",65
"47594B",67
"47597",34
"47598",17
"47599A",202
"47599B",170
"48103",10
"48111",244
"48116",186
"48129",251
"48138",678
"48173A",1
"48173C",224
"48175",1
"48179",6
"48184",374
"48185",318
"48187",525
"48188",309
"48189",152
"48194",516
"48195",56
"48197",81
"51008",44
"51012C",22
"51012L",5
"51014A",161
"51014C",108
"51014L",111
"51020A",37
"51020B",40
"62018",70
"62043B",8
"62074B",8
"62086A",20
"62094B",20
"62095B",18
"62096A",47
"62096B",42
"62097A",1
"62097B",3
"70006",141
"70007",87
"71028B",7
"71038",85
"71050",7
"71053",293
"71101A",1
"71101E",34
"71143",10
"71215",10
"71270",29
"71279",34
"71403",20
"71406C",21
"71434B",1
"71459",445
"71477",302
"71495A",5
"71495B",8
"71496A",8
"71496B",6
"71510",11
"72008",134
"72023F",34
"72024U",10
"72038P",9
"72045D",3
"72051S",18
"72083A",7
"72084B",1
"72122",80
"72127",49
"72128",61
"72129",16
"72130",39
"72131",42
"72132",22
"72133",24
"72134",15
"72140E",26
"72140F",14
"72225C",25
"72225D",9
"72232",72
"72267",38
"72349B",123
"72351A",174
"72351B",208
"72369A",8
"72484",45
"72487",13
"72529W",39
"72586",95
"72598",74
"72606A",18
"72708",5
"72709",10
"72715",8
"72724",9
"72728",44
"72739B",10
"72739C",10
"72740A",5
"72741",510
"72750A",13
"72750B",31
"72750C",12
"72750D",11
"72751A",1
"72751B",1
"72751C",1
"72752A",1
"72752B",2
"72753A",10
"72753B",11
"72753C",5
"72753D",9
"72754A",4
"72754B",8
"72754D",1
"72755C",12
"72755D",12
"72756",114
"72760B",301
"72771B",6
"72771C",4
"72772",8
"72779",14
"72780",36
"72781",11
"72783",7
"72785A",4
"72785B",3
"72789",42
"72793",5
"72796A",5
"72796B",11
"72796C",1
"72798C",10
"72799A",14
"72799B",7
"72799C",32
"72799D",12
"72799E",105
"72799F",62
"72800A",19
"72800B",52
"72800C",49
"72800D",50
"72800E",139
"72800F",51
"72801C",40
"72801D",33
"72801E",19
"72801F",20
"72801G",43
"72802A",112
"72802B",119
"72802C",143
"72803A",61
"72803B",28
"72805",3
"72807A",95
"72807B",112
"72807C",164
"72811",18
"72812",14
"72814",42
"72815",53
"72816",65
"72817",97
"72818",82
"72819",59
"72821",13
"75011",11
"75013B",48
"75049L",106
"75131",40
"75149N",18
"75172",11
"75178",11
"77079",10
"77081",17
"77101A",55
"78026",1
"78027",3
"78033",13
"78034B",9
"78056",1
"78124",25
"79000",195
"79026B",17
"79029",201
"79030A",18
"79030D",35
"79030G",69
"79051A",39
"79062D",4
"79063C",13
"79063D",9
"79065A",1
"79066K",103
"79067",160
"79071B",51
"79072",41
"79140",2
"79144B",36
"79144C",19
"79149B",11
"79151B",2
"79157B",3
"79157V",3
"79160",51
"79161A",16
"79163",44
"79164",43
"79172D",4
"79190A",42
"79190B",57
"79190D",44
"79191B",46
"79191C",107
"79191D",28
"79192A",26
"79301",1
"79302M",40
"79303A",1
"79303B",4
"79303D",5
"79308B",1
"79315W",6
"79320",67
"79321",304
"79323B",35
"79323G",37
"79323GR",60
"79323LP",107
"79323P",132
"79323S",38
"79323W",174
"79328",6
"79329",7
"79331",8
"79336",13
"79337",16
"79338",8
"79341",49
"79342B",22
"79403",19
"79406",14
"79413",7
"79532",15
"79534",14
"81950B",21
"81950V",10
"81952B",14
"81952V",27
"81953B",5
"81953P",5
"81985A",7
"82001S",86
"82011A",19
"82011B",23
"82011C",36
"82011E",2
"82069",2
"82072",3
"82076",5
"82081",11
"82093",7
"82095",21
"82482",601
"82483",361
"82484",451
"82486",365
"82494L",631
"82545A",11
"82551",306
"82552",346
"82553",14
"82567",136
"82578",322
"82580",443
"82581",371
"82582",258
"82583",323
"82585",18
"82587",26
"82597",106
"82599",185
"82600",385
"82605",65
"82607A",65
"82607C",16
"82607E",18
"82613A",63
"82613B",73
"82613C",56
"82613D",98
"82615",60
"82616A",42
"82616B",57
"82616C",57
"84006",86
"84007",30
"84012",127
"84016",43
"84029C",27
"84029D",12
"84029E",500
"84029G",386
"84030B",2
"84030C",4
"84030E",254
"84031A",95
"84031B",80
"84032A",227
"84032B",288
"84033",41
"84050",308
"84051",50
"84077",482
"84078A",151
"84081",14
"84086B",7
"84086C",25
"84192",29
"84199",58
"84201B",6
"84201C",3
"84205C",1
"84206A",9
"84206B",2
"84206C",4
"84212",140
"84218",74
"84219",24
"84226",17
"84227",13
"84228",19
"84231",28
"84247C",22
"84247E",68
"84247G",54
"84247H",12
"84247J",2
"84247K",20
"84247L",62
"84247N",33
"84249A",18
"84249D",48
"84250M",1
"84251B",19
"84251C",13
"84251F",26
"84251G",32
"84251J",4
"84255A",2
"84255B",11
"84270",249
"84279B",140
"84279P",169
"84288B",19
"84292",11
"84292B",4
"84306",18
"84311",1
"84313A",10
"84313B",24
"84313C",29
"84327A",78
"84340",5
"84341B",79
"84347",300
"84352",90
"84356",58
"84358",11
"84360",14
"84366",2
"84367",6
"84371",4
"84375",389
"84378",601
"84380",490
"84387A",1
"84388",21
"84396",22
"84402B",4
"84402D",9
"84405A",40
"84406B",318
"84414B",7
"84415A",3
"84415B",3
"84422",19
"84424A",10
"84425A",8
"84427B",5
"84429A",22
"84437A",17
"84447",7
"84450A",4
"84450B",7
"84452",23
"84454",11
"84455",15
"84456",12
"84457",37
"84458",17
"84459A",96
"84459B",115
"84461",33
"84462",13
"84464",10
"84465",18
"84466",34
"84467",40
"84469",35
"84472",23
"84482",22
"84493",5
"84497",29
"84499",16
"84507B",52
"84507C",27
"84508A",51
"84508B",40
"84508C",22
"84509A",180
"84509B",101
"84509C",45
"84509E",11
"84509F",32
"84509G",96
"84510A",200
"84510B",71
"84510C",49
"84510E",12
"84510F",23
"84519A",96
"84519B",98
"84520B",327
"84520D",53
"84522",19
"84526",23
"84527",19
"84529A",9
"84529B",2
"84529C",9
"84531A",35
"84531B",35
"84532B",21
"84533B",17
"84534B",69
"84535A",44
"84535B",141
"84536A",227
"84536B",131
"84537B",10
"84539",9
"84546",3
"84548",11
"84549",9
"84550",4
"84551",6
"84555A",13
"84558A",116
"84559A",107
"84559B",97
"84559D",23
"84562A",48
"84562B",5
"84563A",26
"84563B",27
"84564",9
"84567",1
"84568",49
"84569A",59
"84569B",54
"84569C",45
"84569D",82
"84570B",2
"84572",1
"84575A",13
"84575B",3
"84576",19
"84578",67
"84580",197
"84581",125
"84582",9
"84584",47
"84586L",9
"84592",33
"84593",7
"84595B",13
"84595E",22
"84596B",256
"84596E",90
"84596F",216
"84596G",118
"84596I",9
"84596J",50
"84596K",48
"84596L",78
"84597B",11
"84597C",21
"84598",30
"84599",2
"84600",31
"84601A",9
"84608",4
"84609",23
"84611B",4
"84612B",4
"84613A",9
"84613C",11
"84614A",7
"84614C",1
"84615",13
"84616",19
"84617",7
"84619",22
"84620",41
"84621",9
"84622",7
"84623",8
"84625A",40
"84625B",15
"84625C",29
"84625D",36
"84626",1
"84627",15
"84629",12
"84630",1
"84631",19
"84632",8
"84637",28
"84638",27
"84648",1
"84653",8
"84656",12
"84657",14
"84658",50
"84659A",55
"84660A",34
"84660B",26
"84660C",29
"84661A",22
"84661B",21
"84661C",12
"84663A",34
"84664",17
"84665",25
"84666",13
"84670",114
"84671B",20
"84673A",57
"84673B",65
"84674",67
"84675",39
"84676",76
"84678",52
"84679",4
"84680",14
"84682",31
"84683",18
"84684",17
"84685",46
"84686",33
"84687",43
"84688",39
"84689",29
"84690",12
"84691",124
"84692",348
"84705A",5
"84705B",2
"84705C",5
"84705D",3
"84705F",4
"84706A",6
"84706B",8
"84706C",4
"84706D",14
"84706F",15
"84707A",36
"84707B",22
"84708B",36
"84709A",11
"84709B",32
"84711A",13
"84711B",11
"84712B",29
"84715",35
"84720",3
"84721",2
"84723",11
"84725",24
"84726",4
"84731",3
"84732B",6
"84732D",6
"84741C",42
"84743C",5
"84744",26
"84745A",13
"84745B",15
"84746",6
"84748",27
"84750A",42
"84750B",43
"84751B",18
"84753A",14
"84754",129
"84755",524
"84757",4
"84760L",1
"84760S",24
"84761",33
"84762A",24
"84762B",19
"84762C",18
"84763",106
"84765",4
"84766",24
"84767",4
"84770",14
"84773",34
"84782A",24
"84782B",6
"84782C",18
"84789",81
"84791",66
"84792",248
"84795A",34
"84795B",56
"84795C",70
"84795D",53
"84795E",3
"84796A",23
"84796B",28
"84797A",21
"84797B",22
"84798A",9
"84798B",8
"84798C",3
"84799",26
"84800L",32
"84800M",25
"84800S",19
"84801A",14
"84801B",14
"84802A",21
"84802B",16
"84803A",16
"84803B",10
"84804A",15
"84804B",17
"84805A",7
"84805B",7
"84806A",19
"84806B",28
"84807",7
"84809A",18
"84809B",7
"84813",53
"84814A",1
"84814B",2
"84815",34
"84816",18
"84817",70
"84818",122
"84819",82
"84820",46
"84821",50
"84823",29
"84824",23
"84826",48
"84827",23
"84828",146
"84830",7
"84832",281
"84836",662
"84837",109
"84838",3
"84839",219
"84840",110
"84842",22
"84843",66
"84845A",1
"84845C",14
"84845D",11
"84846A",39
"84847",32
"84849A",52
"84849B",123
"84849D",122
"84854",42
"84855",10
"84856L",46
"84856S",25
"84857A",2
"84857B",1
"84857C",13
"84858A",7
"84858B",8
"84858C",22
"84859A",40
"84859B",14
"84859C",29
"84864A",3
"84865",26
"84867A",3
"84868A",2
"84868B",4
"84869",18
"84870B",22
"84870C",21
"84872A",6
"84873A",5
"84874B",26
"84875A",10
"84875B",16
"84875D",17
"84876B",22
"84876C",4
"84876D",24
"84877A",14
"84877B",13
"84877D",14
"84879",1010
"84880",185
"84881",21
"84882",22
"84884A",195
"84886",8
"84891B",5
"84893",12
"84898F",37
"84899E",11
"84899F",20
"84901",44
"84902",28
"84905",19
"84906",14
"84907",12
"84908A",4
"84908B",2
"84909A",24
"84910A",37
"84912A",59
"84912B",56
"84913A",26
"84913B",27
"84914A",2
"84915",15
"84916",28
"84917",16
"84918",15
"84919",20
"84920",43
"84921",13
"84922",9
"84923",5
"84924A",41
"84924D",11
"84924F",8
"84925A",14
"84925C",10
"84925D",24
"84925E",3
"84925F",29
"84926A",29
"84926B",8
"84926C",17
"84926D",29
"84926E",40
"84926F",24
"84927A",22
"84927D",22
"84927E",22
"84927F",44
"84929",82
"84931A",42
"84931B",44
"84932A",22
"84932B",17
"84932C",31
"84932D",16
"84933A",5
"84933B",5
"84933C",6
"84934",12
"84937",50
"84942",3
"84944",122
"84945",344
"84946",641
"84947",312
"84948",28
"84949",330
"84950",156
"84951A",37
"84951B",31
"84952A",13
"84952B",15
"84952C",18
"84962",2
"84963A",8
"84963B",5
"84964A",2
"84964B",2
"84965A",2
"84965B",3
"84966A",3
"84966B",3
"84966C",1
"84967A",2
"84967B",8
"84967C",3
"84968A",66
"84968B",51
"84968C",64
"84968D",45
"84968E",41
"84968F",52
"84969",100
"84970L",463
"84970S",616
"84971L",37
"84971S",180
"84972L",41
"84974",52
"84975",115
"84976",40
"84977",34
"84978",525
"84984A",12
"84984B",13
"84984C",11
"84984D",14
"84985A",95
"84985B",12
"84986B",58
"84987",406
"84988",379
"84989A",95
"84989B",34
"84990",112
"84991",822
"84992",614
"84993A",88
"84993B",57
"84997A",278
"84997B",433
"84997C",426
"84997D",431
"85006",32
"85007",16
"85008",77
"85014A",361
"85014B",437
"85014C",55
"85014D",73
"85015",133
"85016",60
"85017A",45
"85017B",98
"85017C",44
"85018A",10
"85018B",10
"85018C",4
"85018D",57
"85019A",37
"85019B",31
"85019C",18
"85020",36
"85023A",9
"85023B",32
"85023C",10
"85024A",1
"85024B",19
"85024C",33
"85025B",55
"85025C",73
"85026B",20
"85027L",36
"85028L",22
"85028S",29
"85030",26
"85031A",36
"85031B",25
"85031C",23
"85032A",103
"85032B",95
"85032C",85
"85032D",89
"85033G",16
"85033S",34
"85034A",92
"85034B",95
"85034C",130
"85035A",113
"85035B",75
"85035C",129
"85036A",117
"85036B",70
"85036C",99
"85038",191
"85039A",61
"85039B",84
"85039C",27
"85040A",193
"85040B",132
"85041",64
"85042",142
"85043",1
"85044",26
"85045",60
"85047",137
"85048",309
"85049A",387
"85049B",224
"85049C",303
"85049D",263
"85049E",434
"85049F",206
"85049G",288
"85049H",154
"85050",1
"85053",185
"85054",107
"85055",62
"85059",108
"85060",53
"85061W",201
"85062",172
"85063",104
"85064",172
"85065",162
"85066",471
"85067",110
"85068",130
"85069",1
"85070",3
"85071A",106
"85071B",123
"85071C",85
"85071D",78
"85072",1
"85078",63
"85079",6
"85080",19
"85081",20
"85083",2
"85084",53
"85086A",44
"85087",21
"85088",38
"85089",15
"85090",26
"85091",14
"85092",14
"85093",57
"85094",40
"85095",9
"85096",42
"85097B",25
"85098B",61
"85099B",978
"85099C",506
"85099F",549
"85103",46
"85104",40
"85106",40
"85107",56
"85109",17
"85110",17
"85111",50
"85112",20
"85113",36
"85114A",46
"85114B",99
"85114C",79
"85115B",1
"85116",40
"85117",29
"85118",55
"85119",36
"85121B",27
"85121C",39
"85123A",1490
"85124A",43
"85124B",45
"85124C",51
"85125",32
"85126",22
"85127",30
"85128",2
"85129A",51
"85129B",26
"85129C",37
"85129D",59
"85130A",59
"85130B",50
"85130C",51
"85130D",63
"85131A",64
"85131B",12
"85131C",20
"85131D",25
"85132A",98
"85132B",73
"85132C",144
"85135A",40
"85135B",67
"85135C",57
"85136A",64
"85136B",39
"85136C",70
"85141",57
"85142",26
"85144",61
"85145",27
"85146",23
"85147",14
"85150",369
"85151",8
"85152",486
"85159A",41
"85159B",53
"85160A",20
"85160B",28
"85161",16
"85162A",14
"85162B",5
"85162C",11
"85163A",35
"85163B",26
"85164B",27
"85165",9
"85166A",8
"85166B",28
"85167A",12
"85167B",38
"85168A",12
"85168B",17
"85169A",79
"85169B",31
"85169C",27
"85169D",39
"85170A",45
"85170B",19
"85170C",40
"85170D",48
"85171",1
"85172",110
"85173",70
"85174",126
"85175",199
"85176",115
"85177",87
"85178",177
"85179A",24
"85179B",33
"85179C",10
"85180A",60
"85180B",29
"85183A",104
"85183B",124
"85184B",7
"85184C",186
"85184D",48
"85185B",111
"85185C",24
"85185D",38
"85185E",2
"85185F",16
"85186A",76
"85186B",2
"85186C",75
"85187",75
"85188A",67
"85188B",48
"85189",53
"85190",14
"85192S",2
"85194L",93
"85194S",84
"85195",14
"85196",59
"85197",63
"85198",37
"85199L",136
"85199S",188
"85200",81
"85202",79
"85203",94
"85204",69
"85205A",21
"85205B",36
"85206A",234
"85206B",138
"85208",56
"85211",43
"85212",82
"85213",48
"85214",94
"85215",33
"85216",114
"85217",96
"85218",2
"85220",4
"85221",35
"85222",39
"85224",35
"85225",10
"85226A",95
"85226C",54
"85227",225
"85230A",31
"85230B",49
"85230C",1
"85230D",1
"85230E",44
"85230F",48
"85230G",32
"85231B",181
"85231E",77
"85231G",139
"85231L",81
"85232A",97
"85232B",208
"85232C",1
"85232D",120
"90000A",14
"90000B",9
"90000C",1
"90000D",13
"90001A",3
"90001B",4
"90001C",5
"90001D",7
"90002A",14
"90002B",7
"90002C",8
"90002D",17
"90002E",7
"90003B",9
"90003C",10
"90003D",15
"90003E",3
"90004A",1
"90005A",5
"90010A",12
"90010B",16
"90010E",16
"90011A",2
"90011B",4
"90011C",1
"90011E",1
"90012A",2
"90012B",3
"90013A",8
"90013B",5
"90013C",10
"90013D",7
"90014A",18
"90014B",13
"90014C",13
"90016A",8
"90016B",14
"90016C",4
"90018A",15
"90018B",10
"90018C",7
"90019A",16
"90019B",6
"90019C",7
"90020",2
"90021",4
"90022",4
"90023",7
"90024A",4
"90024B",6
"90024C",5
"90024D",11
"90024E",7
"90024F",2
"90025A",2
"90025B",1
"90025C",2
"90025D",2
"90025E",3
"90025F",2
"90026A",6
"90026B",4
"90026C",5
"90026D",6
"90027A",3
"90027B",3
"90027C",2
"90027D",6
"90028",5
"90029",10
"90030A",8
"90030B",17
"90030C",10
"90031",5
"90032",12
"90033",2
"90034",2
"90035A",7
"90035B",4
"90035C",5
"90036A",10
"90036B",8
"90036C",7
"90036D",11
"90036E",10
"90036F",4
"90037A",4
"90037B",5
"90037C",4
"90037D",1
"90038A",4
"90038B",2
"90038C",3
"90039A",2
"90039B",3
"90039C",3
"90039D",4
"90040A",10
"90040B",17
"90040C",10
"90040D",9
"90041",2
"90042A",6
"90042B",4
"90042C",8
"90043",5
"90046",6
"90048",4
"90049",3
"90050",2
"90051",4
"90052",1
"90054",2
"90055",1
"90056",1
"90057",29
"90058A",12
"90058B",27
"90059A",3
"90059B",4
"90059C",6
"90059D",5
"90059E",5
"90059F",5
"90060B",4
"90060C",3
"90060D",6
"90060F",7
"90062",33
"90063A",10
"90063B",8
"90064A",4
"90064B",8
"90065A",7
"90065B",4
"90066A",2
"90067A",8
"90067B",2
"90069",5
"90070",9
"90071",2
"90072",4
"90073",7
"90074",4
"90075",3
"90076",1
"90077",1
"90078",4
"90079",5
"90081A",15
"90081B",2
"90081C",13
"90082A",16
"90082B",18
"90082C",1
"90082D",28
"90083",6
"90084",8
"90085",14
"90086",12
"90087",13
"90088",8
"90089",11
"90090",12
"90091",2
"90092",6
"90093",15
"90094",20
"90095",2
"90096",10
"90098",22
"90099",16
"90100",7
"90101",4
"90102",3
"90103",5
"90104",11
"90108",12
"90111",6
"90112",13
"90114",19
"90115",11
"90116",11
"90118",3
"90119",6
"90120A",14
"90120B",17
"90120C",12
"90120D",16
"90121B",8
"90122A",14
"90122B",14
"90122C",12
"90123A",14
"90123B",8
"90123C",7
"90123D",7
"90124A",16
"90124B",11
"90124C",7
"90125A",9
"90125B",6
"90125C",5
"90125D",9
"90125E",2
"90126A",3
"90126C",2
"90127A",1
"90127B",2
"90128A",5
"90128B",5
"90128C",3
"90128D",2
"90129A",14
"90129B",17
"90129C",16
"90129D",12
"90129E",10
"90129F",14
"90130A",6
"90130B",4
"90130C",2
"90130D",1
"90131",4
"90133",7
"90134",2
"90135",1
"90135A",2
"90136",2
"90137",8
"90138",5
"90139",3
"90140",2
"90141A",4
"90141B",2
"90141C",4
"90141D",1
"90141E",3
"90142D",4
