"customer_id","recency_days","frequency_completed","monetary_net","whale_flag"
"15050",24,5,4032.27,"Other"
"16571",2,10,4025.05,"Other"
"12840",143,7,4013.87,"Other"
"16098",87,14,4010.70,"Other"
"12483",16,19,4007.93,"Other"
"13048",13,9,4000.08,"Other"
"16241",9,16,3989.81,"Other"
"15665",167,5,3987.07,"Other"
"15782",9,4,3985.65,"Other"
"15680",8,10,3985.59,"Other"
"17618",5,11,3976.34,"Other"
"16732",31,4,3966.79,"Other"
"15572",4,10,3965.20,"Other"
"14277",14,8,3959.82,"Other"
"12370",50,7,3956.56,"Other"
"12578",20,4,3956.45,"Other"
"14547",3,8,3953.95,"Other"
"14824",9,10,3952.51,"Other"
"18259",24,7,3941.90,"Other"
"13982",38,9,3927.49,"Other"
"14465",246,11,3925.85,"Other"
"13542",376,17,3924.09,"Other"
"13895",20,6,3923.62,"Other"
"16771",32,10,3921.10,"Other"
"16455",63,11,3917.92,"Other"
"15752",39,9,3916.46,"Other"
"15051",22,9,3911.91,"Other"
"15819",48,10,3911.28,"Other"
"12388",15,8,3901.11,"Other"
"14498",42,10,3900.83,"Other"
"15571",11,14,3892.35,"Other"
"17218",3,18,3889.39,"Other"
"17667",65,9,3883.80,"Other"
"14047",8,14,3881.11,"Other"
"12523",1,23,3877.05,"Other"
"17406",329,13,3874.00,"Other"
"16218",29,13,3872.30,"Other"
"15195",2,1,3861.00,"Other"
"12408",32,8,3859.64,"Other"
"16440",7,6,3856.97,"Other"
"16791",28,15,3852.31,"Other"
"15067",77,5,3850.13,"Other"
"15804",0,13,3848.55,"Other"
"18073",113,12,3846.74,"Other"
"17646",218,12,3843.16,"Other"
"13037",137,12,3842.55,"Other"
"16841",36,12,3841.16,"Other"
"15708",40,9,3840.73,"Other"
"14655",3,7,3836.73,"Other"
"13995",14,14,3836.26,"Other"
"13213",56,11,3834.62,"Other"
"14532",235,11,3833.03,"Other"
"16341",24,7,3832.29,"Other"
"17287",25,21,3810.61,"Other"
"14878",12,25,3807.10,"Other"
"15421",58,10,3805.34,"Other"
"13481",45,11,3803.09,"Other"
"13357",256,5,3795.01,"Other"
"15365",25,13,3791.98,"Other"
"12782",4,11,3770.04,"Other"
"16150",38,10,3761.27,"Other"
"17553",129,4,3757.60,"Other"
"17173",4,8,3755.65,"Other"
"17293",7,17,3750.63,"Other"
"16128",17,11,3748.40,"Other"
"14309",7,11,3747.96,"Other"
"12876",57,4,3738.59,"Other"
"15696",32,13,3732.12,"Other"
"17071",8,13,3730.96,"Other"
"17211",26,13,3728.80,"Other"
"12853",107,11,3728.50,"Other"
"14364",108,8,3717.35,"Other"
"15370",40,8,3713.51,"Other"
"15288",42,10,3706.53,"Other"
"15494",20,5,3702.60,"Other"
"14540",9,11,3699.74,"Other"
"17954",4,19,3697.19,"Other"
"16240",7,2,3693.81,"Other"
"14515",17,12,3693.70,"Other"
"12726",27,11,3690.60,"Other"
"12857",210,6,3684.25,"Other"
"14565",95,5,3683.87,"Other"
"13126",4,13,3679.03,"Other"
"16928",79,26,3678.43,"Other"
"15704",139,6,3663.86,"Other"
"12349",18,3,3654.54,"Other"
"15532",24,10,3653.35,"Other"
"14744",15,14,3648.63,"Other"
"15255",66,9,3647.37,"Other"
"16466",33,15,3642.09,"Other"
"12422",95,12,3639.35,"Other"
"13632",24,8,3632.36,"Other"
"16748",17,14,3632.29,"Other"
"14649",4,9,3630.04,"Other"
"17096",8,11,3629.58,"Other"
"14770",231,8,3624.89,"Other"
"13305",3,16,3616.41,"Other"
"15834",69,7,3613.04,"Other"
"12360",51,6,3612.89,"Other"
"16053",32,6,3606.14,"Other"
"18242",71,8,3605.21,"Other"
"14593",21,12,3602.31,"Other"
"16094",11,11,3599.16,"Other"
"16503",106,11,3597.89,"Other"
"14970",67,12,3593.40,"Other"
"15480",115,3,3592.25,"Other"
"15569",103,10,3583.45,"Other"
"14132",1,11,3580.13,"Other"
"14857",59,7,3578.93,"Other"
"17063",8,13,3576.88,"Other"
"13750",53,11,3563.60,"Other"
"15024",9,16,3559.39,"Other"
"16444",45,17,3558.63,"Other"
"12721",31,8,3555.83,"Other"
"14737",3,4,3554.17,"Other"
"15079",212,11,3546.75,"Other"
"14503",2,6,3543.26,"Other"
"15791",43,5,3541.79,"Other"
"17528",0,8,3540.10,"Other"
"14817",199,7,3539.21,"Other"
"17659",3,14,3536.33,"Other"
"17019",10,11,3526.29,"Other"
"17848",80,30,3525.71,"Other"
"13505",67,4,3522.88,"Other"
"15858",15,13,3509.91,"Other"
"18044",3,18,3502.66,"Other"
"15505",52,5,3497.14,"Other"
"17311",77,6,3490.66,"Other"
"16950",56,10,3482.59,"Other"
"15306",63,9,3480.98,"Other"
"16983",12,11,3479.48,"Other"
"17722",95,5,3476.82,"Other"
"16325",43,12,3470.90,"Other"
"15712",8,12,3467.46,"Other"
"17526",0,12,3450.04,"Other"
"12358",1,5,3447.07,"Other"
"14640",15,10,3446.33,"Other"
"14837",89,9,3445.82,"Other"
"13536",0,7,3444.39,"Other"
"13849",51,5,3443.80,"Other"
"16208",44,10,3440.45,"Other"
"16395",60,14,3438.66,"Other"
"15974",38,7,3429.55,"Other"
"12670",9,7,3426.39,"Other"
"17597",213,5,3425.29,"Other"
"17913",58,14,3425.09,"Other"
"13313",21,12,3423.27,"Other"
"16281",71,3,3416.52,"Other"
"15222",318,11,3415.66,"Other"
"16347",10,11,3415.56,"Other"
"13437",13,7,3408.06,"Other"
"14653",0,11,3404.80,"Other"
"15114",29,12,3400.12,"Other"
"15059",40,19,3394.45,"Other"
"17723",126,7,3378.40,"Other"
"17307",364,11,3378.31,"Other"
"13135",196,2,3371.45,"Other"
"17725",15,11,3371.13,"Other"
"13707",266,5,3365.86,"Other"
"13285",22,6,3364.59,"Other"
"16719",14,14,3363.87,"Other"
"13425",107,5,3362.73,"Other"
"16271",15,8,3361.87,"Other"
"13823",18,7,3358.55,"Other"
"15058",24,16,3354.73,"Other"
"18168",175,16,3352.30,"Other"
"16360",4,6,3349.57,"Other"
"12371",59,4,3347.38,"Other"
"13577",24,11,3346.62,"Other"
"15369",374,11,3346.43,"Other"
"15265",150,4,3345.64,"Other"
"15811",16,7,3345.25,"Other"
"14882",26,14,3345.05,"Other"
"17422",15,11,3341.65,"Other"
"15113",9,3,3339.12,"Other"
"14776",50,15,3339.02,"Other"
"12530",59,9,3329.86,"Other"
"15676",8,3,3324.09,"Other"
"15351",11,10,3320.50,"Other"
"13929",168,11,3318.10,"Other"
"16818",10,11,3317.97,"Other"
"12623",275,7,3315.84,"Other"
"15065",37,5,3304.71,"Other"
"12865",25,4,3303.31,"Other"
"18219",2,17,3297.20,"Other"
"15953",14,18,3295.49,"Other"
"12631",56,6,3292.27,"Other"
"12424",162,4,3289.78,"Other"
"16539",2,10,3289.66,"Other"
"13431",66,8,3289.24,"Other"
"17768",7,7,3287.78,"Other"
"17183",7,6,3286.91,"Other"
"14285",20,8,3284.42,"Other"
"13979",72,7,3284.23,"Other"
"13131",22,7,3279.77,"Other"
"16351",332,13,3279.13,"Other"
"12872",326,12,3276.81,"Other"
"14409",70,9,3276.09,"Other"
"13824",32,12,3273.36,"Other"
"15978",76,3,3272.62,"Other"
"17931",133,14,3270.91,"Other"
"13291",155,11,3270.79,"Other"
"12377",314,4,3266.32,"Other"
"14608",3,10,3263.44,"Other"
"18188",14,6,3263.19,"Other"
"13611",88,10,3259.43,"Other"
"17774",96,9,3259.39,"Other"
"15827",72,28,3247.09,"Other"
"16612",32,9,3243.48,"Other"
"14898",22,14,3242.60,"Other"
"13246",17,11,3242.00,"Other"
"15356",30,13,3239.57,"Other"
"15140",51,8,3239.44,"Other"
"14215",11,9,3238.53,"Other"
"14669",241,7,3216.78,"Other"
"14451",59,12,3215.50,"Other"
"16107",17,7,3204.16,"Other"
"15625",99,9,3203.25,"Other"
"16057",3,10,3202.07,"Other"
"12468",142,5,3192.55,"Other"
"13868",6,2,3192.54,"Other"
"15380",8,11,3192.10,"Other"
"17924",0,8,3189.53,"Other"
"16045",119,8,3187.03,"Other"
"14533",24,11,3185.12,"Other"
"15057",274,5,3184.56,"Other"
"16515",51,10,3179.06,"Other"
"12645",33,8,3175.10,"Other"
"14315",20,8,3168.72,"Other"
"16837",30,11,3167.73,"Other"
"16101",8,4,3167.42,"Other"
"17679",52,7,3166.56,"Other"
"16041",30,3,3166.40,"Other"
"12951",8,15,3164.42,"Other"
"12963",7,12,3162.59,"Other"
"13804",30,9,3161.12,"Other"
"16365",17,15,3156.94,"Other"
"12976",211,8,3156.38,"Other"
"17353",128,4,3155.55,"Other"
"15632",15,8,3147.31,"Other"
"14306",50,6,3141.50,"Other"
"15095",103,10,3135.74,"Other"
"17354",50,4,3133.96,"Other"
"16918",49,16,3131.31,"Other"
"12569",1,32,3128.99,"Other"
"15199",58,10,3122.40,"Other"
"13685",2,7,3119.44,"Other"
"13052",211,7,3118.48,"Other"
"14963",9,12,3117.72,"Other"
"13786",366,6,3112.99,"Other"
"15983",21,8,3110.37,"Other"
"17640",86,6,3107.59,"Other"
"13268",17,10,3105.66,"Other"
"14217",1,23,3105.52,"Other"
"14507",23,11,3104.80,"Other"
"13538",42,12,3103.13,"Other"
"13397",72,10,3103.07,"Other"
"14897",7,8,3100.74,"Other"
"13650",16,10,3098.50,"Other"
"12937",14,9,3097.61,"Other"
"15105",17,9,3094.91,"Other"
"15491",94,6,3090.85,"Other"
"14312",46,11,3090.29,"Other"
"13464",57,6,3083.89,"Other"
"13772",33,8,3080.52,"Other"
"13742",16,12,3079.27,"Other"
"16584",79,5,3077.97,"Other"
"14978",71,10,3076.39,"Other"
"14700",31,5,3076.06,"Other"
"17929",10,12,3073.60,"Other"
"17147",22,9,3069.15,"Other"
"12597",18,4,3067.13,"Other"
"16400",94,9,3059.85,"Other"
"13196",10,7,3059.64,"Other"
"14044",26,10,3057.00,"Other"
"16059",65,12,3053.57,"Other"
"16007",47,7,3053.06,"Other"
"12619",15,9,3048.95,"Other"
"15823",336,2,3047.76,"Other"
"14673",2,7,3037.32,"Other"
"12909",39,8,3034.77,"Other"
"13647",9,8,3033.78,"Other"
"15241",66,11,3032.31,"Other"
"17621",20,6,3029.32,"Other"
"16678",2,12,3025.24,"Other"
"13692",24,5,3022.95,"Other"
"12609",77,9,3021.86,"Other"
"13631",99,11,3021.77,"Other"
"16933",0,9,3017.65,"Other"
"12849",30,6,3015.98,"Other"
"13848",91,8,3015.00,"Other"
"15916",15,13,3014.04,"Other"
"12754",235,3,3010.74,"Other"
"16560",20,8,3010.73,"Other"
"16718",368,5,3006.08,"Other"
"15754",50,9,3001.86,"Other"
"14038",77,5,3000.93,"Other"
"14456",4,9,3000.80,"Other"
"17702",29,6,2999.94,"Other"
"14161",215,7,2996.93,"Other"
"12502",95,5,2995.87,"Other"
"14344",126,20,2993.05,"Other"
"12510",142,7,2989.33,"Other"
"17090",3,13,2986.64,"Other"
"15687",8,9,2981.50,"Other"
"12770",210,2,2981.45,"Other"
"13557",27,13,2980.08,"Other"
"16012",34,5,2978.59,"Other"
"15027",30,10,2974.04,"Other"
"14064",28,15,2967.57,"Other"
"14506",16,7,2960.25,"Other"
"18241",9,21,2954.09,"Other"
"13485",232,11,2953.92,"Other"
"12838",33,10,2953.46,"Other"
"16120",58,6,2952.51,"Other"
"13253",156,4,2951.11,"Other"
"14226",28,6,2950.38,"Other"
"13635",67,4,2948.22,"Other"
"17692",126,12,2947.04,"Other"
"15967",22,12,2943.60,"Other"
"15182",153,11,2942.75,"Other"
"12877",3,20,2942.14,"Other"
"15757",65,6,2940.36,"Other"
"14544",23,3,2938.53,"Other"
"16416",26,9,2937.88,"Other"
"12906",11,5,2919.81,"Other"
"16358",0,5,2917.10,"Other"
"15312",74,12,2916.49,"Other"
"14867",185,16,2910.41,"Other"
"14524",31,13,2909.86,"Other"
"17655",10,9,2909.18,"Other"
"13764",70,6,2908.67,"Other"
"15602",7,16,2902.16,"Other"
"17588",99,7,2901.65,"Other"
"12854",78,7,2899.32,"Other"
"13784",9,14,2897.18,"Other"
"13110",30,12,2896.17,"Other"
"15392",4,7,2891.82,"Other"
"17242",107,5,2889.28,"Other"
"14916",70,8,2888.21,"Other"
"15373",7,17,2881.74,"Other"
"14251",1,5,2879.70,"Other"
"14621",0,9,2878.27,"Other"
"16633",16,6,2878.15,"Other"
"18170",32,9,2878.00,"Other"
"14005",9,5,2874.72,"Other"
"14758",144,7,2864.97,"Other"
"16062",9,8,2863.45,"Other"
"13890",0,14,2858.73,"Other"
"15043",30,6,2855.32,"Other"
"13728",36,16,2855.17,"Other"
"14875",8,3,2850.50,"Other"
"17961",20,100,2850.29,"Other"
"14935",296,2,2849.83,"Other"
"16755",113,7,2846.13,"Other"
"13501",242,3,2840.26,"Other"
"15611",9,24,2837.37,"Other"
"16229",86,6,2835.36,"Other"
"16383",74,7,2828.94,"Other"
"17228",15,13,2820.03,"Other"
"16225",44,15,2813.81,"Other"
"15031",3,14,2813.73,"Other"
"17386",7,7,2812.77,"Other"
"14293",2,9,2809.41,"Other"
"14711",9,11,2809.02,"Other"
"13477",37,11,2806.12,"Other"
"15797",112,5,2806.08,"Other"
"13330",92,6,2796.10,"Other"
"14035",28,9,2790.50,"Other"
"13032",38,9,2790.00,"Other"
"16979",3,9,2787.09,"Other"
"17530",0,12,2786.15,"Other"
"12826",2,12,2784.20,"Other"
"13719",14,11,2782.10,"Other"
"17790",26,20,2779.41,"Other"
"12863",51,6,2775.55,"Other"
"17031",11,6,2773.85,"Other"
"15235",217,16,2772.76,"Other"
"15353",254,7,2772.57,"Other"
"13695",30,16,2770.73,"Other"
"18210",1,7,2768.83,"Other"
"14233",43,7,2766.96,"Other"
"15563",8,6,2764.67,"Other"
"16407",12,14,2761.65,"Other"
"16871",21,6,2761.49,"Other"
"15965",16,13,2758.19,"Other"
"12589",28,6,2752.17,"Other"
"16711",2,9,2751.48,"Other"
"14869",3,6,2750.70,"Other"
"16764",3,13,2749.95,"Other"
"17870",1,13,2748.34,"Other"
"13963",307,17,2748.32,"Other"
"17552",59,12,2744.63,"Other"
"14121",3,4,2740.30,"Other"
"16775",9,16,2739.24,"Other"
"15329",34,11,2737.18,"Other"
"15389",171,5,2733.80,"Other"
"14903",20,5,2729.18,"Other"
"15993",8,7,2728.22,"Other"
"15810",78,8,2724.80,"Other"
"16190",39,8,2723.55,"Other"
"14125",10,3,2720.63,"Other"
"15841",63,9,2716.50,"Other"
"13077",0,11,2716.15,"Other"
"13736",4,7,2701.27,"Other"
"12391",21,6,2699.24,"Other"
"18173",86,5,2696.36,"Other"
"16232",32,7,2692.02,"Other"
"16086",58,10,2685.65,"Other"
"17388",77,11,2675.37,"Other"
"12374",24,3,2669.22,"Other"
"15910",0,15,2661.17,"Other"
"16434",28,12,2658.99,"Other"
"18283",3,22,2658.95,"Other"
"16369",17,7,2654.48,"Other"
"17884",3,20,2649.47,"Other"
"17744",3,7,2649.14,"Other"
"12820",2,11,2647.94,"Other"
"15671",18,7,2635.49,"Other"
"13819",301,6,2631.10,"Other"
"16618",30,5,2630.64,"Other"
"13203",9,10,2630.55,"Other"
"12755",249,11,2629.50,"Other"
"16276",176,3,2629.39,"Other"
"17470",44,11,2626.47,"Other"
"14404",33,13,2625.13,"Other"
"12635",89,4,2624.41,"Other"
"15596",100,9,2621.27,"Other"
"14262",7,8,2618.23,"Other"
"17115",7,7,2616.29,"Other"
"17720",25,10,2613.06,"Other"
"15985",122,7,2610.28,"Other"
"15142",45,6,2608.97,"Other"
"13422",50,1,2601.55,"Other"
"15157",3,5,2597.88,"Other"
"13644",8,4,2597.52,"Other"
"13211",9,10,2596.32,"Other"
"17490",0,9,2595.01,"Other"
"14163",86,5,2594.62,"Other"
"17043",31,8,2593.65,"Other"
"14129",1,9,2591.34,"Other"
"15062",70,8,2585.62,"Other"
"15826",50,4,2583.13,"Other"
"13012",8,11,2581.28,"Other"
"12685",27,6,2575.08,"Other"
"16206",54,13,2572.17,"Other"
"13700",25,13,2569.72,"Other"
"14431",298,4,2567.10,"Other"
"17002",72,7,2565.60,"Other"
"14756",14,3,2563.46,"Other"
"12982",239,8,2562.12,"Other"
"16036",86,4,2556.84,"Other"
"14397",0,19,2556.68,"Other"
"15660",24,15,2554.84,"Other"
"12456",43,3,2553.89,"Other"
"16115",9,12,2553.80,"Other"
"17284",59,7,2547.70,"Other"
"18179",8,8,2547.55,"Other"
"12473",53,3,2545.27,"Other"
"13192",94,6,2544.53,"Other"
"14548",150,9,2541.29,"Other"
"15033",4,10,2538.23,"Other"
"13862",17,9,2534.04,"Other"
"15814",2,6,2531.84,"Other"
"16889",194,6,2526.65,"Other"
"14790",16,10,2526.62,"Other"
"17317",45,3,2524.02,"Other"
"17095",21,7,2520.75,"Other"
"15434",7,11,2517.11,"Other"
"17463",15,7,2515.26,"Other"
"13344",67,3,2511.69,"Other"
"16104",61,9,2511.21,"Other"
"16499",359,8,2509.64,"Other"
"15862",7,13,2507.14,"Other"
"17101",9,7,2507.05,"Other"
"13471",0,4,2501.84,"Other"
"17594",84,4,2497.88,"Other"
"15747",12,9,2497.86,"Other"
"14541",58,14,2491.38,"Other"
"17262",51,11,2488.76,"Other"
"15227",36,9,2488.49,"Other"
"16987",2,11,2487.55,"Other"
"15117",14,8,2484.32,"Other"
"15716",145,11,2482.74,"Other"
"13414",133,6,2482.24,"Other"
"15681",17,14,2480.20,"Other"
"13507",2,4,2479.16,"Other"
"12967",2,3,2472.37,"Other"
"14934",72,5,2471.07,"Other"
"14745",112,12,2471.06,"Other"
"14229",51,7,2468.99,"Other"
"17288",8,11,2468.43,"Other"
"16202",360,9,2467.04,"Other"
"12438",13,2,2466.85,"Other"
"17164",32,7,2466.40,"Other"
"14696",3,8,2465.30,"Other"
"17131",4,5,2463.17,"Other"
"15932",3,8,2461.85,"Other"
"14842",34,4,2456.80,"Other"
"13623",30,10,2456.73,"Other"
"14421",56,6,2456.62,"Other"
"14659",8,9,2456.53,"Other"
"13588",15,9,2449.53,"Other"
"17320",99,6,2444.85,"Other"
"15906",19,10,2442.44,"Other"
"15111",28,5,2442.37,"Other"
"15623",140,8,2437.05,"Other"
"17505",161,5,2435.48,"Other"
"17348",14,9,2430.99,"Other"
"13949",2,6,2427.32,"Other"
"17629",5,10,2425.52,"Other"
"15021",8,12,2422.35,"Other"
"13134",72,6,2422.28,"Other"
"12739",98,2,2421.23,"Other"
"15089",9,6,2420.84,"Other"
"13878",54,4,2416.90,"Other"
"12924",87,12,2415.20,"Other"
"18171",58,9,2414.51,"Other"
"16470",51,11,2411.90,"Other"
"13473",60,8,2410.98,"Other"
"17676",3,10,2409.73,"Other"
"16833",0,6,2409.04,"Other"
"16554",2,8,2407.17,"Other"
"14195",201,6,2401.40,"Other"
"15341",80,2,2401.02,"Other"
"16817",2,13,2392.85,"Other"
"17444",151,2,2389.10,"Other"
"15366",74,7,2389.08,"Other"
"12412",74,6,2389.03,"Other"
"14414",91,8,2387.48,"Other"
"16105",248,5,2386.19,"Other"
"13151",202,3,2385.66,"Other"
"14256",253,5,2384.14,"Other"
"16040",64,7,2383.70,"Other"
"15793",8,8,2382.92,"Other"
"16359",6,16,2379.40,"Other"
"12393",71,6,2376.75,"Other"
"16638",22,15,2375.88,"Other"
"13173",3,11,2370.97,"Other"
"17827",4,6,2369.42,"Other"
"16147",133,5,2367.02,"Other"
"17623",32,7,2365.77,"Other"
"15860",40,17,2358.80,"Other"
"17634",35,9,2358.59,"Other"
"15073",9,8,2357.04,"Other"
"17921",63,10,2354.21,"Other"
"14810",40,13,2354.03,"Other"
"16083",100,4,2351.42,"Other"
"14496",311,7,2341.54,"Other"
"13118",19,9,2334.10,"Other"
"17434",1,7,2333.42,"Other"
"12676",24,10,2333.09,"Other"
"13614",23,6,2332.74,"Other"
"16005",11,10,2332.62,"Other"
"16676",33,6,2328.50,"Other"
"17591",72,8,2328.37,"Other"
"15489",22,8,2327.36,"Other"
"12733",233,4,2325.97,"Other"
"17004",45,4,2324.36,"Other"
"16085",22,12,2318.91,"Other"
"14346",120,5,2315.75,"Other"
"16628",29,7,2313.09,"Other"
"14295",39,4,2309.06,"Other"
"17282",129,5,2308.54,"Other"
"13813",39,8,2308.42,"Other"
"14502",19,11,2307.14,"Other"
"12948",15,9,2306.18,"Other"
"18095",312,5,2303.09,"Other"
"13908",79,4,2297.05,"Other"
"13704",4,9,2295.31,"Other"
"14555",56,6,2294.88,"Other"
"12520",78,5,2294.51,"Other"
"16496",8,6,2293.47,"Other"
"15549",76,8,2292.91,"Other"
"13055",63,4,2292.51,"Other"
"12423",0,10,2291.19,"Other"
"13085",157,8,2289.58,"Other"
"17047",84,6,2289.23,"Other"
"12516",77,4,2288.62,"Other"
"17313",17,1,2288.13,"Other"
"17018",40,6,2287.70,"Other"
"14481",164,5,2284.69,"Other"
"14554",9,4,2279.49,"Other"
"14808",39,8,2277.80,"Other"
"13994",3,6,2274.14,"Other"
"13280",121,7,2267.83,"Other"
"12517",27,4,2263.65,"Other"
"16531",21,11,2263.58,"Other"
"15734",114,4,2263.30,"Other"
"13652",45,5,2262.05,"Other"
"13655",113,6,2261.66,"Other"
"13059",249,10,2261.22,"Other"
"17193",35,9,2254.60,"Other"
"13117",21,18,2253.96,"Other"
"17414",43,6,2249.52,"Other"
"14432",9,6,2248.50,"Other"
"17894",71,18,2248.44,"Other"
"12701",79,6,2248.41,"Other"
"16174",125,7,2246.75,"Other"
"15865",40,5,2241.42,"Other"
"13814",55,3,2239.07,"Other"
"16551",95,7,2237.12,"Other"
"16823",226,7,2236.14,"Other"
"16883",186,19,2236.11,"Other"
"17969",165,20,2235.54,"Other"
"14449",18,8,2230.96,"Other"
"18215",88,5,2223.99,"Other"
"16350",20,9,2222.49,"Other"
"13627",58,7,2217.55,"Other"
"16812",360,4,2216.80,"Other"
"17075",17,10,2216.28,"Other"
"17180",55,11,2216.12,"Other"
"12397",35,2,2214.90,"Other"
"17994",121,11,2213.58,"Other"
"14748",28,10,2208.89,"Other"
"17648",60,5,2208.42,"Other"
"14177",84,13,2204.74,"Other"
"14462",63,12,2204.69,"Other"
"14467",17,12,2203.24,"Other"
"14321",10,7,2198.58,"Other"
"14006",115,7,2196.67,"Other"
"14212",89,2,2190.14,"Other"
"18177",30,9,2189.07,"Other"
"14597",10,6,2184.63,"Other"
"14834",17,7,2184.21,"Other"
"16042",21,8,2183.10,"Other"
"16317",119,5,2179.76,"Other"
"13338",153,4,2173.62,"Other"
"16076",2,10,2173.53,"Other"
"13410",8,9,2172.51,"Other"
"14665",60,7,2172.33,"Other"
"16108",84,4,2171.93,"Other"
"13662",85,11,2166.63,"Other"
"13762",203,5,2165.76,"Other"
"17550",196,9,2165.54,"Other"
"14595",19,8,2164.45,"Other"
"13365",8,2,2164.32,"Other"
"15944",276,4,2164.24,"Other"
"17905",70,13,2159.07,"Other"
"14205",16,9,2156.30,"Other"
"17822",419,5,2154.08,"Other"
"12856",7,6,2153.53,"Other"
"16275",196,3,2151.11,"Other"
"16966",7,7,2148.97,"Other"
"13224",59,2,2147.85,"Other"
"16004",474,5,2146.39,"Other"
"17368",22,14,2145.39,"Other"
"17272",41,4,2144.53,"Other"
"13320",69,6,2144.45,"Other"
"17732",372,8,2144.17,"Other"
"14216",2,5,2142.39,"Other"
"16177",49,8,2141.61,"Other"
"15426",18,9,2138.86,"Other"
"17029",110,7,2137.30,"Other"
"15638",300,6,2137.20,"Other"
"17305",648,1,2135.46,"Other"
"16379",3,4,2131.90,"Other"
"16520",185,6,2131.68,"Other"
"18116",67,13,2130.89,"Other"
"16485",76,5,2130.19,"Other"
"12802",183,5,2120.42,"Other"
"16134",21,5,2119.99,"Other"
"14410",15,11,2119.08,"Other"
"14472",103,9,2118.72,"Other"
"14360",31,4,2118.03,"Other"
"13152",416,7,2114.98,"Other"
"14691",30,5,2114.33,"Other"
"14573",179,13,2113.42,"Other"
"13643",30,10,2112.17,"Other"
"13407",578,3,2111.89,"Other"
"16493",72,7,2110.12,"Other"
"13517",59,3,2109.07,"Other"
"13755",3,9,2101.39,"Other"
"15815",63,5,2100.60,"Other"
"17742",112,11,2098.48,"Other"
"14407",106,5,2096.08,"Other"
"17159",21,5,2095.44,"Other"
"13753",287,4,2094.57,"Other"
"16600",3,13,2093.56,"Other"
"14469",415,4,2093.46,"Other"
"14399",393,8,2093.21,"Other"
"13265",52,5,2092.66,"Other"
"17113",504,6,2092.16,"Other"
"15456",282,10,2091.52,"Other"
"16054",144,4,2090.68,"Other"
"15151",422,2,2085.61,"Other"
"12724",4,7,2083.52,"Other"
"14499",25,7,2083.44,"Other"
"13591",64,7,2081.19,"Other"
"13455",24,6,2080.88,"Other"
"14644",8,7,2077.47,"Other"
"18026",500,2,2074.07,"Other"
"12684",7,6,2073.63,"Other"
"13610",11,14,2070.71,"Other"
"16201",2,5,2070.17,"Other"
"13478",468,5,2068.03,"Other"
"18009",234,8,2065.48,"Other"
"12997",21,8,2065.11,"Other"
"16807",142,6,2064.88,"Other"
"17585",108,7,2064.71,"Other"
"13748",95,9,2064.35,"Other"
"16726",25,7,2063.88,"Other"
"14443",53,5,2063.65,"Other"
"16934",54,6,2062.89,"Other"
"12649",106,8,2060.50,"Other"
"15252",35,5,2053.06,"Other"
"16016",2,11,2053.00,"Other"
"17086",6,6,2050.08,"Other"
"17666",3,5,2047.80,"Other"
"12586",16,4,2045.67,"Other"
"16996",29,9,2044.16,"Other"
"14232",31,5,2043.93,"Other"
"12868",185,8,2043.76,"Other"
"17705",2,11,2041.50,"Other"
"18258",463,6,2040.97,"Other"
"13799",116,9,2039.82,"Other"
"14988",211,7,2038.65,"Other"
"16214",170,4,2038.25,"Other"
"16331",431,6,2037.70,"Other"
"16795",364,3,2035.21,"Other"
"15253",15,8,2033.29,"Other"
"12457",57,7,2032.31,"Other"
"17289",31,9,2032.30,"Other"
"15272",56,6,2030.95,"Other"
"15506",22,6,2030.33,"Other"
"16794",0,15,2029.48,"Other"
"17897",172,9,2027.54,"Other"
"12873",281,3,2027.30,"Other"
"12599",28,13,2026.72,"Other"
"13989",65,5,2026.06,"Other"
"14651",66,9,2025.52,"Other"
"14631",50,6,2023.17,"Other"
"15384",169,4,2021.14,"Other"
"14147",48,9,2019.30,"Other"
"14188",8,6,2018.91,"Other"
"17324",17,12,2018.07,"Other"
"12418",112,4,2016.95,"Other"
"16197",468,9,2016.71,"Other"
"15864",21,7,2014.22,"Other"
"13663",178,5,2013.61,"Other"
"16221",36,9,2011.97,"Other"
"15164",68,9,2011.21,"Other"
"14225",434,4,2009.17,"Other"
"13696",421,3,2008.70,"Other"
"13092",70,12,2007.33,"Other"
"12576",35,8,2003.87,"Other"
"13888",119,7,2001.59,"Other"
"12986",402,10,1998.34,"Other"
"14628",90,5,1998.00,"Other"
"16698",226,2,1998.00,"Other"
"15990",43,7,1997.75,"Other"
"17126",151,9,1996.03,"Other"
"13630",4,7,1995.68,"Other"
"12975",429,6,1993.99,"Other"
"15481",400,1,1993.34,"Other"
"17048",114,7,1991.45,"Other"
"17088",27,4,1991.01,"Other"
"13094",20,13,1990.98,"Other"
"13874",357,7,1989.20,"Other"
"15550",3,12,1987.85,"Other"
"16529",189,4,1986.80,"Other"
"14623",31,10,1983.55,"Other"
"14967",49,6,1982.61,"Other"
"16235",40,8,1980.61,"Other"
"15795",149,8,1979.87,"Other"
"16332",27,11,1977.05,"Other"
"14152",74,7,1975.44,"Other"
"16065",364,8,1975.13,"Other"
"17633",30,7,1974.89,"Other"
"15531",7,2,1972.39,"Other"
"17797",21,8,1971.87,"Other"
"14634",437,4,1971.82,"Other"
"14396",64,7,1969.38,"Other"
"16960",38,8,1967.48,"Other"
"15030",71,8,1967.16,"Other"
"13693",324,9,1966.32,"Other"
