"customer_id","orders_used_in_calc","avg_days_between_orders_fractional"
"17539",2,49.06
"13718",1,49.06
"15910",14,49.07
"14363",1,49.10
"13883",13,49.15
"12951",14,49.28
"15443",13,49.30
"16128",10,49.38
"15346",2,49.42
"14541",13,49.46
"15885",12,49.51
"15323",2,49.51
"13393",3,49.55
"17892",2,49.58
"16871",5,49.67
"16709",13,49.68
"17410",4,49.75
"17921",9,49.77
"15456",9,49.78
"12910",12,49.84
"15596",8,49.87
"17994",10,49.90
"17758",11,49.91
"14936",11,49.99
"16129",2,50.04
"14049",12,50.07
"17380",2,50.11
"13960",1,50.12
"13941",14,50.12
"16912",14,50.14
"14334",11,50.18
"15182",10,50.21
"16735",13,50.24
"13485",10,50.30
"17838",12,50.34
"15203",14,50.40
"14329",14,50.43
"17897",8,50.48
"12766",8,50.50
"16791",14,50.50
"16293",14,50.50
"15122",10,50.51
"13057",2,50.57
"16126",14,50.58
"13287",2,50.60
"14500",2,50.64
"13958",7,50.70
"13246",10,50.71
"17191",14,50.72
"17905",12,50.75
"17655",8,50.76
"13804",8,50.76
"16365",14,50.78
"17930",12,50.83
"12815",1,50.87
"16350",8,50.87
"16999",1,50.92
"17738",12,50.93
"14182",3,50.95
"16869",3,50.99
"12676",9,51.00
"13032",8,51.01
"16802",1,51.03
"13970",1,51.06
"13747",1,51.06
"13291",10,51.07
"13971",13,51.08
"13213",10,51.19
"15732",9,51.24
"16153",10,51.29
"16668",12,51.33
"13555",12,51.33
"16862",3,51.34
"16115",11,51.36
"14047",13,51.39
"13884",9,51.43
"13875",13,51.46
"12782",10,51.48
"15996",6,51.50
"17519",14,51.52
"14005",4,51.52
"17552",11,51.57
"14821",6,51.63
"18094",12,51.66
"12423",9,51.67
"13615",7,51.67
"13549",7,51.70
"16395",13,51.77
"17422",10,51.81
"17465",6,51.82
"17228",12,51.83
"17578",6,51.88
"15315",1,51.90
"15079",10,51.91
"14191",14,51.92
"13478",4,51.97
"13613",4,51.99
"12982",7,51.99
"14316",4,52.01
"17736",2,52.02
"15411",3,52.04
"17334",2,52.06
"16770",8,52.11
"17913",13,52.15
"18236",11,52.16
"17137",5,52.22
"16004",4,52.23
"15752",8,52.25
"18261",1,52.25
"14418",2,52.38
"17673",12,52.41
"15987",7,52.44
"12710",2,52.46
"16206",12,52.48
"13118",8,52.48
"13874",6,52.50
"13929",10,52.53
"15890",4,52.54
"16226",4,52.54
"14841",13,52.61
"14112",12,52.66
"14625",10,52.71
"15679",3,52.78
"17940",13,52.85
"15370",7,52.85
"12433",9,52.89
"16890",2,52.89
"17995",2,52.91
"13543",1,52.96
"17337",3,52.97
"15789",5,53.03
"16240",1,53.03
"18178",10,53.08
"13610",13,53.16
"15152",13,53.22
"13505",3,53.33
"12562",8,53.40
"16943",2,53.46
"12502",4,53.51
"17097",8,53.52
"13126",12,53.57
"15036",2,53.57
"14496",6,53.64
"13700",12,53.67
"16391",3,53.68
"12407",4,53.72
"12779",13,53.78
"12853",10,53.80
"14976",5,53.84
"14794",9,53.86
"15433",1,53.86
"14016",10,53.89
"17368",13,53.92
"17863",11,53.92
"15365",12,53.97
"12517",3,53.98
"16704",1,53.99
"17828",3,54.00
"17096",10,54.00
"15586",2,54.02
"16561",1,54.08
"14970",11,54.09
"16045",7,54.14
"13649",5,54.16
"17522",4,54.21
"14309",10,54.21
"16515",9,54.23
"14224",8,54.25
"17054",4,54.25
"15696",12,54.25
"14186",4,54.27
"17548",3,54.27
"17567",8,54.28
"13092",11,54.28
"18064",10,54.31
"13995",13,54.31
"14766",10,54.32
"17426",12,54.35
"17952",3,54.36
"13037",11,54.36
"17867",13,54.39
"14228",2,54.44
"14437",4,54.47
"14561",2,54.48
"17069",13,54.48
"13209",12,54.50
"16717",13,54.53
"15777",6,54.54
"13003",2,54.55
"15949",1,54.65
"16992",12,54.66
"17071",12,54.68
"15594",4,54.74
"16719",13,54.76
"16748",13,54.76
"17284",6,54.82
"14898",13,54.84
"15625",8,54.85
"15331",2,54.90
"15321",11,54.91
"16669",1,54.93
"15522",1,54.96
"17527",3,54.98
"13824",11,54.99
"13015",10,54.99
"16655",12,54.99
"13379",2,55.03
"15103",1,55.04
"15600",3,55.04
"13265",4,55.05
"16653",1,55.05
"12593",2,55.07
"15535",5,55.17
"13293",5,55.21
"14676",11,55.29
"12811",3,55.31
"16041",2,55.42
"17713",3,55.43
"13340",11,55.45
"14232",4,55.48
"14114",6,55.49
"15938",8,55.52
"15571",13,55.53
"17700",13,55.54
"15617",2,55.56
"13719",10,55.60
"16455",10,55.61
"13811",1,55.63
"13368",3,55.66
"17454",9,55.66
"16899",7,55.70
"15140",7,55.72
"17133",11,55.73
"15764",7,55.74
"13288",4,55.77
"16979",8,55.86
"13563",1,55.89
"13758",13,55.93
"15031",13,55.93
"18202",2,55.97
"17788",1,55.98
"16489",1,55.98
"14188",5,55.99
"14001",8,55.99
"16915",10,56.01
"13202",6,56.04
"15590",4,56.05
"17024",2,56.09
"15812",11,56.09
"15743",3,56.10
"16332",10,56.10
"17119",1,56.15
"14289",5,56.19
"13136",12,56.23
"16221",8,56.24
"13890",13,56.31
"18257",11,56.36
"12674",3,56.38
"13750",10,56.39
"16067",2,56.39
"14230",2,56.40
"14498",9,56.43
"15259",3,56.65
"16348",7,56.87
"17609",10,56.88
"13123",1,56.90
"12422",11,56.90
"15172",4,57.00
"17213",12,57.02
"15641",11,57.09
"14404",12,57.16
"13722",9,57.22
"16209",8,57.25
"15410",9,57.25
"17236",11,57.27
"13662",10,57.29
"17705",10,57.32
"15199",9,57.36
"15574",5,57.38
"14451",11,57.38
"12347",7,57.44
"15839",2,57.44
"13538",11,57.47
"16488",2,57.54
"17924",7,57.55
"12381",2,57.56
"14978",9,57.57
"16736",4,57.69
"15422",6,57.86
"13459",1,57.87
"15296",11,57.90
"13922",2,57.92
"18142",1,58.03
"13002",2,58.07
"12867",12,58.08
"13272",1,58.08
"14466",12,58.08
"15483",9,58.10
"15532",9,58.22
"16394",4,58.24
"13012",10,58.30
"17211",12,58.33
"12924",11,58.37
"17596",12,58.42
"13735",12,58.49
"13975",11,58.55
"13557",12,58.58
"14533",10,58.60
"14201",9,58.67
"17003",3,58.69
"15716",10,58.70
"16048",3,58.71
"15241",10,58.78
"14487",6,58.82
"16539",9,58.86
"12797",1,58.92
"15312",11,58.92
"17937",6,58.98
"13665",2,58.99
"15834",6,59.00
"13951",2,59.03
"14973",2,59.07
"17685",11,59.08
"16094",10,59.09
"14464",1,59.11
"17550",8,59.12
"17308",1,59.16
"16699",6,59.17
"12975",5,59.39
"15916",12,59.41
"13527",11,59.45
"12573",4,59.48
"15858",12,59.50
"15862",12,59.51
"17819",11,59.53
"17849",7,59.56
"18009",7,59.58
"14696",7,59.58
"12726",10,59.59
"17633",6,59.66
"16172",7,59.70
"14449",7,59.71
"17063",12,59.76
"16600",12,59.76
"17214",5,59.78
"15674",11,59.81
"15864",6,59.82
"15179",12,59.83
"17281",5,59.84
"12957",12,59.91
"15965",12,59.93
"12719",1,59.95
"13234",1,59.96
"14770",7,59.97
"17188",12,59.98
"16841",11,60.00
"15420",5,60.02
"13517",2,60.06
"17988",12,60.07
"13782",12,60.08
"14710",12,60.16
"13139",7,60.17
"16434",11,60.18
"13451",10,60.20
"13239",4,60.22
"14994",4,60.24
"14844",9,60.32
"16873",11,60.36
"17409",9,60.44
"16085",11,60.45
"15722",10,60.49
"14720",2,60.50
"18204",2,60.53
"13198",7,60.58
"14127",5,60.59
"15361",3,60.62
"17754",12,60.65
"12528",5,60.65
"15569",9,60.66
"16661",3,60.66
"17449",12,60.68
"15861",11,60.71
"14440",12,60.76
"15430",1,60.82
"14854",10,60.83
"15086",1,60.94
"17662",1,60.99
"16463",3,60.99
"15811",6,60.99
"17779",2,61.04
"15132",4,61.05
"12913",12,61.17
"17042",4,61.22
"14686",4,61.25
"14553",8,61.26
"15100",6,61.31
"17227",11,61.35
"17720",9,61.36
"16235",7,61.42
"15817",2,61.45
"16464",2,61.46
"15473",7,61.46
"12457",6,61.47
"15248",2,61.47
"17585",6,61.48
"16042",7,61.61
"17740",5,61.63
"16692",3,61.71
"14214",4,61.73
"16475",3,61.74
"14572",10,61.80
"16075",1,61.82
"13435",8,61.86
"14918",8,61.88
"13783",3,61.94
"14719",4,61.98
"13726",1,61.99
"14419",6,62.00
"14409",8,62.01
"15398",1,62.08
"17323",11,62.11
"12838",9,62.12
"15973",1,62.13
"14138",1,62.13
"16907",8,62.13
"13636",4,62.21
"15903",11,62.26
"18069",10,62.30
"16131",11,62.37
"13138",6,62.37
"15116",3,62.38
"17268",10,62.39
"14146",11,62.43
"16762",2,62.48
"17092",10,62.51
"17742",10,62.51
"17135",9,62.56
"16250",2,62.59
"16949",5,62.59
"16347",10,62.60
"14383",2,62.62
"16325",11,62.62
"15756",3,62.66
"12463",3,62.68
"12791",4,62.69
"15240",11,62.71
"16658",4,62.72
"16409",11,62.73
"16588",3,62.73
"13108",1,62.73
"17691",3,62.74
"17851",5,62.78
"17744",6,62.85
"12721",7,62.86
"15648",1,62.87
"17630",1,62.91
"15106",4,62.96
"17386",6,62.98
"18147",1,62.98
"13301",3,62.98
"15614",3,62.99
"17351",11,63.00
"16452",1,63.01
"15519",1,63.03
"13499",4,63.03
"13489",3,63.04
"17180",10,63.09
"13869",9,63.11
"17682",10,63.13
"13350",1,63.13
"13711",8,63.21
"18211",4,63.21
"15646",4,63.22
"14623",9,63.32
"16043",7,63.44
"15268",2,63.48
"18210",6,63.51
"13058",2,63.51
"17796",6,63.51
"16875",10,63.62
"14273",3,63.67
"16565",3,63.70
"13838",9,63.77
"16510",5,63.81
"17669",9,63.84
"18248",1,63.88
"15952",3,63.98
"17324",11,63.98
"15283",2,63.98
"13931",10,64.10
"16726",6,64.16
"13984",11,64.18
"13381",11,64.26
"13110",11,64.27
"14913",7,64.28
"17044",11,64.28
"14903",4,64.29
"16637",3,64.37
"16986",10,64.39
"14593",11,64.45
"17007",6,64.48
"14915",10,64.51
"18230",8,64.52
"17508",7,64.55
"13477",10,64.60
"15819",9,64.68
"12749",8,64.72
"13717",7,64.74
"12976",7,64.82
"15728",1,64.83
"17515",8,64.88
"15095",9,64.90
"13998",2,64.94
"14834",6,64.95
"13595",2,64.96
"13248",1,64.98
"13617",7,64.99
"14078",8,64.99
"13313",11,65.00
"15967",11,65.01
"14803",2,65.01
"12711",1,65.02
"16130",3,65.02
"16112",3,65.04
"15627",1,65.10
"17050",9,65.11
"13433",3,65.11
"14154",7,65.16
"14988",6,65.16
"13448",11,65.18
"17388",10,65.19
"17526",11,65.25
"13115",9,65.33
"12775",6,65.35
"12826",11,65.36
"17929",11,65.38
"15207",2,65.42
"14467",11,65.45
"15946",2,65.53
"15382",11,65.53
"13953",11,65.56
"13908",3,65.66
"17686",8,65.78
"12693",6,65.86
"15245",7,65.88
"13799",8,65.98
"15027",9,65.98
"12832",1,65.99
"14591",3,66.00
"16143",11,66.02
"12714",11,66.02
"16946",4,66.03
"16880",7,66.13
"13134",5,66.18
"14609",9,66.24
"15712",11,66.28
"16176",3,66.32
"17138",6,66.32
"13520",10,66.40
"15845",10,66.48
"13956",4,66.51
"17530",11,66.55
"15550",11,66.55
"12408",7,66.57
"16200",11,66.63
"15572",9,66.65
"13680",11,66.73
"17109",7,66.88
"15400",7,66.89
"13316",9,66.91
"13042",2,66.96
"13752",6,67.19
"15367",10,67.20
"17262",10,67.21
"16571",9,67.23
"18135",9,67.25
"16625",4,67.26
"16654",7,67.30
"13707",4,67.31
"16500",8,67.36
"14034",2,67.52
"13376",2,67.57
"14246",2,67.57
"15032",7,67.57
"15434",10,67.59
"16208",9,67.65
"14741",6,67.66
"14673",6,67.70
"16470",10,67.70
"17889",6,67.71
"13430",1,67.75
"14829",6,67.85
"14107",10,67.89
"17618",10,67.90
"14058",1,67.92
"15855",5,67.94
"12753",5,67.99
"14235",8,68.01
"12619",8,68.01
"16671",2,68.05
"17466",1,68.17
"15239",1,68.18
"14247",4,68.25
"17676",9,68.35
"13397",9,68.45
"14748",9,68.45
"16832",4,68.53
"15329",10,68.61
"15912",8,68.88
"18036",10,68.91
"14441",10,68.99
"13481",10,68.99
"15779",1,69.03
"12473",2,69.03
"13954",1,69.08
"15288",9,69.12
"12575",1,69.16
"16984",8,69.24
"12700",3,69.26
"16566",4,69.31
"16636",3,69.32
"13362",6,69.33
"12402",5,69.41
"13654",10,69.42
"14824",9,69.67
"17252",1,69.71
"16950",9,69.77
"17722",4,69.81
"16189",1,69.85
"12862",1,69.85
"16473",3,69.90
"17083",8,69.90
"14183",1,69.96
"15723",3,69.98
"16298",6,69.98
"14229",6,69.99
"13577",10,70.00
"12623",6,70.01
"17028",2,70.02
"12494",8,70.10
"12576",7,70.12
"14584",7,70.17
"17420",5,70.21
"14147",8,70.27
"12697",2,70.36
"16122",5,70.40
"16336",3,70.40
"17398",2,70.43
"14493",9,70.48
"14651",8,70.52
"14507",10,70.58
"14626",10,70.58
"13916",3,70.67
"17560",8,70.73
"13074",3,70.74
"13019",5,70.79
"16356",5,70.80
"15426",8,70.88
"15673",8,70.88
"16756",6,70.96
"14077",5,70.97
"14377",1,71.00
"17615",5,71.01
"17704",1,71.01
"12598",9,71.01
"16182",8,71.02
"12624",1,71.10
"17490",8,71.11
"16840",1,71.13
"15392",6,71.15
"14817",6,71.18
"12393",5,71.22
"12654",4,71.22
"17239",3,71.32
"16390",2,71.39
"17150",5,71.41
"15394",10,71.47
"15467",2,71.49
"18097",10,71.50
"14307",9,71.54
"17107",9,71.55
"12727",9,71.56
"17802",9,71.56
"17774",8,71.61
"14450",6,71.66
"14083",10,71.71
"13510",10,71.71
"18095",4,71.74
"12664",10,71.83
"16279",8,71.88
"18145",10,71.90
"13174",10,71.90
"13611",9,71.92
"17392",2,71.93
"17382",7,72.01
"18244",1,72.03
"13033",1,72.20
"14408",10,72.20
"14129",8,72.23
"14540",10,72.29
"15950",9,72.33
"15745",3,72.34
"13642",3,72.34
"13295",3,72.36
"13173",10,72.51
"14723",10,72.52
"17966",9,72.54
"17572",9,72.59
"16120",5,72.59
"17019",10,72.61
"15002",8,72.62
"17516",5,72.63
"17963",3,72.65
"16728",3,72.68
"16231",3,72.71
"13077",10,72.73
"17302",4,72.74
"16809",8,72.75
"16618",4,72.77
"14546",10,72.80
"18161",5,72.81
"18106",5,72.81
"12530",8,72.86
"14021",6,72.86
"14548",8,72.87
"12778",8,72.88
"18235",2,72.89
"13741",2,72.91
"17787",3,72.97
"14684",5,72.98
"15380",10,72.99
"14035",8,72.99
"15985",6,73.00
"14257",8,73.01
"13150",2,73.08
"14044",9,73.10
"12820",10,73.11
"17593",10,73.18
"14472",8,73.24
"17869",6,73.35
"16891",10,73.39
"17272",3,73.40
"16987",10,73.41
"13158",4,73.45
"14765",2,73.50
"13771",8,73.51
"17667",8,73.52
"15587",6,73.53
"14640",9,73.54
"18221",5,73.59
"14653",10,73.61
"13052",6,73.68
"16998",4,73.70
"15447",4,73.72
"13786",5,73.79
"13523",5,73.80
"14499",6,73.84
"14567",1,73.86
"16972",1,73.99
"16307",2,74.00
"13157",8,74.01
"13249",8,74.01
"13650",9,74.02
"12696",1,74.03
"17702",5,74.03
"15080",1,74.08
"16572",2,74.09
"12451",7,74.12
"14535",8,74.13
"17638",1,74.19
"16889",5,74.20
"15306",8,74.35
"14837",8,74.38
"15669",3,74.43
"15887",2,74.43
"12525",2,74.54
"17405",2,74.56
"15227",8,74.64
"16650",6,74.64
"17979",3,74.67
"14050",1,74.84
"15421",9,74.86
"14872",2,74.96
"12679",3,75.00
"18093",7,75.03
"16087",4,75.04
"17088",3,75.06
"12477",8,75.10
"15372",7,75.17
"12359",9,75.22
"17429",4,75.26
"15237",3,75.26
"13873",7,75.27
"16062",7,75.28
"16621",3,75.33
"16086",9,75.33
"17235",7,75.42
"14861",9,75.45
"15754",8,75.51
"16150",9,75.54
"14896",7,75.56
"14704",8,75.60
"14111",3,75.70
"15882",7,75.83
"17980",3,75.96
"13888",6,75.99
"15105",8,76.02
"16969",2,76.02
"16057",9,76.10
"14639",8,76.14
"17343",5,76.17
"17289",8,76.25
"13592",3,76.28
"14447",5,76.36
"12744",7,76.42
"14616",4,76.50
"17974",5,76.53
"16389",3,76.65
"12817",2,76.66
"17127",4,76.69
"14460",8,76.73
"12429",7,76.74
"14322",3,76.76
"17179",5,76.85
"13855",3,76.90
"13805",1,76.97
"16676",5,76.99
"17152",3,77.00
"15062",7,77.01
"15440",2,77.02
"14504",3,77.02
"13865",3,77.02
"13309",5,77.04
"13129",1,77.08
"15662",1,77.12
"14321",6,77.14
"15976",5,77.19
"16872",5,77.19
"17362",6,77.19
"15028",5,77.20
"15795",7,77.28
"13497",5,77.39
"14959",3,77.41
"17375",3,77.42
"16771",9,77.45
"15238",2,77.47
"13809",2,77.53
"14758",6,77.67
"15164",8,77.74
"15493",8,77.75
"13643",9,77.79
"17393",1,77.80
"12633",6,77.83
"12656",7,77.89
"14350",2,77.97
"15980",6,77.97
"15658",7,78.02
"12728",4,78.04
"17348",8,78.12
"14916",7,78.13
"14620",1,78.14
"17745",1,78.14
"17707",7,78.16
"16175",6,78.18
"14205",8,78.24
"13950",3,78.38
"12691",5,78.44
"17015",2,78.45
"16416",8,78.50
"16003",9,78.51
"13623",9,78.55
"17708",3,78.64
"15299",8,78.64
"13107",8,78.65
"17075",9,78.67
"14931",3,78.68
"16977",3,78.70
"18251",8,78.77
"13723",5,78.82
"15824",1,78.92
"13930",1,78.95
"16387",4,78.99
"17045",4,79.02
"17058",2,79.02
"14790",9,79.09
"13203",9,79.21
"18158",1,79.30
"17753",3,79.35
"16419",7,79.42
"13240",7,79.43
"14428",4,79.46
"16174",6,79.49
"12450",4,79.52
"17098",2,79.54
"16400",8,79.62
"13259",8,79.63
"15656",3,79.66
"15325",7,79.70
"18146",1,79.81
"12480",6,79.84
"17862",3,79.93
"16707",3,79.99
"14335",1,80.02
"13676",1,80.03
"15459",1,80.04
"13320",5,80.06
"12609",8,80.14
"15279",4,80.26
"17345",9,80.33
"13211",9,80.33
"13748",8,80.34
"14813",3,80.34
"18272",8,80.37
"12356",5,80.39
"12998",2,80.42
"16939",2,80.48
"15353",6,80.50
"13495",9,80.55
"18171",8,80.62
"12484",8,80.74
"12970",9,80.89
"15680",9,80.90
"14029",1,80.91
"12816",1,80.97
"14442",6,80.99
"12388",7,81.00
"12455",8,81.02
"14608",9,81.02
"16362",5,81.03
"16167",4,81.05
"12409",6,81.13
"13982",8,81.14
"14175",7,81.15
"17648",4,81.18
"13104",8,81.24
"16239",5,81.31
"15145",3,81.36
"17027",8,81.38
"15253",7,81.46
"14443",4,81.46
"14570",2,81.46
"16938",8,81.48
"15920",7,81.58
"14206",2,81.60
"17059",8,81.61
"16657",3,81.66
"16487",1,81.83
"15889",7,81.85
"14855",6,81.86
"12571",1,81.91
"15030",7,81.96
"14820",8,82.01
"12414",3,82.03
"17621",5,82.06
"15841",8,82.14
"13236",1,82.16
"15605",8,82.25
"16906",6,82.32
"15262",2,82.42
"16224",4,82.55
"14731",2,82.56
"14226",5,82.58
"12972",3,82.59
"12960",3,82.61
"13079",5,82.62
"16007",6,82.65
"14669",6,82.66
"14905",7,82.70
"14136",4,82.78
"13658",8,82.86
"16449",1,82.92
"16815",1,82.95
"14563",1,82.97
"15439",3,82.98
"12597",3,82.99
"13085",7,83.03
"13795",3,83.07
"17635",2,83.09
"16132",1,83.14
"14514",8,83.14
"13509",6,83.15
"15809",6,83.18
"17144",1,83.21
"12668",8,83.22
"16233",8,83.27
"18170",8,83.38
"13048",8,83.38
"17360",5,83.41
"13851",7,83.43
"17996",2,83.48
"16859",6,83.50
"12613",8,83.51
"14657",5,83.54
"17817",5,83.60
"15224",4,83.74
"15255",8,83.77
"13632",7,83.86
"17080",6,83.98
"17637",1,83.98
"14949",3,84.00
"16104",8,84.00
"17175",3,84.01
"15623",7,84.02
"12649",7,84.13
"13539",6,84.15
"14315",7,84.28
"12997",7,84.31
"17683",2,84.35
"17147",8,84.39
"14870",5,84.41
"15208",5,84.44
"16232",6,84.49
"13431",7,84.58
"18150",2,84.63
"15747",8,84.76
"16774",7,84.83
"18062",5,84.85
"13647",7,84.85
"17699",1,84.91
"16951",2,84.94
"15810",7,84.95
"16816",3,84.96
"13945",1,85.00
"16261",5,85.01
"17795",1,85.02
"16823",6,85.04
"13698",1,85.12
"17400",7,85.14
"14798",7,85.16
"15800",6,85.17
"14161",6,85.17
"14597",5,85.20
"16177",7,85.28
"14621",8,85.29
"13415",3,85.30
"16205",6,85.32
"14649",8,85.50
"16768",8,85.62
"15551",6,85.65
"14198",8,85.66
"14297",3,85.67
"13898",1,85.78
"15104",1,85.93
"14223",2,85.95
"18265",1,85.95
"17689",1,85.98
"12978",4,86.02
"16797",4,86.06
"15151",1,86.18
"14738",8,86.24
"17812",6,86.32
"16948",6,86.33
"13959",5,86.40
"14195",5,86.54
"15759",6,86.54
"16980",2,86.55
"13988",7,86.57
"14336",3,86.60
"18177",8,86.60
"15228",5,86.63
"16072",3,86.97
"16960",7,86.99
"13637",2,87.01
"15780",2,87.01
"13280",6,87.03
"17529",1,87.22
"14225",3,87.27
"15201",6,87.33
"13277",6,87.34
"13819",5,87.35
"14631",5,87.37
"16798",2,87.49
"18035",4,87.49
"13713",2,87.49
"17358",4,87.50
"12399",6,87.53
"13562",7,87.54
"14469",3,87.71
"12909",7,87.72
"12745",1,87.73
"14600",1,87.74
"15425",3,87.74
"17193",8,87.76
"12375",1,87.84
"16612",8,87.96
"14583",7,87.98
"15174",1,87.98
"15497",8,87.98
"17908",4,87.99
"13296",5,87.99
"15682",1,88.04
"16765",1,88.08
"18287",6,88.15
"15936",1,88.21
"15167",4,88.23
"16835",5,88.24
"13900",5,88.25
"17591",7,88.27
"14842",3,88.29
"16081",7,88.29
"16214",3,88.30
"17200",3,88.33
"17374",2,88.33
"12724",6,88.35
"13410",8,88.38
"15206",3,88.40
"12840",6,88.46
"15117",7,88.54
"15704",5,88.59
"15549",7,88.59
"15402",5,88.60
"14835",1,88.61
"14665",6,88.65
"17141",3,88.67
"18039",3,88.69
"13772",7,88.70
"17165",5,88.86
"16105",4,88.97
"13421",7,89.00
"14231",3,89.02
"13297",6,89.15
"16203",5,89.19
"17829",4,89.22
"14454",4,89.26
"18242",7,89.31
"15051",8,89.39
"14006",6,89.50
"17588",6,89.51
"14618",6,89.52
"15717",4,89.53
"16271",7,89.57
"14343",3,89.62
"13360",3,89.69
"17432",8,89.74
"12615",7,89.86
"14934",4,89.98
"17101",6,89.99
"17671",4,90.00
"14215",8,90.01
"17322",4,90.03
"12937",8,90.12
"12948",8,90.15
"14342",5,90.20
"15221",3,90.37
"16679",2,90.40
"16611",5,90.60
"15407",3,90.65
"13026",8,90.65
"16493",6,90.65
"16040",6,90.69
"12645",7,90.73
"12348",4,90.73
"15266",4,90.76
"14293",8,90.77
"14512",6,90.83
"15142",5,90.83
"16757",1,90.87
"12993",7,90.89
"15579",4,90.98
"12916",6,90.99
"16718",4,91.00
"15506",5,91.00
"17456",1,91.00
"17300",1,91.00
"16188",4,91.01
"15376",2,91.03
"13224",1,91.03
"17482",1,91.06
"16933",8,91.11
"17932",2,91.12
"14242",1,91.12
"13848",7,91.12
"17987",4,91.28
"12377",3,91.34
"14264",5,91.37
"17006",7,91.42
"15730",4,91.48
"14585",4,91.52
"12380",7,91.57
"13155",5,91.65
"13149",3,91.66
"14167",7,91.70
"16711",8,91.77
"13815",7,91.88
"14871",8,91.88
"14439",4,91.98
"16283",7,91.99
"15026",4,92.00
"13472",1,92.00
"16520",5,92.17
"17029",6,92.17
"13479",3,92.26
"15110",5,92.36
"17597",4,92.46
"15381",4,92.47
"15128",4,92.47
"13357",4,92.49
"17002",6,92.65
"13242",6,92.66
"17616",3,92.66
"15016",4,92.74
"17604",5,92.81
"12384",1,92.89
"13133",2,92.90
"13834",1,92.90
"16092",5,92.95
"12412",5,92.97
"13167",4,92.99
"13223",5,93.00
"16634",5,93.02
"12930",1,93.08
"15561",7,93.14
"15065",4,93.26
"17856",3,93.31
"13145",6,93.34
"17955",5,93.36
"18179",7,93.43
"13867",2,93.47
"13310",4,93.50
"14513",5,93.55
"14276",6,93.64
"14163",4,93.73
"17781",1,93.84
"13414",5,93.96
"17299",5,93.97
"16555",5,94.01
"14145",6,94.02
"15684",2,94.05
"13190",2,94.07
"13540",2,94.10
"17356",4,94.24
"14346",4,94.24
"12802",4,94.25
"14522",7,94.28
"15215",6,94.34
"15798",2,94.44
"14565",4,94.49
"16418",4,94.50
"12857",5,94.56
"13005",3,94.64
"16037",4,94.72
"13473",7,94.81
"16681",6,94.81
"12535",1,94.83
"12620",2,94.96
"14715",7,95.00
"17277",1,95.01
"14287",2,95.04
"16049",5,95.20
"18071",5,95.41
"15835",3,95.41
"16229",5,95.44
"13655",5,95.44
"17463",6,95.47
"15729",2,95.48
"17048",6,95.49
"14595",7,95.56
"18125",3,95.63
"13187",3,95.69
"13140",4,95.71
"16632",1,95.79
"15489",7,95.81
"14857",6,95.82
"12813",2,95.85
"17341",4,95.94
"16083",3,95.98
"15073",7,96.01
"15366",6,96.03
"14891",3,96.08
"18134",1,96.09
"15690",1,96.18
"16807",5,96.18
"15452",5,96.38
"15757",5,96.39
"14446",4,96.49
"17765",3,96.67
"17342",3,96.69
"13208",7,96.73
"17582",4,96.76
"15608",4,96.78
"13627",6,96.84
"13189",1,96.89
"17438",4,96.93
"12410",2,96.94
"15139",1,96.95
"14682",5,96.98
"18136",4,97.00
"16940",7,97.00
"13703",1,97.00
"16038",2,97.02
"13020",1,97.03
"14506",6,97.03
"16146",3,97.05
"16440",5,97.20
"13258",4,97.22
"14152",6,97.33
"16259",2,97.45
"16554",7,97.46
"16341",6,97.49
"18149",6,97.50
"12759",7,97.60
"17190",6,97.65
"12805",3,97.71
"16593",7,97.73
"16190",7,97.88
"15582",2,97.92
"12421",5,97.96
"12990",6,98.01
"14655",6,98.01
"13909",1,98.02
"17143",1,98.08
"13164",1,98.08
"13939",6,98.17
"15133",4,98.23
"16358",4,98.29
"15652",4,98.47
"14332",4,98.49
"14248",2,98.51
"16955",5,98.59
"13124",3,98.62
"12510",6,98.81
"16369",6,98.83
"13144",1,98.88
"12907",1,98.90
"13692",4,98.98
"13872",2,99.12
"13813",7,99.15
"14233",6,99.16
"17990",5,99.17
"16398",1,99.23
"16099",6,99.35
"18085",3,99.38
"17935",6,99.49
"16868",2,99.54
"18220",5,99.58
"15724",2,99.59
"14930",5,99.59
"15261",3,99.71
"17043",7,99.72
"12397",1,99.81
"16383",6,99.83
"12577",7,100.11
"16496",5,100.17
"13727",7,100.26
"17797",7,100.28
"16787",3,100.33
"15043",5,100.39
"18096",5,100.39
"12831",2,100.44
"15339",6,100.49
"13329",7,100.54
"12933",7,100.71
"16560",7,100.71
"15990",6,100.86
"17625",7,100.87
"12557",7,100.89
"16842",2,100.91
"16303",6,100.98
"12556",1,100.98
"13196",6,101.01
"14805",6,101.03
"15048",3,101.04
"16163",5,101.04
"17094",1,101.10
"13861",1,101.11
"16576",1,101.12
"15326",4,101.23
"17521",4,101.25
"17259",5,101.41
"14285",7,101.43
"14104",4,101.47
"17373",6,101.51
"14277",7,101.57
"15983",7,101.60
"14403",5,101.79
"16320",5,101.82
"16585",1,101.88
"12689",1,101.94
"15416",6,101.98
"13891",2,102.00
"16628",6,102.00
"16119",7,102.16
"18151",5,102.21
"15064",3,102.31
"14897",7,102.39
"16755",6,102.66
"13770",3,102.67
"14216",4,102.75
"13705",6,102.80
"12370",6,102.87
"14290",7,102.87
"13546",4,102.97
"12652",1,102.99
"16201",4,103.04
"14987",7,103.11
"16968",1,103.17
