"stock_code","avg_interval_whole_day","avg_interval_fractional_day"
"21894",2.6,2.99
"21895",4.0,4.44
"21896",2.1,2.54
"21897",4.4,4.88
"21898",4.1,4.57
"21899",0.8,1.18
"21900",0.5,0.88
"21901",0.7,1.07
"21902",1.1,1.56
"21903",1.4,1.81
"21904",3.2,3.70
"21905",2.3,2.80
"21906",1.3,1.73
"21907",0.5,0.88
"21908",0.4,0.76
"21910",3.5,4.00
"21911",1.0,1.46
"21912",0.5,0.89
"21913",2.0,2.48
"21914",0.5,0.77
"21915",0.4,0.71
"21916",0.6,1.04
"21917",1.1,1.58
"21918",0.6,0.94
"21919",73.8,74.18
"21922",1.2,1.56
"21923",1.6,2.06
"21924",2.2,2.62
"21925",3.2,3.64
"21926",3.7,4.15
"21927",2.7,3.14
"21928",0.2,0.48
"21929",0.2,0.46
"21930",0.2,0.56
"21931",0.1,0.32
"21932",0.8,1.14
"21933",0.8,1.18
"21934",0.7,1.02
"21935",0.5,0.80
"21936",0.4,0.71
"21937",0.8,1.12
"21942",2.9,3.35
"21943",4.5,4.94
"21944",3.2,3.63
"21945",2.6,3.09
"21946",10.6,11.07
"21947",2.1,2.48
"21948",2.3,2.77
"21949",2.3,2.75
"21950",6.5,7.00
"21955",0.7,1.01
"21967",1.1,1.54
"21972",3.8,4.29
"21973",3.0,3.47
"21974",0.5,0.91
"21975",0.2,0.57
"21976",0.4,0.78
"21977",0.1,0.37
"21980",0.7,1.09
"21981",0.9,1.34
"21982",0.7,1.02
"21983",1.8,2.27
"21984",1.3,1.71
"21985",0.5,0.80
"21986",1.2,1.58
"21987",1.5,1.92
"21988",1.3,1.76
"21989",0.7,1.13
"21990",1.1,1.49
"21991",2.1,2.56
"21992",0.7,1.09
"21993",0.9,1.28
"22021",1.7,1.99
"22023",1.3,1.72
"22024",1.3,1.68
"22025",2.1,2.57
"22026",1.6,2.02
"22027",0.5,0.87
"22028",1.0,1.46
"22029",0.3,0.67
"22030",0.7,1.08
"22031",4.8,5.23
"22032",6.1,6.56
"22033",5.1,5.62
"22034",7.4,7.79
"22035",1.5,1.94
"22036",1.8,2.29
"22037",0.8,1.16
"22038",15.8,16.23
"22039",22.8,23.17
"22040",7.2,7.67
"22041",1.0,1.33
"22042",5.4,5.79
"22043",5.4,5.83
"22044",7.6,8.02
"22045",1.1,1.56
"22046",3.1,3.56
"22047",2.4,2.82
"22048",6.7,7.24
"22049",5.6,6.06
"22050",5.9,6.41
"22051",5.8,6.29
"22052",4.2,4.60
"22053",7.7,8.20
"22054",0.9,1.33
"22055",0.7,1.02
"22056",6.6,7.00
"22057",2.4,2.83
"22058",3.0,3.45
"22059",1.2,1.61
"22060",3.2,3.63
"22061",1.0,1.42
"22062",4.9,5.41
"22063",1.6,2.08
"22064",0.7,1.07
"22065",1.3,1.61
"22066",2.2,2.68
"22067",2.5,2.93
"22068",2.2,2.68
"22069",2.4,2.77
"22070",1.9,2.31
"22071",2.4,2.89
"22072",1.1,1.44
"22073",0.7,1.09
"22074",2.2,2.57
"22075",1.7,2.07
"22076",1.6,1.97
"22077",0.2,0.42
"22078",1.1,1.54
"22079",0.7,1.08
"22080",1.0,1.42
"22081",2.0,2.45
"22082",0.4,0.77
"22083",0.2,0.53
"22084",0.6,0.91
"22085",2.8,3.22
"22086",0.2,0.37
"22087",0.5,0.87
"22088",0.6,0.94
"22089",0.9,1.33
"22090",0.2,0.43
"22091",1.9,2.28
"22092",4.7,5.18
"22093",2.2,2.68
"22094",1.8,2.18
"22095",2.2,2.60
"22096",3.7,4.11
"22097",2.6,3.05
"22098",2.0,2.39
"22099",2.1,2.54
"22100",5.3,5.82
"22101",5.9,6.41
"22102",12.1,12.54
"22103",9.4,9.89
"22104",7.0,7.46
"22105",13.1,13.54
"22106",8.4,8.88
"22107",1.6,2.01
"22108",5.3,5.81
"22109",0.8,1.15
"22110",1.1,1.44
"22111",0.2,0.44
"22112",0.2,0.43
"22113",0.5,0.74
"22114",0.3,0.47
"22115",1.1,1.48
"22116",3.3,3.75
"22117",2.7,3.21
"22118",2.3,2.73
"22119",1.8,2.18
"22120",1.6,2.01
"22121",1.4,1.68
"22122",1.0,1.38
"22123",4.0,4.47
"22124",5.1,5.59
"22125",3.7,3.97
"22126",0.0,0.00
"22127",2.6,3.10
"22128",3.2,3.68
"22129",3.9,4.26
"22130",1.4,1.74
"22131",0.7,1.07
"22132",1.5,1.90
"22133",1.8,2.26
"22134",2.1,2.48
"22135",1.9,2.33
"22136",2.3,2.79
"22137",13.9,14.40
"22138",0.2,0.39
"22139",0.1,0.35
"22141",1.1,1.29
"22142",1.2,1.47
"22143",4.4,4.79
"22144",0.9,1.05
"22145",1.6,1.90
"22146",3.6,3.93
"22147",0.3,0.65
"22148",2.1,2.46
"22149",0.2,0.51
"22150",0.4,0.79
"22151",0.7,1.03
"22152",2.6,3.06
"22153",2.2,2.62
"22154",2.0,2.34
"22155",1.8,2.18
"22156",0.9,1.27
"22157",4.8,5.18
"22158",0.7,1.03
"22161",1.1,1.50
"22162",2.4,2.79
"22163",3.4,3.77
"22164",14.6,15.10
"22165",2.3,2.71
"22166",4.3,4.66
"22167",2.0,2.43
"22168",1.1,1.57
"22169",0.7,1.05
"22170",0.9,1.28
"22171",0.7,1.12
"22172",1.2,1.64
"22173",0.4,0.74
"22174",1.0,1.33
"22175",1.6,2.04
"22176",2.4,2.82
"22177",1.8,2.15
"22178",0.1,0.41
"22179",0.9,1.31
"22180",1.3,1.73
"22181",4.8,5.31
"22182",3.8,4.31
"22183",3.0,3.42
"22184",2.4,2.90
"22185",1.2,1.60
"22186",1.8,2.15
"22187",1.7,2.03
"22188",0.9,1.28
"22189",0.3,0.57
"22190",2.6,3.06
"22191",0.8,1.19
"22192",1.0,1.36
"22193",0.8,1.20
"22194",3.4,3.89
"22195",0.6,0.91
"22196",0.4,0.75
"22197",0.1,0.32
"22198",0.4,0.69
"22199",1.4,1.82
"22200",1.6,2.06
"22201",3.9,4.41
"22202",1.5,1.94
"22203",1.4,1.88
"22204",3.9,4.38
"22206",58.8,59.12
"22207",1.2,1.54
"22208",1.3,1.71
"22209",2.4,2.88
"22210",2.1,2.57
"22211",2.1,2.54
"22212",0.5,0.89
"22214",7.5,8.08
"22215",1.6,2.06
"22216",5.9,6.41
"22217",2.9,3.41
"22218",1.0,1.44
"22219",0.3,0.64
"22220",2.3,2.74
"22221",4.1,4.65
"22222",1.4,1.83
"22223",3.7,4.21
"22224",1.4,1.84
"22227",0.7,1.15
"22228",2.3,2.68
"22229",3.5,3.97
"22230",3.4,3.81
"22231",2.0,2.49
"22232",4.2,4.69
"22233",4.0,4.47
"22236",1.3,1.69
"22241",1.2,1.53
"22242",0.8,1.18
"22243",1.5,1.85
"22244",1.1,1.53
"22245",1.1,1.53
"22246",3.4,3.86
"22247",3.5,3.93
"22248",3.8,4.26
"22249",2.6,3.00
"22250",2.4,2.83
"22251",2.0,2.43
"22252",6.0,6.51
"22253",1.1,1.51
"22254",4.6,5.01
"22255",4.8,5.22
"22256",5.0,5.42
"22257",11.0,11.55
"22258",5.1,5.55
"22259",5.9,6.44
"22260",2.7,3.07
"22261",2.6,3.05
"22262",2.0,2.41
"22263",6.6,7.04
"22264",3.9,4.34
"22265",3.9,4.35
"22266",4.1,4.50
"22267",5.8,6.28
"22268",2.6,2.97
"22269",3.2,3.62
"22270",4.3,4.73
"22271",0.6,0.92
"22272",1.4,1.85
"22273",0.6,0.91
"22274",0.8,1.13
"22275",0.8,1.17
"22276",1.6,1.98
"22277",2.5,2.96
"22278",1.5,1.93
"22279",3.0,3.46
"22280",4.2,4.70
"22281",4.6,4.97
"22282",3.0,3.43
"22283",1.5,1.93
"22284",2.0,2.45
"22285",2.4,2.80
"22286",3.3,3.76
"22287",5.6,6.07
"22288",5.8,6.23
"22289",9.1,9.61
"22290",1.1,1.46
"22291",2.3,2.75
"22292",2.8,3.27
"22293",2.8,3.21
"22294",0.5,0.86
"22295",0.7,1.05
"22296",0.5,0.89
"22297",0.4,0.76
"22299",3.2,3.66
"22300",1.0,1.40
"22301",0.8,1.14
"22302",1.4,1.87
"22303",0.9,1.37
"22304",4.0,4.45
"22305",4.7,5.15
"22306",4.1,4.49
"22307",5.8,6.25
"22308",3.0,3.46
"22309",2.3,2.78
"22310",2.9,3.31
"22311",2.1,2.46
"22312",2.3,2.75
"22313",4.9,5.42
"22314",2.5,2.97
"22315",1.5,1.90
"22316",5.7,6.16
"22317",3.9,4.37
"22318",1.5,1.89
"22319",3.8,4.27
"22320",3.7,4.12
"22321",2.0,2.43
"22322",2.2,2.62
"22323",3.0,3.52
"22324",4.4,4.89
"22325",2.8,3.26
"22326",0.2,0.50
"22327",0.7,1.07
"22328",0.3,0.60
"22329",0.8,1.15
"22330",2.8,3.24
"22331",1.3,1.69
"22332",1.5,1.93
"22333",0.7,1.06
"22334",2.3,2.78
"22335",1.0,1.45
"22336",2.8,3.23
"22337",4.6,5.04
"22338",2.4,2.81
"22339",4.6,4.99
"22340",3.6,4.03
"22341",2.6,3.08
"22342",2.8,3.22
"22343",3.5,3.94
"22344",5.1,5.58
"22345",5.4,5.80
"22346",6.7,7.22
"22347",1.9,2.30
"22348",0.4,0.77
"22349",1.6,2.00
"22350",1.8,2.21
"22351",102.0,102.38
"22352",0.3,0.66
"22353",0.7,1.06
"22354",2.2,2.63
"22355",0.1,0.42
"22356",0.2,0.47
"22357",1.1,1.50
"22358",0.8,1.16
"22359",2.6,3.07
"22360",1.3,1.69
"22361",0.9,1.27
"22362",2.0,2.47
"22363",3.2,3.68
"22364",1.4,1.84
"22365",1.2,1.58
"22366",0.8,1.22
"22367",0.3,0.60
"22371",0.6,0.96
"22372",1.8,2.27
"22374",1.1,1.53
"22375",1.9,2.32
"22376",2.2,2.68
"22377",1.2,1.57
"22378",0.9,1.25
"22379",0.2,0.44
"22380",0.6,1.00
"22381",0.3,0.62
"22382",0.1,0.32
"22383",0.1,0.29
"22384",0.1,0.32
"22385",0.2,0.54
"22386",0.1,0.30
"22389",6.3,6.79
"22390",7.1,7.59
"22391",9.0,9.51
"22393",4.8,5.23
"22394",10.8,11.33
"22395",11.2,11.62
"22396",3.0,3.40
"22398",1.0,1.45
"22399",1.8,2.22
"22400",2.2,2.65
"22402",2.0,2.50
"22403",2.5,2.93
"22405",2.5,2.88
"22406",2.4,2.88
"22407",8.0,8.39
"22408",6.2,6.60
"22409",3.3,3.80
"22410",2.7,3.16
"22411",0.1,0.31
"22412",1.2,1.62
"22413",0.4,0.77
"22414",2.7,3.11
"22415",1.7,2.07
"22416",3.4,3.82
"22417",0.3,0.61
"22418",0.6,0.99
"22419",0.8,1.14
"22420",2.0,2.49
"22421",1.0,1.43
"22422",1.3,1.65
"22423",0.0,0.16
"22424",0.4,0.77
"22425",1.5,1.89
"22426",1.2,1.61
"22427",0.4,0.70
"22428",2.7,3.11
"22429",0.6,1.01
"22430",1.2,1.59
"22431",0.7,1.05
"22432",0.9,1.27
"22433",1.1,1.56
"22434",1.7,2.18
"22435",0.7,1.13
"22436",1.7,2.11
"22437",0.9,1.38
"22438",3.1,3.59
"22439",1.2,1.68
"22440",1.6,2.08
"22441",0.9,1.33
"22442",3.2,3.66
"22443",1.5,1.90
"22444",0.6,0.93
"22445",1.9,2.30
"22446",2.9,3.39
"22447",7.2,7.73
"22448",4.8,5.23
"22449",1.6,2.00
"22450",3.0,3.47
"22451",1.4,1.78
"22452",2.0,2.46
"22453",3.9,4.38
"22454",2.9,3.41
"22456",0.4,0.77
"22457",0.1,0.32
"22458",2.0,2.38
"22459",2.0,2.42
"22460",1.3,1.71
"22461",3.2,3.61
"22464",0.4,0.82
"22465",1.0,1.39
"22466",1.2,1.64
"22467",0.3,0.59
"22468",1.2,1.55
"22469",0.1,0.28
"22470",0.1,0.30
"22471",3.2,3.65
"22472",2.1,2.55
"22473",2.6,3.03
"22474",2.1,2.51
"22475",2.1,2.50
"22476",2.0,2.39
"22477",1.9,2.34
"22478",1.6,2.04
"22479",2.6,3.02
"22480",1.6,2.07
"22481",2.5,2.93
"22482",1.9,2.29
"22483",1.4,1.84
"22485",1.1,1.54
"22486",15.9,16.43
"22487",0.4,0.72
"22488",0.4,0.80
"22489",0.5,0.82
"22491",1.1,1.50
"22492",0.4,0.80
"22493",1.0,1.39
"22494",1.0,1.45
"22495",2.4,2.88
"22496",3.1,3.54
"22497",2.0,2.42
"22498",1.3,1.77
"22499",0.5,0.87
"22500",3.0,3.44
"22501",0.4,0.69
"22502",0.3,0.53
"22503",10.3,10.86
"22504",4.6,5.09
"22505",0.5,0.86
"22507",0.4,0.71
"22508",0.5,0.92
"22509",3.0,3.43
"22510",6.7,7.15
"22511",5.2,5.68
"22512",8.3,8.81
"22513",3.3,3.71
"22514",2.2,2.60
"22515",2.5,2.94
"22516",3.4,3.83
"22517",3.6,4.11
"22518",1.2,1.55
"22519",1.3,1.67
"22520",0.8,1.13
"22521",0.8,1.10
"22522",1.5,1.87
"22523",1.4,1.77
"22524",1.1,1.43
"22525",0.8,1.18
"22526",2.5,2.99
"22528",0.2,0.46
"22529",3.6,4.03
"22530",1.0,1.33
"22531",1.1,1.52
"22532",3.1,3.56
"22533",2.3,2.70
"22534",0.7,1.06
"22535",1.7,2.07
"22536",1.3,1.70
"22537",1.4,1.76
"22538",6.7,7.26
"22539",2.1,2.53
"22540",2.9,3.30
"22541",9.0,9.51
"22543",4.8,5.32
"22544",1.4,1.83
"22545",3.0,3.40
"22546",3.0,3.46
"22547",2.8,3.31
"22548",1.0,1.40
"22549",0.5,0.88
"22550",1.0,1.46
"22551",0.2,0.48
"22553",0.3,0.57
"22554",0.2,0.49
"22555",0.3,0.65
"22556",0.2,0.52
"22557",0.2,0.55
"22558",0.2,0.50
"22559",2.6,3.04
"22560",0.5,0.84
"22561",0.4,0.69
"22562",1.2,1.59
"22563",0.8,1.17
"22564",1.4,1.82
"22565",1.8,2.31
"22566",1.7,2.16
"22567",0.8,1.23
"22568",0.4,0.73
"22569",0.4,0.76
"22570",0.4,0.77
"22571",0.7,0.99
"22572",1.0,1.37
"22573",1.0,1.26
"22574",0.9,1.23
"22575",1.2,1.53
"22576",1.2,1.55
"22577",0.4,0.61
"22578",0.5,0.66
"22579",0.7,0.90
"22580",0.7,1.02
"22581",1.0,1.34
"22582",1.7,2.17
"22583",1.4,1.83
"22584",0.7,1.09
"22585",0.3,0.59
"22586",1.7,2.17
"22587",1.7,2.08
"22588",0.7,1.06
"22589",1.8,2.16
"22591",2.1,2.47
"22592",1.3,1.65
"22593",0.9,1.23
"22594",0.9,1.24
"22595",0.3,0.64
"22596",0.9,1.17
"22597",1.4,1.73
"22598",3.1,3.50
"22599",2.2,2.67
"22600",0.9,1.19
"22601",0.9,1.22
"22602",0.6,0.96
"22603",1.0,1.32
"22604",1.6,2.04
"22605",0.6,0.95
"22606",1.2,1.63
"22607",0.5,0.82
"22608",3.4,3.85
"22609",2.8,3.26
"22610",1.9,2.27
"22611",2.7,3.13
"22612",1.3,1.70
"22613",1.7,2.14
"22614",1.2,1.59
"22615",2.7,3.11
"22616",0.4,0.71
"22617",0.4,0.67
"22618",1.5,1.95
"22619",0.5,0.82
"22620",0.4,0.69
"22621",0.4,0.67
"22622",0.6,1.02
"22623",0.7,1.07
"22624",0.2,0.48
"22625",0.3,0.61
"22626",1.3,1.72
"22627",0.5,0.89
"22628",1.1,1.51
"22629",0.1,0.38
"22630",0.1,0.39
"22631",0.6,0.96
"22632",0.4,0.57
"22633",0.3,0.50
"22634",0.7,1.14
"22635",0.8,1.17
"22636",0.8,1.16
"22637",0.5,0.93
"22638",6.4,6.89
"22639",1.4,1.85
"22640",5.7,6.18
"22641",6.8,7.41
"22642",3.2,3.63
"22643",4.8,5.35
"22644",0.6,0.94
"22645",0.4,0.77
"22646",0.3,0.65
"22647",6.5,6.99
"22649",0.8,1.16
"22650",1.6,2.03
"22651",1.5,1.88
"22652",0.3,0.59
"22653",0.9,1.34
"22654",0.5,0.85
"22655",8.6,9.00
"22656",12.2,12.70
"22657",7.3,8.13
"22659",0.3,0.59
"22660",2.3,2.73
"22661",0.5,0.81
"22662",0.2,0.51
"22663",0.4,0.74
"22664",1.5,1.90
"22665",0.4,0.71
"22666",0.1,0.31
"22667",0.3,0.61
"22668",0.5,0.90
"22669",0.8,1.19
"22670",0.7,1.13
"22671",1.5,1.95
"22672",0.9,1.30
"22673",2.0,2.46
"22674",1.2,1.62
"22675",1.4,1.78
"22676",1.1,1.54
"22677",1.3,1.66
"22678",1.4,1.88
"22679",1.6,2.03
"22680",1.6,2.03
"22681",2.0,2.46
"22682",2.1,2.55
"22683",2.0,2.40
"22684",2.4,2.89
"22685",2.5,2.92
"22686",1.6,2.11
"22687",3.1,3.50
"22688",5.3,5.74
"22689",1.6,1.96
"22690",0.8,1.21
"22691",2.0,2.42
"22692",0.5,0.86
"22693",1.0,1.41
"22694",0.3,0.58
"22695",1.8,2.22
"22696",1.3,1.73
"22697",0.1,0.36
"22698",0.2,0.47
"22699",0.1,0.34
"22700",4.3,4.72
"22701",3.0,3.41
"22702",5.2,5.67
"22703",2.8,3.25
"22704",1.5,1.91
"22705",3.2,3.72
"22706",4.0,4.46
"22707",6.2,6.75
"22708",3.1,3.51
"22709",6.8,7.29
"22710",2.8,3.24
"22711",2.7,3.12
"22712",0.7,1.10
"22713",1.1,1.53
"22714",1.1,1.56
"22715",2.0,2.51
"22716",0.8,1.25
"22717",2.1,2.59
"22718",1.7,2.11
"22719",1.2,1.60
"22720",0.1,0.26
"22721",0.8,1.22
"22722",0.3,0.47
"22723",0.8,1.23
"22725",0.4,0.80
"22726",0.1,0.35
"22727",0.1,0.32
"22728",0.2,0.46
"22729",0.4,0.71
"22730",0.3,0.59
"22731",1.3,1.69
"22732",1.0,1.33
"22733",1.0,1.33
"22734",0.4,0.59
"22735",1.5,1.95
"22736",0.8,1.10
"22737",0.6,0.91
"22738",0.6,0.90
"22739",0.5,0.75
"22740",0.9,1.21
"22741",1.1,1.49
"22742",2.3,2.71
"22743",1.0,1.39
"22744",1.2,1.62
"22745",0.3,0.63
"22746",0.5,0.78
"22747",0.7,1.10
"22748",0.3,0.59
"22749",0.3,0.67
"22750",0.4,0.71
"22751",0.6,0.99
"22752",0.4,0.71
"22753",0.8,1.21
"22754",0.6,0.99
"22755",0.6,0.98
"22756",1.9,2.28
"22757",1.2,1.59
"22758",1.2,1.56
"22759",0.3,0.60
"22760",2.3,2.77
"22761",12.1,12.58
"22762",2.8,3.20
"22763",2.7,3.17
"22764",6.5,6.83
"22765",0.7,1.15
"22766",0.3,0.66
"22767",1.0,1.44
"22768",0.8,1.20
"22769",1.5,1.96
"22770",5.4,5.97
"22771",0.5,0.82
"22772",0.9,1.33
"22773",1.4,1.84
"22774",1.8,2.27
"22775",1.1,1.47
"22776",0.3,0.61
"22777",2.3,2.75
"22778",1.7,2.07
"22779",1.7,2.14
"22780",1.9,2.32
"22781",0.9,1.36
"22782",4.5,4.89
"22783",4.7,5.25
"22784",0.7,1.13
"22785",3.0,3.43
"22786",4.1,4.52
"22788",2.5,2.91
"22789",1.7,2.14
"22791",0.6,0.95
"22792",1.2,1.57
"22794",1.6,2.01
"22795",0.5,0.84
"22796",0.9,1.34
"22797",2.5,2.95
"22798",0.8,1.16
"22799",3.4,3.87
"22800",1.1,1.55
"22801",1.0,1.38
"22802",6.2,6.64
"22803",10.7,11.06
"22804",0.3,0.66
"22805",1.4,1.82
"22806",7.5,7.93
"22807",1.1,1.52
"22808",5.0,5.42
"22809",0.8,1.18
"22810",1.0,1.35
"22811",2.8,3.19
"22812",0.7,0.97
"22813",0.9,1.21
"22814",1.1,1.51
"22815",0.9,1.32
"22816",0.7,1.03
"22817",0.9,1.27
"22818",0.8,1.11
"22819",1.0,1.35
"22820",3.6,4.06
"22821",2.0,2.43
"22822",1.8,2.18
"22823",19.7,20.27
"22824",7.6,8.10
"22825",10.4,10.84
"22826",8.2,8.70
"22827",11.0,11.54
"22828",38.6,39.07
"22829",2.7,3.13
"22830",4.6,5.06
"22831",2.3,2.84
"22832",4.1,4.58
"22833",7.1,7.56
"22834",0.5,0.76
"22835",0.2,0.45
"22837",0.6,0.79
"22838",1.2,1.56
"22839",1.2,1.62
"22840",0.7,1.05
"22841",1.0,1.38
"22842",1.4,1.76
"22843",1.9,2.34
"22844",0.5,0.84
"22845",0.7,1.07
"22846",0.8,1.22
"22847",0.5,0.87
"22848",2.2,2.71
"22849",1.9,2.30
"22851",0.5,0.91
"22852",2.2,2.64
"22853",2.5,2.89
"22854",1.1,1.53
"22855",0.5,0.82
"22856",12.0,12.47
"22857",5.3,5.82
"22858",2.1,2.41
"22859",2.1,2.48
"22860",3.4,3.72
"22861",2.1,2.66
"22862",0.3,0.60
"22863",2.1,2.61
"22864",27.0,27.02
"22865",0.2,0.38
"22866",0.3,0.42
"22867",0.3,0.43
"22868",14.9,15.36
"22869",6.8,7.29
"22870",8.5,9.05
"22871",12.9,13.59
"22872",10.5,10.95
"22873",13.0,13.47
"22874",13.8,14.34
"22875",13.9,14.34
"22876",15.2,15.65
"22877",12.5,13.01
"22878",8.5,8.96
"22879",17.1,17.50
"22880",10.2,10.72
"22881",11.2,11.71
"22882",7.9,8.41
"22883",12.0,12.52
"22884",10.2,10.66
"22885",11.7,12.20
"22886",14.0,14.36
"22887",14.8,15.29
"22888",17.7,18.18
"22889",10.3,10.68
"22890",1.2,1.62
"22891",1.4,1.83
"22892",1.0,1.37
"22893",1.8,2.31
"22894",1.9,2.31
"22895",0.7,1.07
"22896",0.8,1.20
"22897",1.1,1.48
"22898",0.5,0.93
"22899",0.7,1.04
"22900",0.3,0.61
"22902",1.8,2.20
"22903",5.0,5.41
"22904",0.6,0.92
"22905",1.9,2.31
"22906",0.7,1.00
"22907",0.2,0.54
"22908",0.5,0.92
"22909",0.2,0.41
"22910",0.2,0.31
"22911",2.3,2.71
"22912",3.0,3.50
"22913",2.7,3.15
"22914",1.8,2.28
"22915",1.6,1.98
"22916",1.1,1.54
"22917",1.1,1.52
"22918",1.2,1.54
"22919",1.2,1.54
"22920",1.2,1.52
"22921",1.4,1.74
"22922",2.9,3.41
"22923",3.8,4.22
"22924",3.6,4.05
"22925",1.5,1.96
"22926",0.4,0.79
"22927",1.9,2.32
"22928",2.8,3.26
"22929",20.6,21.01
"22930",1.5,1.94
"22931",2.4,2.85
"22932",4.7,5.14
"22933",2.6,2.99
"22934",3.9,4.37
"22935",5.3,5.71
"22936",7.0,7.45
"22937",1.9,2.29
"22938",1.2,1.63
"22939",2.0,2.42
"22940",0.5,0.78
"22941",0.6,0.86
"22942",1.4,1.69
"22943",0.9,1.17
"22944",2.4,2.82
"22945",1.0,1.32
"22946",1.3,1.64
"22947",1.7,2.12
"22948",2.0,2.49
"22949",2.1,2.52
"22950",0.9,1.18
"22951",0.3,0.70
"22952",0.2,0.39
"22953",3.0,3.38
"22954",7.4,7.84
"22955",1.7,2.16
"22956",1.2,1.57
"22957",0.9,1.21
"22959",1.3,1.62
"22960",0.1,0.33
"22961",0.2,0.42
"22962",0.7,1.07
"22963",1.2,1.58
"22964",0.6,0.94
"22965",1.0,1.48
"22966",0.3,0.54
"22967",2.1,2.39
"22968",1.0,1.32
"22969",0.2,0.54
"22970",0.7,1.13
"22971",0.9,1.32
"22972",1.2,1.57
"22973",2.0,2.46
"22974",1.4,1.80
"22975",1.5,1.98
"22976",2.1,2.57
"22977",2.3,2.73
"22978",0.8,1.24
"22979",0.4,0.74
"22980",0.7,1.02
"22981",2.2,2.68
"22982",0.9,1.34
"22983",0.5,0.82
"22984",1.7,2.13
"22985",2.9,3.39
"22986",1.8,2.25
"22987",39.2,39.82
"22988",0.5,0.86
"22989",0.4,0.83
"22990",1.4,1.87
"22991",0.7,1.08
"22992",0.5,0.85
"22993",0.1,0.28
"22994",1.0,1.36
"22995",0.7,1.11
"22996",0.4,0.72
"22997",0.9,1.33
"22998",0.2,0.55
"22999",0.9,1.33
"23000",0.7,1.07
"23002",1.1,1.55
"23003",1.7,2.22
"23004",0.9,1.34
"23005",0.9,1.22
"23006",1.3,1.72
"23007",1.0,1.50
"23008",1.6,2.08
"23009",2.3,2.69
"23010",2.0,2.45
"23012",0.4,0.73
"23013",0.4,0.80
"23014",0.5,0.86
"23015",8.8,9.42
"23016",7.0,7.51
"23017",7.4,7.85
"23018",6.8,7.15
"23019",5.7,6.29
"23020",1.8,2.30
"23021",6.0,6.50
"23022",7.6,8.24
"23023",6.5,7.00
"23024",13.9,14.49
"23025",2.6,2.98
"23026",2.3,2.85
"23027",5.1,5.61
"23028",0.7,1.04
"23029",0.8,1.14
"23031",0.7,1.14
"23032",0.5,0.83
"23033",1.9,2.44
"23034",1.6,2.04
"23035",0.5,0.93
"23036",10.7,11.13
"23037",8.5,8.84
"23038",20.6,21.01
"23039",5.7,6.26
"23040",5.2,5.62
"23041",3.8,4.24
"23042",7.7,8.18
"23043",9.2,9.73
"23044",8.2,8.63
"23045",8.5,8.99
"23046",5.5,6.03
"23047",7.8,8.33
"23048",1.9,2.29
"23049",1.1,1.47
"23050",1.0,1.37
"23051",1.3,1.74
"23052",0.7,1.01
"23053",1.3,1.72
"23054",1.7,2.17
"23055",5.2,5.69
"23056",5.1,5.59
"23057",4.4,4.83
"23058",1.4,1.79
"23060",5.2,5.69
"23061",1.6,2.01
"23064",7.9,8.22
"23065",1.5,1.92
"23066",1.6,2.12
"23067",2.5,2.92
"23068",1.3,1.72
"23069",6.7,7.16
"23070",4.5,5.03
"23071",10.6,10.96
"23072",5.9,6.34
"23073",3.3,3.77
"23074",1.4,1.89
"23075",2.5,2.96
"23076",0.5,0.94
"23077",0.4,0.76
"23078",0.6,1.01
"23079",1.6,2.00
"23080",0.5,0.83
"23081",1.1,1.54
"23082",0.4,0.72
"23083",0.5,0.85
"23084",0.1,0.21
"23085",2.2,2.68
"23086",4.0,4.47
"23087",2.7,3.07
"23088",2.3,2.70
"23089",0.6,0.94
"23090",1.0,1.39
"23091",0.5,0.88
"23092",1.1,1.54
"23093",1.1,1.50
"23094",2.1,2.58
"23096",1.0,1.46
"23099",3.2,3.60
"23100",0.5,0.82
"23101",0.7,0.99
"23102",0.9,1.33
"23103",0.3,0.58
"23104",4.2,4.67
"23106",3.5,4.02
"23107",2.5,2.92
"23108",0.3,0.57
"23109",0.5,0.79
"23110",0.5,0.83
"23111",1.2,1.55
"23112",0.5,0.88
"23113",2.6,3.07
"23114",3.3,3.75
"23115",3.4,3.78
"23116",7.1,7.60
"23117",3.3,3.74
"23118",0.5,0.82
"23119",0.7,1.16
"23120",1.2,1.76
"23121",1.1,1.56
"23122",0.9,1.33
"23123",1.4,1.85
"23124",2.9,3.31
"23125",4.1,4.46
"23126",0.6,0.97
"23127",1.0,1.46
"23128",1.6,2.03
"23129",0.8,1.18
"23130",0.8,1.19
"23131",1.5,1.97
"23132",1.1,1.54
"23133",1.1,1.51
"23134",3.5,4.08
"23135",4.8,5.30
"23136",4.3,4.77
"23137",10.0,10.44
"23138",2.4,2.82
"23139",8.3,8.85
"23140",3.6,4.08
"23141",9.2,9.74
"23142",5.2,5.64
"23143",14.1,14.59
"23144",0.5,0.85
"23145",1.0,1.38
"23146",0.6,1.02
"23147",0.5,0.89
"23148",0.5,0.94
"23149",10.1,10.50
"23150",4.3,4.76
"23151",10.4,10.89
"23152",1.0,1.44
"23153",2.2,2.63
"23154",0.7,1.10
"23155",1.5,1.91
"23156",0.9,1.27
"23157",1.2,1.53
"23158",0.6,1.02
"23159",0.7,1.12
"23160",2.5,2.92
"23161",1.8,2.26
"23162",0.9,1.28
"23163",0.7,1.08
"23164",1.9,2.41
"23165",0.4,0.76
"23166",0.9,1.32
"23167",0.5,0.92
