"customer_id","recency_days","frequency_completed","monetary_net","first_purchase_date","last_order_date","population","non_cohort_row_number"
"18125",29,4,1130.10,"2011-01-27 15:02:00","2011-11-10 12:29:00","Non-Cohort",5102
"13522",29,1,125.80,"2011-11-09 15:11:00","2011-11-09 15:11:00","Non-Cohort",1054
"12532",29,1,313.83,"2011-11-09 13:47:00","2011-11-09 13:47:00","Non-Cohort",170
"12708",29,18,4381.72,"2009-12-18 10:25:00","2011-11-10 09:52:00","Non-Cohort",331
"17867",29,14,835.22,"2009-12-02 13:02:00","2011-11-09 14:15:00","Non-Cohort",4888
"17791",29,1,106.10,"2011-11-10 12:09:00","2011-11-10 12:09:00","Non-Cohort",4827
"17702",29,6,2999.94,"2010-11-04 12:09:00","2011-11-09 16:03:00","Non-Cohort",4752
"13992",29,3,219.50,"2010-09-02 17:04:00","2011-11-09 15:23:00","Non-Cohort",1458
"15597",29,2,554.52,"2010-05-13 13:10:00","2011-11-10 11:46:00","Non-Cohort",2891
"16986",29,11,4888.75,"2010-02-04 14:46:00","2011-11-10 11:55:00","Non-Cohort",4125
"17038",29,2,743.17,"2010-10-20 16:04:00","2011-11-09 13:50:00","Non-Cohort",4169
"15450",29,1,429.84,"2011-11-09 17:11:00","2011-11-09 17:11:00","Non-Cohort",2762
"17197",29,1,1013.01,"2011-11-10 10:32:00","2011-11-10 10:32:00","Non-Cohort",4314
"13209",29,13,8438.06,"2010-01-24 14:30:00","2011-11-09 13:54:00","Non-Cohort",776
"17416",29,22,17221.47,"2009-12-14 16:29:00","2011-11-10 12:47:00","Non-Cohort",4497
"17537",29,2,887.67,"2011-02-09 13:37:00","2011-11-10 10:56:00","Non-Cohort",4602
"13695",30,16,2770.73,"2010-05-11 11:07:00","2011-11-08 14:26:00","Non-Cohort",1202
"13867",30,3,1005.09,"2011-05-05 17:28:00","2011-11-08 15:48:00","Non-Cohort",1354
"17865",30,46,25584.75,"2009-12-01 10:49:00","2011-11-09 12:08:00","Non-Cohort",4886
"12949",30,22,15391.00,"2009-12-03 15:56:00","2011-11-09 11:25:00","Non-Cohort",545
"12849",30,6,3015.98,"2010-04-27 13:44:00","2011-11-08 13:41:00","Non-Cohort",460
"17022",30,2,260.00,"2010-10-03 10:27:00","2011-11-08 17:09:00","Non-Cohort",4155
"14108",30,4,1041.21,"2009-12-01 18:07:00","2011-11-09 10:41:00","Non-Cohort",1569
"13623",30,10,2456.73,"2009-12-02 11:36:00","2011-11-09 12:00:00","Non-Cohort",1140
"16602",30,2,711.63,"2010-11-16 09:13:00","2011-11-08 16:18:00","Non-Cohort",3791
"12613",30,9,6033.82,"2009-12-14 13:10:00","2011-11-08 13:30:00","Non-Cohort",243
"13975",30,12,5224.85,"2010-02-02 11:10:00","2011-11-08 13:19:00","Non-Cohort",1444
"17515",30,9,1602.51,"2010-06-07 13:29:00","2011-11-08 14:04:00","Non-Cohort",4583
"13272",30,2,276.56,"2011-09-11 12:06:00","2011-11-08 14:00:00","Non-Cohort",829
"17637",30,2,547.06,"2011-08-16 13:25:00","2011-11-08 12:51:00","Non-Cohort",4693
"13384",30,11,6635.09,"2010-07-27 12:22:00","2011-11-09 11:04:00","Non-Cohort",925
"13643",30,10,2112.17,"2009-12-08 12:48:00","2011-11-08 15:37:00","Non-Cohort",1158
"14691",30,5,2114.33,"2011-05-11 09:55:00","2011-11-09 12:30:00","Non-Cohort",2084
"17160",30,17,10201.36,"2009-12-04 10:57:00","2011-11-08 14:05:00","Non-Cohort",4281
"15275",30,1,609.19,"2011-11-02 11:20:00","2011-11-08 17:54:00","Non-Cohort",2610
"15027",30,10,2974.04,"2010-03-25 14:39:00","2011-11-09 10:16:00","Non-Cohort",2385
"14284",30,3,1282.85,"2010-02-24 12:06:00","2011-11-09 08:11:00","Non-Cohort",1723
"13110",30,12,2896.17,"2009-12-01 14:14:00","2011-11-08 14:30:00","Non-Cohort",685
"16751",30,1,1764.72,"2011-11-09 10:48:00","2011-11-09 10:48:00","Non-Cohort",3921
"15356",30,13,3239.57,"2010-10-13 13:12:00","2011-11-08 13:11:00","Non-Cohort",2680
"15043",30,6,2855.32,"2010-06-24 15:50:00","2011-11-08 14:26:00","Non-Cohort",2400
"13046",30,3,949.25,"2010-09-09 13:09:00","2011-11-09 08:36:00","Non-Cohort",629
"16837",30,11,3167.73,"2011-04-08 08:48:00","2011-11-08 14:27:00","Non-Cohort",3995
"16880",30,8,1813.21,"2010-08-03 13:54:00","2011-11-09 11:33:00","Non-Cohort",4031
"12472",30,19,14169.69,"2009-12-09 10:47:00","2011-11-09 11:33:00","Non-Cohort",113
"13029",30,5,1927.30,"2010-07-04 13:46:00","2011-11-09 09:13:00","Non-Cohort",614
"16284",30,3,1018.48,"2010-11-11 13:27:00","2011-11-08 16:12:00","Non-Cohort",3504
"16618",30,5,2630.64,"2011-01-21 11:55:00","2011-11-08 13:52:00","Non-Cohort",3806
"14676",30,12,8285.49,"2010-03-10 09:30:00","2011-11-08 13:29:00","Non-Cohort",2071
"15153",30,1,329.25,"2011-11-08 17:09:00","2011-11-08 17:09:00","Non-Cohort",2504
"18177",30,9,2189.07,"2009-12-15 18:57:00","2011-11-08 14:44:00","Non-Cohort",5152
"14214",30,5,1000.23,"2011-03-07 12:26:00","2011-11-09 10:31:00","Non-Cohort",1661
"17633",30,7,1974.89,"2010-11-15 14:55:00","2011-11-08 13:25:00","Non-Cohort",4690
"15513",30,35,25959.16,"2010-01-13 14:59:00","2011-11-08 16:21:00","Non-Cohort",2816
"15103",30,2,703.36,"2011-09-14 13:54:00","2011-11-08 14:53:00","Non-Cohort",2457
"12893",30,1,176.55,"2011-11-09 12:34:00","2011-11-09 12:34:00","Non-Cohort",496
"13804",30,9,3161.12,"2010-09-29 10:26:00","2011-11-09 12:32:00","Non-Cohort",1299
"16205",30,7,1813.51,"2010-06-15 11:58:00","2011-11-09 09:32:00","Non-Cohort",3436
"12990",30,7,955.50,"2010-03-30 11:36:00","2011-11-08 13:01:00","Non-Cohort",579
"16041",30,3,3166.40,"2011-07-21 16:27:00","2011-11-09 12:25:00","Non-Cohort",3293
"18164",30,1,394.70,"2011-11-02 12:56:00","2011-11-08 17:49:00","Non-Cohort",5140
"18216",30,1,481.75,"2011-11-08 16:55:00","2011-11-08 16:55:00","Non-Cohort",5190
"16767",30,15,7950.41,"2010-04-28 16:49:00","2011-11-09 09:42:00","Non-Cohort",3935
"13993",31,19,6690.36,"2009-12-03 11:57:00","2011-11-07 13:00:00","Non-Cohort",1459
"16187",31,15,6841.24,"2011-02-28 13:34:00","2011-11-08 09:50:00","Non-Cohort",3421
"18016",31,7,1954.56,"2010-01-27 16:00:00","2011-11-07 13:25:00","Non-Cohort",5010
"13710",31,3,509.52,"2010-04-06 12:54:00","2011-11-08 08:16:00","Non-Cohort",1216
"16348",31,8,1742.08,"2010-10-05 13:57:00","2011-11-07 15:44:00","Non-Cohort",3563
"12721",31,8,3555.83,"2010-08-25 11:07:00","2011-11-08 12:13:00","Non-Cohort",344
"16505",31,1,777.60,"2011-11-08 12:14:00","2011-11-08 12:14:00","Non-Cohort",3707
"17289",31,9,2032.30,"2010-03-08 12:52:00","2011-11-08 12:01:00","Non-Cohort",4391
"13717",31,8,1748.05,"2010-08-11 09:40:00","2011-11-07 14:13:00","Non-Cohort",1222
"15066",31,1,760.59,"2011-10-17 13:25:00","2011-11-08 09:56:00","Non-Cohort",2422
"14360",31,4,2118.03,"2011-09-06 11:58:00","2011-11-08 09:12:00","Non-Cohort",1787
"14232",31,5,2043.93,"2011-03-20 12:44:00","2011-11-08 12:17:00","Non-Cohort",1679
"18036",31,11,1545.49,"2009-12-18 12:04:00","2011-11-07 14:40:00","Non-Cohort",5027
"13587",31,4,1308.10,"2010-02-14 13:17:00","2011-11-08 11:17:00","Non-Cohort",1106
"14929",31,2,836.69,"2010-10-14 12:22:00","2011-11-07 17:21:00","Non-Cohort",2298
"15763",31,2,1048.67,"2011-09-23 12:10:00","2011-11-08 09:44:00","Non-Cohort",3047
"17043",31,8,2593.65,"2009-12-09 15:20:00","2011-11-07 15:33:00","Non-Cohort",4174
"12832",31,2,383.03,"2011-09-02 13:48:00","2011-11-07 13:30:00","Non-Cohort",445
"17964",31,2,463.21,"2010-12-02 13:32:00","2011-11-08 10:44:00","Non-Cohort",4973
"14050",31,2,746.36,"2011-08-25 13:46:00","2011-11-08 10:00:00","Non-Cohort",1514
"17219",31,2,259.13,"2010-10-19 11:29:00","2011-11-08 11:25:00","Non-Cohort",4332
"17158",31,5,1962.30,"2010-03-07 15:50:00","2011-11-07 15:15:00","Non-Cohort",4279
"14623",31,10,1983.55,"2010-04-16 17:12:00","2011-11-07 13:56:00","Non-Cohort",2019
"15249",31,18,9147.15,"2010-03-26 14:51:00","2011-11-08 11:45:00","Non-Cohort",2584
"13324",31,18,10421.37,"2010-05-25 10:23:00","2011-11-07 15:51:00","Non-Cohort",874
"16637",31,4,1124.59,"2011-04-28 10:20:00","2011-11-07 13:17:00","Non-Cohort",3823
"15330",31,2,714.96,"2011-10-10 12:30:00","2011-11-07 17:50:00","Non-Cohort",2660
"18150",31,3,566.58,"2011-05-22 10:47:00","2011-11-07 16:49:00","Non-Cohort",5126
"13329",31,8,4672.82,"2009-12-04 15:41:00","2011-11-08 10:29:00","Non-Cohort",879
"16732",31,4,3966.79,"2009-12-08 13:04:00","2011-11-08 09:54:00","Non-Cohort",3903
"17886",31,6,1562.60,"2009-12-14 10:51:00","2011-11-08 10:09:00","Non-Cohort",4902
"14700",31,5,3076.06,"2010-08-11 12:19:00","2011-11-07 14:40:00","Non-Cohort",2093
"14524",31,13,2909.86,"2010-10-19 11:44:00","2011-11-08 12:29:00","Non-Cohort",1934
"16362",31,6,816.96,"2010-09-28 09:24:00","2011-11-07 13:01:00","Non-Cohort",3576
"15957",31,3,921.25,"2010-10-15 12:11:00","2011-11-08 12:14:00","Non-Cohort",3217
"15573",31,5,1180.47,"2009-12-10 14:19:00","2011-11-08 11:38:00","Non-Cohort",2870
"13634",32,15,4434.16,"2010-01-10 14:26:00","2011-11-06 13:40:00","Non-Cohort",1149
"17608",32,4,488.06,"2010-04-11 13:37:00","2011-11-06 13:06:00","Non-Cohort",4665
"16771",32,10,3921.10,"2009-12-09 11:52:00","2011-11-06 13:28:00","Non-Cohort",3939
"12357",32,2,17437.66,"2010-11-16 10:05:00","2011-11-06 16:07:00","Non-Cohort",11
"17831",32,1,35.40,"2011-11-06 15:09:00","2011-11-06 15:09:00","Non-Cohort",4858
"18170",32,9,2878.00,"2010-01-08 14:10:00","2011-11-06 14:35:00","Non-Cohort",5146
"14517",32,2,330.45,"2011-07-21 11:42:00","2011-11-06 14:20:00","Non-Cohort",1927
"15696",32,13,3732.12,"2010-01-24 14:36:00","2011-11-06 14:02:00","Non-Cohort",2985
"15522",32,2,397.99,"2011-09-13 12:26:00","2011-11-07 11:26:00","Non-Cohort",2823
"14387",32,3,1727.60,"2011-08-22 14:13:00","2011-11-07 12:29:00","Non-Cohort",1810
"17623",32,7,2365.77,"2009-12-14 14:36:00","2011-11-07 11:32:00","Non-Cohort",4680
"15025",32,2,971.84,"2010-05-20 13:28:00","2011-11-06 15:20:00","Non-Cohort",2383
"16232",32,7,2692.02,"2010-06-07 14:04:00","2011-11-07 11:12:00","Non-Cohort",3460
"12638",32,2,681.49,"2010-03-10 10:30:00","2011-11-06 13:11:00","Non-Cohort",266
"17082",32,6,4732.03,"2009-12-15 11:25:00","2011-11-06 15:17:00","Non-Cohort",4213
"15493",32,9,4078.64,"2010-02-23 11:14:00","2011-11-07 12:04:00","Non-Cohort",2800
"15526",32,2,148.44,"2011-11-06 15:01:00","2011-11-06 15:04:00","Non-Cohort",2827
"13523",32,6,4325.07,"2010-11-02 14:55:00","2011-11-06 15:11:00","Non-Cohort",1055
"16053",32,6,3606.14,"2010-04-08 11:11:00","2011-11-07 11:21:00","Non-Cohort",3304
"17164",32,7,2466.40,"2011-03-11 14:26:00","2011-11-07 09:14:00","Non-Cohort",4285
"15870",32,4,857.46,"2010-09-19 16:22:00","2011-11-07 10:58:00","Non-Cohort",3145
"13824",32,12,3273.36,"2010-03-12 15:17:00","2011-11-07 12:41:00","Non-Cohort",1317
"14174",32,1,134.46,"2011-11-06 13:17:00","2011-11-06 13:17:00","Non-Cohort",1628
"17761",32,1,712.78,"2011-11-07 10:23:00","2011-11-07 10:23:00","Non-Cohort",4800
"16357",32,4,868.37,"2010-11-23 18:52:00","2011-11-06 16:04:00","Non-Cohort",3571
"17107",32,10,15595.37,"2010-01-31 15:47:00","2011-11-07 08:41:00","Non-Cohort",4234
"13759",32,2,659.41,"2011-09-29 15:40:00","2011-11-06 14:47:00","Non-Cohort",1260
"14039",32,2,267.28,"2010-05-13 10:15:00","2011-11-06 13:48:00","Non-Cohort",1503
"15618",32,4,747.03,"2011-07-26 10:13:00","2011-11-07 08:34:00","Non-Cohort",2911
"13155",32,6,1370.48,"2010-08-05 09:30:00","2011-11-06 15:41:00","Non-Cohort",728
"14080",32,5,1075.73,"2009-12-02 15:01:00","2011-11-07 11:09:00","Non-Cohort",1543
"13097",32,27,12811.56,"2009-12-01 13:31:00","2011-11-07 10:43:00","Non-Cohort",674
"16372",32,5,1260.31,"2010-04-11 15:20:00","2011-11-06 13:08:00","Non-Cohort",3586
"16488",32,3,492.20,"2011-07-14 11:46:00","2011-11-06 13:42:00","Non-Cohort",3693
"15427",32,3,1430.54,"2011-10-23 14:47:00","2011-11-06 14:29:00","Non-Cohort",2742
"12408",32,8,3859.64,"2010-07-29 13:27:00","2011-11-07 12:27:00","Non-Cohort",54
"17430",32,4,622.57,"2010-08-17 11:52:00","2011-11-07 09:24:00","Non-Cohort",4509
"16612",32,9,3243.48,"2009-12-03 15:54:00","2011-11-07 07:38:00","Non-Cohort",3800
"15719",32,31,10117.22,"2009-12-01 12:47:00","2011-11-07 12:29:00","Non-Cohort",3007
"13527",33,12,4507.59,"2010-01-21 12:37:00","2011-11-06 12:04:00","Non-Cohort",1059
"16676",33,6,2328.50,"2010-10-17 13:07:00","2011-11-06 12:01:00","Non-Cohort",3858
"13532",33,1,210.31,"2011-11-06 12:25:00","2011-11-06 12:25:00","Non-Cohort",1063
"12838",33,10,2953.46,"2010-04-26 09:59:00","2011-11-06 12:20:00","Non-Cohort",450
"12645",33,8,3175.10,"2010-02-09 10:49:00","2011-11-06 12:38:00","Non-Cohort",273
"16466",33,15,3642.09,"2010-03-07 14:31:00","2011-11-06 11:35:00","Non-Cohort",3672
"15952",33,4,781.91,"2011-04-28 12:55:00","2011-11-06 11:18:00","Non-Cohort",3212
"15407",33,4,1046.74,"2011-02-07 13:18:00","2011-11-06 11:55:00","Non-Cohort",2724
"13772",33,8,3080.52,"2010-02-23 13:55:00","2011-11-06 11:43:00","Non-Cohort",1272
"16243",33,2,409.10,"2011-10-16 12:09:00","2011-11-06 12:32:00","Non-Cohort",3470
"15017",33,1,125.58,"2011-11-06 10:33:00","2011-11-06 10:33:00","Non-Cohort",2376
"14404",33,13,2625.13,"2009-12-20 14:40:00","2011-11-06 12:30:00","Non-Cohort",1825
"16445",33,4,583.16,"2010-10-24 12:39:00","2011-11-06 12:32:00","Non-Cohort",3652
"15345",34,1,367.69,"2011-10-25 11:28:00","2011-11-04 13:24:00","Non-Cohort",2672
"15598",34,2,543.02,"2010-10-08 09:20:00","2011-11-04 13:14:00","Non-Cohort",2892
"16318",34,1,328.15,"2011-11-04 13:05:00","2011-11-04 13:05:00","Non-Cohort",3535
"16887",34,3,658.17,"2009-12-01 13:41:00","2011-11-04 14:07:00","Non-Cohort",4038
"14412",34,3,1417.49,"2010-10-11 12:33:00","2011-11-04 13:14:00","Non-Cohort",1832
"15329",34,11,2737.18,"2009-12-14 12:18:00","2011-11-04 12:56:00","Non-Cohort",2659
"12577",34,8,1550.75,"2009-12-03 19:31:00","2011-11-04 13:28:00","Non-Cohort",210
"13938",34,1,71.66,"2011-11-04 14:37:00","2011-11-04 14:37:00","Non-Cohort",1415
"16555",34,6,285.89,"2010-07-22 13:39:00","2011-11-04 14:31:00","Non-Cohort",3753
"14592",34,3,557.94,"2011-10-06 18:08:00","2011-11-04 16:35:00","Non-Cohort",1995
"14971",34,3,1097.98,"2011-10-27 13:33:00","2011-11-04 17:07:00","Non-Cohort",2334
"12928",34,12,4304.89,"2010-06-08 10:16:00","2011-11-04 14:24:00","Non-Cohort",524
"17084",34,3,4997.96,"2010-11-08 12:00:00","2011-11-04 14:54:00","Non-Cohort",4215
"14842",34,4,2456.80,"2011-02-04 15:32:00","2011-11-04 13:09:00","Non-Cohort",2219
"16012",34,5,2978.59,"2010-06-28 11:39:00","2011-11-04 13:25:00","Non-Cohort",3266
"17703",34,4,1094.84,"2010-10-17 16:16:00","2011-11-04 15:51:00","Non-Cohort",4753
"15468",34,3,1387.48,"2010-11-12 09:39:00","2011-11-04 13:11:00","Non-Cohort",2777
"17274",34,2,573.22,"2010-11-09 12:06:00","2011-11-04 13:16:00","Non-Cohort",4380
"14567",34,2,1524.46,"2011-08-01 13:48:00","2011-11-04 13:57:00","Non-Cohort",1975
"17233",34,3,560.86,"2009-12-15 12:03:00","2011-11-04 14:06:00","Non-Cohort",4346
"15707",34,4,916.98,"2011-09-14 14:19:00","2011-11-04 14:35:00","Non-Cohort",2996
"12484",34,9,5490.80,"2009-12-03 10:57:00","2011-11-04 15:18:00","Non-Cohort",125
"18205",35,2,517.36,"2011-09-26 12:02:00","2011-11-03 13:22:00","Non-Cohort",5179
"16914",35,1,183.76,"2011-11-03 15:27:00","2011-11-03 15:27:00","Non-Cohort",4063
"17076",35,6,1242.75,"2009-12-04 12:12:00","2011-11-03 17:53:00","Non-Cohort",4207
"13592",35,4,247.96,"2011-03-20 14:01:00","2011-11-04 09:49:00","Non-Cohort",1111
"14636",35,2,609.85,"2011-03-16 09:52:00","2011-11-03 16:12:00","Non-Cohort",2032
"15010",35,1,308.94,"2011-11-04 12:42:00","2011-11-04 12:42:00","Non-Cohort",2370
"14150",35,2,658.64,"2010-12-15 10:04:00","2011-11-04 10:05:00","Non-Cohort",1606
"13925",35,4,616.65,"2011-07-28 12:09:00","2011-11-03 13:00:00","Non-Cohort",1402
"18022",35,5,1506.62,"2010-06-11 13:59:00","2011-11-04 12:45:00","Non-Cohort",5016
"13721",35,2,741.54,"2010-11-09 17:59:00","2011-11-03 14:05:00","Non-Cohort",1226
"14856",35,3,1290.53,"2011-10-14 09:35:00","2011-11-03 14:53:00","Non-Cohort",2231
"17979",35,4,709.11,"2011-03-25 11:34:00","2011-11-04 12:05:00","Non-Cohort",4984
"15521",35,16,6780.39,"2010-01-05 10:19:00","2011-11-03 13:52:00","Non-Cohort",2822
"15605",35,9,1738.55,"2010-01-14 14:03:00","2011-11-03 14:17:00","Non-Cohort",2899
"15252",35,5,2053.06,"2010-04-07 10:24:00","2011-11-03 13:30:00","Non-Cohort",2587
"18081",35,3,343.45,"2011-07-29 11:56:00","2011-11-03 16:30:00","Non-Cohort",5063
"16014",35,5,1091.03,"2010-01-31 12:43:00","2011-11-04 11:23:00","Non-Cohort",3268
"17193",35,9,2254.60,"2009-12-02 10:02:00","2011-11-04 12:47:00","Non-Cohort",4311
"18035",35,5,1260.23,"2010-11-19 13:42:00","2011-11-04 12:39:00","Non-Cohort",5026
"17930",35,13,4242.92,"2010-03-04 10:41:00","2011-11-04 10:23:00","Non-Cohort",4943
"15612",35,2,195.15,"2011-10-09 12:49:00","2011-11-03 14:52:00","Non-Cohort",2906
"17634",35,9,2358.59,"2011-01-06 12:45:00","2011-11-03 13:09:00","Non-Cohort",4691
"14913",35,8,4073.13,"2010-08-11 08:40:00","2011-11-04 08:29:00","Non-Cohort",2285
"12397",35,2,2214.90,"2011-07-27 14:21:00","2011-11-04 09:52:00","Non-Cohort",45
"15722",35,11,5107.85,"2010-03-09 13:58:00","2011-11-04 11:43:00","Non-Cohort",3010
"17351",35,12,1964.38,"2009-12-10 18:43:00","2011-11-03 18:45:00","Non-Cohort",4441
"16409",35,12,5652.74,"2009-12-13 15:38:00","2011-11-03 16:45:00","Non-Cohort",3619
"17203",35,10,5564.09,"2010-11-16 12:52:00","2011-11-04 12:27:00","Non-Cohort",4318
"12944",35,2,604.51,"2010-12-20 10:41:00","2011-11-04 11:04:00","Non-Cohort",540
"12352",35,9,1609.21,"2010-11-12 10:20:00","2011-11-03 14:37:00","Non-Cohort",6
"15809",35,7,862.88,"2010-06-22 14:23:00","2011-11-04 12:05:00","Non-Cohort",3089
"17403",35,2,382.87,"2010-09-15 12:29:00","2011-11-03 15:18:00","Non-Cohort",4486
"12576",35,8,2003.87,"2010-07-01 13:46:00","2011-11-04 10:11:00","Non-Cohort",209
"17078",35,2,375.86,"2011-11-03 18:49:00","2011-11-03 19:17:00","Non-Cohort",4209
"16729",35,21,7045.41,"2011-04-12 14:22:00","2011-11-03 19:11:00","Non-Cohort",3900
"12431",35,25,9963.66,"2010-01-15 09:04:00","2011-11-04 11:55:00","Non-Cohort",75
"13168",35,5,1831.68,"2010-06-15 15:00:00","2011-11-03 12:56:00","Non-Cohort",740
"18104",36,1,754.64,"2011-11-02 14:07:00","2011-11-02 14:07:00","Non-Cohort",5083
"15551",36,7,1629.01,"2010-06-07 15:05:00","2011-11-03 12:37:00","Non-Cohort",2851
"13904",36,2,332.64,"2011-02-18 11:18:00","2011-11-02 13:41:00","Non-Cohort",1388
"13636",36,5,941.62,"2011-02-27 14:29:00","2011-11-03 10:30:00","Non-Cohort",1151
"12808",36,5,748.70,"2010-09-03 10:24:00","2011-11-03 10:05:00","Non-Cohort",421
"14974",36,1,89.94,"2011-11-02 13:01:00","2011-11-02 13:01:00","Non-Cohort",2337
"16706",36,3,531.35,"2011-08-17 15:53:00","2011-11-02 13:50:00","Non-Cohort",3881
"16841",36,12,3841.16,"2010-01-12 11:32:00","2011-11-03 11:51:00","Non-Cohort",3999
"17800",36,9,1186.21,"2011-01-09 13:50:00","2011-11-02 12:57:00","Non-Cohort",4836
"13271",36,1,172.37,"2011-11-02 14:31:00","2011-11-02 14:43:00","Non-Cohort",828
"17947",36,1,176.68,"2011-11-02 13:05:00","2011-11-02 13:05:00","Non-Cohort",4957
"15998",36,16,8186.19,"2009-12-01 11:45:00","2011-11-03 12:45:00","Non-Cohort",3253
"14815",36,2,778.50,"2011-10-03 11:36:00","2011-11-03 11:36:00","Non-Cohort",2197
"17816",36,6,96.11,"2009-12-15 15:27:00","2011-11-03 11:34:00","Non-Cohort",4847
"14098",36,1,147.35,"2011-11-03 10:13:00","2011-11-03 10:13:00","Non-Cohort",1560
"13316",36,10,12818.42,"2010-03-10 10:01:00","2011-11-02 13:40:00","Non-Cohort",866
"15227",36,9,2488.49,"2010-03-16 08:23:00","2011-11-03 11:59:00","Non-Cohort",2565
"16221",36,9,2011.97,"2010-08-10 13:32:00","2011-11-03 11:43:00","Non-Cohort",3452
"14528",36,1,364.22,"2011-11-02 17:09:00","2011-11-02 17:09:00","Non-Cohort",1937
"17999",36,3,528.46,"2010-11-26 13:16:00","2011-11-02 15:56:00","Non-Cohort",4998
"15651",36,5,1259.06,"2010-04-22 13:26:00","2011-11-03 08:41:00","Non-Cohort",2942
"13728",36,16,2855.17,"2009-12-09 17:13:00","2011-11-03 10:49:00","Non-Cohort",1233
"16367",36,3,1350.48,"2010-11-21 13:23:00","2011-11-02 13:13:00","Non-Cohort",3581
"16337",36,1,151.05,"2011-11-03 10:03:00","2011-11-03 10:03:00","Non-Cohort",3553
"12594",37,14,4862.51,"2010-03-03 13:51:00","2011-11-02 12:20:00","Non-Cohort",227
"16971",37,1,357.21,"2011-11-01 15:06:00","2011-11-01 15:06:00","Non-Cohort",4115
"17966",37,10,1963.92,"2010-01-18 13:24:00","2011-11-02 10:26:00","Non-Cohort",4975
"17965",37,29,6879.70,"2009-12-14 13:19:00","2011-11-02 09:31:00","Non-Cohort",4974
"15847",37,5,822.57,"2010-03-08 08:47:00","2011-11-01 14:41:00","Non-Cohort",3123
"17719",37,15,5367.80,"2011-03-29 11:29:00","2011-11-02 10:36:00","Non-Cohort",4766
"16884",37,4,1070.97,"2010-05-18 12:00:00","2011-11-02 11:52:00","Non-Cohort",4035
"13477",37,11,2806.12,"2010-01-25 11:52:00","2011-11-02 12:04:00","Non-Cohort",1010
"12830",37,6,6814.64,"2011-06-21 10:53:00","2011-11-02 11:54:00","Non-Cohort",443
"15065",37,5,3304.71,"2010-10-25 09:13:00","2011-11-02 09:45:00","Non-Cohort",2421
"17696",37,27,7380.89,"2009-12-10 17:09:00","2011-11-01 13:43:00","Non-Cohort",4746
"14383",37,3,1247.69,"2011-06-29 10:18:00","2011-11-01 15:53:00","Non-Cohort",1806
"18270",37,3,406.30,"2010-10-03 10:49:00","2011-11-01 13:57:00","Non-Cohort",5240
"16308",37,7,5120.00,"2009-12-15 15:48:00","2011-11-02 11:24:00","Non-Cohort",3527
"15423",37,3,219.14,"2010-03-28 13:42:00","2011-11-01 14:01:00","Non-Cohort",2739
"18105",37,1,113.48,"2011-11-02 12:04:00","2011-11-02 12:04:00","Non-Cohort",5084
"15576",37,1,921.37,"2011-11-02 12:03:00","2011-11-02 12:03:00","Non-Cohort",2873
"16043",37,8,1856.59,"2010-08-15 11:26:00","2011-11-02 12:50:00","Non-Cohort",3295
"12522",38,2,156.72,"2011-10-19 14:41:00","2011-10-31 15:30:00","Non-Cohort",160
"16830",38,4,1183.70,"2009-12-13 12:11:00","2011-11-01 11:35:00","Non-Cohort",3988
"14995",38,2,231.98,"2011-03-04 13:14:00","2011-11-01 11:39:00","Non-Cohort",2356
"13697",38,1,151.30,"2011-11-01 09:14:00","2011-11-01 09:14:00","Non-Cohort",1203
"12491",38,1,424.40,"2011-11-01 12:18:00","2011-11-01 12:18:00","Non-Cohort",132
"18226",38,26,11749.58,"2010-03-05 10:05:00","2011-11-01 09:57:00","Non-Cohort",5200
"13726",38,2,1079.66,"2011-08-31 11:06:00","2011-11-01 10:49:00","Non-Cohort",1231
"16969",38,3,650.41,"2011-06-01 12:10:00","2011-10-31 13:12:00","Non-Cohort",4113
"18257",38,12,4490.45,"2010-02-18 16:20:00","2011-10-31 14:48:00","Non-Cohort",5228
"16150",38,10,3761.27,"2009-12-01 14:02:00","2011-11-01 09:29:00","Non-Cohort",3389
"17166",38,2,189.49,"2011-05-20 08:18:00","2011-11-01 09:46:00","Non-Cohort",4287
"13982",38,9,3927.49,"2010-01-20 14:04:00","2011-10-31 16:24:00","Non-Cohort",1449
"13461",38,6,4138.50,"2010-04-21 16:01:00","2011-11-01 09:01:00","Non-Cohort",995
"13327",38,19,8914.42,"2009-12-18 15:35:00","2011-11-01 10:21:00","Non-Cohort",877
"16960",38,8,1967.48,"2010-03-02 13:36:00","2011-11-01 11:35:00","Non-Cohort",4105
"16029",38,106,97066.71,"2009-12-08 11:23:00","2011-11-01 10:27:00","Non-Cohort",3282
"14738",38,9,1763.64,"2009-12-07 10:21:00","2011-10-31 12:57:00","Non-Cohort",2126
"16648",38,3,653.00,"2010-04-28 14:58:00","2011-11-01 09:52:00","Non-Cohort",3833
"12588",38,3,698.98,"2010-04-21 12:22:00","2011-10-31 15:01:00","Non-Cohort",221
"14485",38,1,162.80,"2011-11-01 12:25:00","2011-11-01 12:25:00","Non-Cohort",1897
"14345",38,1,108.98,"2011-11-01 09:51:00","2011-11-01 09:51:00","Non-Cohort",1774
"13292",38,5,987.79,"2010-07-01 14:36:00","2011-11-01 10:04:00","Non-Cohort",846
"14167",38,8,1274.29,"2010-01-27 16:07:00","2011-10-31 14:29:00","Non-Cohort",1623
"17396",38,13,8159.10,"2010-09-24 13:04:00","2011-10-31 14:12:00","Non-Cohort",4480
