"customer_id","frequency_completed","cancellation_count"
"14109",1,1
"14110",33,2
"14111",4,1
"14112",13,14
"14113",16,15
"14114",7,0
"14115",2,0
"14116",5,0
"14117",1,0
"14118",1,0
"14119",2,1
"14121",4,2
"14122",3,2
"14123",1,0
"14124",1,0
"14125",3,0
"14126",4,1
"14127",6,0
"14128",3,1
"14129",9,0
"14130",4,0
"14131",1,0
"14132",11,1
"14133",4,2
"14134",15,0
"14135",24,1
"14136",5,2
"14137",1,1
"14138",2,0
"14139",4,0
"14140",2,1
"14141",4,2
"14142",2,2
"14143",1,0
"14144",1,0
"14145",7,1
"14146",12,1
"14147",9,3
"14148",2,0
"14149",1,2
"14150",2,0
"14151",2,1
"14152",7,2
"14153",1,0
"14154",8,2
"14155",1,0
"14156",156,46
"14157",5,1
"14158",1,0
"14159",20,5
"14160",7,0
"14161",7,0
"14162",2,0
"14163",5,0
"14164",2,0
"14165",1,0
"14166",2,0
"14167",8,0
"14168",2,1
"14169",2,0
"14170",3,0
"14171",2,0
"14172",3,1
"14173",6,1
"14174",1,0
"14175",8,9
"14176",5,1
"14177",13,1
"14178",7,0
"14179",2,0
"14180",33,9
"14181",2,0
"14182",4,1
"14183",2,0
"14184",1,0
"14185",1,0
"14186",5,0
"14187",1,0
"14188",6,4
"14189",16,9
"14190",1,0
"14191",15,2
"14192",1,0
"14193",3,0
"14194",36,18
"14195",6,4
"14196",1,0
"14197",1,0
"14198",9,4
"14199",4,2
"14200",1,0
"14201",10,2
"14202",3,0
"14203",1,0
"14204",4,0
"14205",9,3
"14206",3,2
"14207",1,0
"14208",2,0
"14209",15,4
"14210",16,5
"14211",18,8
"14212",2,0
"14213",1,1
"14214",5,2
"14215",9,1
"14216",5,1
"14217",23,10
"14218",1,0
"14219",3,0
"14220",4,0
"14221",17,2
"14222",1,0
"14223",3,1
"14224",9,0
"14225",4,1
"14226",6,3
"14227",15,7
"14228",3,0
"14229",7,4
"14230",3,0
"14231",4,2
"14232",5,3
"14233",7,3
"14234",4,0
"14235",9,1
"14236",5,2
"14237",2,1
"14238",3,0
"14239",21,3
"14240",3,0
"14241",2,0
"14242",2,0
"14243",17,6
"14244",1,1
"14245",2,3
"14246",3,0
"14247",5,1
"14248",3,0
"14249",12,0
"14250",3,0
"14251",5,0
"14252",1,0
"14253",2,0
"14254",1,0
"14255",1,3
"14256",5,4
"14257",9,1
"14258",25,7
"14259",1,0
"14260",3,0
"14261",2,0
"14262",8,0
"14263",1,0
"14264",6,2
"14265",4,0
"14266",1,0
"14267",3,6
"14268",1,0
"14269",1,1
"14270",1,0
"14271",2,0
"14272",4,0
"14273",4,0
"14274",1,0
"14275",6,0
"14276",7,6
"14277",9,5
"14278",1,0
"14279",2,0
"14280",1,0
"14281",1,0
"14282",25,1
"14283",4,0
"14284",3,1
"14285",8,1
"14286",7,5
"14287",3,1
"14288",1,1
"14289",6,0
"14290",8,6
"14291",23,2
"14292",16,11
"14293",9,1
"14294",1,0
"14295",5,3
"14296",2,1
"14297",4,2
"14298",82,2
"14299",27,14
"14300",1,0
"14301",4,3
"14302",3,0
"14303",2,0
"14304",3,2
"14305",3,2
"14306",6,1
"14307",10,1
"14308",2,3
"14309",11,1
"14310",1,0
"14311",2,1
"14312",11,0
"14314",2,1
"14315",8,2
"14316",5,1
"14317",1,0
"14318",1,0
"14319",1,1
"14320",5,2
"14321",7,1
"14322",4,2
"14323",2,2
"14324",2,0
"14325",1,0
"14326",3,1
"14327",6,0
"14328",1,2
"14329",15,13
"14330",1,0
"14331",2,0
"14332",5,0
"14333",1,1
"14334",12,2
"14335",2,0
"14336",4,0
"14338",3,2
"14339",2,3
"14340",1,0
"14341",18,2
"14342",6,3
"14343",4,0
"14344",20,0
"14345",1,0
"14346",5,0
"14347",1,0
"14348",1,0
"14349",1,0
"14350",3,1
"14351",1,0
"14352",4,0
"14353",3,0
"14354",2,0
"14355",3,0
"14356",2,2
"14357",1,0
"14358",2,1
"14359",3,3
"14360",4,0
"14361",1,0
"14362",1,0
"14363",2,0
"14364",8,0
"14365",2,0
"14366",1,0
"14367",16,3
"14368",1,0
"14369",2,0
"14370",6,3
"14371",1,0
"14372",2,1
"14373",1,0
"14374",1,0
"14375",3,0
"14376",1,0
"14377",2,0
"14378",1,0
"14379",4,0
"14380",1,1
"14381",2,0
"14382",2,1
"14383",3,0
"14384",1,0
"14385",3,0
"14386",1,0
"14387",3,0
"14388",16,4
"14389",5,6
"14390",13,5
"14391",1,0
"14392",1,0
"14393",1,0
"14394",1,0
"14395",20,4
"14396",7,0
"14397",19,4
"14398",2,0
"14399",8,1
"14400",3,2
"14401",22,3
"14402",1,0
"14403",6,3
"14404",13,2
"14405",1,0
"14406",1,0
"14407",6,3
"14408",11,0
"14409",9,1
"14410",11,6
"14411",1,0
"14412",3,1
"14413",4,0
"14414",8,1
"14415",23,9
"14416",2,0
"14417",1,0
"14418",3,0
"14419",7,0
"14420",4,3
"14421",6,1
"14422",19,2
"14423",3,1
"14424",1,0
"14425",3,2
"14426",17,10
"14427",4,0
"14428",5,2
"14429",1,0
"14430",3,2
"14431",4,1
"14432",6,0
"14433",1,0
"14434",6,0
"14435",1,0
"14436",2,0
"14437",5,2
"14438",1,0
"14439",5,0
"14440",13,2
"14441",11,8
"14442",7,5
"14443",5,3
"14444",1,0
"14445",1,0
"14446",5,0
"14447",6,0
"14448",2,0
"14449",8,0
"14450",7,0
"14451",12,6
"14452",4,0
"14453",1,0
"14454",5,1
"14455",4,1
"14456",9,5
"14457",1,0
"14458",1,0
"14459",2,1
"14460",9,3
"14461",13,1
"14462",12,4
"14463",4,0
"14464",2,0
"14465",11,0
"14466",13,0
"14467",12,0
"14468",1,0
"14469",4,0
"14470",3,0
"14471",2,0
"14472",9,0
"14473",2,0
"14474",2,1
"14475",4,3
"14476",1,0
"14477",7,3
"14478",4,0
"14479",4,0
"14480",4,1
"14481",5,1
"14482",12,2
"14483",2,1
"14484",4,0
"14485",1,0
"14486",2,0
"14487",7,1
"14488",1,1
"14489",4,0
"14490",2,0
"14491",2,0
"14492",7,3
"14493",10,4
"14494",3,0
"14495",3,1
"14496",7,3
"14497",2,1
"14498",10,0
"14499",7,3
"14500",3,0
"14501",2,1
"14502",11,3
"14503",6,0
"14504",4,0
"14505",19,8
"14506",7,0
"14507",11,3
"14508",5,1
"14509",1,0
"14510",3,1
"14511",5,1
"14512",7,0
"14513",6,1
"14514",9,1
"14515",12,3
"14516",1,0
"14517",2,0
"14518",1,0
"14519",2,0
"14520",2,0
"14521",1,1
"14522",8,0
"14523",1,0
"14524",13,0
"14525",17,4
"14526",1,0
"14527",122,68
"14528",1,0
"14529",3,0
"14530",16,3
"14531",1,0
"14532",11,1
"14533",11,4
"14534",26,12
"14535",9,2
"14536",1,0
"14537",2,1
"14538",5,0
"14539",2,0
"14540",11,1
"14541",14,0
"14542",1,0
"14543",39,11
"14544",3,0
"14545",1,0
"14546",11,9
"14547",8,1
"14548",9,0
"14549",4,0
"14550",4,0
"14551",7,2
"14552",3,0
"14553",9,1
"14554",4,0
"14555",6,1
"14556",3,0
"14557",1,1
"14558",3,2
"14559",1,0
"14560",44,2
"14561",3,0
"14562",26,4
"14563",2,0
"14564",2,3
"14565",5,2
"14566",4,0
"14567",2,1
"14568",1,1
"14569",4,0
"14570",3,0
"14571",1,0
"14572",11,4
"14573",13,4
"14574",1,0
"14575",1,0
"14576",1,0
"14577",7,0
"14578",1,0
"14579",1,0
"14580",1,0
"14581",2,0
"14582",1,0
"14583",8,0
"14584",8,1
"14585",5,0
"14586",1,2
"14587",9,1
"14588",1,0
"14589",1,0
"14590",20,8
"14591",4,0
"14592",3,0
"14593",12,6
"14594",2,0
"14595",8,0
"14596",1,0
"14597",6,0
"14598",2,1
"14599",2,0
"14600",2,0
"14601",1,0
"14602",1,0
"14603",1,0
"14604",1,0
"14605",4,0
"14606",192,67
"14607",22,5
"14608",11,1
"14609",10,1
"14610",2,0
"14611",2,1
"14612",1,0
"14613",1,0
"14614",1,0
"14615",5,1
"14616",5,0
"14617",2,0
"14618",7,2
"14619",2,1
"14620",2,1
"14621",9,7
"14622",1,0
"14623",10,2
"14624",6,0
"14625",11,7
"14626",11,4
"14627",1,2
"14628",5,0
"14629",2,1
"14630",1,0
"14631",6,1
"14632",1,0
"14633",1,0
"14634",4,3
"14635",1,0
"14636",2,0
"14637",1,0
"14638",1,0
"14639",9,2
"14640",10,6
"14641",1,0
"14642",1,0
"14643",5,1
"14644",7,5
"14645",3,1
"14646",152,12
"14647",2,0
"14648",15,4
"14649",9,2
"14650",1,0
"14651",9,0
"14652",1,0
"14653",12,0
"14654",1,0
"14655",7,5
"14656",5,0
"14657",6,1
"14658",2,0
"14659",9,3
"14660",2,0
"14661",1,0
"14662",7,0
"14663",2,0
"14664",2,0
"14665",7,2
"14666",1,0
"14667",54,7
"14668",1,0
"14669",7,0
"14670",3,0
"14671",2,0
"14672",4,0
"14673",7,0
"14674",1,0
"14675",2,0
"14676",12,4
"14677",1,0
"14678",1,1
"14679",3,2
"14680",58,29
"14681",6,0
"14682",6,0
"14683",1,0
"14684",6,0
"14685",8,5
"14686",5,1
"14687",3,0
"14688",28,6
"14689",1,0
"14690",4,1
"14691",5,0
"14692",12,1
"14693",7,1
"14694",1,0
"14695",3,1
"14696",8,2
"14697",2,0
"14698",5,0
"14699",4,0
"14700",5,0
"14701",15,3
"14702",29,3
"14703",1,0
"14704",11,0
"14705",1,0
"14706",1,0
"14707",2,0
"14708",5,1
"14709",25,2
"14710",13,0
"14711",11,1
"14712",4,0
"14713",21,4
"14714",4,3
"14715",8,0
"14716",3,0
"14717",1,1
"14718",1,0
"14719",5,1
"14720",3,0
"14721",1,0
"14722",3,0
"14723",11,0
"14724",1,0
"14725",4,1
"14726",1,0
"14727",3,1
"14728",1,0
"14729",3,0
"14730",8,0
"14731",3,0
"14732",19,5
"14733",15,3
"14734",4,1
"14735",56,3
"14736",2,0
"14737",4,0
"14738",9,3
"14739",25,3
"14740",11,2
"14741",7,0
"14742",1,0
"14743",1,0
"14744",14,3
"14745",12,5
"14746",4,0
"14747",1,1
"14748",10,6
"14749",1,0
"14750",1,0
"14751",2,0
"14752",1,0
"14753",2,0
"14754",6,1
"14755",25,5
"14756",3,1
"14757",1,0
"14758",7,0
"14759",3,0
"14760",1,1
"14761",3,0
"14762",2,0
"14764",1,1
"14765",3,0
"14766",11,3
"14767",1,0
"14768",2,1
"14769",17,4
"14770",8,1
"14771",2,1
"14772",1,0
"14773",1,1
"14774",1,0
"14775",3,0
"14776",15,4
"14777",1,3
"14778",2,0
"14779",3,0
"14780",2,0
"14782",1,0
"14783",1,1
"14784",3,0
"14785",2,0
"14786",1,0
"14787",1,0
"14788",3,0
"14789",1,0
"14790",10,0
"14791",1,0
"14792",1,1
"14793",2,1
"14794",10,3
"14795",1,0
"14796",27,12
"14797",1,0
"14798",8,1
"14799",2,0
"14800",17,6
"14801",1,0
"14802",2,4
"14803",3,0
"14804",1,0
"14805",7,0
"14806",2,0
"14807",2,0
"14808",8,7
"14809",2,0
"14810",13,0
"14811",1,0
"14812",1,0
"14813",4,0
"14814",1,0
"14815",2,0
"14816",1,0
"14817",7,2
"14818",6,0
"14819",4,0
"14820",9,0
"14821",7,0
"14822",1,0
"14823",3,0
"14824",10,2
"14825",24,3
"14826",2,0
"14827",1,0
"14828",13,1
"14829",7,2
"14830",1,0
"14831",3,4
"14832",1,2
"14833",1,0
"14834",7,2
"14835",2,1
"14836",3,0
"14837",9,3
"14838",2,0
"14839",3,0
"14840",2,1
"14841",14,0
"14842",4,4
"14843",1,0
"14844",10,2
"14845",1,0
"14846",1,1
"14847",3,1
"14848",1,0
"14849",43,7
"14850",7,2
"14851",3,0
"14852",18,3
"14853",5,2
"14854",11,3
"14855",7,0
"14856",3,0
"14857",7,3
"14858",1,0
"14859",5,1
"14860",1,1
"14861",10,4
"14862",2,0
"14863",1,0
"14865",4,0
"14866",19,1
"14867",16,3
"14868",12,1
"14869",6,3
"14870",6,3
"14871",9,0
"14872",3,1
"14873",2,0
"14874",1,0
"14875",3,4
"14876",2,0
"14877",2,0
"14878",25,3
"14879",1,0
"14880",3,0
"14881",1,0
"14882",14,1
"14883",6,1
"14884",1,0
"14885",3,1
"14886",1,0
"14887",1,0
"14888",1,0
"14889",1,0
"14890",3,0
"14891",4,0
"14892",1,0
"14893",3,3
"14894",3,2
"14895",38,10
"14896",8,2
"14897",8,1
"14898",14,4
"14899",1,0
"14900",1,0
"14901",12,1
"14902",3,2
"14903",5,5
"14904",4,0
"14905",8,2
"14906",1,2
"14907",16,7
"14908",2,0
"14909",3,2
"14910",4,3
"14911",398,112
"14912",6,5
"14913",8,0
"14915",11,2
"14916",8,3
"14917",2,0
"14918",9,0
"14919",1,0
"14920",3,0
"14921",2,0
"14922",2,0
"14923",1,0
"14924",3,0
"14926",2,1
"14927",1,0
"14928",1,1
"14929",2,0
"14930",6,3
"14931",5,1
"14932",2,0
"14933",4,1
"14934",5,4
"14935",2,0
"14936",12,2
"14937",3,1
"14938",2,2
"14940",2,0
"14941",1,0
"14942",4,1
"14943",1,0
"14944",19,5
"14945",1,0
"14946",1,0
"14947",6,0
"14948",6,1
"14949",4,2
"14950",1,1
"14951",1,0
"14952",32,11
"14953",4,1
"14954",2,0
"14955",1,0
"14956",1,0
"14957",2,0
"14958",6,0
"14959",4,1
"14960",2,0
"14961",22,6
"14962",4,0
"14963",12,1
"14964",1,0
"14965",2,0
"14966",6,0
"14967",6,1
"14968",2,0
"14969",1,0
"14970",12,4
"14971",3,0
"14972",2,0
"14973",3,0
"14974",1,0
"14975",2,0
"14976",7,1
"14977",1,0
"14978",10,2
"14979",1,0
"14980",1,0
"14981",2,1
"14982",1,0
"14983",1,0
"14984",6,0
"14985",2,0
"14986",2,0
"14987",8,1
"14988",7,0
"14989",1,0
"14990",2,0
"14991",1,0
"14992",1,0
"14993",1,0
"14994",5,3
"14995",2,0
"14996",2,0
"14997",4,1
"14998",4,0
"14999",1,0
"15000",1,0
"15001",2,0
"15002",9,0
"15003",6,1
"15004",1,0
"15005",56,20
"15006",2,0
"15007",1,0
"15008",2,0
"15009",3,0
"15010",1,0
"15011",2,0
"15012",3,0
"15013",10,0
"15014",2,0
"15015",13,7
"15016",5,1
"15017",1,0
"15018",3,1
"15019",1,0
"15020",1,0
"15021",12,5
"15022",5,0
"15023",20,3
"15024",16,0
"15025",2,0
"15026",5,0
"15027",10,3
"15028",6,0
"15029",1,1
"15030",8,1
"15031",14,2
"15032",8,2
"15033",10,1
"15034",14,3
"15035",1,0
"15036",3,0
"15037",2,0
"15038",9,1
"15039",93,14
"15040",1,0
"15041",2,0
"15042",2,0
"15043",6,0
"15044",35,12
"15045",2,1
"15046",25,3
"15047",1,0
"15048",4,1
"15049",1,0
"15050",5,2
"15051",9,1
"15052",1,0
"15053",3,0
"15054",2,0
"15055",3,0
"15056",1,0
"15057",5,1
"15058",16,1
"15059",19,8
"15060",4,0
"15061",127,11
"15062",8,0
"15063",1,0
"15064",4,0
"15065",5,2
"15066",1,1
"15067",5,1
"15068",4,0
"15069",1,0
"15070",3,0
"15071",4,0
"15072",1,0
"15073",8,1
"15074",3,0
"15075",1,0
"15076",3,2
"15077",2,2
"15078",53,11
"15079",11,6
"15080",2,0
"15081",12,1
"15082",1,0
"15083",1,0
"15084",2,0
"15085",1,0
"15086",2,0
"15087",1,0
"15088",2,1
"15089",6,0
"15090",1,0
"15091",3,3
"15092",3,1
"15093",23,11
"15094",2,0
"15095",10,1
"15096",1,0
"15097",3,2
"15098",3,2
"15099",1,0
"15100",7,7
"15101",6,5
"15102",2,0
"15103",2,0
"15104",2,1
"15105",9,0
"15106",5,2
"15107",9,3
"15108",4,1
"15109",3,1
"15110",6,3
"15111",5,0
"15112",1,0
"15113",3,1
"15114",12,0
"15115",2,1
"15116",4,0
"15117",8,1
"15118",1,0
"15119",1,0
"15120",1,1
"15121",2,0
"15122",11,5
"15123",5,0
"15124",4,0
"15125",24,12
"15126",2,0
"15127",2,0
"15128",5,4
"15129",23,0
"15130",1,0
"15131",1,0
"15132",5,0
"15133",5,0
"15134",10,0
"15135",2,1
"15136",4,1
"15137",2,3
"15138",1,1
"15139",2,0
"15140",8,1
"15141",7,2
"15142",6,1
"15143",2,0
"15144",29,4
"15145",4,0
"15146",2,1
"15147",1,1
"15148",1,0
"15149",5,0
"15150",13,1
"15151",2,0
"15152",14,4
"15153",1,0
"15154",3,1
"15155",1,0
"15156",3,0
"15157",5,2
"15158",2,1
"15159",34,4
"15160",4,0
"15161",1,0
"15162",1,1
"15163",2,0
"15164",9,1
"15165",1,0
"15166",1,0
"15167",5,0
"15168",1,0
"15169",2,0
"15170",1,0
"15171",1,1
"15172",5,0
"15173",7,1
"15174",2,0
"15175",1,0
"15176",1,1
"15177",1,0
"15178",1,0
"15179",13,4
"15180",3,0
"15181",5,3
"15182",11,3
"15183",3,1
"15184",4,0
"15185",1,0
"15186",5,0
"15187",16,2
"15188",1,0
"15189",46,12
"15190",1,0
"15191",3,0
"15192",5,0
"15193",1,0
"15194",28,11
"15195",1,0
"15196",2,0
"15197",6,4
"15198",5,1
"15199",10,0
"15200",1,0
"15201",7,7
"15202",3,5
"15203",15,0
"15204",1,0
"15205",2,1
"15206",4,0
"15207",3,2
"15208",6,1
"15209",1,0
"15210",3,0
"15211",2,0
"15212",2,1
"15213",2,1
"15214",8,0
"15215",7,4
"15216",2,0
"15217",1,0
"15218",22,3
"15219",2,0
"15220",6,1
"15221",4,3
"15222",11,6
"15223",5,1
"15224",5,3
"15225",1,0
"15226",1,0
"15227",9,0
"15228",6,1
"15229",1,0
"15230",2,0
"15231",1,1
"15232",2,0
"15233",1,0
"15234",1,0
"15235",16,0
"15236",1,0
"15237",4,0
"15238",3,2
"15239",2,1
"15240",12,8
"15241",11,1
"15242",1,0
"15243",2,0
"15244",3,1
"15245",8,0
"15246",3,0
"15247",3,1
"15248",3,1
"15249",18,3
"15250",1,0
"15251",21,10
"15252",5,2
"15253",8,4
"15254",3,1
"15255",9,2
"15256",2,0
"15257",2,1
"15258",2,0
"15259",4,0
"15260",25,5
"15261",4,0
"15262",3,0
"15263",1,0
"15264",2,1
"15265",4,0
"15266",5,1
"15267",5,0
"15268",3,1
"15269",3,0
"15270",21,10
"15271",24,2
"15272",6,0
"15273",1,0
"15274",2,0
"15275",1,1
"15276",4,1
"15277",2,0
"15278",4,0
"15279",5,2
"15280",3,0
"15281",16,6
"15282",1,0
"15283",3,1
"15284",1,0
"15285",1,0
"15286",1,0
"15287",5,1
"15288",10,0
"15289",5,2
"15290",26,4
"15291",40,13
"15292",1,0
"15293",1,0
"15294",1,1
"15295",1,0
"15296",12,8
"15297",3,1
"15298",23,6
"15299",10,5
"15300",1,0
"15301",17,2
"15302",1,1
"15303",3,1
"15304",9,2
"15305",1,0
"15306",9,1
"15307",1,0
"15308",1,1
"15309",4,6
"15310",1,0
"15311",208,62
"15312",12,2
"15313",1,0
"15314",3,1
"15315",2,1
"15316",1,0
"15317",1,1
"15318",1,0
"15319",1,0
"15320",1,0
"15321",12,6
"15322",2,1
"15323",3,1
"15324",1,0
"15325",8,1
"15326",5,5
"15327",1,0
"15328",1,0
"15329",11,9
"15330",2,0
"15331",3,1
"15332",6,0
"15333",1,0
"15334",3,0
"15335",1,0
"15336",1,0
"15337",1,1
"15338",1,0
"15339",7,4
"15340",1,0
"15341",2,1
"15342",1,1
"15343",1,0
"15344",3,2
"15345",1,1
"15346",3,1
"15347",4,2
"15348",1,0
"15349",2,0
"15350",2,0
"15351",10,5
"15352",1,0
"15353",7,1
"15354",3,4
"15355",2,0
"15356",13,0
"15358",42,13
"15359",8,1
"15360",1,0
"15361",4,0
"15362",2,0
"15363",2,1
"15364",2,0
"15365",13,2
"15366",7,0
"15367",11,2
"15368",2,0
"15369",11,2
"15370",8,1
"15371",1,0
"15372",8,2
"15373",17,1
"15374",2,0
"15375",1,0
"15376",3,0
"15377",4,1
"15378",2,0
"15379",8,1
"15380",11,2
"15381",5,1
"15382",12,8
"15384",4,1
"15385",3,0
"15386",1,0
"15387",1,0
"15388",1,0
"15389",5,0
"15390",2,0
"15391",1,1
"15392",7,1
"15393",5,0
"15394",11,2
"15395",1,0
"15396",2,0
"15397",1,0
"15398",2,1
"15399",3,0
"15400",8,1
"15401",2,0
"15402",6,1
"15403",2,0
"15404",1,0
"15405",2,0
"15406",4,2
"15407",4,0
"15408",1,0
"15409",1,1
"15410",10,0
"15411",4,1
"15412",1,0
"15413",5,2
"15414",3,0
"15415",1,0
"15416",7,2
"15417",1,0
"15418",2,0
"15419",1,0
"15420",6,0
"15421",10,0
"15422",7,1
"15423",3,1
"15424",3,0
"15425",4,0
"15426",9,2
"15427",3,0
"15428",4,0
"15429",2,1
"15430",2,1
"15431",1,0
"15432",2,2
"15433",2,1
"15434",11,2
"15435",1,0
"15436",3,0
"15437",2,0
"15438",1,0
"15439",4,0
"15440",3,0
"15441",3,0
"15442",1,0
"15443",14,2
"15444",2,0
"15445",2,0
"15446",3,2
"15447",5,1
"15448",2,0
"15449",3,2
"15450",1,0
"15451",2,0
"15452",6,0
"15453",7,0
"15454",2,0
"15455",1,0
"15456",10,0
"15457",1,0
"15458",2,0
"15459",2,0
"15460",1,0
"15461",2,1
"15462",4,0
"15463",1,0
"15464",1,0
"15465",32,7
"15466",4,0
"15467",3,1
"15468",3,4
"15469",3,3
"15470",1,0
"15471",3,0
"15472",1,0
"15473",8,3
"15474",1,0
"15475",1,0
"15476",4,1
"15477",1,0
"15478",3,0
"15479",1,0
"15480",5,2
"15481",1,0
"15482",19,5
"15483",10,0
"15484",6,1
"15485",7,1
"15486",1,0
"15487",1,0
"15488",5,0
"15489",8,4
"15490",1,1
"15491",6,1
"15492",2,0
"15493",9,2
"15494",5,1
"15495",1,0
"15496",1,0
"15497",9,2
"15498",44,11
"15499",1,0
"15500",4,0
"15501",2,0
"15502",14,13
"15503",2,0
"15504",4,1
"15505",5,2
"15506",6,0
"15507",1,0
"15508",6,0
"15509",1,0
"15510",1,0
"15511",5,0
"15512",4,0
"15513",35,6
"15514",18,2
"15515",1,0
"15516",3,0
"15517",1,0
"15518",15,8
"15519",2,0
"15520",1,0
"15521",16,8
"15522",2,0
"15523",16,2
"15524",2,0
"15525",4,1
"15526",2,0
"15527",23,8
"15528",1,0
"15529",12,1
"15530",5,0
"15531",2,0
"15532",10,2
"15533",3,2
"15534",1,0
"15535",6,4
"15536",1,0
"15537",1,0
"15538",6,5
"15539",1,0
"15540",2,0
"15541",1,0
"15542",3,1
"15543",2,0
"15544",20,6
"15545",2,0
"15546",2,1
"15547",26,2
"15548",1,0
"15549",8,1
"15550",12,2
"15551",7,2
"15552",2,0
"15553",1,0
"15554",1,0
"15555",36,10
"15556",1,0
"15557",1,0
"15558",1,1
"15559",1,0
"15560",2,0
"15561",8,1
"15562",3,0
"15563",7,4
"15564",2,0
"15565",2,0
"15566",2,0
"15567",1,0
"15568",3,0
"15569",10,0
"15570",25,2
"15571",14,0
"15572",10,0
"15573",5,0
"15574",6,1
"15575",1,0
"15576",1,0
"15577",5,0
"15578",1,0
"15579",5,2
"15580",8,6
"15581",38,5
"15582",3,0
"15583",1,0
"15584",6,1
"15585",1,0
"15586",3,1
"15587",7,0
"15588",1,0
"15589",3,1
"15590",5,1
"15591",3,0
"15592",1,0
"15593",1,0
"15594",5,1
"15595",1,0
"15596",9,7
"15597",2,1
"15598",2,2
"15599",3,0
"15600",4,1
"15601",30,5
"15602",16,9
"15603",2,1
"15604",1,0
"15605",9,1
"15606",17,2
"15607",9,4
"15608",5,0
"15609",1,1
"15610",1,0
"15611",26,6
"15612",2,0
"15613",1,0
"15614",4,3
"15615",47,7
"15616",1,0
"15617",3,0
"15618",4,1
"15619",1,0
"15620",4,4
"15621",4,2
"15622",17,13
"15623",8,0
"15624",4,0
"15625",9,5
"15626",3,1
"15627",2,0
"15628",17,4
"15629",4,0
"15630",3,1
"15631",1,0
"15632",8,2
"15633",13,5
"15634",2,0
"15635",1,0
"15636",4,0
"15637",5,0
"15638",6,3
"15639",3,2
"15640",29,5
"15641",12,0
"15642",1,0
"15643",3,3
"15644",4,0
"15645",3,1
"15646",5,1
"15647",1,0
"15648",2,2
"15649",4,0
"15650",2,1
"15651",5,0
"15652",5,1
"15653",2,0
"15654",2,0
"15655",1,1
"15656",4,0
"15657",1,0
"15658",8,5
"15659",3,0
"15660",15,3
"15661",8,0
"15662",2,0
"15663",1,0
"15664",4,3
"15665",5,0
"15666",2,0
"15667",1,0
"15668",1,0
"15669",4,1
"15670",2,1
"15671",7,3
"15672",1,0
"15673",9,1
"15674",13,5
"15675",4,0
"15676",3,2
"15677",3,0
"15678",3,0
"15679",4,0
"15680",10,2
"15681",14,2
"15682",2,1
"15683",2,0
"15684",3,3
"15685",1,0
"15686",1,0
"15687",9,2
"15688",1,0
"15689",3,0
"15690",2,0
"15691",4,1
"15692",1,0
"15693",1,0
"15694",24,5
"15695",4,0
"15696",13,8
"15697",1,0
"15698",1,0
"15699",1,0
"15700",2,1
"15701",4,0
"15702",2,0
"15703",1,0
"15704",6,2
"15705",1,0
"15706",4,3
"15707",4,0
"15708",9,5
"15709",2,0
"15710",1,0
"15711",2,0
"15712",12,1
"15713",4,2
"15714",5,0
"15715",5,0
"15716",11,0
"15717",5,0
"15718",1,0
"15719",31,8
"15720",2,0
"15721",1,0
"15722",11,4
"15723",4,0
"15724",3,2
"15725",1,0
"15726",1,0
"15727",15,0
"15728",2,1
"15729",3,2
"15730",5,2
"15731",1,0
"15732",10,2
"15733",1,0
"15734",4,0
"15735",1,0
"15736",2,1
"15737",8,4
"15738",41,4
"15739",1,0
"15740",1,0
"15741",2,0
"15742",1,0
"15743",4,0
"15744",1,0
"15745",4,2
"15746",1,1
"15747",9,1
"15748",3,0
"15749",3,1
"15750",18,6
"15751",11,3
"15752",9,1
"15753",1,0
"15754",9,3
"15755",17,3
"15756",4,0
"15757",6,0
"15758",1,0
"15759",7,3
"15760",2,3
"15761",1,0
"15762",2,0
"15763",2,1
"15764",8,6
"15765",1,0
"15766",3,1
"15768",34,2
"15769",46,5
"15770",1,0
"15771",3,0
"15772",1,0
"15773",2,0
"15774",6,1
"15775",2,0
"15776",1,0
"15777",7,2
"15778",1,0
"15779",2,0
"15780",3,0
"15781",3,1
"15782",4,2
"15783",1,0
"15784",2,0
"15785",16,10
"15786",5,4
"15787",3,0
"15788",1,1
"15789",6,1
"15790",1,0
"15791",5,4
"15792",2,0
"15793",8,1
"15794",2,0
"15795",8,0
"15796",17,5
"15797",6,0
"15798",3,0
"15799",4,0
"15800",7,0
"15801",3,1
"15802",1,2
"15803",4,0
"15804",13,6
"15805",30,10
"15806",3,0
"15807",5,1
"15808",21,3
"15809",7,2
"15810",8,5
"15811",7,3
"15812",12,1
"15813",2,0
"15814",6,2
"15815",5,0
"15816",2,1
"15817",3,0
"15818",1,0
"15819",10,1
"15820",1,0
"15821",2,0
"15822",6,2
"15823",3,3
"15824",2,0
"15825",1,0
"15826",4,2
"15827",28,14
"15828",1,0
"15829",2,0
"15830",1,1
"15831",3,1
"15832",1,0
"15833",1,0
"15834",7,2
"15835",4,0
"15836",1,1
"15837",2,0
"15838",34,4
"15839",3,2
"15840",2,1
"15841",9,3
"15842",2,1
"15843",1,0
"15844",1,0
"15845",11,3
"15846",1,0
"15847",5,0
"15848",1,0
"15850",6,0
"15851",1,0
"15852",3,0
"15853",1,0
"15854",21,0
"15855",6,0
"15856",52,6
"15857",2,0
"15858",13,2
"15859",1,0
"15860",17,0
"15861",12,3
"15862",13,0
"15863",5,0
"15864",7,2
"15865",5,0
"15866",1,0
"15867",31,4
"15868",1,0
