"customer_id","recency_days","frequency_completed","monetary_net","spike_tier"
"13538",42,12,3103.13,"Below Top Decile"
"13539",85,7,1531.26,"Below Top Decile"
"13540",466,3,632.39,"Below Top Decile"
"13541",422,2,717.90,"Below Top Decile"
"13542",376,17,3924.09,"Below Top Decile"
"13543",633,2,1439.61,"Below Top Decile"
"13544",39,6,781.70,"Below Top Decile"
"13545",390,2,337.64,"Below Top Decile"
"13546",11,5,1086.24,"Below Top Decile"
"13547",407,1,164.53,"Below Top Decile"
"13548",95,3,901.44,"Below Top Decile"
"13549",25,8,1003.72,"Below Top Decile"
"13550",382,1,342.55,"Below Top Decile"
"13551",318,2,244.20,"Below Top Decile"
"13552",65,22,6588.63,"Top Decile (Spike Zone)"
"13553",674,1,499.60,"Below Top Decile"
"13554",379,7,1547.46,"Below Top Decile"
"13555",73,13,8798.99,"Top Decile (Spike Zone)"
"13556",428,2,200.82,"Below Top Decile"
"13557",27,13,2980.08,"Below Top Decile"
"13558",5,4,594.52,"Below Top Decile"
"13559",512,2,990.00,"Below Top Decile"
"13560",6,1,171.42,"Below Top Decile"
"13561",215,11,1803.40,"Below Top Decile"
"13562",81,8,4838.18,"Below Top Decile"
"13563",83,2,777.53,"Below Top Decile"
"13564",353,36,15613.10,"Top Decile (Spike Zone)"
"13565",18,3,414.80,"Below Top Decile"
"13566",40,5,1684.75,"Below Top Decile"
"13567",427,4,1074.19,"Below Top Decile"
"13568",172,1,187.05,"Below Top Decile"
"13569",16,4,725.04,"Below Top Decile"
"13570",242,1,239.49,"Below Top Decile"
"13571",12,26,4537.26,"Below Top Decile"
"13572",205,1,1384.25,"Below Top Decile"
"13573",49,6,903.07,"Below Top Decile"
"13574",410,1,404.45,"Below Top Decile"
"13575",22,5,732.07,"Below Top Decile"
"13576",9,28,11167.00,"Top Decile (Spike Zone)"
"13577",24,11,3346.62,"Below Top Decile"
"13578",408,1,147.66,"Below Top Decile"
"13579",14,5,1371.14,"Below Top Decile"
"13580",405,1,107.75,"Below Top Decile"
"13581",308,2,280.53,"Below Top Decile"
"13582",389,2,241.68,"Below Top Decile"
"13583",155,2,1445.03,"Below Top Decile"
"13584",306,3,340.40,"Below Top Decile"
"13585",530,3,674.46,"Below Top Decile"
"13586",540,1,127.28,"Below Top Decile"
"13587",31,4,1308.10,"Below Top Decile"
"13588",15,9,2449.53,"Below Top Decile"
"13589",14,6,1120.74,"Below Top Decile"
"13590",10,18,6284.74,"Top Decile (Spike Zone)"
"13591",64,7,2081.19,"Below Top Decile"
"13592",35,4,247.96,"Below Top Decile"
"13593",107,14,5444.81,"Top Decile (Spike Zone)"
"13594",52,2,508.42,"Below Top Decile"
"13595",516,3,784.48,"Below Top Decile"
"13596",5,2,664.11,"Below Top Decile"
"13597",387,2,377.21,"Below Top Decile"
"13598",46,5,749.21,"Below Top Decile"
"13599",0,33,9435.47,"Top Decile (Spike Zone)"
"13600",311,2,518.42,"Below Top Decile"
"13601",44,4,1159.99,"Below Top Decile"
"13602",64,4,1025.17,"Below Top Decile"
"13603",25,1,164.34,"Below Top Decile"
"13604",651,1,713.39,"Below Top Decile"
"13605",386,2,522.67,"Below Top Decile"
"13606",28,3,276.75,"Below Top Decile"
"13607",39,2,1058.11,"Below Top Decile"
"13608",540,1,232.05,"Below Top Decile"
"13609",592,1,167.35,"Below Top Decile"
"13610",11,14,2070.71,"Below Top Decile"
"13611",88,10,3259.43,"Below Top Decile"
"13612",517,1,777.79,"Below Top Decile"
"13613",452,5,1039.85,"Below Top Decile"
"13614",23,6,2332.74,"Below Top Decile"
"13615",312,8,6212.23,"Top Decile (Spike Zone)"
"13616",567,2,283.85,"Below Top Decile"
"13617",39,8,1263.80,"Below Top Decile"
"13618",173,1,177.34,"Below Top Decile"
"13619",544,2,223.44,"Below Top Decile"
"13620",527,1,112.34,"Below Top Decile"
"13621",116,1,213.85,"Below Top Decile"
"13622",688,1,651.45,"Below Top Decile"
"13623",30,10,2456.73,"Below Top Decile"
"13624",380,1,427.18,"Below Top Decile"
"13625",596,1,301.26,"Below Top Decile"
"13626",252,2,689.49,"Below Top Decile"
"13627",58,7,2217.55,"Below Top Decile"
"13628",675,1,310.14,"Below Top Decile"
"13629",22,19,13370.86,"Top Decile (Spike Zone)"
"13630",4,7,1995.68,"Below Top Decile"
"13631",99,11,3021.77,"Below Top Decile"
"13632",24,8,3632.36,"Below Top Decile"
"13634",32,15,4434.16,"Below Top Decile"
"13635",67,4,2948.22,"Below Top Decile"
"13636",36,5,941.62,"Below Top Decile"
"13637",51,3,803.05,"Below Top Decile"
"13638",15,1,122.64,"Below Top Decile"
"13639",73,2,1346.27,"Below Top Decile"
"13640",610,1,405.00,"Below Top Decile"
"13641",640,4,847.72,"Below Top Decile"
"13642",215,4,459.45,"Below Top Decile"
"13643",30,10,2112.17,"Below Top Decile"
"13644",8,4,2597.52,"Below Top Decile"
"13645",119,1,252.10,"Below Top Decile"
"13646",399,2,323.30,"Below Top Decile"
"13647",9,8,3033.78,"Below Top Decile"
"13648",399,8,1681.12,"Below Top Decile"
"13649",256,6,1453.68,"Below Top Decile"
"13650",16,10,3098.50,"Below Top Decile"
"13651",39,2,193.95,"Below Top Decile"
"13652",45,5,2262.05,"Below Top Decile"
"13653",487,1,152.20,"Below Top Decile"
"13654",42,11,6308.00,"Top Decile (Spike Zone)"
"13655",113,6,2261.66,"Below Top Decile"
"13656",164,4,1053.35,"Below Top Decile"
"13657",10,2,382.14,"Below Top Decile"
"13658",9,9,5772.07,"Top Decile (Spike Zone)"
"13659",196,12,4706.43,"Below Top Decile"
"13660",395,1,295.74,"Below Top Decile"
"13661",602,1,325.24,"Below Top Decile"
"13662",85,11,2166.63,"Below Top Decile"
"13663",178,5,2013.61,"Below Top Decile"
"13665",385,3,1711.66,"Below Top Decile"
"13666",59,5,127.05,"Below Top Decile"
"13667",148,1,299.05,"Below Top Decile"
"13668",2,35,12607.68,"Top Decile (Spike Zone)"
"13669",50,3,413.55,"Below Top Decile"
"13670",74,1,349.70,"Below Top Decile"
"13671",394,1,172.60,"Below Top Decile"
"13672",300,3,233.53,"Below Top Decile"
"13673",18,2,387.44,"Below Top Decile"
"13674",429,1,215.88,"Below Top Decile"
"13675",150,2,486.82,"Below Top Decile"
"13676",538,2,153.15,"Below Top Decile"
"13677",404,2,551.24,"Below Top Decile"
"13678",151,1,232.60,"Below Top Decile"
"13679",493,3,281.26,"Below Top Decile"
"13680",0,12,9899.56,"Top Decile (Spike Zone)"
"13681",17,4,827.83,"Below Top Decile"
"13682",186,1,59.50,"Below Top Decile"
"13683",457,1,258.60,"Below Top Decile"
"13684",285,4,544.42,"Below Top Decile"
"13685",2,7,3119.44,"Below Top Decile"
"13686",182,3,409.04,"Below Top Decile"
"13687",437,1,11880.84,"Top Decile (Spike Zone)"
"13688",634,1,375.50,"Below Top Decile"
"13689",62,2,1259.50,"Below Top Decile"
"13690",58,1,172.25,"Below Top Decile"
"13691",395,1,210.78,"Below Top Decile"
"13692",24,5,3022.95,"Below Top Decile"
"13693",324,9,1966.32,"Below Top Decile"
"13694",3,143,190391.50,"Top Decile (Spike Zone)"
"13695",30,16,2770.73,"Below Top Decile"
"13696",421,3,2008.70,"Below Top Decile"
"13697",38,1,151.30,"Below Top Decile"
"13698",596,2,451.73,"Below Top Decile"
"13699",154,2,711.40,"Below Top Decile"
"13700",25,13,2569.72,"Below Top Decile"
"13701",436,1,159.55,"Below Top Decile"
"13702",445,1,135.18,"Below Top Decile"
"13703",317,2,99.50,"Below Top Decile"
"13704",4,9,2295.31,"Below Top Decile"
"13705",7,7,1717.19,"Below Top Decile"
"13706",302,2,631.17,"Below Top Decile"
"13707",266,5,3365.86,"Below Top Decile"
"13708",270,1,283.33,"Below Top Decile"
"13709",3,18,7492.41,"Top Decile (Spike Zone)"
"13710",31,3,509.52,"Below Top Decile"
"13711",218,9,1632.61,"Below Top Decile"
"13712",246,2,766.42,"Below Top Decile"
"13713",407,3,740.76,"Below Top Decile"
"13714",464,1,161.35,"Below Top Decile"
"13715",280,17,8108.09,"Top Decile (Spike Zone)"
"13716",268,1,138.28,"Below Top Decile"
"13717",31,8,1748.05,"Below Top Decile"
"13718",245,2,306.55,"Below Top Decile"
"13719",14,11,2782.10,"Below Top Decile"
"13720",116,4,799.90,"Below Top Decile"
"13721",35,2,741.54,"Below Top Decile"
"13722",119,10,5629.16,"Top Decile (Spike Zone)"
"13723",216,6,1194.08,"Below Top Decile"
"13724",636,1,213.01,"Below Top Decile"
"13725",49,8,1809.81,"Below Top Decile"
"13726",38,2,1079.66,"Below Top Decile"
"13727",28,8,1061.40,"Below Top Decile"
"13728",36,16,2855.17,"Below Top Decile"
"13729",435,3,676.43,"Below Top Decile"
"13730",135,2,752.60,"Below Top Decile"
"13731",218,2,610.59,"Below Top Decile"
"13732",27,1,491.86,"Below Top Decile"
"13733",410,2,484.53,"Below Top Decile"
"13734",508,4,3445.34,"Below Top Decile"
"13735",24,13,9422.36,"Top Decile (Spike Zone)"
"13736",4,7,2701.27,"Below Top Decile"
"13737",199,1,339.60,"Below Top Decile"
"13738",395,1,434.78,"Below Top Decile"
"13739",17,2,292.20,"Below Top Decile"
"13740",240,5,1582.77,"Below Top Decile"
"13741",71,3,666.33,"Below Top Decile"
"13742",16,12,3079.27,"Below Top Decile"
"13743",2,7,1340.15,"Below Top Decile"
"13744",94,2,1080.52,"Below Top Decile"
"13745",150,2,761.27,"Below Top Decile"
"13746",413,1,176.69,"Below Top Decile"
"13747",373,2,169.80,"Below Top Decile"
"13748",95,9,2064.35,"Below Top Decile"
"13750",53,11,3563.60,"Below Top Decile"
"13751",287,1,296.25,"Below Top Decile"
"13752",123,7,1579.83,"Below Top Decile"
"13753",287,4,2094.57,"Below Top Decile"
"13754",151,3,447.05,"Below Top Decile"
"13755",3,9,2101.39,"Below Top Decile"
"13756",1,23,8595.65,"Top Decile (Spike Zone)"
"13757",674,1,195.55,"Below Top Decile"
"13758",11,14,8544.29,"Top Decile (Spike Zone)"
"13759",32,2,659.41,"Below Top Decile"
"13760",53,5,1358.64,"Below Top Decile"
"13761",49,6,1952.17,"Below Top Decile"
"13762",203,5,2165.76,"Below Top Decile"
"13763",62,3,5181.99,"Below Top Decile"
"13764",70,6,2908.67,"Below Top Decile"
"13765",652,1,352.82,"Below Top Decile"
"13766",494,1,190.35,"Below Top Decile"
"13767",1,73,33480.82,"Top Decile (Spike Zone)"
"13768",563,2,758.07,"Below Top Decile"
"13769",1,20,5444.33,"Top Decile (Spike Zone)"
"13770",421,4,785.37,"Below Top Decile"
"13771",63,9,5726.07,"Top Decile (Spike Zone)"
"13772",33,8,3080.52,"Below Top Decile"
"13773",396,2,301.54,"Below Top Decile"
"13774",81,1,345.00,"Below Top Decile"
"13775",590,1,1049.66,"Below Top Decile"
"13777",0,61,49228.16,"Top Decile (Spike Zone)"
"13778",102,4,1116.54,"Below Top Decile"
"13779",515,1,161.13,"Below Top Decile"
"13780",6,3,732.07,"Below Top Decile"
"13781",250,3,770.88,"Below Top Decile"
"13782",12,13,1778.13,"Below Top Decile"
"13783",487,4,1542.09,"Below Top Decile"
"13784",9,14,2897.18,"Below Top Decile"
"13785",428,4,542.49,"Below Top Decile"
"13786",366,6,3112.99,"Below Top Decile"
"13787",75,6,1173.70,"Below Top Decile"
"13788",504,1,3.75,"Below Top Decile"
"13789",387,1,239.46,"Below Top Decile"
"13790",3,1,348.80,"Below Top Decile"
"13791",42,2,1047.68,"Below Top Decile"
"13792",65,3,383.95,"Below Top Decile"
"13793",646,1,96.00,"Below Top Decile"
"13794",546,1,126.03,"Below Top Decile"
"13795",387,4,836.30,"Below Top Decile"
"13796",498,1,289.70,"Below Top Decile"
"13797",436,3,1168.45,"Below Top Decile"
"13798",0,110,73177.50,"Top Decile (Spike Zone)"
"13799",116,9,2039.82,"Below Top Decile"
"13800",309,3,1679.56,"Below Top Decile"
"13801",66,1,324.80,"Below Top Decile"
"13802",137,19,25491.56,"Top Decile (Spike Zone)"
"13803",254,3,1319.11,"Below Top Decile"
"13804",30,9,3161.12,"Below Top Decile"
"13805",51,2,924.60,"Below Top Decile"
"13806",63,1,256.38,"Below Top Decile"
"13807",366,3,397.30,"Below Top Decile"
"13808",5,5,1747.66,"Below Top Decile"
"13809",304,3,679.70,"Below Top Decile"
"13810",28,2,827.51,"Below Top Decile"
"13811",183,2,519.75,"Below Top Decile"
"13812",41,3,485.00,"Below Top Decile"
"13813",39,8,2308.42,"Below Top Decile"
"13814",55,3,2239.07,"Below Top Decile"
"13815",21,8,6547.79,"Top Decile (Spike Zone)"
"13816",23,2,483.04,"Below Top Decile"
"13817",28,2,328.98,"Below Top Decile"
"13818",429,1,61.28,"Below Top Decile"
"13819",301,6,2631.10,"Below Top Decile"
"13820",417,3,632.50,"Below Top Decile"
"13821",144,6,1355.38,"Below Top Decile"
"13822",5,2,632.00,"Below Top Decile"
"13823",18,7,3358.55,"Below Top Decile"
"13824",32,12,3273.36,"Below Top Decile"
"13825",621,2,255.59,"Below Top Decile"
"13826",157,1,179.55,"Below Top Decile"
"13827",57,3,409.80,"Below Top Decile"
"13828",21,1,209.49,"Below Top Decile"
"13829",358,1,0.00,"Below Top Decile"
"13830",573,1,135.95,"Below Top Decile"
"13831",15,18,6571.14,"Top Decile (Spike Zone)"
"13832",17,2,598.64,"Below Top Decile"
"13833",158,2,700.41,"Below Top Decile"
"13834",576,2,269.89,"Below Top Decile"
"13835",24,7,1044.82,"Below Top Decile"
"13836",398,2,602.52,"Below Top Decile"
"13837",211,2,266.59,"Below Top Decile"
"13838",5,10,1690.07,"Below Top Decile"
"13839",485,1,139.95,"Below Top Decile"
"13840",415,1,651.40,"Below Top Decile"
"13841",252,1,85.00,"Below Top Decile"
"13842",58,18,5294.39,"Top Decile (Spike Zone)"
"13843",380,1,319.75,"Below Top Decile"
"13844",10,1,361.62,"Below Top Decile"
"13845",64,1,312.98,"Below Top Decile"
"13846",24,4,1290.34,"Below Top Decile"
"13847",719,1,310.72,"Below Top Decile"
"13848",91,8,3015.00,"Below Top Decile"
"13849",51,5,3443.80,"Below Top Decile"
"13850",87,1,1586.81,"Below Top Decile"
"13851",95,8,4516.76,"Below Top Decile"
"13852",606,1,170.45,"Below Top Decile"
"13853",8,1,1056.94,"Below Top Decile"
"13854",8,39,11848.81,"Top Decile (Spike Zone)"
"13855",500,4,1253.94,"Below Top Decile"
"13856",168,11,1058.88,"Below Top Decile"
"13857",392,6,997.01,"Below Top Decile"
"13858",56,1,216.17,"Below Top Decile"
"13859",325,2,515.86,"Below Top Decile"
"13860",0,5,1240.00,"Below Top Decile"
"13861",428,2,251.31,"Below Top Decile"
"13862",17,9,2534.04,"Below Top Decile"
"13863",244,4,1217.63,"Below Top Decile"
"13864",386,1,662.40,"Below Top Decile"
"13865",57,4,501.56,"Below Top Decile"
"13866",73,1,145.67,"Below Top Decile"
"13867",30,3,1005.09,"Below Top Decile"
"13868",6,2,3192.54,"Below Top Decile"
"13869",122,10,7996.87,"Top Decile (Spike Zone)"
"13870",1,15,5689.84,"Top Decile (Spike Zone)"
"13871",22,17,7804.95,"Top Decile (Spike Zone)"
"13872",512,3,891.32,"Below Top Decile"
"13873",119,8,1031.02,"Below Top Decile"
"13874",357,7,1989.20,"Below Top Decile"
"13875",53,14,4814.37,"Below Top Decile"
"13876",63,1,122.70,"Below Top Decile"
"13877",85,3,446.33,"Below Top Decile"
"13878",54,4,2416.90,"Below Top Decile"
"13879",645,1,395.50,"Below Top Decile"
"13880",20,17,4293.86,"Below Top Decile"
"13881",3,43,44392.50,"Top Decile (Spike Zone)"
"13882",2,5,1131.28,"Below Top Decile"
"13883",0,14,6321.59,"Top Decile (Spike Zone)"
"13884",6,10,1788.93,"Below Top Decile"
"13885",188,2,506.80,"Below Top Decile"
"13886",70,1,243.56,"Below Top Decile"
"13887",203,1,349.55,"Below Top Decile"
"13888",119,7,2001.59,"Below Top Decile"
"13889",92,6,1855.73,"Below Top Decile"
"13890",0,14,2858.73,"Below Top Decile"
"13891",377,3,859.21,"Below Top Decile"
"13892",26,6,1267.65,"Below Top Decile"
"13893",297,1,821.10,"Below Top Decile"
"13894",21,3,535.97,"Below Top Decile"
"13895",20,6,3923.62,"Below Top Decile"
"13896",625,1,388.55,"Below Top Decile"
"13897",49,3,1160.72,"Below Top Decile"
"13898",325,2,686.40,"Below Top Decile"
"13899",15,2,388.52,"Below Top Decile"
"13900",182,6,1608.09,"Below Top Decile"
"13901",71,15,5599.34,"Top Decile (Spike Zone)"
"13902",631,5,30375.26,"Top Decile (Spike Zone)"
"13903",399,1,165.45,"Below Top Decile"
"13904",36,2,332.64,"Below Top Decile"
"13905",570,1,244.45,"Below Top Decile"
"13906",408,1,42.00,"Below Top Decile"
"13907",691,1,136.80,"Below Top Decile"
"13908",79,4,2297.05,"Below Top Decile"
"13909",422,2,282.85,"Below Top Decile"
"13911",56,20,4200.04,"Below Top Decile"
"13912",423,1,124.95,"Below Top Decile"
"13913",506,1,42.22,"Below Top Decile"
"13914",3,2,613.95,"Below Top Decile"
"13915",393,1,31.20,"Below Top Decile"
"13916",463,4,1260.51,"Below Top Decile"
"13917",49,2,272.04,"Below Top Decile"
"13918",49,2,1212.84,"Below Top Decile"
"13919",52,4,1218.03,"Below Top Decile"
"13920",431,4,1734.88,"Below Top Decile"
"13921",398,4,720.75,"Below Top Decile"
"13922",351,3,826.65,"Below Top Decile"
"13923",53,1,351.13,"Below Top Decile"
"13924",1,6,1682.08,"Below Top Decile"
"13925",35,4,616.65,"Below Top Decile"
"13926",22,1,223.85,"Below Top Decile"
"13927",74,2,689.96,"Below Top Decile"
"13928",10,4,464.57,"Below Top Decile"
"13929",168,11,3318.10,"Below Top Decile"
"13930",57,2,337.34,"Below Top Decile"
"13931",85,11,5250.78,"Top Decile (Spike Zone)"
"13932",294,1,307.40,"Below Top Decile"
"13933",108,2,608.79,"Below Top Decile"
"13934",263,1,922.10,"Below Top Decile"
"13935",596,3,6116.92,"Top Decile (Spike Zone)"
"13936",170,3,924.36,"Below Top Decile"
"13937",168,2,867.38,"Below Top Decile"
"13938",34,1,71.66,"Below Top Decile"
"13939",22,7,1533.66,"Below Top Decile"
"13940",16,4,839.14,"Below Top Decile"
"13941",21,15,9826.63,"Top Decile (Spike Zone)"
"13942",534,1,320.00,"Below Top Decile"
"13943",577,1,246.54,"Below Top Decile"
"13944",652,1,200.43,"Below Top Decile"
"13945",394,2,854.15,"Below Top Decile"
"13946",78,6,1745.43,"Below Top Decile"
"13947",64,1,90.60,"Below Top Decile"
"13948",360,4,536.86,"Below Top Decile"
"13949",2,6,2427.32,"Below Top Decile"
"13950",10,4,728.56,"Below Top Decile"
"13951",175,3,674.45,"Below Top Decile"
"13952",210,14,12790.89,"Top Decile (Spike Zone)"
"13953",6,12,6640.68,"Top Decile (Spike Zone)"
"13954",1,2,378.59,"Below Top Decile"
"13955",153,3,544.07,"Below Top Decile"
"13956",4,5,1019.27,"Below Top Decile"
"13957",417,3,458.25,"Below Top Decile"
"13958",371,8,4504.78,"Below Top Decile"
"13959",78,6,1064.77,"Below Top Decile"
"13960",20,2,230.22,"Below Top Decile"
"13961",384,1,498.70,"Below Top Decile"
"13962",21,3,362.80,"Below Top Decile"
"13963",307,17,2748.32,"Below Top Decile"
"13964",386,2,421.90,"Below Top Decile"
"13965",454,3,777.66,"Below Top Decile"
"13966",434,1,384.26,"Below Top Decile"
"13967",145,2,166.30,"Below Top Decile"
"13968",422,1,123.66,"Below Top Decile"
"13969",6,35,12820.36,"Top Decile (Spike Zone)"
"13970",385,2,846.55,"Below Top Decile"
"13971",8,14,4593.83,"Below Top Decile"
"13972",70,2,190.25,"Below Top Decile"
"13973",286,1,264.70,"Below Top Decile"
"13974",48,2,663.52,"Below Top Decile"
"13975",30,12,5224.85,"Top Decile (Spike Zone)"
"13976",206,4,1192.36,"Below Top Decile"
"13977",410,1,519.81,"Below Top Decile"
"13978",14,2,196.79,"Below Top Decile"
"13979",72,7,3284.23,"Below Top Decile"
"13980",59,5,722.02,"Below Top Decile"
"13981",400,1,327.39,"Below Top Decile"
"13982",38,9,3927.49,"Below Top Decile"
"13983",29,21,6638.85,"Top Decile (Spike Zone)"
"13984",26,12,1461.32,"Below Top Decile"
"13985",3,22,9982.31,"Top Decile (Spike Zone)"
"13986",16,1,320.46,"Below Top Decile"
"13987",379,2,682.54,"Below Top Decile"
"13988",19,8,4708.64,"Below Top Decile"
"13989",65,5,2026.06,"Below Top Decile"
"13990",212,1,311.30,"Below Top Decile"
"13991",11,6,846.54,"Below Top Decile"
"13992",29,3,219.50,"Below Top Decile"
"13993",31,19,6690.36,"Top Decile (Spike Zone)"
"13994",3,6,2274.14,"Below Top Decile"
"13995",14,14,3836.26,"Below Top Decile"
"13996",385,2,845.76,"Below Top Decile"
"13997",518,3,376.46,"Below Top Decile"
"13998",446,3,566.70,"Below Top Decile"
"13999",9,29,9438.01,"Top Decile (Spike Zone)"
"14000",205,5,1877.59,"Below Top Decile"
"14001",45,9,4228.85,"Below Top Decile"
"14002",133,2,529.73,"Below Top Decile"
"14003",732,1,209.41,"Below Top Decile"
"14004",42,11,6258.45,"Top Decile (Spike Zone)"
"14005",9,5,2874.72,"Below Top Decile"
"14006",115,7,2196.67,"Below Top Decile"
"14007",512,1,79.48,"Below Top Decile"
"14008",374,1,493.74,"Below Top Decile"
"14009",197,3,1090.23,"Below Top Decile"
"14010",564,2,288.10,"Below Top Decile"
"14011",479,2,451.92,"Below Top Decile"
"14012",277,1,328.80,"Below Top Decile"
"14013",109,5,1006.22,"Below Top Decile"
"14014",76,3,1948.21,"Below Top Decile"
"14015",52,1,917.34,"Below Top Decile"
"14016",153,11,11279.71,"Top Decile (Spike Zone)"
"14017",570,1,229.75,"Below Top Decile"
"14018",644,1,367.15,"Below Top Decile"
"14019",46,3,1398.96,"Below Top Decile"
"14020",16,4,1213.26,"Below Top Decile"
"14021",154,7,1716.58,"Below Top Decile"
"14022",224,2,792.15,"Below Top Decile"
"14023",6,2,584.07,"Below Top Decile"
"14024",121,3,645.74,"Below Top Decile"
"14025",464,8,3969.10,"Below Top Decile"
"14026",470,2,713.11,"Below Top Decile"
"14027",60,1,104.82,"Below Top Decile"
"14028",549,3,6786.00,"Top Decile (Spike Zone)"
"14029",62,2,467.66,"Below Top Decile"
"14030",17,20,7405.10,"Top Decile (Spike Zone)"
"14031",6,44,36112.53,"Top Decile (Spike Zone)"
"14032",1,16,4482.21,"Below Top Decile"
"14033",554,1,109.44,"Below Top Decile"
"14034",21,3,509.09,"Below Top Decile"
"14035",28,9,2790.50,"Below Top Decile"
"14036",284,1,626.65,"Below Top Decile"
"14037",175,6,755.95,"Below Top Decile"
"14038",77,5,3000.93,"Below Top Decile"
"14039",32,2,267.28,"Below Top Decile"
"14040",40,35,12340.13,"Top Decile (Spike Zone)"
"14041",265,1,141.41,"Below Top Decile"
"14042",724,1,431.98,"Below Top Decile"
"14043",490,2,299.65,"Below Top Decile"
"14044",26,10,3057.00,"Below Top Decile"
"14045",108,16,9334.23,"Top Decile (Spike Zone)"
"14046",283,1,151.59,"Below Top Decile"
"14047",8,14,3881.11,"Below Top Decile"
"14048",276,3,713.89,"Below Top Decile"
"14049",16,13,12848.40,"Top Decile (Spike Zone)"
"14050",31,2,746.36,"Below Top Decile"
"14051",0,37,21441.48,"Top Decile (Spike Zone)"
"14052",19,2,466.66,"Below Top Decile"
"14053",123,4,572.30,"Below Top Decile"
"14054",64,1,92.46,"Below Top Decile"
"14055",105,3,1520.96,"Below Top Decile"
"14056",0,23,8063.30,"Top Decile (Spike Zone)"
"14057",23,22,8276.10,"Top Decile (Spike Zone)"
"14058",462,2,469.19,"Below Top Decile"
"14059",266,1,183.60,"Below Top Decile"
"14060",4,30,8882.30,"Top Decile (Spike Zone)"
"14061",506,3,917.43,"Below Top Decile"
"14062",9,24,25416.28,"Top Decile (Spike Zone)"
"14063",686,7,9471.50,"Top Decile (Spike Zone)"
"14064",28,15,2967.57,"Below Top Decile"
"14065",388,3,889.37,"Below Top Decile"
"14066",266,1,152.55,"Below Top Decile"
"14067",63,2,374.70,"Below Top Decile"
"14068",319,4,1493.32,"Below Top Decile"
"14069",514,2,225.81,"Below Top Decile"
"14070",684,1,321.60,"Below Top Decile"
"14071",3,8,1291.34,"Below Top Decile"
"14072",666,1,390.85,"Below Top Decile"
"14073",20,1,139.54,"Below Top Decile"
"14074",622,1,219.40,"Below Top Decile"
"14075",4,5,1724.87,"Below Top Decile"
"14076",128,1,118.67,"Below Top Decile"
"14077",40,6,615.08,"Below Top Decile"
"14078",101,9,1551.82,"Below Top Decile"
"14079",124,1,375.10,"Below Top Decile"
"14080",32,5,1075.73,"Below Top Decile"
"14081",266,10,4747.52,"Below Top Decile"
"14082",364,2,413.36,"Below Top Decile"
"14083",3,11,1082.19,"Below Top Decile"
"14084",511,1,150.50,"Below Top Decile"
"14085",1,32,9692.92,"Top Decile (Spike Zone)"
"14086",462,1,39.95,"Below Top Decile"
"14087",2,3,786.72,"Below Top Decile"
"14088",9,16,63731.63,"Top Decile (Spike Zone)"
"14089",56,1,158.75,"Below Top Decile"
"14090",324,1,76.32,"Below Top Decile"
"14091",653,2,9530.08,"Top Decile (Spike Zone)"
"14092",7,24,7215.64,"Top Decile (Spike Zone)"
"14093",11,1,433.86,"Below Top Decile"
"14094",439,1,310.82,"Below Top Decile"
"14095",722,1,2.95,"Below Top Decile"
"14096",3,17,53258.43,"Top Decile (Spike Zone)"
"14097",480,2,422.86,"Below Top Decile"
"14098",36,1,147.35,"Below Top Decile"
"14099",15,20,5685.71,"Top Decile (Spike Zone)"
"14100",137,1,191.95,"Below Top Decile"
"14101",73,13,9942.13,"Top Decile (Spike Zone)"
"14102",4,5,1060.33,"Below Top Decile"
"14104",154,5,740.53,"Below Top Decile"
"14105",84,5,5703.98,"Top Decile (Spike Zone)"
"14106",736,1,214.80,"Below Top Decile"
"14107",51,11,4853.70,"Below Top Decile"
"14108",30,4,1041.21,"Below Top Decile"
"14109",22,1,80.20,"Below Top Decile"
"14110",3,33,12959.60,"Top Decile (Spike Zone)"
"14111",13,4,688.60,"Below Top Decile"
"14112",22,13,5524.51,"Top Decile (Spike Zone)"
"14113",3,16,6156.75,"Top Decile (Spike Zone)"
"14114",273,7,1364.09,"Below Top Decile"
"14115",501,2,622.67,"Below Top Decile"
"14116",19,5,1382.74,"Below Top Decile"
"14117",143,1,90.00,"Below Top Decile"
"14118",428,1,458.45,"Below Top Decile"
"14119",353,2,163.47,"Below Top Decile"
"14121",3,4,2740.30,"Below Top Decile"
"14122",394,3,309.77,"Below Top Decile"
"14123",732,1,436.18,"Below Top Decile"
"14124",83,1,419.58,"Below Top Decile"
"14125",10,3,2720.63,"Below Top Decile"
"14126",7,4,1109.96,"Below Top Decile"
"14127",122,6,1900.08,"Below Top Decile"
"14128",60,3,909.36,"Below Top Decile"
"14129",1,9,2591.34,"Below Top Decile"
"14130",318,4,1858.77,"Below Top Decile"
"14131",648,1,168.22,"Below Top Decile"
"14132",1,11,3580.13,"Below Top Decile"
"14133",129,4,895.84,"Below Top Decile"
"14134",382,15,11123.35,"Top Decile (Spike Zone)"
"14135",1,24,8800.80,"Top Decile (Spike Zone)"
"14136",400,5,1553.96,"Below Top Decile"
"14137",681,1,294.10,"Below Top Decile"
"14138",1,2,965.88,"Below Top Decile"
"14139",45,4,1086.80,"Below Top Decile"
"14140",3,2,920.05,"Below Top Decile"
"14141",2,4,879.03,"Below Top Decile"
"14142",372,2,655.94,"Below Top Decile"
"14143",133,1,115.80,"Below Top Decile"
"14144",485,1,30.60,"Below Top Decile"
"14145",46,7,7006.05,"Top Decile (Spike Zone)"
