"customer_id","total_line_items","cancelled_line_items","line_item_return_rate"
"16409.0",791,0,0.0000
"17121.0",12,0,0.0000
"12438.0",98,0,0.0000
"16304.0",25,0,0.0000
"16316.0",304,7,0.0230
"14879.0",27,0,0.0000
"14712.0",32,0,0.0000
"13851.0",141,1,0.0071
"15242.0",4,0,0.0000
"12686.0",14,0,0.0000
"13609.0",7,0,0.0000
"14145.0",26,1,0.0385
"17575.0",5,0,0.0000
"18165.0",10,0,0.0000
"17143.0",121,0,0.0000
"17144.0",48,0,0.0000
"18061.0",129,1,0.0078
"18049.0",95,0,0.0000
"14040.0",808,14,0.0173
"17769.0",603,12,0.0199
"13058.0",8,0,0.0000
"12945.0",51,0,0.0000
"16024.0",86,0,0.0000
"13675.0",25,0,0.0000
"17702.0",168,15,0.0893
"17847.0",9,0,0.0000
"13628.0",16,0,0.0000
"13201.0",88,0,0.0000
"12656.0",253,6,0.0237
"13197.0",19,0,0.0000
"17657.0",7,0,0.0000
"12432.0",108,0,0.0000
"16081.0",399,0,0.0000
"17334.0",32,1,0.0313
"17683.0",46,0,0.0000
"16715.0",28,0,0.0000
"15395.0",7,0,0.0000
"16840.0",10,1,0.1000
"12557.0",58,0,0.0000
"12912.0",24,0,0.0000
"14005.0",84,0,0.0000
"13787.0",94,8,0.0851
"15882.0",78,3,0.0385
"17142.0",90,0,0.0000
"14312.0",180,0,0.0000
"12561.0",16,0,0.0000
"15607.0",115,6,0.0522
"17356.0",86,0,0.0000
"17784.0",23,0,0.0000
"13841.0",1,0,0.0000
"13080.0",20,1,0.0500
"12568.0",5,0,0.0000
"13167.0",81,0,0.0000
"16132.0",17,0,0.0000
"15879.0",183,0,0.0000
"18054.0",11,0,0.0000
"13027.0",90,4,0.0444
"13736.0",568,11,0.0194
"14210.0",336,7,0.0208
"12613.0",347,20,0.0576
"18286.0",70,3,0.0429
"16777.0",148,2,0.0135
"16546.0",107,13,0.1215
"12828.0",56,0,0.0000
"14777.0",21,5,0.2381
"17650.0",8,0,0.0000
"13567.0",204,1,0.0049
"16650.0",98,0,0.0000
"14067.0",52,0,0.0000
"13476.0",109,3,0.0275
"15713.0",63,2,0.0317
"16617.0",5,0,0.0000
"16822.0",13,2,0.1538
"14336.0",90,0,0.0000
"13451.0",1044,2,0.0019
"18096.0",438,0,0.0000
"17272.0",116,2,0.0172
"17364.0",925,5,0.0054
"15683.0",26,0,0.0000
"15959.0",78,0,0.0000
"16956.0",18,2,0.1111
"18048.0",61,0,0.0000
"17618.0",380,5,0.0132
"13897.0",59,0,0.0000
"15973.0",17,2,0.1176
"13496.0",36,1,0.0278
"14171.0",64,0,0.0000
"12474.0",764,54,0.0707
"18131.0",4,0,0.0000
"17704.0",31,0,0.0000
"15620.0",136,7,0.0515
"12368.0",18,0,0.0000
"17727.0",67,1,0.0149
"17661.0",1,1,1.0000
"12690.0",16,0,0.0000
"17961.0",662,2,0.0030
"13920.0",88,2,0.0227
"15505.0",99,2,0.0202
"15755.0",382,11,0.0288
"16633.0",153,1,0.0065
"17905.0",172,1,0.0058
"17503.0",38,0,0.0000
"15129.0",207,0,0.0000
"16367.0",229,0,0.0000
"13933.0",23,0,0.0000
"15260.0",404,6,0.0149
"13418.0",575,12,0.0209
"15715.0",38,0,0.0000
"17910.0",26,0,0.0000
"16688.0",62,0,0.0000
"13256.0",1,0,0.0000
"18278.0",24,0,0.0000
"13680.0",673,21,0.0312
"15285.0",6,0,0.0000
"13670.0",25,0,0.0000
"15398.0",74,1,0.0135
"15149.0",69,0,0.0000
"13431.0",130,1,0.0077
"16892.0",141,2,0.0142
"14037.0",115,1,0.0087
"16588.0",71,0,0.0000
"16271.0",306,1,0.0033
"12744.0",346,7,0.0202
"13547.0",47,0,0.0000
"14998.0",127,0,0.0000
"15267.0",11,0,0.0000
"13907.0",4,0,0.0000
"12609.0",176,1,0.0057
"13112.0",5,3,0.6000
"17989.0",34,0,0.0000
"12559.0",22,1,0.0455
"16972.0",88,0,0.0000
"15080.0",31,0,0.0000
"16023.0",101,0,0.0000
"16054.0",127,5,0.0394
"12528.0",95,3,0.0316
"13335.0",1,1,1.0000
"15857.0",24,0,0.0000
"15680.0",268,2,0.0075
"17128.0",14,0,0.0000
"17469.0",277,10,0.0361
"14259.0",5,0,0.0000
"15924.0",15,0,0.0000
"15511.0",160,0,0.0000
"16868.0",54,0,0.0000
"13705.0",84,0,0.0000
"15074.0",73,0,0.0000
"13393.0",73,4,0.0548
"17438.0",73,2,0.0274
"16083.0",71,0,0.0000
"13457.0",11,2,0.1818
"15577.0",60,0,0.0000
"17479.0",18,0,0.0000
"14479.0",149,0,0.0000
"15116.0",45,0,0.0000
"16094.0",211,15,0.0711
"14723.0",481,0,0.0000
"14566.0",16,0,0.0000
"17233.0",58,0,0.0000
"18284.0",29,1,0.0345
"17790.0",304,0,0.0000
"18000.0",6,0,0.0000
"13657.0",16,0,0.0000
"16706.0",123,0,0.0000
"15975.0",24,0,0.0000
"12857.0",122,1,0.0082
"12617.0",42,0,0.0000
"16606.0",22,0,0.0000
"15225.0",23,0,0.0000
"17432.0",277,0,0.0000
"14713.0",711,9,0.0127
"17540.0",65,1,0.0154
"13111.0",12,0,0.0000
"16572.0",58,1,0.0172
"14280.0",8,0,0.0000
"14335.0",63,0,0.0000
"13127.0",15,0,0.0000
"17379.0",83,0,0.0000
"14716.0",100,0,0.0000
"16480.0",53,0,0.0000
"12569.0",191,3,0.0157
"12575.0",38,0,0.0000
"14372.0",39,1,0.0256
"12521.0",38,0,0.0000
"13009.0",4,0,0.0000
"14898.0",314,10,0.0318
"15648.0",28,3,0.1071
"16063.0",23,0,0.0000
"13554.0",211,11,0.0521
"14670.0",188,0,0.0000
"15661.0",44,0,0.0000
"17456.0",77,0,0.0000
"15773.0",47,0,0.0000
"16859.0",130,20,0.1538
"18279.0",13,0,0.0000
"18083.0",42,0,0.0000
"16074.0",26,0,0.0000
"16146.0",41,0,0.0000
"18047.0",88,0,0.0000
"12822.0",47,1,0.0213
"15509.0",29,0,0.0000
"14444.0",13,0,0.0000
"17926.0",44,0,0.0000
"13083.0",22,0,0.0000
"16007.0",666,0,0.0000
"14429.0",22,0,0.0000
"17182.0",6,0,0.0000
"13341.0",42,0,0.0000
"14749.0",18,0,0.0000
"15559.0",62,0,0.0000
"16947.0",60,7,0.1167
"17977.0",110,2,0.0182
"12660.0",13,0,0.0000
"15807.0",89,1,0.0112
"14226.0",105,7,0.0667
"14074.0",6,0,0.0000
"13401.0",1,1,1.0000
"13300.0",58,3,0.0517
"15031.0",444,39,0.0878
"18068.0",1,0,0.0000
"14648.0",465,10,0.0215
"17789.0",29,0,0.0000
"18199.0",21,1,0.0476
"15854.0",258,0,0.0000
"17688.0",20,1,0.0500
"15053.0",71,0,0.0000
"14588.0",16,0,0.0000
"17581.0",881,31,0.0352
"12610.0",111,5,0.0450
"18013.0",31,0,0.0000
"17669.0",144,0,0.0000
"14702.0",724,3,0.0041
"16375.0",13,0,0.0000
"13678.0",16,0,0.0000
"15672.0",3,0,0.0000
"15684.0",14,3,0.2143
"13846.0",84,3,0.0357
"16564.0",5,0,0.0000
"16927.0",6,0,0.0000
"17192.0",21,0,0.0000
"17342.0",40,5,0.1250
"15154.0",195,7,0.0359
"14076.0",46,0,0.0000
"16996.0",87,12,0.1379
"14421.0",97,1,0.0103
"14862.0",48,0,0.0000
"15873.0",9,3,0.3333
"14557.0",32,16,0.5000
"18267.0",20,3,0.1500
"15762.0",37,0,0.0000
"15964.0",21,0,0.0000
"17271.0",52,0,0.0000
"14080.0",84,1,0.0119
"13530.0",18,0,0.0000
"15816.0",12,1,0.0833
"12666.0",33,2,0.0606
"17927.0",10,0,0.0000
"16264.0",66,0,0.0000
"17534.0",92,0,0.0000
"14892.0",13,0,0.0000
"13595.0",152,0,0.0000
"14288.0",17,1,0.0588
"13150.0",9,1,0.1111
"15561.0",96,4,0.0417
"17252.0",87,0,0.0000
"13287.0",74,21,0.2838
"17729.0",23,0,0.0000
"17612.0",368,28,0.0761
"15465.0",271,8,0.0295
"17957.0",31,0,0.0000
"13035.0",45,3,0.0667
"15283.0",10,1,0.1000
"13612.0",52,2,0.0385
"16339.0",20,0,0.0000
"13398.0",39,0,0.0000
"14308.0",5,3,0.6000
"16472.0",39,0,0.0000
"14342.0",37,4,0.1081
"14779.0",41,0,0.0000
"12652.0",54,3,0.0556
"16860.0",44,1,0.0227
"15073.0",181,22,0.1215
"14486.0",6,0,0.0000
"14472.0",333,0,0.0000
"13278.0",109,1,0.0092
"17636.0",24,4,0.1667
"14439.0",129,0,0.0000
"15589.0",30,1,0.0333
"17644.0",344,17,0.0494
"12820.0",163,3,0.0184
"13911.0",242,4,0.0165
"15333.0",16,0,0.0000
"16736.0",147,4,0.0272
"18265.0",46,0,0.0000
"13008.0",39,4,0.1026
"18021.0",33,0,0.0000
"16425.0",21,0,0.0000
"17930.0",90,3,0.0333
"16249.0",69,0,0.0000
"16600.0",151,8,0.0530
"12826.0",171,5,0.0292
"12600.0",140,8,0.0571
"15308.0",21,2,0.0952
"17876.0",4,0,0.0000
"17797.0",275,0,0.0000
"13129.0",11,0,0.0000
"15179.0",322,8,0.0248
"14745.0",147,6,0.0408
"15406.0",127,5,0.0394
"16579.0",16,2,0.1250
"16720.0",161,3,0.0186
"16211.0",37,1,0.0270
"15125.0",261,21,0.0805
"16870.0",28,0,0.0000
"17302.0",81,2,0.0247
"15891.0",62,0,0.0000
"17348.0",461,0,0.0000
"12914.0",9,0,0.0000
"12380.0",283,6,0.0212
"16086.0",138,1,0.0072
"13747.0",6,0,0.0000
"16177.0",128,10,0.0781
"18059.0",21,2,0.0952
"18027.0",21,0,0.0000
"17257.0",15,0,0.0000
"15687.0",168,2,0.0119
"14988.0",244,0,0.0000
"13748.0",59,0,0.0000
"17196.0",104,0,0.0000
"17254.0",148,0,0.0000
"18244.0",19,0,0.0000
"18208.0",17,0,0.0000
"12530.0",162,4,0.0247
"13213.0",209,5,0.0239
"15099.0",23,0,0.0000
"14977.0",4,0,0.0000
"16405.0",5,0,0.0000
"16727.0",213,0,0.0000
"14360.0",118,0,0.0000
"14440.0",143,2,0.0140
"13590.0",415,5,0.0120
"14379.0",129,0,0.0000
"12574.0",11,0,0.0000
"16183.0",41,0,0.0000
"13241.0",42,0,0.0000
"18036.0",332,0,0.0000
"14202.0",29,0,0.0000
"15652.0",105,1,0.0095
"16017.0",131,0,0.0000
"18226.0",544,16,0.0294
"13119.0",11,0,0.0000
"16866.0",11,0,0.0000
"16845.0",20,0,0.0000
"13555.0",413,6,0.0145
"16029.0",420,37,0.0881
"14436.0",11,0,0.0000
"17709.0",40,0,0.0000
"12872.0",438,2,0.0046
"16346.0",15,0,0.0000
"16196.0",4,0,0.0000
"14640.0",223,19,0.0852
"16644.0",62,0,0.0000
"17090.0",94,2,0.0213
"16174.0",65,0,0.0000
"15222.0",157,19,0.1210
"12664.0",46,1,0.0217
"13096.0",1,0,0.0000
"17996.0",67,0,0.0000
"18263.0",62,1,0.0161
"12997.0",121,14,0.1157
"16936.0",141,0,0.0000
"16683.0",19,1,0.0526
"17410.0",64,0,0.0000
"14750.0",32,0,0.0000
"16952.0",88,0,0.0000
"16793.0",16,0,0.0000
"18219.0",206,3,0.0146
"12389.0",49,0,0.0000
"17547.0",38,7,0.1842
"13563.0",49,0,0.0000
"16121.0",360,1,0.0028
"15422.0",121,1,0.0083
"15878.0",51,0,0.0000
"17187.0",23,0,0.0000
"16101.0",200,8,0.0400
"16523.0",384,13,0.0339
"16223.0",126,0,0.0000
"17588.0",75,4,0.0533
"14842.0",158,13,0.0823
"16351.0",198,11,0.0556
"16311.0",37,0,0.0000
"14466.0",216,0,0.0000
"15284.0",1,0,0.0000
"15239.0",52,3,0.0577
"16806.0",103,0,0.0000
"12444.0",177,0,0.0000
"14249.0",291,0,0.0000
"12527.0",32,0,0.0000
"15840.0",28,1,0.0357
"12465.0",51,4,0.0784
"14554.0",216,0,0.0000
"13246.0",385,6,0.0156
"15711.0",25,0,0.0000
"14561.0",69,0,0.0000
"16463.0",85,3,0.0353
"17751.0",32,0,0.0000
"13697.0",12,0,0.0000
"13532.0",66,0,0.0000
"15656.0",47,0,0.0000
"17152.0",18,2,0.1111
"12382.0",1,1,1.0000
"16268.0",45,0,0.0000
"12941.0",27,0,0.0000
"17422.0",233,28,0.1202
"12759.0",302,0,0.0000
"15831.0",69,1,0.0145
"13146.0",17,0,0.0000
"14397.0",95,8,0.0842
"15709.0",27,0,0.0000
"13419.0",16,0,0.0000
"16488.0",31,2,0.0645
"12354.0",58,0,0.0000
"13465.0",34,0,0.0000
"16038.0",28,2,0.0714
"15114.0",231,0,0.0000
"17249.0",27,0,0.0000
"15811.0",316,6,0.0190
"12762.0",69,0,0.0000
"17250.0",57,0,0.0000
"17409.0",104,0,0.0000
"14083.0",255,0,0.0000
"15082.0",6,0,0.0000
"12856.0",317,3,0.0095
"18107.0",39,0,0.0000
"15148.0",20,0,0.0000
"15883.0",49,0,0.0000
"13794.0",9,0,0.0000
"17374.0",43,1,0.0233
"16771.0",412,0,0.0000
"17406.0",269,10,0.0372
"16960.0",471,1,0.0021
"15934.0",29,0,0.0000
"15029.0",11,1,0.0909
"14107.0",239,3,0.0126
"13647.0",141,1,0.0071
"17965.0",864,9,0.0104
"16559.0",18,0,0.0000
"15815.0",49,0,0.0000
"12450.0",40,3,0.0750
"13852.0",13,2,0.1538
"18154.0",47,0,0.0000
"16992.0",288,3,0.0104
"14388.0",428,14,0.0327
"13413.0",45,2,0.0444
"18287.0",156,1,0.0064
"12407.0",77,0,0.0000
"16476.0",26,2,0.0769
"17648.0",126,1,0.0079
"13101.0",51,0,0.0000
"14361.0",14,0,0.0000
"15948.0",95,0,0.0000
"14626.0",237,5,0.0211
"15833.0",5,0,0.0000
"12898.0",32,0,0.0000
"15705.0",6,0,0.0000
"16452.0",18,0,0.0000
"17664.0",80,0,0.0000
"17035.0",37,4,0.1081
"15619.0",3,0,0.0000
"16224.0",116,0,0.0000
"13615.0",376,9,0.0239
"15580.0",258,29,0.1124
"16195.0",16,0,0.0000
"15443.0",651,5,0.0077
"16428.0",137,1,0.0073
"15540.0",31,0,0.0000
"13560.0",33,0,0.0000
"12659.0",5,0,0.0000
"16479.0",35,0,0.0000
"14305.0",110,5,0.0455
"18005.0",60,0,0.0000
"16710.0",987,1,0.0010
"15442.0",2,0,0.0000
"16159.0",53,1,0.0189
"16267.0",7,0,0.0000
"15303.0",71,2,0.0282
"14940.0",32,0,0.0000
"14124.0",5,0,0.0000
"12827.0",25,0,0.0000
"17000.0",30,0,0.0000
"18206.0",19,0,0.0000
"14425.0",41,2,0.0488
"15636.0",57,0,0.0000
"13044.0",421,2,0.0048
"15056.0",7,0,0.0000
"18159.0",23,0,0.0000
"14968.0",85,0,0.0000
"16051.0",12,0,0.0000
"17067.0",13,0,0.0000
"17383.0",53,0,0.0000
"14707.0",2,0,0.0000
"14096.0",5128,17,0.0033
"14385.0",14,0,0.0000
"17633.0",103,2,0.0194
"12661.0",11,0,0.0000
"12753.0",230,33,0.1435
"13760.0",120,1,0.0083
"13371.0",95,3,0.0316
"14976.0",73,1,0.0137
"14490.0",80,0,0.0000
"17149.0",6,0,0.0000
"14617.0",9,0,0.0000
"17478.0",40,0,0.0000
"14329.0",572,19,0.0332
"13154.0",97,4,0.0412
"15694.0",163,8,0.0491
"13350.0",43,3,0.0698
"16158.0",36,1,0.0278
"14432.0",382,0,0.0000
"13055.0",158,4,0.0253
"18034.0",225,0,0.0000
"12976.0",154,0,0.0000
"18201.0",27,0,0.0000
"14678.0",25,1,0.0400
"15319.0",16,0,0.0000
"14735.0",381,15,0.0394
"13423.0",12,0,0.0000
"15036.0",127,0,0.0000
"13853.0",24,1,0.0417
"14685.0",204,9,0.0441
"14731.0",45,0,0.0000
"13916.0",75,1,0.0133
"17663.0",249,11,0.0442
"13262.0",50,0,0.0000
"17104.0",19,0,0.0000
"16283.0",604,11,0.0182
"13124.0",298,0,0.0000
"14224.0",238,0,0.0000
"16856.0",19,0,0.0000
"18087.0",95,7,0.0737
"16236.0",20,0,0.0000
"13905.0",15,3,0.2000
"14105.0",293,14,0.0478
"16594.0",53,0,0.0000
"15304.0",32,3,0.0938
"17939.0",12,0,0.0000
"16664.0",8,0,0.0000
"17719.0",278,4,0.0144
"14857.0",218,5,0.0229
"15722.0",197,16,0.0812
"16699.0",63,1,0.0159
"14996.0",41,0,0.0000
"12662.0",411,5,0.0122
"16751.0",25,0,0.0000
"18009.0",188,7,0.0372
"17627.0",11,1,0.0909
"17425.0",43,0,0.0000
"14476.0",19,0,0.0000
"15783.0",14,0,0.0000
"16170.0",452,12,0.0265
"12699.0",41,0,0.0000
"15433.0",53,12,0.2264
"18014.0",32,0,0.0000
"15649.0",12,0,0.0000
"15817.0",152,0,0.0000
"15502.0",418,57,0.1364
"17747.0",2,1,0.5000
"16273.0",16,0,0.0000
"14021.0",90,0,0.0000
"15431.0",2,0,0.0000
"17539.0",152,3,0.0197
"15169.0",59,0,0.0000
"13456.0",65,2,0.0308
"12372.0",52,0,0.0000
"17968.0",220,0,0.0000
"16290.0",131,0,0.0000
"17753.0",73,1,0.0137
"14133.0",38,2,0.0526
"18276.0",99,5,0.0505
"17026.0",8,0,0.0000
"16430.0",28,0,0.0000
"16194.0",8,0,0.0000
"13631.0",12,1,0.0833
"15632.0",177,10,0.0565
"12940.0",103,4,0.0388
"17420.0",59,2,0.0339
"17010.0",12,1,0.0833
"15920.0",108,0,0.0000
"12404.0",1,0,0.0000
"15538.0",33,19,0.5758
"16324.0",118,0,0.0000
"12658.0",36,0,0.0000
"13542.0",340,3,0.0088
"15738.0",501,5,0.0100
"13934.0",31,0,0.0000
"15041.0",107,0,0.0000
"13467.0",99,0,0.0000
"12796.0",7,0,0.0000
"17685.0",215,2,0.0093
"17241.0",171,0,0.0000
"13358.0",29,0,0.0000
"13886.0",16,0,0.0000
"15810.0",193,27,0.1399
"14410.0",487,93,0.1910
"13743.0",42,1,0.0238
"17159.0",131,1,0.0076
"13792.0",23,0,0.0000
"12804.0",67,0,0.0000
"15906.0",207,4,0.0193
"17743.0",5,2,0.4000
"18176.0",33,3,0.0909
"14570.0",68,0,0.0000
"18179.0",109,0,0.0000
"13809.0",25,0,0.0000
"16055.0",8,0,0.0000
"16169.0",85,0,0.0000
"17853.0",106,0,0.0000
"13974.0",45,2,0.0444
"12475.0",61,0,0.0000
"18215.0",91,1,0.0110
"13202.0",70,1,0.0143
"17115.0",129,9,0.0698
"14773.0",11,1,0.0909
"15877.0",131,2,0.0153
"16178.0",25,0,0.0000
"15044.0",933,18,0.0193
"16692.0",5,0,0.0000
"15487.0",14,0,0.0000
"12481.0",395,4,0.0101
"13558.0",175,0,0.0000
"13211.0",209,3,0.0144
"15940.0",3,2,0.6667
"16242.0",691,9,0.0130
"17061.0",101,2,0.0198
"17615.0",60,1,0.0167
"16107.0",31,0,0.0000
"16429.0",2,0,0.0000
"15667.0",13,0,0.0000
"16968.0",31,0,0.0000
"17372.0",672,12,0.0179
"13244.0",27,0,0.0000
"13711.0",103,11,0.1068
"18026.0",17,0,0.0000
"16437.0",21,0,0.0000
"13336.0",51,0,0.0000
"12525.0",77,17,0.2208
"16006.0",82,0,0.0000
"13253.0",75,0,0.0000
"14602.0",31,0,0.0000
"12916.0",186,2,0.0108
"17994.0",318,4,0.0126
"18232.0",40,3,0.0750
"14121.0",161,2,0.0124
"15565.0",8,0,0.0000
"13191.0",59,0,0.0000
"16729.0",668,8,0.0120
"16513.0",35,0,0.0000
"16423.0",18,0,0.0000
"14646.0",3890,36,0.0093
"14036.0",38,0,0.0000
"18056.0",31,1,0.0323
"17986.0",1,0,0.0000
"15980.0",119,2,0.0168
"16501.0",207,0,0.0000
"16651.0",6,0,0.0000
"16756.0",82,3,0.0366
"13713.0",82,0,0.0000
"16995.0",2,2,1.0000
"17075.0",203,3,0.0148
"16371.0",11,0,0.0000
"13481.0",228,4,0.0175
"14668.0",12,0,0.0000
"17030.0",11,0,0.0000
"13236.0",39,3,0.0769
"16999.0",23,0,0.0000
"12889.0",27,2,0.0741
"15297.0",41,2,0.0488
"13776.0",8,6,0.7500
"17153.0",14,0,0.0000
"12723.0",69,0,0.0000
"13447.0",62,3,0.0484
"16392.0",149,0,0.0000
"14693.0",76,1,0.0132
"18117.0",74,0,0.0000
"18023.0",1,1,1.0000
"16142.0",37,0,0.0000
"12774.0",6,0,0.0000
"16689.0",16,3,0.1875
"12482.0",207,3,0.0145
"13740.0",95,0,0.0000
"12611.0",65,0,0.0000
"14993.0",10,0,0.0000
"16483.0",19,0,0.0000
"13879.0",25,0,0.0000
"12979.0",57,1,0.0175
"14302.0",28,0,0.0000
"15786.0",482,16,0.0332
"17916.0",19,0,0.0000
"17938.0",29,0,0.0000
"16204.0",111,1,0.0090
"15510.0",1,0,0.0000
"14653.0",386,0,0.0000
"14441.0",165,11,0.0667
"18106.0",196,0,0.0000
"14027.0",6,0,0.0000
"13406.0",10,1,0.1000
"15518.0",464,9,0.0194
"12350.0",17,0,0.0000
"17634.0",297,0,0.0000
"14946.0",3,0,0.0000
"15480.0",217,2,0.0092
"18225.0",604,25,0.0414
"17020.0",69,0,0.0000
"16303.0",293,7,0.0239
"16258.0",345,1,0.0029
"14004.0",241,0,0.0000
"13095.0",6,0,0.0000
"12925.0",50,0,0.0000
"14562.0",634,23,0.0363
"18100.0",30,0,0.0000
"16225.0",307,5,0.0163
"12836.0",418,4,0.0096
"18216.0",26,0,0.0000
"17813.0",378,7,0.0185
"12392.0",7,0,0.0000
"13605.0",53,0,0.0000
"17717.0",26,0,0.0000
"17458.0",86,0,0.0000
"16368.0",98,0,0.0000
"16465.0",49,1,0.0204
"16010.0",300,1,0.0033
"14423.0",16,1,0.0625
"15213.0",25,1,0.0400
"17440.0",9,3,0.3333
"16929.0",77,0,0.0000
"17587.0",43,0,0.0000
"12865.0",196,1,0.0051
"18196.0",281,0,0.0000
"12493.0",23,1,0.0435
"17474.0",6,0,0.0000
"14933.0",5,1,0.2000
"15871.0",5,0,0.0000
"18243.0",26,0,0.0000
"12758.0",317,4,0.0126
"18088.0",39,0,0.0000
"16897.0",44,7,0.1591
"16908.0",21,1,0.0476
"13955.0",87,0,0.0000
"15370.0",145,1,0.0069
"17111.0",49,0,0.0000
"17349.0",94,0,0.0000
"16693.0",174,0,0.0000
"13225.0",127,2,0.0157
"17767.0",39,0,0.0000
"17611.0",1133,9,0.0079
"17354.0",104,0,0.0000
"16341.0",169,11,0.0651
"16190.0",119,0,0.0000
"12851.0",80,0,0.0000
"15478.0",71,0,0.0000
"12706.0",1,1,1.0000
"14159.0",1885,11,0.0058
"16379.0",109,1,0.0092
"17398.0",38,0,0.0000
"16406.0",162,2,0.0123
"17228.0",358,0,0.0000
"15682.0",26,1,0.0385
"16285.0",31,0,0.0000
"12536.0",273,12,0.0440
"14748.0",220,29,0.1318
"15202.0",8,5,0.6250
"18115.0",3,0,0.0000
"14474.0",133,1,0.0075
"14639.0",295,3,0.0102
"15745.0",65,3,0.0462
"17088.0",115,0,0.0000
"17686.0",429,0,0.0000
"14317.0",24,0,0.0000
"16967.0",21,0,0.0000
"17070.0",105,0,0.0000
"14514.0",341,1,0.0029
"13307.0",15,0,0.0000
"14708.0",54,1,0.0185
"14457.0",4,0,0.0000
"14216.0",79,2,0.0253
"14539.0",32,0,0.0000
"13014.0",242,17,0.0702
"15343.0",21,0,0.0000
"13248.0",26,0,0.0000
"14247.0",118,1,0.0085
"17582.0",125,1,0.0080
"12494.0",122,11,0.0902
"17375.0",88,2,0.0227
"13108.0",45,0,0.0000
"14607.0",240,31,0.1292
"13218.0",5,0,0.0000
"18224.0",10,0,0.0000
"14686.0",236,1,0.0042
"16517.0",17,0,0.0000
"13196.0",190,2,0.0105
"14689.0",13,0,0.0000
"14386.0",7,0,0.0000
"15038.0",287,3,0.0105
"16662.0",29,0,0.0000
"17017.0",449,25,0.0557
"17908.0",280,3,0.0107
"16233.0",81,6,0.0741
"14790.0",145,0,0.0000
"17576.0",935,7,0.0075
"16879.0",2,2,1.0000
"16046.0",22,0,0.0000
"15228.0",235,1,0.0043
"13709.0",418,10,0.0239
"17352.0",5,0,0.0000
"13443.0",205,1,0.0049
"15288.0",181,0,0.0000
"13001.0",1031,5,0.0048
"16281.0",40,1,0.0250
"15330.0",13,0,0.0000
"14064.0",252,8,0.0317
"12899.0",17,0,0.0000
"16047.0",1,0,0.0000
"14910.0",35,5,0.1429
"15560.0",10,0,0.0000
"15278.0",29,0,0.0000
"13018.0",606,3,0.0050
"12848.0",16,0,0.0000
"15314.0",51,1,0.0196
"13141.0",431,6,0.0139
"13928.0",27,0,0.0000
"15251.0",246,16,0.0650
"14944.0",310,7,0.0226
"17759.0",138,0,0.0000
"12533.0",90,18,0.2000
"15654.0",21,0,0.0000
"16262.0",50,4,0.0800
"15690.0",19,0,0.0000
"12724.0",129,0,0.0000
"13328.0",17,0,0.0000
"18098.0",88,0,0.0000
"15590.0",88,1,0.0114
"13147.0",4,0,0.0000
"13396.0",47,4,0.0851
"15340.0",7,0,0.0000
"17360.0",241,1,0.0041
"18173.0",45,0,0.0000
"17110.0",51,0,0.0000
"16826.0",22,0,0.0000
"13426.0",345,2,0.0058
"17169.0",85,10,0.1176
"12378.0",301,0,0.0000
"15390.0",77,0,0.0000
"17419.0",320,2,0.0063
"13667.0",87,0,0.0000
"15942.0",14,0,0.0000
"13984.0",94,1,0.0106
"16595.0",474,0,0.0000
"18235.0",104,0,0.0000
"16963.0",7,0,0.0000
"13884.0",194,4,0.0206
"17215.0",11,0,0.0000
"17919.0",40,0,0.0000
"14315.0",137,4,0.0292
"16180.0",347,20,0.0576
"13627.0",132,3,0.0227
"16168.0",322,13,0.0404
"17157.0",143,2,0.0140
"12492.0",42,0,0.0000
"16237.0",7,0,0.0000
"15135.0",21,1,0.0476
"15394.0",229,2,0.0087
"18181.0",184,2,0.0109
"16794.0",520,2,0.0038
"17844.0",5,0,0.0000
"13930.0",17,0,0.0000
"14061.0",19,0,0.0000
"13536.0",179,0,0.0000
"13858.0",11,0,0.0000
"14766.0",349,9,0.0258
"13488.0",731,7,0.0096
"14051.0",344,10,0.0291
"14513.0",25,6,0.2400
"16334.0",58,0,0.0000
"12601.0",35,1,0.0286
"16284.0",139,0,0.0000
"17835.0",61,0,0.0000
"15372.0",60,3,0.0500
"12817.0",25,0,0.0000
"16201.0",128,4,0.0313
"17740.0",9,0,0.0000
"15112.0",7,0,0.0000
"15127.0",28,0,0.0000
"12775.0",82,1,0.0122
"17988.0",124,1,0.0081
"15039.0",2810,18,0.0064
"17693.0",18,2,0.1111
"17476.0",34,3,0.0882
"17703.0",78,0,0.0000
"12858.0",50,1,0.0200
"17314.0",286,30,0.1049
"13728.0",164,0,0.0000
"12485.0",34,0,0.0000
"12626.0",307,13,0.0423
"12670.0",117,2,0.0171
"15245.0",148,0,0.0000
"14823.0",70,0,0.0000
"14025.0",102,2,0.0196
"17086.0",96,0,0.0000
"17519.0",224,2,0.0089
"17137.0",176,0,0.0000
"13939.0",113,3,0.0265
"16850.0",19,0,0.0000
"15226.0",8,0,0.0000
"17897.0",348,2,0.0057
"17906.0",12,0,0.0000
"12678.0",381,5,0.0131
"16712.0",530,0,0.0000
"13000.0",65,3,0.0462
"16239.0",37,2,0.0541
"16323.0",4,0,0.0000
"17151.0",4,0,0.0000
"16027.0",38,3,0.0789
"15598.0",38,2,0.0526
"14175.0",369,38,0.1030
"14453.0",22,0,0.0000
"15227.0",120,0,0.0000
"17038.0",63,0,0.0000
"18094.0",131,5,0.0382
"16813.0",449,0,0.0000
"13063.0",12,0,0.0000
