"stock_code","monetary_gross","monetary_net"
"21728",2875.62,2850.12
"21729",491.30,491.30
"21730",6116.25,5943.70
"21731",54807.42,53329.72
"21732",3229.97,3219.44
"21733",51842.38,50722.43
"21734",852.73,830.23
"21735",13265.60,10730.00
"21736",444.36,443.19
"21737",7405.17,7405.17
"21738",1525.76,1511.01
"21739",1839.11,1836.16
"21740",912.22,912.22
"21741",2783.60,2781.05
"21742",2742.01,2742.01
"21743",4100.61,3926.56
"21744",3260.28,3242.58
"21745",9422.44,9351.19
"21746",8230.90,8128.40
"21747",2615.67,2478.69
"21749",11630.56,10223.46
"21750",726.50,724.40
"21752",1517.02,1412.37
"21754",50580.87,50295.67
"21755",38081.63,37796.03
"21756",10724.52,10688.82
"21757",567.05,567.05
"21758",1492.07,1492.07
"21759",1580.86,1580.86
"21760",1740.00,1490.00
"21761",1814.75,1784.80
"21763",1157.90,1076.05
"21764",659.15,619.20
"21765",3538.88,3472.13
"21767",29.95,29.95
"21768",8172.39,8129.74
"21769",7954.87,7635.07
"21770",15687.79,15475.39
"21772",12.75,12.75
"21773",2679.84,2648.59
"21774",3100.61,3099.36
"21775",2053.67,2048.67
"21777",10104.87,9969.72
"21779",1097.80,1062.75
"21780",2656.15,2656.15
"21781",11642.19,11041.59
"21784",4801.31,4731.66
"21785",1564.06,1564.06
"21786",3545.77,3516.37
"21787",12466.98,12046.98
"21788",2891.15,2829.30
"21789",2628.46,2550.26
"21790",27055.00,26892.33
"21791",26569.55,25413.30
"21792",2667.66,2528.71
"21793",1690.28,1690.28
"21794",3877.31,3797.96
"21795",3836.91,3824.16
"21796",2794.94,2794.94
"21801",2154.12,2139.00
"21802",2831.44,2831.02
"21803",2832.54,2832.54
"21804",2456.53,2449.03
"21805",1040.46,1040.46
"21806",1279.70,1279.70
"21807",1593.54,1592.70
"21808",3422.31,3267.31
"21809",2653.09,2653.09
"21810",5050.17,4976.42
"21811",5216.39,5197.67
"21812",4921.83,4793.13
"21813",5177.42,5073.47
"21814",1108.91,1108.91
"21815",1235.48,1231.13
"21816",687.43,684.53
"21817",1095.59,1095.59
"21818",2641.78,2641.78
"21819",2320.52,2320.52
"21820",3540.07,3427.57
"21821",3324.35,3275.60
"21822",1584.50,1568.11
"21823",2671.20,2636.40
"21824",2784.76,2749.96
"21825",1078.68,1074.33
"21826",2581.03,2504.78
"21827",1129.84,1113.59
"21828",1509.28,1509.28
"21829",3544.33,3483.64
"21830",3311.25,3063.57
"21832",6840.29,6728.09
"21833",11566.03,11268.53
"21836",1164.03,1149.03
"21837",1960.08,1948.18
"21838",5.45,5.45
"21839",1113.08,1102.18
"21841",1929.69,1916.94
"21842",1360.33,1360.33
"21843",71890.41,66609.21
"21844",16365.03,16223.83
"21845",4340.77,4229.73
"21846",5733.38,5651.53
"21847",902.54,902.54
"21849",1946.68,1826.68
"21850",1470.21,1317.21
"21851",2210.45,2210.45
"21852",20.85,20.85
"21853",30.80,30.80
"21854",10.34,10.34
"21857",20.46,20.46
"21858",20.46,20.46
"21860",10.34,10.34
"21864",5916.06,5874.06
"21865",2569.70,2557.10
"21866",5114.60,5082.10
"21867",1911.53,1911.53
"21868",11973.42,11723.03
"21869",1508.31,1487.06
"21870",8130.31,8009.06
"21871",14794.34,13882.35
"21872",5334.60,5293.13
"21873",2528.27,2428.20
"21874",8908.58,8872.12
"21875",8313.99,8232.46
"21876",8480.03,8367.63
"21877",16509.94,15333.12
"21878",4899.79,4594.98
"21879",807.30,807.30
"21880",1570.12,1554.52
"21881",659.15,659.15
"21882",600.15,600.15
"21883",1383.60,1383.41
"21884",869.86,869.86
"21888",15846.89,15453.14
"21889",19760.66,19566.91
"21890",11556.04,11519.94
"21891",16492.37,16370.55
"21892",11488.14,11420.64
"21893",652.60,652.60
"21894",2272.15,2272.15
"21895",1897.01,1880.01
"21896",5270.00,5241.35
"21897",2694.45,2679.70
"21898",2727.74,2727.74
"21899",4554.01,4510.46
"21900",5963.99,5960.74
"21901",4289.60,4190.15
"21902",3571.47,3533.77
"21903",7243.36,7210.26
"21904",1251.04,1071.34
"21905",2304.29,2300.09
"21906",14665.02,14401.77
"21907",11426.29,11382.19
"21908",20210.72,20143.52
"21910",1464.66,1464.66
"21911",4551.80,4532.00
"21912",17144.69,16859.69
"21913",5014.94,4996.19
"21914",20783.25,20633.25
"21915",45458.43,44462.43
"21916",5290.14,5195.64
"21917",3422.06,3413.24
"21918",6345.08,6327.02
"21919",60.94,60.94
"21922",12774.32,12583.67
"21923",2841.53,2825.63
"21924",2665.52,2586.02
"21925",1674.96,1652.46
"21926",1425.74,1393.24
"21927",1977.93,1896.68
"21928",50931.21,50394.63
"21929",55990.08,55506.11
"21930",31940.88,31929.39
"21931",75314.11,74603.48
"21932",9736.46,9678.16
"21933",10140.40,10052.85
"21934",11394.74,11294.09
"21935",18308.35,18112.20
"21936",25045.21,24653.46
"21937",13504.69,13335.59
"21942",1581.36,1560.96
"21943",753.49,753.49
"21944",1400.92,1397.52
"21945",1754.56,1752.86
"21946",410.13,410.13
"21947",2897.45,2897.45
"21948",3544.41,3544.41
"21949",3645.57,3638.07
"21950",330.21,138.16
"21955",26390.57,26207.29
"21967",4556.59,4556.59
"21972",1671.64,1668.74
"21973",2586.16,2567.31
"21974",11869.34,11667.89
"21975",15655.23,15605.97
"21976",8511.11,8480.86
"21977",29756.11,29638.81
"21980",8844.00,8777.88
"21981",7403.73,7394.04
"21982",11017.48,11006.65
"21983",1973.20,1959.28
"21984",7167.90,7116.18
"21985",9502.58,9457.34
"21986",5103.11,5096.15
"21987",4127.32,3989.27
"21988",6096.15,5727.51
"21989",7608.31,7198.87
"21990",6242.78,6227.78
"21991",2521.10,2506.10
"21992",10053.56,10035.86
"21993",7262.36,7247.36
"22016",166.66,166.66
"22021",2754.17,2714.57
"22023",2214.07,2209.03
"22024",2444.47,2429.35
"22025",1760.06,1755.02
"22026",1842.06,1837.02
"22027",5217.33,5130.21
"22028",2855.97,2845.89
"22029",7787.68,7762.48
"22030",5447.63,5397.23
"22031",578.81,573.77
"22032",457.82,457.82
"22033",719.22,719.22
"22034",711.76,701.68
"22035",1854.26,1833.68
"22036",721.46,694.16
"22037",3265.40,3260.36
"22038",481.00,481.00
"22039",353.00,342.50
"22040",1144.30,1144.30
"22041",22212.97,22109.02
"22042",676.76,666.68
"22043",655.42,650.38
"22044",563.74,558.28
"22045",6034.14,5979.54
"22046",2624.00,2609.72
"22047",3361.50,3272.50
"22048",1166.30,1155.80
"22049",1036.75,1026.25
"22050",1354.00,1333.00
"22051",1317.50,1317.50
"22052",1493.68,1462.18
"22053",4092.86,4089.11
"22054",789.97,766.87
"22055",9627.15,9544.20
"22056",693.90,692.41
"22057",4539.11,4416.93
"22058",841.97,830.05
"22059",7083.43,6986.58
"22060",6097.60,5910.90
"22061",20887.89,19827.54
"22062",1447.81,1439.88
"22063",7179.57,7132.77
"22064",11883.22,11661.97
"22065",7093.69,7038.92
"22066",2803.68,2793.03
"22067",3321.51,3289.31
"22068",2631.21,2608.11
"22069",3411.53,3411.53
"22070",6135.72,5660.93
"22071",4491.06,4242.31
"22072",10947.47,10763.72
"22073",9910.27,9745.99
"22074",2725.09,2705.29
"22075",5290.11,5270.31
"22076",3949.96,3949.96
"22077",35995.18,35802.13
"22078",9160.28,9080.48
"22079",9245.04,9144.39
"22080",6943.63,6875.98
"22081",3110.21,3042.56
"22082",13217.32,13166.17
"22083",45609.23,44185.08
"22084",27277.17,26977.72
"22085",7115.84,5614.09
"22086",158922.40,157208.70
"22087",29441.85,28976.45
"22088",15066.86,14868.81
"22089",11764.55,11590.65
"22090",59207.31,57917.16
"22091",2818.91,2750.16
"22092",637.77,637.77
"22093",1506.53,1453.37
"22094",3042.91,2969.19
"22095",3504.90,3385.02
"22096",991.44,974.10
"22097",1382.71,1367.56
"22098",2201.25,2166.14
"22099",1841.75,1811.75
"22100",844.83,844.83
"22101",4565.82,4437.36
"22102",1358.88,1076.43
"22103",2152.74,1949.43
"22104",1241.90,1241.90
"22105",1652.15,1419.90
"22106",2008.11,1851.36
"22107",6723.88,6389.42
"22108",1419.59,1404.59
"22109",17178.30,16899.54
"22110",12894.41,12884.21
"22111",57080.68,56144.03
"22112",70362.54,69471.06
"22113",23074.08,22952.28
"22114",83898.66,82923.46
"22115",6750.67,6747.72
"22116",1283.07,1255.17
"22117",5363.86,5360.91
"22118",4218.11,4208.21
"22119",5678.28,5636.58
"22120",11339.18,11151.58
"22121",9992.03,9944.43
"22122",3537.81,3537.81
"22123",2166.33,2023.53
"22124",1080.89,1080.89
"22125",4663.58,4348.73
"22126",0.00,0.00
"22127",4307.77,4185.46
"22128",4930.53,4860.53
"22129",3958.40,3943.10
"22130",16278.38,16136.58
"22131",10983.61,10954.51
"22132",3457.74,3447.54
"22133",2697.28,2687.08
"22134",1304.94,1299.90
"22135",1133.20,1123.12
"22136",3654.34,3649.79
"22137",1608.71,1599.86
"22138",48693.11,44630.26
"22139",58154.57,56135.12
"22141",11541.14,11490.74
"22142",7148.84,7122.74
"22143",1051.76,1026.56
"22144",15974.24,15875.54
"22145",2939.32,2926.72
"22146",2923.41,2834.01
"22147",18549.11,17406.31
"22148",7530.28,7405.48
"22149",28189.65,26945.25
"22150",15216.35,13951.55
"22151",12308.07,11975.61
"22152",2791.45,2786.83
"22153",2695.10,2625.38
"22154",3330.48,3244.80
"22155",3039.08,3016.82
"22156",6258.72,6075.31
"22157",1482.45,1400.85
"22158",35924.70,35684.80
"22161",3885.58,3856.70
"22162",4804.65,4769.25
"22163",2901.05,2722.00
"22164",954.19,951.24
"22165",10327.05,10237.80
"22166",5434.89,5371.29
"22167",8281.76,8033.01
"22168",5602.56,5212.41
"22169",22338.26,21581.76
"22170",16631.89,16049.99
"22171",25960.50,24748.40
"22172",4064.64,4030.64
"22173",17977.66,17577.94
"22174",14737.42,14658.22
"22175",5689.14,5665.54
"22176",3872.61,3846.06
"22177",3623.28,3396.28
"22178",59018.89,57741.20
"22179",17336.08,17118.23
"22180",11338.66,10855.46
"22181",1370.43,1334.73
"22182",3083.85,3064.05
"22183",5156.45,5100.25
"22184",4164.94,4030.14
"22185",6725.84,6719.24
"22186",6021.96,5839.66
"22187",7803.38,7611.93
"22188",28899.61,28879.86
"22189",51187.68,51018.95
"22190",3247.41,3245.31
"22191",16668.00,13964.15
"22192",12850.82,12598.37
"22193",17249.87,16930.27
"22194",3506.15,3455.15
"22195",10792.41,10764.06
"22196",7421.68,7385.64
"22197",100772.66,100156.08
"22198",14988.52,14641.22
"22199",8678.99,7607.99
"22200",6967.05,6922.80
"22201",2487.05,2478.55
"22202",5283.40,5167.15
"22203",6552.38,6492.38
"22204",2509.17,2456.67
"22206",23.64,23.64
"22207",15313.28,14988.53
"22208",3548.03,3516.62
"22209",1983.06,1946.70
"22210",2089.28,2064.53
"22211",2419.42,2348.17
"22212",9872.29,9786.19
"22214",1490.28,1490.28
"22215",9612.56,9102.56
"22216",1656.09,1653.54
"22217",3293.60,3223.60
"22218",6324.57,6073.82
"22219",11531.41,11437.52
"22220",7540.83,7055.13
"22221",7065.66,6936.31
"22222",7809.23,7784.48
"22223",4659.07,4654.12
"22224",9038.93,8974.03
"22227",5308.79,5287.34
"22228",1783.79,1743.84
"22229",1046.08,991.68
"22230",1538.26,1500.08
"22231",3084.38,2929.88
"22232",1490.95,1419.73
"22233",1342.87,1241.63
"22236",14979.14,13857.89
"22241",7241.78,7204.47
"22242",7852.47,7758.42
"22243",12243.70,12101.80
"22244",9998.62,9881.62
"22245",4414.15,4387.80
"22246",2890.02,2866.62
"22247",1253.51,1252.76
"22248",1154.27,1136.42
"22249",1788.61,1785.21
"22250",1929.74,1926.34
"22251",2728.59,2704.84
"22252",1183.06,1166.81
"22253",1220.17,1220.17
"22254",2003.40,1913.40
"22255",1405.92,1367.67
"22256",1374.56,1359.56
"22257",447.82,432.82
"22258",1581.33,1512.58
"22259",607.44,603.69
"22260",2216.47,2202.87
"22261",2636.13,2632.73
"22262",2418.62,2404.17
"22263",770.42,738.08
"22264",1438.73,1438.73
"22265",1285.95,1285.95
"22266",1121.92,1117.37
"22267",1327.51,1323.76
"22268",1467.03,1447.72
"22269",1520.76,1489.51
"22270",2962.93,2866.15
"22271",14599.00,13759.80
"22272",4011.77,4008.82
"22273",20969.05,17406.25
"22274",11312.83,11113.73
"22275",8434.71,8392.21
"22276",5397.22,5349.22
"22277",3221.56,3217.36
"22278",8020.01,7878.72
"22279",2572.38,2526.13
"22280",1554.45,1554.45
"22281",4379.47,4284.27
"22282",9432.71,9407.21
"22283",10184.49,10041.39
"22284",4370.23,4327.33
"22285",4467.47,4447.67
"22286",2464.43,2464.43
"22287",1553.84,1549.16
"22288",1635.73,1635.73
"22289",896.21,896.21
"22290",1277.84,1275.74
"22291",4640.56,4570.96
"22292",4017.58,3947.98
"22293",3138.15,3103.35
"22294",21572.16,21408.41
"22295",14563.01,14483.81
"22296",16837.04,16823.84
"22297",19568.65,19224.90
"22299",4713.95,4642.70
"22300",10761.41,10600.76
"22301",13418.27,13226.27
"22302",10941.49,10847.14
"22303",13223.31,12886.86
"22304",4924.01,4879.46
"22305",4863.26,4835.21
"22306",2475.23,2446.53
"22307",1967.81,1918.01
"22308",2896.71,2830.41
"22309",4067.23,4000.93
"22310",3928.59,3907.34
"22311",7934.17,7900.67
"22312",5321.31,5168.86
"22313",3392.60,2745.20
"22314",4461.42,4445.62
"22315",3173.16,3166.91
"22316",1495.24,1493.99
"22317",2331.26,2331.26
"22318",5686.81,5627.81
"22319",1761.07,1711.02
"22320",3699.58,3562.73
"22321",2809.78,2808.93
"22322",2155.42,2142.67
"22323",1982.72,1959.32
"22324",2279.31,2263.71
"22325",4142.63,3905.03
"22326",48100.96,47932.81
"22327",12446.50,12370.20
"22328",38422.58,36604.23
"22329",9392.75,9344.90
"22330",229.05,211.65
"22331",6566.78,6520.58
"22332",6777.05,6084.65
"22333",16264.52,14293.52
"22334",3644.48,3613.13
"22335",6394.44,6101.49
"22336",2455.16,2440.21
"22337",1752.99,1752.99
"22338",2540.73,2480.36
"22339",1535.38,1454.10
"22340",1994.69,1975.64
"22341",6145.18,4286.98
"22342",3013.30,2917.00
"22343",2185.94,2150.24
"22344",988.60,988.60
"22345",822.79,807.49
"22346",715.51,715.51
"22347",3301.91,3301.91
"22348",11499.03,11414.03
"22349",12050.59,11918.47
"22350",9168.32,9163.22
"22351",39.82,39.82
"22352",19778.03,19612.73
"22353",9122.38,9071.38
"22354",9443.70,9312.81
"22355",75252.77,75110.08
"22356",28420.51,27989.77
"22357",10660.73,10462.73
"22358",10318.64,10148.29
"22359",4348.59,4233.54
"22360",8816.30,8291.85
"22361",7829.87,7597.02
"22362",2927.08,2782.53
"22363",2572.49,2172.09
"22364",7440.67,7133.77
"22365",16817.03,16794.38
"22366",19549.54,19339.57
"22367",17262.70,17163.25
"22371",10911.12,10830.11
"22372",3592.78,3558.83
"22374",5926.34,5902.99
"22375",3767.33,3756.73
"22376",3116.27,3116.27
"22377",8098.93,7982.13
"22378",8802.36,8770.86
"22379",41387.90,41258.95
"22380",11391.32,11296.82
"22381",22258.50,22195.75
"22382",36989.64,36602.39
"22383",48501.15,48198.85
"22384",35883.63,35447.13
"22385",35056.85,34331.41
"22386",84879.48,84010.55
"22389",1330.88,1120.88
"22390",1518.82,1518.82
"22391",725.07,725.07
"22393",1629.51,1518.51
"22394",589.23,573.93
"22395",513.66,513.66
"22396",1511.22,1488.72
"22398",3801.01,3673.51
"22399",4809.36,4771.86
"22400",2074.31,2043.92
"22402",3062.75,3037.75
"22403",1350.95,1328.45
"22405",2102.71,2086.65
"22406",3310.92,3255.26
"22407",546.16,508.00
"22408",855.99,816.58
"22409",2408.02,2390.52
"22410",1752.19,1737.19
"22411",69578.29,68763.37
"22412",5620.54,5616.34
"22413",20593.46,20252.91
"22414",8131.94,8115.74
"22415",2520.15,2520.15
"22416",2824.57,2815.87
"22417",11854.31,11791.61
"22418",10936.96,10754.21
"22419",4134.32,4130.18
"22420",1270.63,1270.21
"22421",3177.24,3158.64
"22422",2433.78,2418.18
"22423",383524.39,366979.09
"22424",26152.13,25581.68
"22425",4763.78,4651.23
"22426",6193.30,6056.10
"22427",21075.33,20777.88
"22428",3848.41,3737.21
"22429",10820.79,10633.79
"22430",7606.32,7434.37
"22431",7538.29,7503.19
"22432",7256.34,7221.24
"22433",5538.64,5509.39
"22434",4812.85,4777.75
"22435",6587.40,6432.65
"22436",2736.25,2718.05
"22437",5718.34,5704.74
"22438",2189.79,2189.79
"22439",2766.07,2714.07
"22440",3574.30,3555.82
"22441",6243.64,6222.64
"22442",4876.98,4735.08
"22443",5841.42,5801.67
"22444",16736.64,16592.89
"22445",4480.22,4480.22
"22446",2494.67,2474.57
"22447",1013.63,993.53
"22448",2544.05,2523.95
"22449",4862.37,4822.17
"22450",2936.26,2899.41
"22451",4945.13,4918.33
"22452",4156.45,4118.10
"22453",2473.59,2447.04
"22454",4122.56,4057.66
"22456",25529.24,25012.89
"22457",54300.29,53984.34
"22458",3981.33,3981.33
"22459",3614.52,3614.52
"22460",7405.40,7373.28
"22461",4001.32,3362.87
"22464",14440.06,14051.26
"22465",7911.65,7684.10
"22466",10607.56,10530.76
"22467",29969.83,29301.73
"22468",12855.56,12503.26
"22469",54553.68,54129.03
"22470",57152.76,56124.06
"22471",3120.19,3108.34
"22472",5676.37,5651.62
"22473",3561.40,3561.40
"22474",5564.92,5428.92
"22475",4660.70,4631.00
"22476",6357.75,6308.25
"22477",3746.03,3744.78
"22478",4359.97,4357.47
"22479",2928.68,2928.68
"22480",2995.56,2995.56
"22481",1489.38,1489.38
"22482",2851.77,2851.77
"22483",5800.34,5750.19
"22485",17209.43,17043.68
"22486",1013.91,835.41
"22487",18490.44,17854.84
"22488",13290.51,13209.66
"22489",8207.57,8078.69
"22491",6068.64,5934.36
"22492",29020.39,28837.74
"22493",8108.91,7710.81
"22494",4362.44,4298.69
"22495",3042.31,3024.61
"22496",2201.64,2183.94
"22497",4966.64,4945.39
"22498",8163.03,8163.03
"22499",25401.76,25360.11
"22500",2910.77,2890.97
"22501",41884.47,40726.02
"22502",67195.50,66750.61
"22503",3938.89,3212.54
"22504",9993.11,9660.86
"22505",19469.37,19365.42
"22507",28123.48,28005.38
"22508",12840.40,12742.90
"22509",5620.32,5332.27
"22510",876.78,876.78
"22511",1116.47,1108.97
"22512",1024.11,1024.11
"22513",2113.44,2113.44
"22514",2427.16,2422.96
"22515",2351.00,2342.60
"22516",1910.62,1904.32
"22517",1720.64,1720.64
"22518",3284.22,3284.22
"22519",3382.56,3353.16
"22520",2182.47,2180.77
"22521",2129.54,2127.84
"22522",1996.49,1983.74
"22523",1981.16,1968.41
"22524",3283.55,3266.05
"22525",3351.73,3331.73
"22526",7245.72,7092.72
"22528",8916.99,8860.74
"22529",1011.36,1011.36
"22530",4651.74,4631.58
"22531",3881.12,3881.12
"22532",1120.52,1120.52
"22533",1847.30,1817.06
"22534",6075.32,6016.94
"22535",2015.40,1965.00
"22536",3634.76,3582.32
"22537",2537.04,2516.88
"22538",640.12,640.12
"22539",2385.69,2385.27
"22540",2483.52,2482.26
"22541",536.28,536.28
"22543",1320.73,1320.73
"22544",3899.64,3861.42
"22545",1502.59,1482.01
"22546",1814.17,1813.75
"22547",941.21,940.37
"22548",4935.52,4935.52
"22549",10623.08,10621.63
"22550",8470.28,8140.28
"22551",28630.79,28195.64
"22553",14112.55,13952.50
"22554",25235.76,24992.61
"22555",19339.20,19273.20
"22556",23718.00,23541.45
"22557",19188.01,19075.81
"22558",20614.60,20466.01
"22559",2272.38,2267.38
"22560",18871.78,18680.58
"22561",21187.32,20575.62
"22562",4764.06,4764.06
"22563",7091.30,7087.55
"22564",5305.79,4578.47
"22565",2193.49,2192.64
"22566",2495.94,2495.94
"22567",7342.91,7268.96
"22568",21361.81,20636.65
"22569",21343.65,20173.02
"22570",22519.65,21055.32
"22571",5933.67,5853.50
"22572",3613.97,3611.42
"22573",5068.32,5068.32
"22574",5277.72,5057.88
"22575",8077.57,7917.07
"22576",3213.39,3208.29
"22577",8153.61,8070.56
"22578",7444.00,7331.51
"22579",4351.82,4270.22
"22580",15943.93,15606.18
"22581",3422.98,3421.28
"22582",6624.18,6435.48
"22583",5455.90,5139.70
"22584",14336.17,13910.32
"22585",24003.75,23560.84
"22586",1970.25,1929.45
"22587",2024.07,2024.07
"22588",8797.51,8385.64
"22589",4056.17,4010.27
"22591",4234.16,4019.46
"22592",9183.08,9175.58
"22593",5401.69,5298.01
"22594",5093.54,5092.69
"22595",11270.98,11167.30
"22596",7088.48,7054.36
"22597",3260.93,3232.03
"22598",1381.98,1376.88
"22599",2579.02,2558.62
"22600",4626.44,4602.64
"22601",5078.31,5074.91
"22602",5894.19,5849.99
"22603",3864.53,3853.48
"22604",5402.63,5341.43
"22605",26039.83,25856.78
"22606",16041.14,15578.54
"22607",24834.61,24692.56
"22608",1741.33,1709.40
"22609",2607.98,2509.34
"22610",5450.10,5419.50
"22611",4449.66,4429.86
"22612",4084.05,4069.05
"22613",2537.04,2528.54
"22614",2234.95,2192.68
"22615",1207.67,1202.99
"22616",14400.96,14378.88
"22617",21374.77,20227.22
"22618",7358.86,6132.79
"22619",17229.33,17191.83
"22620",12383.22,12352.82
"22621",14788.07,14674.02
"22622",31648.96,31089.61
"22623",13735.14,13380.09
"22624",30427.98,30213.78
"22625",26673.47,26374.27
"22626",7715.53,7605.03
"22627",15813.61,15687.90
"22628",9684.35,9550.70
"22629",39760.01,39634.16
"22630",35840.02,35291.47
"22631",13689.92,13619.72
"22632",20931.94,20833.14
"22633",18295.98,18214.08
"22634",16871.70,15955.45
"22635",16802.07,15678.67
"22636",14157.68,13781.98
"22637",12608.62,12436.72
"22638",830.34,827.79
"22639",4266.02,4250.72
"22640",900.96,900.96
"22641",803.03,803.03
"22642",2466.24,2466.24
"22643",1129.49,1129.49
"22644",8123.33,7868.88
"22645",13448.97,13323.02
"22646",14122.16,13967.16
"22647",972.76,937.96
"22649",12426.41,12063.61
"22650",3032.31,2978.66
"22651",3085.09,3085.09
"22652",18728.29,18635.89
"22653",7078.06,6992.26
"22654",22331.27,22024.87
"22655",13140.00,10819.50
"22656",9290.00,6921.50
"22657",50.15,50.15
"22659",32528.95,31954.00
"22660",6542.15,6494.45
"22661",6875.06,6861.72
"22662",17122.03,17008.18
"22663",12723.80,12657.50
"22664",3434.00,3408.80
"22665",12006.87,11876.92
"22666",40142.72,39487.17
"22667",13796.55,13403.05
"22668",12559.24,12381.59
"22669",8961.13,8818.88
"22670",5884.78,4544.22
"22671",3023.22,3016.82
"22672",5089.55,5061.50
"22673",1757.66,1639.65
"22674",3171.18,3153.68
"22675",2909.99,2874.99
"22676",2827.57,2813.82
"22677",2492.30,2478.55
"22678",2142.38,2128.63
"22679",1947.04,1934.54
"22680",2089.68,2052.18
"22681",1777.22,1762.41
"22682",1673.11,1659.36
"22683",1695.25,1680.25
"22684",1521.73,1505.48
"22685",1508.53,1496.03
"22686",2233.83,2203.83
"22687",6602.41,6602.41
"22688",4892.04,4892.04
"22689",9561.80,9207.80
"22690",16343.13,16294.83
"22691",5794.94,5129.59
"22692",18828.09,18163.04
"22693",22139.18,22049.18
"22694",12801.40,12453.40
"22695",2318.28,2318.28
"22696",3004.40,3004.40
"22697",36870.36,36363.56
"22698",28035.60,27488.85
"22699",43461.65,42160.50
"22700",3196.53,3165.23
"22701",1686.36,1643.36
"22702",3214.84,3210.89
"22703",1295.70,1295.70
"22704",3576.52,3555.52
"22705",1581.72,1571.22
"22706",1696.18,1675.18
"22707",908.88,908.88
"22708",2151.00,2140.50
"22709",1109.66,1099.16
"22710",2854.88,2791.88
"22711",2241.84,2210.34
"22712",3227.11,3211.57
"22713",3017.96,3009.56
"22714",2298.89,2257.85
"22715",1186.78,1186.78
"22716",2356.39,2351.35
"22717",1087.52,1082.48
"22718",1262.48,1247.36
"22719",2605.11,2574.67
"22720",42919.48,42184.43
"22721",5400.80,5400.80
"22722",28413.62,28271.92
"22723",4839.50,4831.60
"22725",12282.00,12068.25
"22726",40319.68,40042.18
"22727",42384.45,42069.45
"22728",27144.64,26945.89
"22729",13427.56,13296.67
"22730",16783.04,16531.79
"22731",4601.56,4559.06
"22732",5740.09,5740.09
"22733",4770.94,4745.94
"22734",32037.33,31950.63
"22735",2936.38,2936.38
"22736",5242.30,5204.35
"22737",6755.32,6689.32
"22738",9593.46,9386.46
"22739",8690.04,8499.54
"22740",12412.19,12412.19
"22741",9673.95,9630.60
"22742",2723.16,2717.26
"22743",5750.49,5732.79
"22744",5000.85,4837.15
"22745",12709.13,12681.83
"22746",8106.48,8081.28
"22747",5185.40,5160.20
"22748",13130.79,13086.69
"22749",18300.87,18297.12
"22750",12300.69,12263.19
"22751",8926.65,8904.15
"22752",30657.91,28888.21
"22753",2168.33,2158.13
"22754",3453.91,3443.71
"22755",3370.66,3360.46
"22756",1555.69,1540.69
"22757",3436.63,3435.38
"22758",2937.06,2914.56
"22759",17594.72,17551.82
"22760",4972.63,4846.93
"22761",1281.81,1188.01
"22762",4021.49,3776.59
"22763",5771.59,5701.94
"22764",3562.41,3468.61
"22765",3806.30,3791.35
"22766",13448.32,13227.07
"22767",9920.83,9522.83
"22768",11819.25,11444.05
"22769",4114.92,3714.77
"22770",2121.84,2017.19
"22771",12347.05,12309.55
"22772",7332.93,7314.18
"22773",3750.76,3735.76
"22774",4263.41,4228.60
"22775",6760.00,6672.50
"22776",20350.92,19120.57
"22777",4336.29,4286.14
"22778",4417.46,4166.69
"22779",6652.60,6542.10
"22780",6193.09,6086.84
"22781",8487.62,8120.87
"22782",3712.30,3712.30
"22783",6355.43,6355.43
"22784",8521.46,8272.46
"22785",2662.93,2662.93
"22786",1890.86,1890.86
"22788",4275.29,4208.54
"22789",2546.99,2545.04
"22790",3884.00,3884.00
"22791",13471.75,13262.75
"22792",4061.01,4050.81
"22794",3691.20,3651.45
"22795",12886.07,12767.12
"22796",8556.50,7992.65
"22797",4699.88,4288.13
"22798",8443.82,8290.42
"22799",2188.58,2180.08
"22800",5463.17,5388.17
"22801",6380.05,6241.66
"22802",2412.48,2412.48
"22803",2560.03,2560.03
"22804",15274.72,13979.92
"22805",3750.96,3734.71
"22806",1248.14,1113.94
"22807",4916.08,4864.83
"22808",1388.86,1335.76
"22809",8275.68,8125.98
"22810",7370.13,7200.53
"22811",3457.33,3454.38
"22812",13306.59,13214.94
"22813",8251.38,8249.43
"22814",1437.18,1437.18
"22815",1876.62,1876.62
"22816",3463.46,3443.30
"22817",1812.96,1812.96
"22818",3122.24,3061.76
"22819",1783.60,1783.60
"22820",928.28,926.98
"22821",1249.54,1239.14
"22822",3565.29,3553.39
"22823",3655.00,3655.00
"22824",2153.95,2118.00
"22825",846.84,785.64
"22826",6210.00,5692.50
"22827",7150.00,6570.00
"22828",2565.00,2275.00
"22829",2780.84,2692.94
"22830",3898.22,3898.22
"22831",2414.71,2414.71
"22832",2190.75,2115.50
"22833",4313.49,4313.49
"22834",12612.63,12281.38
"22835",32767.40,30818.60
"22837",18485.11,18327.46
"22838",14590.94,12789.19
"22839",11207.03,10984.98
"22840",10414.62,10185.07
"22841",6313.31,6162.26
"22842",5549.06,5414.86
"22843",4118.54,4011.34
"22844",14670.57,14434.27
"22845",8271.42,8183.32
"22846",14599.73,14132.18
"22847",19686.94,18877.44
"22848",6789.65,6581.30
"22849",6702.80,6451.60
"22850",123.60,0.00
"22851",4455.50,4389.20
"22852",2721.32,2700.07
"22853",2488.14,2468.64
"22854",6071.05,6041.35
"22855",6416.92,6401.92
"22856",1139.14,1112.89
"22857",1091.90,1091.90
"22858",2027.58,2011.08
"22859",2276.10,2223.30
