"stock_code","recency_days"
"23115",1
"23116",3
"23117",2
"23118",0
"23119",1
"23120",1
"23121",3
"23122",0
"23123",0
"23124",35
"23125",9
"23126",0
"23127",0
"23128",1
"23129",3
"23130",4
"23131",0
"23132",0
"23133",0
"23134",81
"23135",0
"23136",3
"23137",2
"23138",3
"23139",1
"23140",25
"23141",0
"23142",11
"23143",0
"23144",0
"23145",0
"23146",3
"23147",0
"23148",0
"23149",9
"23150",3
"23151",0
"23152",4
"23153",0
"23154",1
"23155",0
"23156",0
"23157",4
"23158",0
"23159",10
"23160",1
"23161",1
"23162",1
"23163",0
"23164",1
"23165",0
"23166",0
"23167",0
"23168",0
"23169",0
"23170",0
"23171",0
"23172",0
"23173",0
"23174",1
"23175",0
"23176",0
"23177",0
"23178",0
"23179",0
"23180",0
"23181",0
"23182",0
"23183",0
"23184",0
"23185",2
"23186",2
"23187",35
"23188",0
"23189",0
"23190",0
"23191",0
"23192",1
"23193",0
"23194",0
"23196",0
"23197",0
"23198",0
"23199",0
"23200",0
"23201",0
"23202",0
"23203",0
"23204",0
"23205",0
"23206",0
"23207",0
"23208",0
"23209",0
"23210",0
"23211",0
"23212",0
"23213",0
"23214",1
"23215",0
"23216",1
"23217",2
"23218",1
"23219",1
"23220",0
"23221",0
"23222",0
"23223",0
"23224",0
"23225",0
"23226",4
"23227",0
"23228",0
"23229",0
"23230",0
"23231",0
"23232",0
"23233",1
"23234",0
"23235",0
"23236",0
"23237",0
"23238",0
"23239",0
"23240",0
"23241",0
"23242",1
"23243",0
"23244",0
"23245",0
"23247",0
"23249",1
"23250",0
"23251",0
"23252",0
"23253",1
"23254",0
"23255",0
"23256",0
"23263",0
"23264",0
"23265",0
"23266",0
"23267",0
"23268",19
"23269",0
"23270",0
"23271",1
"23272",0
"23273",0
"23274",0
"23275",0
"23280",0
"23281",0
"23282",3
"23283",0
"23284",0
"23285",0
"23286",1
"23287",0
"23288",1
"23289",1
"23290",0
"23291",0
"23292",0
"23293",0
"23294",0
"23295",0
"23296",0
"23297",16
"23298",0
"23299",0
"23300",0
"23301",0
"23302",0
"23303",4
"23304",3
"23305",3
"23306",3
"23307",0
"23308",0
"23309",0
"23310",0
"23311",0
"23312",0
"23313",0
"23314",0
"23315",0
"23316",0
"23317",0
"23318",0
"23319",0
"23320",0
"23321",0
"23322",0
"23323",0
"23324",3
"23325",11
"23326",0
"23327",3
"23328",0
"23329",0
"23330",0
"23331",0
"23332",0
"23333",1
"23334",0
"23335",0
"23336",0
"23337",0
"23338",0
"23339",0
"23340",0
"23341",0
"23342",2
"23343",0
"23344",0
"23345",0
"23346",0
"23347",0
"23348",7
"23349",0
"23350",0
"23351",0
"23352",0
"23353",0
"23354",0
"23355",0
"23356",0
"23357",0
"23358",0
"23359",0
"23360",1
"23365",0
"23366",0
"23367",0
"23368",0
"23369",0
"23370",0
"23371",0
"23372",0
"23373",2
"23374",0
"23375",0
"23376",0
"23377",0
"23378",0
"23379",0
"23380",0
"23381",0
"23382",0
"23388",0
"23389",0
"23390",0
"23391",0
"23392",0
"23393",0
"23394",0
"23395",0
"23396",0
"23397",0
"23398",0
"23399",0
"23400",1
"23401",0
"23402",1
"23403",0
"23404",0
"23405",0
"23406",2
"23407",0
"23408",2
"23409",4
"23410",13
"23411",6
"23412",59
"23413",0
"23414",8
"23415",0
"23416",0
"23417",0
"23418",0
"23419",1
"23420",5
"23421",5
"23422",1
"23423",1
"23424",0
"23425",0
"23426",0
"23427",1
"23428",0
"23429",0
"23430",0
"23431",8
"23432",2
"23433",4
"23434",0
"23435",0
"23436",1
"23437",0
"23438",0
"23439",0
"23440",1
"23441",1
"23442",1
"23444",1
"23445",0
"23446",1
"23447",1
"23448",9
"23449",23
"23451",0
"23452",0
"23453",0
"23454",0
"23455",1
"23456",5
"23457",0
"23458",0
"23459",1
"23460",3
"23461",1
"23462",0
"23463",0
"23464",0
"23465",1
"23466",0
"23467",0
"23468",15
"23469",0
"23470",3
"23471",6
"23472",1
"23473",1
"23474",1
"23475",1
"23476",8
"23477",8
"23478",7
"23479",0
"23480",0
"23481",3
"23482",2
"23483",0
"23484",0
"23485",0
"23486",0
"23487",0
"23489",0
"23490",0
"23491",1
"23492",4
"23493",0
"23494",0
"23495",0
"23496",1
"23497",0
"23498",0
"23499",0
"23500",0
"23501",0
"23502",1
"23503",0
"23504",0
"23505",0
"23506",0
"23507",0
"23508",0
"23509",1
"23510",0
"23511",1
"23512",1
"23513",3
"23514",5
"23515",0
"23516",3
"23517",2
"23518",6
"23519",15
"23520",3
"23521",0
"23522",0
"23523",0
"23524",0
"23525",0
"23526",0
"23527",0
"23528",0
"23529",1
"23530",0
"23531",0
"23532",1
"23533",0
"23534",0
"23535",0
"23536",0
"23537",0
"23538",0
"23539",3
"23540",3
"23541",2
"23542",0
"23543",0
"23544",3
"23545",0
"23546",0
"23547",2
"23548",1
"23549",8
"23550",0
"23551",0
"23552",0
"23553",0
"23554",1
"23555",0
"23556",1
"23557",0
"23558",1
"23559",0
"23560",1
"23561",0
"23562",0
"23564",0
"23565",0
"23566",0
"23567",0
"23568",0
"23569",0
"23570",0
"23571",0
"23574",2
"23575",0
"23576",0
"23578",1
"23579",0
"23580",1
"23581",0
"23582",0
"23583",0
"23595",45
"23597",0
"23598",0
"23601",10
"23602",27
"23603",1
"23604",52
"23605",64
"23607",15
"23608",0
"23609",10
"23610",28
"23611",0
"23612",21
"23613",10
"23614",1
"23615",2
"23616",0
"23617",9
"23619",30
"23620",20
"23621",0
"23623",9
"23624",28
"23625",6
"23626",1
"23627",13
"23628",38
"23629",13
"23630",8
"23632",8
"23633",17
"23634",2
"23635",0
"23636",0
"23637",1
"23638",15
"23639",21
"23640",1
"23643",38
"23644",0
"23645",1
"23646",21
"23649",13
"23650",1
"23652",21
"23654",0
"23660",0
"23661",0
"23664",27
"23681",0
"23691",1
"23692",9
"23694",0
"23695",0
"23697",0
"23702",23
"30086C",737
"35001B",633
"35001C",727
"35001G",1
"35001P",617
"35001W",358
"35004B",0
"35004C",276
"35004G",1
"35004P",363
"35004S",577
"35015",396
"35051B",732
"35071",730
"35085E",513
"35095A",0
"35095B",0
"35096A",643
"35096B",643
"35160",422
"35233",569
"35240",382
"35241",219
"35265",67
"35271S",371
"35400",15
"35443",14
"35471A",388
"35471D",0
"35537",568
"35591T",19
"35594",405
"35596",413
"35597A",368
"35597B",368
"35597D",98
"35598A",18
"35598B",8
"35598C",15
"35598D",5
"35599B",5
"35599D",5
"35600A",42
"35600D",436
"35603B",693
"35603C",395
"35605A",737
"35607A",324
"35607B",83
"35609A",363
"35610A",274
"35610B",274
"35610C",274
"35611B",274
"35631B",728
"35633B",375
"35637A",11
"35637C",11
"35638A",18
"35638B",18
"35644",383
"35645",49
"35646",0
"35647",273
"35648",0
"35649",1
"35650",130
"35651",28
"35652",640
"35653",120
"35654",491
"35751C",736
"35751D",736
"35793",716
"35809A",182
"35809B",241
"35810A",39
"35810B",8
"35811A",410
"35815B",723
"35815P",74
"35816B",574
"35816P",114
"35817B",574
"35817P",83
"35818B",22
"35818C",724
"35818P",3
"35819B",8
"35819P",25
"35821B",609
"35821P",723
"35822B",681
"35822P",681
"35823P",512
"35824B",574
"35824C",609
"35824P",592
"35832",360
"35833G",367
"35833P",14
"35837",729
"35838A",436
"35838B",437
"35840",716
"35909A",226
"35909B",177
"35910A",255
"35910B",33
"35911A",34
"35911B",262
"35912B",40
"35913B",33
"35914",50
"35915A",721
"35915B",76
"35915C",234
"35916A",51
"35916B",51
"35916C",51
"35918B",609
"35920",233
"35921",140
"35922",245
"35923",8
"35924",1
"35930",722
"35931",391
"35932",391
"35933",33
"35936",418
"35937",416
"35945",720
"35950",645
"35951",378
"35953",0
"35954",29
"35955",518
"35957",330
"35958",364
"35961",0
"35962",414
"35963",442
"35964",0
"35965",23
"35966",107
"35967",0
"35968",37
"35969",385
"35970",0
"35971",3
"35972",32
"35973",627
"35974",722
"35976B",730
"35978",519
"35979",608
"35980B",571
"35980C",422
"35981C",417
"35991",386
"35995",716
"35999",726
"37112",675
"37326",619
"37327",23
"37330",262
"37333",220
"37340",1
"37342",97
"37343",77
"37345",701
"37348",617
"37351",263
"37352",402
"37370",17
"37379A",323
"37379B",625
"37399",717
"37408",735
"37409",606
"37410",610
"37413",3
"37422",562
"37423",266
"37424",382
"37432",730
"37438",725
"37441",494
"37444A",149
"37444B",256
"37444C",256
"37446",2
"37447",1
"37448",0
"37449",1
"37450",0
"37451",670
"37461",368
"37462B",422
"37462E",3
"37464",356
"37467",59
"37468",50
"37471",57
"37474",367
"37475",6
"37476",49
"37477B",382
"37477C",381
"37479B",176
"37479P",31
"37481",551
"37482B",495
"37482P",239
"37483",549
"37484",730
"37485",654
"37487B",239
"37488A",239
"37489A",18
"37489B",18
"37489C",85
"37489D",4
"37491A",38
"37491B",143
"37491C",143
"37491D",143
"37492A",700
"37492B",429
"37492C",569
"37492D",567
"37494A",616
"37495",0
"37500",0
"37501",107
"37502",496
"37503",359
"37506",471
"37508",471
"37509",368
"40001",26
"40002",632
"40003",185
"40005B",16
"40016",78
"40018E",502
"40018F",460
"40046A",53
"40046C",722
"44089A",11
"44089C",76
"44091A",142
"44091C",491
"44092B",94
"44092C",50
"44217M",659
"44228",108
"44230",424
"44234",0
"44235",1
"44236",109
"44241C",491
"44242A",151
"44242B",73
"44265",301
"45008C",504
"45013",46
"45014",511
"45016",456
"46000M",0
"46000P",95
"46000R",1
"46000S",0
"46000U",5
"46037A",483
"46115B",279
"46118",0
"46126A",205
"46137D",629
"46138B",25
"46138D",624
"46307",498
"46775A",652
"46775B",729
"46775D",4
"46775E",453
"46776A",0
"46776B",0
"46776C",0
"46776D",0
"46776E",0
"46776F",0
"47013A",231
"47013C",171
"47016",37
"47021G",169
"47310M",0
"47341A",184
"47341B",8
"47343A",123
"47344B",190
"47347B",640
"47348A",98
"47351B",32
"47367B",44
"47369A",7
"47369B",7
"47420",4
"47421",1
"47422",7
"47469",0
"47471",1
"47480",0
"47481",9
"47502",452
"47503A",11
"47503E",436
"47503F",639
"47503G",637
"47503H",2
"47503J",366
"47503K",535
"47504E",423
"47504F",662
"47504G",577
"47504H",0
"47504J",632
"47504K",29
"47505",550
"47518F",10
"47552A",539
"47554",732
"47556",736
"47556B",234
"47559B",0
"47562",620
"47563A",0
"47563B",375
"47566",0
"47566B",4
"47567",660
"47567B",3
"47568",421
"47569",703
"47570",591
"47570B",254
"47574A",62
"47574B",205
"47578A",1
"47579",368
"47580",0
"47581B",553
"47583A",659
"47583B",659
"47585A",7
"47586A",16
"47587A",574
"47589",199
"47590A",2
"47590B",0
"47591A",471
"47591B",1
"47591C",480
"47591D",0
"47592A",452
"47592B",506
"47593A",254
"47593B",1
"47594A",14
"47594B",31
"47597",465
"47598",531
"47599A",6
"47599B",6
"48103",511
"48111",0
"48116",0
"48129",0
"48138",0
"48173A",681
"48173C",1
"48175",723
"48179",722
"48184",0
"48185",0
"48187",0
"48188",2
"48189",225
"48194",0
"48195",505
"48197",498
"49031B",433
"51008",0
"51012C",605
"51012L",626
"51014A",0
"51014C",0
"51014L",0
"51020A",226
"51020B",226
"62018",2
"62043B",203
"62074B",149
"62086A",168
"62094B",308
"62095B",375
"62096A",287
"62096B",276
"62097A",490
"62097B",200
"70006",0
"70007",0
"71028B",691
"71038",11
"71050",6
"71053",0
"71101A",725
"71101E",18
"71143",148
"71215",196
"71270",0
"71279",24
"71403",23
"71406C",9
"71434B",638
"71459",0
"71477",0
"71495A",15
"71495B",15
"71496A",36
"71496B",36
"71510",14
"72008",389
"72023F",487
"72024U",165
"72038B",568
"72038P",333
"72045D",645
"72051S",239
"72083A",617
"72084B",622
"72122",0
"72127",15
"72128",0
"72129",435
"72130",8
"72131",14
"72132",11
"72133",1
"72134",1
"72140E",54
"72140F",274
"72225C",10
"72225D",575
"72232",0
"72267",621
"72349B",0
"72351A",0
"72351B",1
"72369A",10
"72484",645
"72487",724
"72529W",427
"72586",7
"72598",0
"72606A",429
"72708",473
"72709",25
"72715",470
"72724",728
"72728",491
"72732",260
"72739B",682
"72739C",681
"72740A",703
"72740B",696
"72741",0
"72750A",588
"72750B",392
"72750C",618
"72750D",680
"72751A",734
"72751B",734
"72751C",670
"72752A",734
"72752B",727
"72753A",681
"72753B",622
"72753C",688
"72753D",686
"72754A",653
"72754B",699
"72754D",736
"72755C",622
"72755D",622
"72756",542
"72759",260
"72760B",0
"72771B",723
"72771C",725
"72772",691
"72779",583
"72780",0
"72781",424
"72783",0
"72785A",657
"72785B",678
"72789",424
"72793",387
"72796A",588
"72796B",523
"72796C",690
"72798C",309
"72799A",492
"72799B",702
"72799C",2
"72799D",435
"72799E",0
"72799F",14
"72800A",571
"72800B",1
"72800C",1
"72800D",10
"72800E",0
"72800F",383
"72801C",0
"72801D",0
"72801E",462
"72801F",679
"72801G",23
"72802A",8
"72802B",34
"72802C",8
"72803A",33
"72803B",371
"72805",670
"72807A",13
"72807B",15
"72807C",8
"72811",1
"72812",0
"72814",381
"72815",317
"72816",52
"72817",15
"72818",38
"72819",0
"72821",301
"75011",10
"75013B",326
"75049L",1
"75131",248
"75149N",583
"75172",157
"75178",2
"77079",180
"77081",464
"77101A",263
"78026",461
"78027",461
"78033",64
"78034B",68
"78056",682
"78124",10
"79000",87
"79026B",204
"79029",480
"79030A",498
"79030D",28
"79030G",188
"79051A",2
"79062D",114
"79063C",0
"79063D",11
"79065A",687
"79066K",0
"79067",352
"79070B",737
"79071B",178
"79072",553
"79140",406
"79144B",1
"79144C",1
"79149B",3
"79151B",10
"79157B",3
"79157V",35
"79160",0
"79161A",16
"79163",77
"79164",31
"79172D",403
"79190A",0
"79190B",0
"79190D",6
"79191B",0
"79191C",1
"79191D",0
"79192A",309
"79301",464
"79302M",0
"79303A",682
"79303B",486
"79303D",486
"79308B",527
"79315W",486
"79320",337
"79321",0
"79323B",38
"79323G",38
"79323GR",38
"79323LP",38
"79323P",38
"79323S",38
"79323W",38
"79328",500
"79329",242
"79331",246
"79336",97
"79337",153
"79338",647
"79340P",656
"79340W",659
"79341",38
"79342B",38
"79403",6
"79406",1
"79413",583
"79532",429
"79534",429
"81950B",113
"81950V",148
"81952B",135
"81952V",11
"81953B",144
"81953P",141
"81985A",474
"82001S",0
"82011A",25
"82011B",15
"82011C",15
"82011E",665
"82069",417
"82072",468
"82076",681
"82081",653
"82093",686
"82095",156
"82482",0
"82483",1
"82484",0
"82486",0
"82494L",0
"82545A",413
"82551",0
"82552",0
"82553",658
"82567",0
"82578",1
"82580",0
"82581",0
"82582",0
"82583",0
"82585",582
"82587",574
"82597",403
"82599",215
"82600",0
"82605",266
"82607A",423
"82607C",634
"82607E",398
"82613A",44
"82613B",2
"82613C",6
"82613D",2
"82615",372
"82616A",407
"82616B",1
"82616C",1
"84006",0
"84007",373
"84012",0
"84016",85
"84029C",703
"84029D",668
"84029E",0
"84029G",0
"84030B",644
"84030C",643
"84030E",0
"84031A",0
"84031B",0
"84032A",0
"84032B",0
"84033",85
"84050",38
"84051",3
"84077",0
"84078A",1
"84081",512
"84086B",2
"84086C",8
"84192",4
"84199",3
"84201B",14
"84201C",103
"84205C",646
"84206A",14
"84206B",19
"84206C",14
"84212",2
"84218",253
"84219",621
"84226",184
"84227",269
"84228",10
"84231",35
"84247C",375
"84247E",5
"84247G",147
"84247H",540
"84247J",720
"84247K",53
"84247L",234
"84247N",11
"84249A",0
"84249D",472
"84250M",511
"84251B",74
"84251C",126
"84251F",444
"84251G",1
"84251J",550
"84255A",687
"84255B",640
"84270",367
"84279B",175
"84279P",7
"84288B",533
"84292",540
"84292B",588
"84306",261
"84311",667
"84313A",424
"84313B",252
"84313C",188
"84327A",490
"84340",716
"84341B",23
"84347",0
"84352",78
"84356",0
"84358",122
"84360",3
"84366",574
"84367",470
"84371",682
"84375",0
"84378",0
"84380",0
"84387A",141
"84388",233
"84396",653
"84402B",140
"84402D",629
"84405A",430
"84406B",3
"84414B",624
"84415A",168
"84415B",184
"84422",77
"84424A",410
"84425A",574
"84427B",641
"84429A",0
"84437A",608
"84447",626
"84450A",674
"84450B",616
"84452",50
"84454",608
"84455",608
"84456",531
"84457",29
"84458",627
"84459A",21
"84459B",245
"84461",232
"84462",238
"84464",657
"84465",35
"84466",147
"84467",500
"84469",625
"84472",576
"84482",431
"84493",437
"84497",23
"84499",339
"84507B",93
"84507C",44
"84508A",79
"84508B",11
"84508C",21
"84509A",0
"84509B",0
"84509C",3
"84509E",1
"84509F",394
"84509G",0
"84510A",0
"84510B",493
"84510C",3
"84510E",3
"84510F",427
"84519A",0
"84519B",0
"84520B",280
"84520D",651
"84522",16
"84526",386
"84527",14
"84529A",597
"84529B",594
"84529C",552
"84531A",231
"84531B",231
"84532B",617
"84533B",637
"84534B",323
"84535A",214
"84535B",1
"84536A",0
"84536B",2
"84537B",633
"84539",152
"84546",512
"84548",153
"84549",30
"84550",13
"84551",63
"84555A",544
"84558A",0
"84559A",0
"84559B",36
"84559D",388
"84562A",291
"84562B",686
"84563A",200
"84563B",77
"84564",547
"84567",687
"84568",0
"84569A",3
"84569B",262
"84569C",258
"84569D",0
"84570B",687
"84572",736
"84575A",233
"84575B",662
"84576",141
"84578",603
"84580",1
"84581",4
"84582",622
"84584",151
"84586L",677
"84592",8
"84593",276
"84595B",529
"84595E",128
"84596B",0
"84596E",252
"84596F",0
"84596G",0
"84596I",606
"84596J",200
"84596K",387
"84596L",82
"84597B",162
"84597C",189
"84598",0
"84599",594
"84600",0
"84601A",511
"84608",693
"84609",3
"84611B",307
"84612B",307
"84613A",307
"84613C",366
"84614A",307
"84614C",702
"84615",605
"84616",17
"84617",24
"84619",646
"84620",358
"84621",595
"84622",676
"84623",646
"84625A",1
"84625B",568
"84625C",66
"84625D",386
"84626",730
"84627",438
"84629",115
"84630",687
"84631",161
"84632",140
"84637",76
"84638",50
"84641",680
"84648",737
"84653",625
"84656",567
"84657",598
"84658",2
"84659A",18
"84660A",66
"84660B",93
"84660C",92
"84661A",1
"84661B",1
"84661C",2
"84663A",18
"84664",410
"84665",17
"84666",233
"84670",382
"84671B",697
"84673A",14
"84673B",3
"84674",3
"84675",325
"84676",478
"84678",261
"84679",3
"84680",460
"84682",437
"84683",219
"84684",552
"84685",201
"84686",151
"84687",24
"84688",148
"84689",219
"84690",480
"84691",192
"84692",0
"84705A",610
"84705B",716
"84705C",219
"84705D",515
"84705F",599
"84706A",649
"84706B",636
"84706C",681
"84706D",201
"84706F",11
"84707A",0
"84707B",0
"84708B",1
"84709A",406
"84709B",165
"84711A",5
"84711B",1
"84712B",8
"84715",239
"84720",624
"84721",734
"84723",122
"84725",77
"84726",476
"84731",130
"84732B",112
"84732D",112
"84741C",225
"84743C",247
"84744",23
"84745A",226
"84745B",226
"84746",141
"84748",9
"84750A",245
"84750B",233
"84751B",241
"84753A",658
"84754",76
"84755",0
"84757",550
"84760L",583
"84760S",210
"84761",448
"84762A",519
"84762B",452
"84762C",566
"84763",195
"84765",632
"84766",35
"84767",635
"84770",581
"84773",368
"84782A",476
"84782B",551
"84782C",459
"84789",140
"84791",507
"84792",0
"84795A",491
"84795B",8
"84795C",311
"84795D",493
"84795E",494
"84796A",6
"84796B",31
"84797A",552
"84797B",542
"84798A",71
"84798B",170
"84798C",672
"84799",239
"84800L",188
"84800M",103
"84800S",88
"84801A",16
"84801B",246
"84802A",354
"84802B",283
"84803A",298
"84803B",120
"84804A",3
"84804B",1
"84805A",3
"84805B",1
"84806A",1
"84806B",3
"84807",569
"84809A",170
"84809B",172
"84813",2
"84814A",622
"84814B",733
"84815",541
"84816",71
"84817",0
"84818",38
"84819",0
"84820",0
"84821",0
"84823",304
"84824",18
"84826",1
"84827",4
"84828",0
"84830",641
"84832",0
"84836",0
"84837",494
"84838",695
"84839",242
"84840",259
"84842",12
"84843",1
"84845A",732
"84845C",477
"84845D",413
"84846A",59
"84847",129
"84849A",8
"84849B",141
"84849D",7
"84854",373
"84855",516
"84856L",266
"84856S",239
"84857A",567
"84857B",140
"84857C",156
"84858A",449
"84858B",554
"84858C",240
"84859A",0
"84859B",0
"84859C",4
"84864A",476
"84865",160
"84867A",582
"84867B",682
"84868A",677
"84868B",579
"84869",592
"84870B",15
"84870C",39
"84872A",135
"84873A",190
"84874B",129
"84875A",373
"84875B",2
"84875D",76
"84876B",8
"84876C",642
"84876D",77
"84877A",178
"84877B",8
"84877D",74
"84879",0
"84880",1
"84881",145
"84882",8
"84884A",2
"84886",525
"84891B",385
"84893",647
"84898F",259
"84899E",574
"84899F",378
"84901",414
"84902",522
"84905",162
"84906",190
"84907",78
"84908A",392
"84908B",385
"84909A",625
"84910A",141
"84912A",78
"84912B",3
"84913A",31
"84913B",6
"84914A",547
"84915",2
"84916",219
"84917",197
"84918",438
"84919",78
"84920",1
"84921",50
"84922",6
"84923",0
"84924A",6
"84924D",393
"84924F",132
"84925A",620
"84925C",577
"84925D",169
"84925E",695
"84925F",130
"84926A",8
"84926B",599
"84926C",490
"84926D",2
"84926E",3
"84926F",2
"84927A",107
"84927D",136
"84927E",144
"84927F",2
"84929",14
"84931A",9
"84931B",3
"84932A",542
"84932B",592
"84932C",526
"84932D",598
"84933A",675
"84933B",685
"84933C",685
"84934",609
"84937",580
"84942",683
"84944",34
"84945",0
"84946",0
"84947",0
"84948",577
"84949",0
"84950",1
"84951A",3
"84951B",1
"84952A",24
"84952B",2
"84952C",59
"84962",568
"84963A",369
"84963B",126
"84964A",401
"84964B",401
"84965A",401
"84965B",401
"84966A",401
"84966B",401
"84966C",401
"84967A",411
"84967B",401
"84967C",423
"84968A",4
"84968B",247
"84968C",16
"84968D",1
"84968E",0
"84968F",26
"84969",2
"84970L",0
"84970S",0
"84971L",13
"84971S",0
"84972L",513
"84974",38
"84975",365
"84976",0
"84977",266
"84978",0
"84984A",31
"84984B",31
"84984C",389
"84984D",31
"84985A",282
"84985B",561
"84986B",421
"84987",3
"84988",1
"84989A",3
"84989B",487
"84990",214
"84991",0
"84992",0
"84993A",0
"84993B",122
"84997A",0
"84997B",0
"84997C",0
"84997D",0
"85006",225
"85007",647
"85008",242
"85014A",3
"85014B",0
"85014C",545
"85014D",619
"85015",0
"85016",192
"85017A",249
"85017B",30
"85017C",204
"85018A",482
"85018B",400
"85018C",379
"85018D",328
"85019A",1
"85019B",1
"85019C",183
"85020",3
"85023A",598
"85023B",4
"85023C",333
"85024A",734
"85024B",4
"85024C",16
"85025B",1
"85025C",106
"85026B",0
"85027L",233
"85028L",245
"85028S",245
"85030",245
"85031A",239
"85031B",357
"85031C",358
"85032A",1
"85032B",1
"85032C",0
"85032D",42
"85033G",444
"85033S",395
"85034A",16
"85034B",1
"85034C",2
"85035A",43
"85035B",42
"85035C",11
"85036A",23
"85036B",21
"85036C",15
"85038",0
"85039A",0
"85039B",0
"85039C",1
"85040A",0
"85040B",241
"85041",511
"85042",336
"85043",680
"85044",381
"85045",37
"85047",315
"85048",0
"85049A",0
"85049B",79
"85049C",0
"85049D",71
"85049E",0
"85049F",74
"85049G",0
"85049H",0
"85050",577
"85053",0
"85054",10
"85055",325
"85059",0
"85060",478
"85061W",0
"85062",1
"85063",249
"85064",242
"85065",289
"85066",0
"85067",329
"85068",366
"85069",728
"85070",469
"85071A",3
"85071B",1
"85071C",0
"85071D",3
"85072",728
"85077",717
"85078",36
"85079",716
"85080",438
"85081",427
"85083",728
"85084",353
"85086A",118
"85087",62
"85088",8
"85089",21
"85090",379
"85091",479
"85092",291
"85093",35
"85094",0
"85095",3
"85096",3
"85097B",459
"85098B",271
"85099B",0
"85099C",0
"85099F",0
"85103",137
"85104",1
"85106",10
"85107",2
"85109",354
"85110",437
"85111",0
"85112",670
"85113",476
"85114A",7
"85114B",0
"85114C",0
"85115B",58
"85116",56
"85117",584
"85118",321
"85119",366
"85121B",529
"85121C",386
"85123A",0
"85123B",716
"85124A",433
"85124B",15
"85124C",47
"85125",12
"85126",315
"85127",0
"85128",695
"85129A",466
"85129B",3
"85129C",1
"85129D",3
"85130A",199
"85130B",1
"85130C",1
"85130D",1
"85131A",39
"85131B",0
"85131C",24
"85131D",0
"85132A",199
"85132B",170
"85132C",98
"85135A",10
"85135B",21
"85135C",0
"85136A",3
"85136B",359
"85136C",0
"85141",175
"85142",518
"85144",219
"85145",224
"85146",245
"85147",586
"85150",0
"85151",725
"85152",0
"85157",694
"85159A",4
"85159B",8
"85160A",317
"85160B",25
"85161",12
"85162A",548
"85162B",548
"85162C",548
"85163A",15
"85163B",3
"85164B",435
"85165",406
"85166A",687
"85166B",389
"85167A",617
"85167B",238
"85168A",542
"85168B",0
"85169A",0
"85169B",1
"85169C",0
"85169D",10
"85170A",366
"85170B",9
"85170C",0
"85170D",0
"85171",731
"85172",2
"85173",0
"85174",0
"85175",7
"85176",0
"85177",0
"85178",0
"85179A",0
"85179B",389
"85179C",0
"85180A",3
"85180B",2
"85183A",3
"85183B",4
"85184B",577
"85184C",0
"85184D",437
"85185B",8
"85185C",494
"85185D",197
"85185E",688
"85185F",641
"85186A",238
"85186B",627
"85186C",50
"85187",11
"85188A",140
"85188B",257
"85189",267
"85190",631
"85192S",668
"85194L",16
"85194S",5
"85195",267
"85196",619
"85197",132
"85198",204
"85199L",0
"85199S",0
"85200",234
"85202",9
"85203",3
"85204",1
"85205A",626
"85205B",231
"85206A",266
"85206B",322
"85208",10
"85211",57
"85212",1
"85213",131
"85214",120
"85215",83
"85216",21
"85217",455
"85218",660
"85219",703
"85220",660
"85221",577
"85222",535
"85224",260
"85225",2
"85226A",379
"85226C",394
"85227",0
"85230A",6
"85230B",2
"85230C",728
"85230D",728
"85230E",83
"85230F",28
"85230G",6
"85231B",0
"85231E",543
"85231G",17
"85231L",585
"85232A",185
"85232B",300
"85232C",692
"85232D",1
"90000A",22
"90000B",136
"90000C",689
"90000D",13
"90001A",38
"90001B",30
"90001C",49
"90001D",60
"90002A",400
"90002B",409
"90002C",477
"90002D",214
"90002E",477
"90003B",9
"90003C",0
"90003D",9
"90003E",0
"90004A",723
"90005A",225
"90010A",0
"90010B",243
"90010E",6
"90011A",14
"90011B",8
"90011C",15
"90011D",16
"90011E",84
"90012A",59
"90012B",26
"90013A",0
"90013B",8
"90013C",0
"90013D",162
"90013E",694
"90014A",0
"90014B",44
"90014C",11
"90016A",44
"90016B",0
"90016C",1
"90018A",0
"90018B",0
"90018C",13
"90019A",3
"90019B",0
"90019C",1
"90020",101
"90021",226
"90022",0
"90023",11
"90024A",399
"90024B",3
"90024C",136
"90024D",70
"90024E",254
"90024F",8
"90025A",60
"90025B",231
"90025C",410
"90025D",70
"90025E",185
"90025F",49
"90026A",178
"90026B",252
"90026C",30
"90026D",20
"90027A",101
"90027B",13
"90027C",13
"90027D",0
"90028",36
"90029",101
"90030A",10
"90030B",0
"90030C",14
"90031",14
"90032",44
"90033",9
"90034",234
"90035A",239
"90035B",532
"90035C",209
"90036A",125
"90036B",129
"90036C",6
"90036D",178
"90036E",49
"90036F",261
"90037A",318
"90037B",2
"90037C",2
"90037D",533
"90038A",15
"90038B",0
"90038C",97
"90039A",3
"90039B",134
"90039C",1
"90039D",2
"90040A",277
"90040B",216
"90040C",5
"90040D",451
"90041",6
"90042A",239
"90042B",379
"90042C",331
"90043",52
"90046",154
"90048",154
"90049",15
"90050",24
"90051",60
"90052",23
"90053",62
"90054",1
"90055",0
"90056",2
"90057",0
"90058A",2
"90058B",2
"90059A",0
"90059B",3
"90059C",0
"90059D",0
"90059E",0
"90059F",0
"90060B",358
"90060C",523
"90060D",358
"90060F",13
"90062",224
"90063A",36
"90063B",36
"90064A",21
"90064B",58
"90065A",165
"90065B",29
"90066A",427
"90067A",24
"90067B",134
"90068",266
"90069",36
"90070",15
"90071",3
