"customer_id","recency_days","frequency_completed","cancellation_count","monetary_gross","monetary_net","avg_interval_whole_day","avg_interval_fractional_day","distinct_variants_purchased","distinct_families_purchased","order_return_rate_pct","line_item_return_rate_pct"
"14050",31,2,0,746.36,746.36,74.0,74.84,49,49,0.0,0.0
"14051",0,37,5,21770.98,21441.48,19.9,20.44,82,79,11.9,3.0
"14052",19,2,0,466.66,466.66,371.0,371.04,115,115,0.0,0.0
"14053",123,4,0,572.30,572.30,120.3,120.71,3,3,0.0,0.0
"14054",64,1,0,92.46,92.46,NULL,NULL,6,6,0.0,0.0
"14055",105,3,0,1520.96,1520.96,308.0,308.50,33,29,0.0,0.0
"14056",0,23,6,8152.71,8063.30,12.3,12.86,320,318,20.7,1.9
"14057",23,22,1,8346.66,8276.10,33.4,33.95,244,243,4.3,1.5
"14058",462,2,0,469.19,469.19,67.0,67.92,23,23,0.0,0.0
"14059",266,1,0,183.60,183.60,NULL,NULL,8,8,0.0,0.0
"14060",4,30,2,8898.24,8882.30,21.4,21.87,100,100,6.3,0.8
"14061",506,3,0,917.43,917.43,114.5,115.49,17,12,0.0,0.0
"14062",9,24,3,25585.65,25416.28,30.9,31.30,141,131,11.1,1.4
"14063",686,7,0,9471.50,9471.50,7.0,7.48,29,24,0.0,0.0
"14064",28,15,6,3260.24,2967.57,46.6,47.00,131,129,28.6,3.3
"14065",388,3,1,891.02,889.37,21.0,21.09,42,42,25.0,2.0
"14066",266,1,0,152.55,152.55,NULL,NULL,7,7,0.0,0.0
"14067",63,2,0,374.70,374.70,32.0,32.93,51,50,0.0,0.0
"14068",319,4,1,1516.72,1493.32,118.7,119.08,93,90,20.0,0.9
"14069",514,2,0,225.81,225.81,46.0,46.99,37,32,0.0,0.0
"14070",684,1,0,321.60,321.60,NULL,NULL,40,40,0.0,0.0
"14071",3,8,1,1422.75,1291.34,37.0,37.29,270,260,11.1,2.7
"14072",666,1,0,390.85,390.85,NULL,NULL,19,18,0.0,0.0
"14073",20,1,1,151.04,139.54,NULL,NULL,13,13,50.0,7.1
"14074",622,1,0,219.40,219.40,NULL,NULL,6,6,0.0,0.0
"14075",4,5,0,1724.87,1724.87,115.8,116.45,58,58,0.0,0.0
"14076",128,1,0,118.67,118.67,NULL,NULL,43,43,0.0,0.0
"14077",40,6,0,615.08,615.08,70.2,70.97,43,42,0.0,0.0
"14078",101,9,0,1551.82,1551.82,64.5,64.99,106,103,0.0,0.0
"14079",124,1,0,375.10,375.10,NULL,NULL,12,12,0.0,0.0
"14080",32,5,1,1115.68,1075.73,175.5,176.21,74,71,16.7,1.2
"14081",266,10,6,4867.57,4747.52,47.2,47.43,465,435,37.5,1.1
"14082",364,2,0,413.36,413.36,27.0,27.97,48,48,0.0,0.0
"14083",3,11,0,1082.19,1082.19,71.3,71.71,169,164,0.0,0.0
"14084",511,1,0,150.50,150.50,NULL,NULL,7,7,0.0,0.0
"14085",1,32,1,9705.67,9692.92,23.1,23.52,478,449,3.0,0.1
"14086",462,1,0,39.95,39.95,NULL,NULL,1,1,0.0,0.0
"14087",2,3,2,829.47,786.72,366.0,366.44,175,164,40.0,0.9
"14088",9,16,2,64036.80,63731.63,26.9,27.39,436,417,11.1,0.3
"14089",56,1,0,158.75,158.75,NULL,NULL,13,13,0.0,0.0
"14090",324,1,0,76.32,76.32,NULL,NULL,1,1,0.0,0.0
"14091",653,2,0,9530.08,9530.08,44.0,44.07,13,13,0.0,0.0
"14092",7,24,3,7229.45,7215.64,30.7,31.12,169,167,11.1,0.8
"14093",11,1,0,433.86,433.86,NULL,NULL,95,95,0.0,0.0
"14094",439,1,1,311.77,310.82,NULL,NULL,41,41,50.0,2.3
"14095",722,1,0,2.95,2.95,NULL,NULL,1,1,0.0,0.0
"14096",3,17,0,53258.43,53258.43,5.6,6.08,1118,1073,0.0,0.0
"14097",480,2,0,422.86,422.86,164.0,164.15,39,38,0.0,0.0
"14098",36,1,0,147.35,147.35,NULL,NULL,21,21,0.0,0.0
"14099",15,20,2,5750.91,5685.71,37.1,37.53,273,257,9.1,1.0
"14100",137,1,0,191.95,191.95,NULL,NULL,24,24,0.0,0.0
"14101",73,13,1,9961.93,9942.13,45.1,45.66,19,19,7.1,1.1
"14102",4,5,3,1105.88,1060.33,9.3,9.78,35,35,37.5,7.9
"14104",154,5,0,740.53,740.53,100.8,101.47,116,110,0.0,0.0
"14105",84,5,4,5988.83,5703.98,120.0,120.51,200,193,44.4,4.8
"14106",736,1,0,214.80,214.80,NULL,NULL,1,1,0.0,0.0
"14107",51,11,2,4877.30,4853.70,67.4,67.89,102,100,15.4,1.3
"14108",30,4,1,1044.96,1041.21,235.0,235.90,49,48,20.0,1.8
"14109",22,1,1,144.20,80.20,NULL,NULL,9,9,50.0,35.7
"14110",3,33,2,12987.95,12959.60,22.6,22.97,177,168,5.7,0.5
"14111",13,4,1,692.85,688.60,75.3,75.70,10,10,20.0,9.1
"14112",22,13,14,5834.59,5524.51,52.3,52.66,199,196,51.9,8.9
"14113",3,16,15,7092.61,6156.75,48.1,48.55,76,75,48.4,15.9
"14114",273,7,0,1364.09,1364.09,54.8,55.49,72,72,0.0,0.0
"14115",501,2,0,622.67,622.67,165.0,165.04,22,22,0.0,0.0
"14116",19,5,0,1382.74,1382.74,25.0,25.48,61,58,0.0,0.0
"14117",143,1,0,90.00,90.00,NULL,NULL,3,3,0.0,0.0
"14118",428,1,0,458.45,458.45,NULL,NULL,15,14,0.0,0.0
"14119",353,2,1,183.37,163.47,342.0,342.82,11,11,33.3,8.3
"14121",3,4,2,2780.15,2740.30,18.0,18.69,148,146,33.3,1.2
"14122",394,3,2,362.42,309.77,165.0,165.52,12,12,40.0,18.8
"14123",732,1,0,436.18,436.18,NULL,NULL,24,24,0.0,0.0
"14124",83,1,0,419.58,419.58,NULL,NULL,4,4,0.0,0.0
"14125",10,3,0,2720.63,2720.63,33.5,33.94,159,159,0.0,0.0
"14126",7,4,1,1172.46,1109.96,145.0,145.62,37,36,20.0,2.3
"14127",122,6,0,1900.08,1900.08,59.8,60.59,96,91,0.0,0.0
"14128",60,3,1,924.21,909.36,245.0,245.46,50,50,25.0,1.5
"14129",1,9,0,2591.34,2591.34,71.8,72.23,40,40,0.0,0.0
"14130",318,4,0,1858.77,1858.77,135.7,136.33,189,180,0.0,0.0
"14131",648,1,0,168.22,168.22,NULL,NULL,45,45,0.0,0.0
"14132",1,11,1,3586.03,3580.13,17.7,18.11,100,100,8.3,0.5
"14133",129,4,2,911.14,895.84,201.0,201.33,33,33,33.3,5.3
"14134",382,15,0,11123.35,11123.35,24.4,24.79,130,129,0.0,0.0
"14135",1,24,1,8839.67,8800.80,31.6,32.00,138,131,4.0,0.5
"14136",400,5,2,1570.81,1553.96,82.5,82.78,86,85,28.6,1.9
"14137",681,1,1,332.70,294.10,NULL,NULL,11,10,50.0,21.4
"14138",1,2,0,965.88,965.88,62.0,62.13,40,40,0.0,0.0
"14139",45,4,0,1086.80,1086.80,165.0,165.39,48,48,0.0,0.0
"14140",3,2,1,935.05,920.05,27.0,27.91,60,60,33.3,1.5
"14141",2,4,2,915.13,879.03,33.7,34.27,27,27,33.3,13.0
"14142",372,2,2,671.34,655.94,273.0,273.06,42,41,50.0,8.3
"14143",133,1,0,115.80,115.80,NULL,NULL,7,7,0.0,0.0
"14144",485,1,0,30.60,30.60,NULL,NULL,1,1,0.0,0.0
"14145",46,7,1,7600.05,7006.05,93.5,94.02,11,5,12.5,3.8
"14146",8,12,1,9450.30,8208.87,62.1,62.43,337,332,7.7,7.1
"14147",48,9,3,2590.20,2019.30,69.9,70.27,24,24,25.0,9.1
"14148",233,2,0,466.29,466.29,180.0,180.91,15,15,0.0,0.0
"14149",212,1,2,446.62,259.43,NULL,NULL,28,25,66.7,30.0
"14150",35,2,0,658.64,658.64,324.0,324.00,23,23,0.0,0.0
"14151",672,2,1,679.45,666.70,43.0,43.20,44,40,33.3,2.2
"14152",74,7,2,1997.34,1975.44,96.8,97.33,104,101,22.2,1.5
"14153",482,1,0,233.40,233.40,NULL,NULL,17,17,0.0,0.0
"14154",238,8,2,6460.70,6263.60,64.9,65.16,236,232,20.0,0.7
"14155",265,1,0,118.75,118.75,NULL,NULL,6,4,0.0,0.0
"14156",9,144,38,303069.88,297775.01,4.7,5.10,1443,1368,20.9,1.8
"14157",19,5,1,978.69,946.24,155.8,156.69,75,75,16.7,1.2
"14158",39,1,0,507.66,507.66,NULL,NULL,41,41,0.0,0.0
"14159",19,20,5,7849.58,7526.62,37.3,37.74,705,654,20.0,0.5
"14160",609,7,0,8421.47,8421.47,14.5,14.68,80,75,0.0,0.0
"14161",215,7,0,2996.93,2996.93,84.5,85.17,202,194,0.0,0.0
"14162",173,2,0,289.36,289.36,118.0,118.96,25,25,0.0,0.0
"14163",86,5,0,2594.62,2594.62,93.3,93.73,42,39,0.0,0.0
"14164",70,2,0,1631.77,1631.77,10.0,10.00,28,28,0.0,0.0
"14165",275,1,0,120.44,120.44,NULL,NULL,23,22,0.0,0.0
"14166",504,2,0,251.15,251.15,121.0,121.19,39,36,0.0,0.0
"14167",38,8,0,1274.29,1274.29,91.0,91.70,48,41,0.0,0.0
"14168",420,2,1,370.45,305.90,143.0,143.93,11,11,33.3,11.8
"14169",430,2,0,613.11,613.11,13.0,13.80,49,48,0.0,0.0
"14170",374,3,0,570.18,570.18,9.0,9.98,123,121,0.0,0.0
"14171",97,2,0,498.79,498.79,632.0,632.12,61,58,0.0,0.0
"14172",604,3,1,369.02,356.27,18.5,18.55,38,32,25.0,2.2
"14173",10,6,1,586.00,566.95,143.6,143.99,30,30,14.3,2.9
"14174",32,1,0,134.46,134.46,NULL,NULL,26,25,0.0,0.0
"14175",50,8,9,7678.88,7350.44,80.6,81.15,237,232,52.9,10.3
"14176",296,5,1,756.46,753.56,20.5,21.00,33,32,16.7,2.6
"14177",84,13,1,2209.69,2204.74,46.9,47.09,141,136,7.1,0.5
"14178",8,7,0,1580.26,1580.26,28.5,28.99,190,189,0.0,0.0
"14179",40,2,0,701.57,701.57,11.0,11.92,135,133,0.0,0.0
"14180",10,33,9,6117.50,5909.00,16.4,16.81,125,118,21.4,3.7
"14181",410,2,0,308.35,308.35,151.0,151.83,48,41,0.0,0.0
"14182",443,4,1,678.77,660.07,50.7,50.95,42,41,20.0,3.8
"14183",410,2,0,278.34,278.34,69.0,69.96,27,24,0.0,0.0
"14184",66,1,0,452.89,452.89,NULL,NULL,24,24,0.0,0.0
"14185",330,1,0,197.65,197.65,NULL,NULL,3,3,0.0,0.0
"14186",426,5,0,1550.63,1550.63,53.8,54.27,75,74,0.0,0.0
"14187",473,1,0,123.50,123.50,NULL,NULL,8,8,0.0,0.0
"14188",8,6,4,2054.36,2018.91,55.4,55.99,34,34,40.0,8.5
"14189",1,16,9,5503.15,5453.38,25.2,25.75,199,197,36.0,3.8
"14190",665,1,0,79.90,79.90,NULL,NULL,1,1,0.0,0.0
"14191",1,15,2,4817.66,4713.41,51.5,51.92,147,139,11.8,2.2
"14192",387,1,0,293.74,293.74,NULL,NULL,14,14,0.0,0.0
"14193",67,3,0,1210.19,1210.19,163.5,164.44,49,40,0.0,0.0
"14194",4,36,18,18670.59,18442.87,19.7,19.94,432,426,33.3,3.4
"14195",201,6,4,2615.60,2401.40,86.2,86.54,10,10,40.0,23.8
"14196",106,1,0,335.52,335.52,NULL,NULL,6,6,0.0,0.0
"14197",410,1,0,390.05,390.05,NULL,NULL,20,20,0.0,0.0
"14198",3,9,4,1569.73,1527.58,85.4,85.66,58,56,30.8,6.2
"14199",217,4,2,1091.70,916.50,103.7,104.02,15,15,33.3,10.0
"14200",616,1,0,379.20,379.20,NULL,NULL,21,21,0.0,0.0
"14201",59,10,2,1193.54,1134.14,58.2,58.67,47,47,16.7,3.5
"14202",380,3,0,847.76,847.76,121.5,121.64,27,27,0.0,0.0
"14203",396,1,0,339.34,339.34,NULL,NULL,16,16,0.0,0.0
"14204",1,4,0,1024.83,1024.83,244.7,245.00,186,169,0.0,0.0
"14205",16,9,2,2414.20,2156.30,77.8,78.24,79,78,18.2,11.5
"14206",238,3,2,1185.01,1145.21,81.0,81.60,62,62,40.0,2.7
"14207",687,1,0,157.80,157.80,NULL,NULL,2,2,0.0,0.0
"14208",94,2,0,567.05,567.05,456.0,456.98,34,34,0.0,0.0
"14209",10,15,4,4993.27,4937.37,47.7,48.29,133,130,21.1,2.5
"14210",90,16,5,5556.57,5509.37,39.3,39.81,143,136,23.8,2.2
"14211",52,18,8,4402.29,4301.69,39.4,39.82,155,153,30.8,5.1
"14212",89,2,0,2190.14,2190.14,356.0,356.04,18,18,0.0,0.0
"14213",371,1,1,1192.20,0.00,NULL,NULL,5,5,50.0,50.0
"14214",30,5,2,1004.38,1000.23,61.3,61.73,64,61,28.6,4.3
"14215",11,9,1,3250.33,3238.53,89.6,90.01,167,161,10.0,0.5
"14216",2,5,1,2150.04,2142.39,102.3,102.75,65,65,16.7,2.5
"14217",1,23,10,3298.59,3105.52,23.4,23.91,122,120,30.3,5.4
"14218",42,1,0,169.48,169.48,NULL,NULL,12,10,0.0,0.0
"14219",3,3,0,633.83,633.83,244.0,244.54,39,39,0.0,0.0
"14220",246,4,0,1515.00,1515.00,107.0,107.33,26,26,0.0,0.0
"14221",41,17,2,6517.49,6506.59,35.3,35.62,166,163,10.5,0.6
"14222",176,1,0,683.17,683.17,NULL,NULL,41,40,0.0,0.0
"14223",91,3,1,991.13,975.23,85.5,85.95,50,50,25.0,1.6
"14224",109,9,0,1841.71,1841.71,53.8,54.25,189,187,0.0,0.0
"14225",434,4,1,2031.07,2009.17,87.0,87.27,70,68,20.0,4.4
"14226",28,6,3,2985.13,2950.38,82.0,82.58,89,89,33.3,6.7
"14227",25,15,7,6366.16,6324.76,45.7,45.95,245,234,31.8,2.8
"14228",437,3,0,745.50,745.50,53.5,54.44,38,38,0.0,0.0
"14229",51,7,4,2594.04,2468.99,69.5,69.99,41,41,36.4,7.7
"14230",435,3,0,979.80,979.80,56.0,56.40,27,27,0.0,0.0
"14231",178,4,2,1235.62,1131.97,88.7,89.02,66,65,33.3,5.5
"14232",31,5,3,2048.07,2043.93,54.8,55.48,81,79,37.5,2.5
"14233",43,7,3,2904.27,2766.96,98.7,99.16,42,42,30.0,5.2
"14234",21,4,0,754.12,754.12,11.7,11.72,122,110,0.0,0.0
"14235",9,9,1,4717.99,4666.99,67.5,68.01,107,105,10.0,0.7
"14236",80,5,2,1555.34,1543.44,105.8,106.20,39,36,28.6,4.1
"14237",372,2,1,471.14,466.04,217.0,217.14,26,26,33.3,3.7
"14238",325,3,0,434.23,434.23,204.0,204.08,13,13,0.0,0.0
"14239",42,21,3,4263.17,4203.72,34.1,34.55,97,94,12.5,2.3
"14240",29,3,0,1247.49,1247.49,196.0,196.52,46,45,0.0,0.0
"14241",183,2,0,333.70,333.70,512.0,512.86,12,12,0.0,0.0
"14242",234,2,0,280.55,280.55,91.0,91.12,13,13,0.0,0.0
"14243",8,17,6,7217.75,7152.06,28.7,29.24,235,229,26.1,2.9
"14244",658,1,1,366.42,354.82,NULL,NULL,16,15,50.0,20.0
"14245",175,2,3,1693.45,1677.48,43.0,43.92,107,105,60.0,3.6
"14246",110,3,0,1474.06,1474.06,67.5,67.57,57,57,0.0,0.0
"14247",277,5,1,753.56,750.61,67.8,68.25,82,81,16.7,0.9
"14248",317,3,0,1032.95,1032.95,98.0,98.51,41,41,0.0,0.0
"14249",410,12,0,5400.46,5400.46,24.2,24.45,177,166,0.0,0.0
"14250",6,3,0,1904.05,1904.05,41.0,41.02,94,94,0.0,0.0
"14251",1,5,0,2879.70,2879.70,13.5,13.96,37,37,0.0,0.0
"14252",380,1,0,350.99,350.99,NULL,NULL,10,10,0.0,0.0
"14253",492,2,0,363.40,363.40,129.0,129.99,11,11,0.0,0.0
"14254",432,1,0,601.03,601.03,NULL,NULL,23,19,0.0,0.0
"14256",253,5,4,2460.79,2384.14,108.3,108.53,100,99,44.4,3.6
"14257",50,9,1,5954.45,5942.00,72.5,73.01,167,161,10.0,0.4
"14258",8,25,7,32051.34,31027.35,29.8,30.26,97,88,21.9,3.5
"14259",141,1,0,120.00,120.00,NULL,NULL,5,5,0.0,0.0
"14260",470,3,0,824.28,824.28,38.5,38.57,50,50,0.0,0.0
"14261",50,2,0,1163.45,1163.45,27.0,27.97,52,51,0.0,0.0
"14262",7,8,0,2618.23,2618.23,32.7,33.15,87,87,0.0,0.0
"14263",422,1,0,322.93,322.93,NULL,NULL,16,16,0.0,0.0
"14264",154,6,2,1517.36,1475.86,91.0,91.37,59,59,25.0,3.7
"14265",108,4,0,1373.35,1373.35,167.0,167.65,74,71,0.0,0.0
"14266",427,1,0,40.56,40.56,NULL,NULL,1,1,0.0,0.0
"14267",150,3,6,1516.24,1259.19,48.5,48.97,25,25,66.7,19.1
"14268",470,1,0,354.85,354.85,NULL,NULL,19,18,0.0,0.0
"14269",434,1,1,295.73,261.68,NULL,NULL,16,16,50.0,20.0
"14270",331,1,0,492.65,492.65,NULL,NULL,29,29,0.0,0.0
"14271",225,2,0,214.18,214.18,183.0,183.82,38,35,0.0,0.0
"14272",73,4,0,920.81,920.81,169.0,169.61,62,60,0.0,0.0
"14273",50,4,0,559.97,559.97,63.0,63.67,22,21,0.0,0.0
"14274",685,1,0,256.60,256.60,NULL,NULL,15,15,0.0,0.0
"14275",395,6,0,1189.38,1189.38,42.0,42.37,14,14,0.0,0.0
"14276",87,7,5,2102.68,1933.73,93.2,93.64,75,73,41.7,15.4
"14277",14,8,5,16789.16,3959.82,101.1,101.57,332,312,38.5,18.3
"14278",409,1,0,205.83,205.83,NULL,NULL,13,13,0.0,0.0
"14279",520,2,0,191.86,191.86,160.0,160.67,3,3,0.0,0.0
"14280",196,1,0,134.04,134.04,NULL,NULL,8,8,0.0,0.0
"14281",407,1,0,245.15,245.15,NULL,NULL,7,7,0.0,0.0
"14282",2,25,1,7250.76,7245.76,27.0,27.47,100,86,3.8,0.4
"14283",462,4,0,628.44,628.44,35.3,35.37,36,35,0.0,0.0
"14284",30,3,1,1299.65,1282.85,311.0,311.42,59,56,25.0,2.9
"14285",20,8,0,3284.42,3284.42,100.9,101.43,48,46,0.0,0.0
"14286",23,7,5,8479.76,8396.70,118.5,118.68,270,258,41.7,2.2
"14287",7,3,1,176.63,156.23,95.0,95.04,9,9,25.0,10.0
"14288",211,1,1,426.60,413.85,NULL,NULL,16,16,50.0,5.9
"14289",8,6,0,911.26,911.26,55.6,56.19,33,33,0.0,0.0
"14290",10,8,6,4516.56,4221.43,102.3,102.87,120,117,42.9,11.7
"14291",1,23,2,7904.10,7844.40,32.9,33.14,241,240,8.0,0.6
"14292",7,16,11,9226.25,8887.90,41.2,41.54,120,119,40.7,6.8
"14293",2,9,1,2903.01,2809.41,90.1,90.77,88,83,10.0,0.8
"14294",406,1,0,375.34,375.34,NULL,NULL,23,23,0.0,0.0
"14295",39,4,3,2352.91,2309.06,229.3,230.04,65,63,42.9,4.1
"14296",413,2,1,456.40,448.45,152.0,152.99,27,26,33.3,3.6
"14297",17,4,1,1305.33,1290.48,85.3,85.67,48,48,20.0,1.6
"14298",2,82,2,91194.49,90489.31,8.6,8.89,1370,1255,2.4,0.1
"14299",7,27,14,14070.25,12620.28,27.7,28.05,164,160,34.1,7.7
"14300",18,1,0,43.20,43.20,NULL,NULL,3,3,0.0,0.0
"14301",107,4,3,1992.18,1956.23,183.0,183.03,37,36,42.9,11.7
"14302",430,3,0,742.90,742.90,153.0,153.50,25,24,0.0,0.0
"14303",406,2,0,277.94,277.94,27.0,27.21,21,21,0.0,0.0
"14304",222,3,2,1725.01,1523.81,173.5,174.02,69,69,40.0,11.1
"14305",70,3,2,1858.96,1803.76,31.5,32.03,96,94,40.0,4.5
"14306",50,6,1,3151.40,3141.50,124.6,125.20,43,43,14.3,4.2
"14307",88,10,1,4287.92,4279.97,70.9,71.54,205,202,9.1,0.4
"14309",7,11,1,3780.81,3747.96,53.6,54.21,125,120,8.3,3.1
"14310",432,1,0,492.10,492.10,NULL,NULL,22,22,0.0,0.0
"14311",224,2,1,516.45,435.90,324.0,324.99,31,30,33.3,18.4
"14312",46,11,0,3090.29,3090.29,45.2,45.78,148,147,0.0,0.0
"14314",106,2,1,229.80,221.90,324.0,324.11,10,10,33.3,9.1
"14315",20,8,2,3197.82,3168.72,83.7,84.28,83,80,20.0,2.9
"14316",421,5,1,1370.34,1355.34,51.5,52.01,21,19,16.7,3.1
"14317",64,1,0,508.58,508.58,NULL,NULL,24,24,0.0,0.0
"14318",459,1,0,158.02,158.02,NULL,NULL,9,9,0.0,0.0
"14319",423,1,1,494.85,476.95,NULL,NULL,26,26,50.0,3.7
"14320",206,5,2,1346.75,1204.12,120.0,120.23,68,67,28.6,12.9
"14321",10,7,1,2218.06,2198.58,76.5,77.14,162,158,12.5,1.1
"14322",426,4,2,474.10,384.30,76.7,76.76,10,10,33.3,23.5
"14323",114,2,2,605.06,574.26,123.0,124.00,32,32,50.0,12.2
"14324",409,2,0,701.61,701.61,283.0,283.93,41,41,0.0,0.0
"14325",569,1,0,245.48,245.48,NULL,NULL,18,18,0.0,0.0
"14326",234,3,1,940.98,923.98,145.0,145.06,54,54,25.0,1.7
"14327",162,6,0,1894.93,1894.93,106.8,107.40,99,97,0.0,0.0
"14329",8,15,13,9887.62,9695.92,50.0,50.43,349,342,46.4,3.3
"14330",623,1,0,200.63,200.63,NULL,NULL,13,13,0.0,0.0
"14331",123,2,0,462.66,462.66,10.0,10.92,27,27,0.0,0.0
"14332",22,5,0,1917.41,1917.41,98.0,98.49,47,47,0.0,0.0
"14333",63,1,1,415.20,351.45,NULL,NULL,15,15,50.0,21.1
"14334",16,12,2,4318.48,4292.98,49.5,50.18,148,142,14.3,0.8
"14335",15,2,0,454.86,454.86,80.0,80.02,55,53,0.0,0.0
"14336",16,4,0,1614.91,1614.91,85.7,86.60,77,76,0.0,0.0
"14338",157,3,2,928.10,894.10,187.5,187.58,43,43,40.0,5.7
"14339",234,2,3,620.27,604.48,186.0,186.09,21,21,60.0,11.5
"14340",218,1,0,134.70,134.70,NULL,NULL,6,6,0.0,0.0
"14341",44,18,2,4452.02,4428.17,40.5,40.77,185,182,10.0,0.7
"14342",20,6,3,918.44,843.74,89.8,90.20,27,27,33.3,8.3
"14343",420,4,0,1079.66,1079.66,89.0,89.62,193,177,0.0,0.0
"14344",126,20,0,2993.05,2993.05,25.7,26.26,140,135,0.0,0.0
"14345",38,1,0,108.98,108.98,NULL,NULL,6,6,0.0,0.0
"14346",120,5,0,2315.75,2315.75,93.8,94.24,123,117,0.0,0.0
"14347",736,1,0,82.60,82.60,NULL,NULL,6,6,0.0,0.0
"14348",259,1,0,409.57,409.57,NULL,NULL,18,18,0.0,0.0
"14349",9,1,0,133.50,133.50,NULL,NULL,31,31,0.0,0.0
"14350",270,3,1,972.03,947.80,77.5,77.97,55,51,25.0,4.8
"14351",164,1,0,51.00,51.00,NULL,NULL,1,1,0.0,0.0
"14352",156,4,0,1078.96,1078.96,38.3,38.68,44,43,0.0,0.0
"14353",214,3,0,376.50,376.50,108.0,108.07,18,18,0.0,0.0
"14354",5,2,0,163.62,163.62,24.0,24.83,9,9,0.0,0.0
"14355",365,3,0,840.05,840.05,130.5,130.94,57,56,0.0,0.0
"14356",59,2,2,701.23,666.94,1.0,1.77,33,33,50.0,13.2
"14357",42,1,0,225.12,225.12,NULL,NULL,39,39,0.0,0.0
"14358",388,2,0,400.06,400.06,38.0,38.93,21,21,0.0,0.0
"14359",18,3,3,912.18,882.58,33.5,34.09,44,44,50.0,5.2
"14360",31,4,0,2118.03,2118.03,20.7,20.96,104,104,0.0,0.0
"14361",578,1,0,214.71,214.71,NULL,NULL,14,13,0.0,0.0
"14362",21,1,0,151.50,151.50,NULL,NULL,37,37,0.0,0.0
"14363",401,2,0,227.47,227.47,49.0,49.10,8,8,0.0,0.0
"14364",108,8,0,3717.35,3717.35,14.1,14.70,61,60,0.0,0.0
"14365",394,2,0,634.68,634.68,287.0,287.01,50,49,0.0,0.0
"14366",524,1,0,136.00,136.00,NULL,NULL,1,1,0.0,0.0
"14367",7,16,3,9227.82,9134.12,17.5,17.86,270,264,15.8,1.7
"14368",319,1,0,155.00,155.00,NULL,NULL,8,8,0.0,0.0
"14369",641,2,0,469.13,469.13,19.0,19.22,24,21,0.0,0.0
"14370",450,6,3,1175.78,1092.13,44.8,45.22,37,36,33.3,10.2
"14371",294,1,0,100.50,100.50,NULL,NULL,4,4,0.0,0.0
"14372",442,2,1,860.08,830.18,156.0,156.01,36,36,33.3,2.6
"14373",357,1,0,76.55,76.55,NULL,NULL,4,4,0.0,0.0
"14374",540,1,0,108.00,108.00,NULL,NULL,7,7,0.0,0.0
"14375",184,3,0,1106.82,1106.82,177.5,177.98,176,164,0.0,0.0
"14376",682,1,0,215.46,215.46,NULL,NULL,17,16,0.0,0.0
"14377",190,2,0,617.05,617.05,70.0,71.00,11,11,0.0,0.0
"14378",621,1,0,131.25,131.25,NULL,NULL,9,9,0.0,0.0
"14379",43,4,0,1265.16,1265.16,145.0,145.35,93,88,0.0,0.0
"14381",51,2,0,625.94,625.94,399.0,399.04,104,99,0.0,0.0
"14382",25,2,1,1193.63,1187.68,363.0,363.99,227,211,33.3,0.4
"14383",37,3,0,1247.69,1247.69,62.5,62.62,49,49,0.0,0.0
"14384",500,1,0,58.50,58.50,NULL,NULL,3,3,0.0,0.0
"14385",8,3,0,202.11,202.11,7.0,7.08,13,13,0.0,0.0
"14386",296,1,0,142.40,142.40,NULL,NULL,7,7,0.0,0.0
"14387",32,3,0,1727.60,1727.60,37.5,38.46,125,119,0.0,0.0
"14388",8,16,4,6388.20,6289.95,44.7,45.20,184,182,20.0,3.0
"14389",8,5,6,1898.01,1821.07,130.8,131.25,48,46,54.5,26.3
"14390",9,13,5,6150.03,6079.48,34.2,34.58,197,188,27.8,1.5
"14391",576,1,0,135.60,135.60,NULL,NULL,14,14,0.0,0.0
"14392",431,1,0,266.40,266.40,NULL,NULL,14,14,0.0,0.0
"14393",217,1,0,67.95,67.95,NULL,NULL,5,5,0.0,0.0
"14394",564,1,0,93.80,93.80,NULL,NULL,6,6,0.0,0.0
"14395",1,20,4,7801.93,7754.73,31.1,31.48,320,308,16.7,0.6
"14396",64,7,0,1969.38,1969.38,111.7,112.01,202,196,0.0,0.0
"14397",0,19,4,2612.96,2556.68,11.3,11.72,18,18,17.4,8.4
"14398",400,2,0,707.79,707.79,126.0,126.08,50,44,0.0,0.0
"14399",393,8,1,2108.21,2093.21,39.6,40.00,119,116,11.1,1.5
"14400",140,3,2,1732.47,1703.00,241.0,241.08,71,70,40.0,5.2
"14401",3,22,3,6795.90,6703.40,33.8,34.33,171,149,12.0,1.5
"14402",651,1,0,285.60,285.60,NULL,NULL,8,8,0.0,0.0
"14403",129,6,3,1880.51,1822.76,101.2,101.79,20,20,33.3,24.2
"14404",33,13,2,2724.13,2625.13,56.8,57.16,123,122,13.3,1.1
"14405",386,1,0,195.00,195.00,NULL,NULL,2,1,0.0,0.0
"14406",118,1,0,156.75,156.75,NULL,NULL,8,8,0.0,0.0
"14407",106,5,3,2142.73,2096.08,42.0,42.27,66,66,37.5,4.0
"14408",10,11,0,4102.27,4102.27,71.8,72.20,63,62,0.0,0.0
"14409",70,9,1,3427.29,3276.09,61.5,62.01,76,73,10.0,1.0
"14410",15,11,6,2630.90,2119.08,34.0,34.50,306,289,35.3,19.1
"14411",310,1,0,1063.00,1063.00,NULL,NULL,14,14,0.0,0.0
"14412",34,3,1,1426.19,1417.49,190.5,190.96,75,71,25.0,2.3
"14413",361,3,0,421.72,421.72,163.0,163.48,92,92,0.0,0.0
