"customer_id","orders_used_in_calc","avg_days_between_orders"
"13883",13,48.7
"15443",13,48.8
"15815",4,48.8
"14541",13,48.9
"12951",14,48.9
"16128",10,48.9
"17737",1,49.0
"14363",1,49.0
"13393",3,49.0
"15323",2,49.0
"13718",1,49.0
"15885",12,49.2
"17921",9,49.2
"16709",13,49.2
"15456",9,49.2
"17410",4,49.3
"12910",12,49.5
"17892",2,49.5
"17758",11,49.5
"17994",10,49.5
"14334",11,49.5
"16129",2,49.5
"15596",8,49.5
"17380",2,49.5
"13941",14,49.6
"16871",5,49.6
"14936",11,49.7
"14049",12,49.7
"16735",13,49.8
"17838",12,49.8
"16791",14,49.9
"15203",14,49.9
"13485",10,49.9
"16912",14,49.9
"12815",1,50.0
"13960",1,50.0
"14329",14,50.0
"17897",8,50.0
"15182",10,50.0
"16126",14,50.0
"14500",2,50.0
"16999",1,50.0
"12766",8,50.1
"17655",8,50.1
"15122",10,50.2
"16293",14,50.2
"16350",8,50.3
"17191",14,50.3
"17930",12,50.3
"16365",14,50.3
"13958",7,50.3
"16869",3,50.3
"17905",12,50.3
"13291",10,50.4
"13246",10,50.4
"13804",8,50.5
"13057",2,50.5
"13287",2,50.5
"13213",10,50.6
"12676",9,50.6
"13032",8,50.6
"16862",3,50.7
"17738",12,50.7
"13971",13,50.7
"14182",3,50.7
"12782",10,50.8
"16153",10,50.8
"15732",9,50.8
"16115",11,50.9
"16668",12,50.9
"13747",1,51.0
"13970",1,51.0
"16802",1,51.0
"15315",1,51.0
"14047",13,51.0
"13884",9,51.0
"13555",12,51.1
"17519",14,51.1
"13615",7,51.1
"12423",9,51.1
"14821",6,51.2
"13875",13,51.2
"18094",12,51.3
"16395",13,51.3
"16770",8,51.3
"15996",6,51.3
"17465",6,51.3
"14005",4,51.3
"13549",7,51.3
"13478",4,51.3
"17228",12,51.3
"17422",10,51.4
"12982",7,51.4
"17552",11,51.4
"14418",2,51.5
"17736",2,51.5
"12710",2,51.5
"17578",6,51.5
"14316",4,51.5
"14191",14,51.5
"17334",2,51.5
"15079",10,51.6
"15752",8,51.6
"18236",11,51.6
"17913",13,51.7
"16206",12,51.8
"13613",4,51.8
"17137",5,51.8
"13118",8,51.9
"16226",4,52.0
"15987",7,52.0
"17995",2,52.0
"16004",4,52.0
"15411",3,52.0
"13543",1,52.0
"17673",12,52.0
"13874",6,52.0
"18261",1,52.0
"16890",2,52.0
"14841",13,52.2
"17337",3,52.3
"15370",7,52.3
"14112",12,52.3
"15679",3,52.3
"13929",10,52.3
"14625",10,52.3
"15890",4,52.3
"12433",9,52.4
"17940",13,52.4
"13610",13,52.5
"18178",10,52.5
"13505",3,52.7
"15152",13,52.7
"15789",5,52.8
"15433",1,53.0
"12407",4,53.0
"12562",8,53.0
"14496",6,53.0
"16704",1,53.0
"16943",2,53.0
"16240",1,53.0
"13126",12,53.2
"14794",9,53.2
"12779",13,53.3
"17097",8,53.3
"12517",3,53.3
"12502",4,53.3
"16391",3,53.3
"13700",12,53.3
"14016",10,53.4
"12853",10,53.4
"13649",5,53.4
"17096",10,53.5
"17368",13,53.5
"17863",11,53.5
"15036",2,53.5
"14228",2,53.5
"14309",10,53.6
"14976",5,53.6
"14970",11,53.6
"17828",3,53.7
"15365",12,53.7
"16045",7,53.7
"13092",11,53.7
"17548",3,53.7
"17522",4,53.8
"17054",4,53.8
"16515",9,53.8
"13037",11,53.8
"14224",8,53.8
"14186",4,53.8
"15696",12,53.8
"14766",10,53.8
"13995",13,53.9
"18064",10,53.9
"17567",8,53.9
"17867",13,54.0
"14437",4,54.0
"15522",1,54.0
"15949",1,54.0
"16669",1,54.0
"14561",2,54.0
"16561",1,54.0
"15586",2,54.0
"13003",2,54.0
"16719",13,54.1
"17069",13,54.1
"17071",12,54.1
"16717",13,54.1
"16992",12,54.1
"15777",6,54.2
"13209",12,54.2
"17426",12,54.2
"17527",3,54.3
"16748",13,54.3
"17952",3,54.3
"17284",6,54.3
"15625",8,54.3
"14898",13,54.3
"13015",10,54.4
"15594",4,54.5
"15331",2,54.5
"13824",11,54.5
"15321",11,54.5
"13379",2,54.5
"16655",12,54.5
"15600",3,54.7
"12811",3,54.7
"13293",5,54.8
"14232",4,54.8
"15535",5,54.8
"14676",11,54.8
"13265",4,54.8
"14114",6,54.8
"12593",2,55.0
"17788",1,55.0
"16653",1,55.0
"15617",2,55.0
"15103",1,55.0
"13563",1,55.0
"13811",1,55.0
"16489",1,55.0
"16041",2,55.0
"15571",13,55.0
"13368",3,55.0
"16899",7,55.1
"13719",10,55.1
"15938",8,55.1
"17133",11,55.2
"17700",13,55.2
"13340",11,55.2
"17713",3,55.3
"13288",4,55.3
"16455",10,55.3
"16979",8,55.3
"17454",9,55.3
"15140",7,55.4
"14188",5,55.4
"13758",13,55.5
"18202",2,55.5
"17024",2,55.5
"16332",10,55.5
"16067",2,55.5
"15031",13,55.5
"15764",7,55.6
"16221",8,55.6
"15812",11,55.6
"14289",5,55.6
"14001",8,55.6
"13202",6,55.7
"16915",10,55.7
"13136",12,55.8
"13890",13,55.8
"15590",4,55.8
"18257",11,55.8
"14498",9,55.8
"13750",10,55.8
"15743",3,56.0
"13123",1,56.0
"17119",1,56.0
"14230",2,56.0
"15259",3,56.3
"12422",11,56.3
"12674",3,56.3
"17609",10,56.4
"16348",7,56.4
"15172",4,56.5
"17213",12,56.6
"15641",11,56.6
"15574",5,56.8
"15410",9,56.8
"15199",9,56.8
"17705",10,56.8
"14404",12,56.8
"17236",11,56.8
"16209",8,56.9
"12381",2,57.0
"13722",9,57.0
"13538",11,57.0
"13459",1,57.0
"16736",4,57.0
"14451",11,57.0
"15839",2,57.0
"12347",7,57.0
"16488",2,57.0
"13662",10,57.1
"14978",9,57.1
"17924",7,57.1
"15422",6,57.3
"12867",12,57.5
"13922",2,57.5
"15296",11,57.5
"14466",12,57.6
"13012",10,57.6
"15532",9,57.7
"15483",9,57.8
"17211",12,57.8
"16394",4,57.8
"13002",2,58.0
"13735",12,58.0
"13272",1,58.0
"12924",11,58.0
"17596",12,58.0
"13557",12,58.0
"13975",11,58.0
"18142",1,58.0
"12797",1,58.0
"15716",10,58.1
"14533",10,58.2
"14201",9,58.2
"15241",10,58.2
"14487",6,58.2
"17003",3,58.3
"16539",9,58.3
"16048",3,58.3
"13665",2,58.5
"13951",2,58.5
"14973",2,58.5
"15312",11,58.5
"17550",8,58.6
"17685",11,58.6
"17937",6,58.7
"15834",6,58.7
"16094",10,58.7
"12573",4,58.8
"16699",6,58.8
"15858",12,58.8
"15916",12,58.9
"12726",10,59.0
"13234",1,59.0
"17819",11,59.0
"14696",7,59.0
"14464",1,59.0
"12975",5,59.0
"13527",11,59.0
"16172",7,59.0
"17308",1,59.0
"12719",1,59.0
"14449",7,59.1
"18009",7,59.1
"17214",5,59.2
"16600",12,59.2
"17281",5,59.2
"15862",12,59.3
"17849",7,59.3
"17633",6,59.3
"15674",11,59.3
"14770",7,59.4
"17063",12,59.4
"15179",12,59.4
"15965",12,59.5
"12957",12,59.5
"16434",11,59.5
"15864",6,59.5
"16841",11,59.5
"17188",12,59.6
"15420",5,59.6
"13782",12,59.6
"13451",10,59.7
"17988",12,59.7
"14710",12,59.7
"14127",5,59.8
"16873",11,59.8
"13239",4,59.8
"14994",4,59.8
"13139",7,59.9
"14844",9,60.0
"14720",2,60.0
"15722",10,60.0
"15086",1,60.0
"17662",1,60.0
"18204",2,60.0
"15430",1,60.0
"13517",2,60.0
"15361",3,60.0
"16085",11,60.1
"17409",9,60.1
"17449",12,60.2
"17754",12,60.2
"15569",9,60.2
"14440",12,60.3
"16463",3,60.3
"13198",7,60.3
"15811",6,60.3
"16661",3,60.3
"14854",10,60.4
"12528",5,60.4
"15248",2,60.5
"15861",11,60.5
"17779",2,60.5
"17042",4,60.5
"16464",2,60.5
"15817",2,60.5
"15100",6,60.7
"15132",4,60.8
"12913",12,60.8
"17227",11,60.8
"14553",8,60.9
"17720",9,60.9
"13726",1,61.0
"16692",3,61.0
"12457",6,61.0
"13783",3,61.0
"16235",7,61.0
"14686",4,61.0
"16075",1,61.0
"15473",7,61.1
"17585",6,61.2
"17740",5,61.2
"16475",3,61.3
"14419",6,61.3
"16042",7,61.3
"14719",4,61.3
"14214",4,61.3
"14572",10,61.4
"13435",8,61.4
"14409",8,61.5
"16907",8,61.6
"12838",9,61.6
"14918",8,61.6
"15903",11,61.7
"17323",11,61.7
"18069",10,61.8
"13636",4,61.8
"15398",1,62.0
"12463",3,62.0
"17630",1,62.0
"13108",1,62.0
"15973",1,62.0
"16325",11,62.0
"18147",1,62.0
"16762",2,62.0
"16131",11,62.0
"15648",1,62.0
"14138",1,62.0
"13138",6,62.0
"16250",2,62.0
"17742",10,62.0
"17135",9,62.1
"17268",10,62.1
"14146",11,62.1
"16347",10,62.1
"16949",5,62.2
"15240",11,62.2
"16409",11,62.2
"17851",5,62.2
"17092",10,62.3
"15106",4,62.3
"16658",4,62.3
"12721",7,62.3
"16588",3,62.3
"13301",3,62.3
"17691",3,62.3
"15756",3,62.3
"12791",4,62.3
"15116",3,62.3
"17351",11,62.5
"13499",4,62.5
"17180",10,62.5
"14383",2,62.5
"17386",6,62.5
"17744",6,62.5
"15614",3,62.7
"13489",3,62.7
"13869",9,62.7
"13711",8,62.8
"18211",4,62.8
"17682",10,62.8
"14623",9,62.8
"15519",1,63.0
"16452",1,63.0
"13350",1,63.0
"16043",7,63.0
"18248",1,63.0
"16565",3,63.0
"13058",2,63.0
"18210",6,63.0
"14273",3,63.0
"15268",2,63.0
"15646",4,63.0
"17669",9,63.1
"16510",5,63.2
"17796",6,63.2
"16875",10,63.3
"15952",3,63.3
"15283",2,63.5
"16726",6,63.5
"17324",11,63.5
"13838",9,63.6
"13984",11,63.6
"13931",10,63.7
"13381",11,63.7
"14913",7,63.7
"17044",11,63.8
"13110",11,63.9
"15728",1,64.0
"14903",4,64.0
"13248",1,64.0
"17508",7,64.0
"18230",8,64.0
"16637",3,64.0
"12749",8,64.1
"16986",10,64.1
"13717",7,64.1
"14834",6,64.2
"14915",10,64.2
"17007",6,64.2
"14593",11,64.2
"16130",3,64.3
"16112",3,64.3
"15819",9,64.3
"13477",10,64.3
"12976",7,64.4
"17515",8,64.5
"13595",2,64.5
"14803",2,64.5
"14988",6,64.5
"15967",11,64.5
"13998",2,64.5
"14078",8,64.5
"13313",11,64.5
"13617",7,64.6
"17388",10,64.6
"15095",9,64.6
"17050",9,64.7
"13433",3,64.7
"13448",11,64.7
"12775",6,64.8
"17526",11,64.8
"13115",9,64.8
"12826",11,64.9
"14154",7,64.9
"17929",11,65.0
"12832",1,65.0
"12711",1,65.0
"15207",2,65.0
"15627",1,65.0
"14467",11,65.0
"13953",11,65.1
"15382",11,65.2
"12693",6,65.3
"13908",3,65.3
"15027",9,65.4
"17686",8,65.4
"15245",7,65.4
"13799",8,65.5
"16946",4,65.5
"15946",2,65.5
"12714",11,65.5
"13134",5,65.6
"17138",6,65.7
"16143",11,65.7
"16176",3,65.7
"14609",9,65.7
"16880",7,65.7
"14591",3,65.7
"15712",11,65.8
"15845",10,65.9
"13956",4,66.0
"13520",10,66.0
"12408",7,66.1
"15550",11,66.1
"15572",9,66.1
"16200",11,66.2
"13680",11,66.3
"17530",11,66.3
"15400",7,66.4
"13316",9,66.4
"17109",7,66.4
"13042",2,66.5
"18135",9,66.8
"15367",10,66.8
"16625",4,66.8
"16571",9,66.8
"13752",6,66.8
"16500",8,66.9
"17262",10,66.9
"16654",7,66.9
"14058",1,67.0
"13430",1,67.0
"13707",4,67.0
"13376",2,67.0
"15032",7,67.1
"16208",9,67.2
"14741",6,67.2
"14673",6,67.3
"15434",10,67.3
"17889",6,67.3
"16470",10,67.3
"12753",5,67.4
"17618",10,67.4
"14107",10,67.4
"16671",2,67.5
"14235",8,67.5
"14829",6,67.5
"14246",2,67.5
"14034",2,67.5
"15855",5,67.6
"12619",8,67.8
"14247",4,67.8
"17676",9,67.9
"15239",1,68.0
"13397",9,68.0
"17466",1,68.0
"14748",9,68.0
"15329",10,68.2
"16832",4,68.3
"13481",10,68.4
"14441",10,68.4
"12473",2,68.5
"18036",10,68.6
"15288",9,68.6
"15912",8,68.6
"16636",3,68.7
"12700",3,68.7
"13362",6,68.8
"16566",4,68.8
"16984",8,68.8
"15779",1,69.0
"12575",1,69.0
"13954",1,69.0
"12402",5,69.0
"16189",1,69.0
"13654",10,69.0
"14183",1,69.0
"17252",1,69.0
"12862",1,69.0
"14824",9,69.1
"15723",3,69.3
"16298",6,69.3
"16950",9,69.3
"16473",3,69.3
"12494",8,69.4
"17083",8,69.5
"14229",6,69.5
"12697",2,69.5
"17722",4,69.5
"17398",2,69.5
"17028",2,69.5
"12576",7,69.6
"13577",10,69.6
"14584",7,69.7
"12623",6,69.7
"17420",5,69.8
"16122",5,69.8
"14147",8,69.9
"16336",3,70.0
"14377",1,70.0
"14626",10,70.1
"17560",8,70.1
"14651",8,70.1
"14493",9,70.1
"14507",10,70.1
"13019",5,70.2
"16356",5,70.2
"16756",6,70.2
"14077",5,70.2
"13916",3,70.3
"13074",3,70.3
"15673",8,70.3
"17615",5,70.4
"12598",9,70.4
"16390",2,70.5
"15426",8,70.5
"17490",8,70.6
"16182",8,70.6
"14817",6,70.7
"15392",6,70.7
"12654",4,70.8
"12393",5,70.8
"17150",5,70.8
"14307",9,70.9
"17704",1,71.0
"16840",1,71.0
"17774",8,71.0
"12624",1,71.0
"17107",9,71.0
"15467",2,71.0
"17239",3,71.0
"12727",9,71.1
"18097",10,71.1
"13510",10,71.1
"15394",10,71.1
"17802",9,71.2
"14450",6,71.2
"14083",10,71.3
"12664",10,71.3
"18095",4,71.3
"18145",10,71.3
"16279",8,71.4
"13174",10,71.4
"17392",2,71.5
"13611",9,71.6
"14540",10,71.7
"17382",7,71.7
"14408",10,71.8
"14129",8,71.8
"15950",9,71.9
"18244",1,72.0
"17963",3,72.0
"15745",3,72.0
"13295",3,72.0
"13033",1,72.0
"17787",3,72.0
"17572",9,72.1
"14723",10,72.1
"17019",10,72.2
"17966",9,72.2
"14546",10,72.2
"18161",5,72.2
"13173",10,72.2
"15002",8,72.3
"13077",10,72.3
"17302",4,72.3
"16728",3,72.3
"16231",3,72.3
"16809",8,72.3
"14021",6,72.3
"13642",3,72.3
"16120",5,72.4
"12530",8,72.4
"14684",5,72.4
"12778",8,72.4
"17516",5,72.4
"14035",8,72.4
"13741",2,72.5
"18235",2,72.5
"15985",6,72.5
"14257",8,72.5
"16618",4,72.5
"14548",8,72.6
"12820",10,72.6
"14044",9,72.6
"18106",5,72.6
"14472",8,72.6
"15380",10,72.6
"17593",10,72.7
"18221",5,72.8
"16891",10,72.9
"16987",10,73.0
"13150",2,73.0
"13158",4,73.0
"16972",1,73.0
"14567",1,73.0
"17869",6,73.0
"17667",8,73.0
"14765",2,73.0
"13771",8,73.1
"14640",9,73.1
"13052",6,73.2
"14653",10,73.2
"15587",6,73.2
"15447",4,73.3
"16998",4,73.3
"14499",6,73.3
"17272",3,73.3
"13786",5,73.4
"13523",5,73.4
"16307",2,73.5
"14535",8,73.5
"13157",8,73.6
"17702",5,73.6
"13249",8,73.6
"13650",9,73.6
"12451",7,73.6
"16889",5,73.8
"15306",8,73.9
"14837",8,73.9
"14050",1,74.0
"12696",1,74.0
"15887",2,74.0
"15080",1,74.0
"15669",3,74.0
"16650",6,74.0
"16572",2,74.0
"17638",1,74.0
"12525",2,74.0
"17405",2,74.0
"12679",3,74.3
"15227",8,74.3
"15421",9,74.3
"17979",3,74.3
"14872",2,74.5
"16087",4,74.5
"18093",7,74.6
"13873",7,74.6
"15237",3,74.7
"16062",7,74.7
"16621",3,74.7
"17088",3,74.7
"16086",9,74.7
"12477",8,74.8
"17429",4,74.8
"12359",9,74.9
"15372",7,75.0
"16150",9,75.0
"14896",7,75.0
"17235",7,75.0
"15754",8,75.0
"14704",8,75.1
"14861",9,75.1
"14111",3,75.3
"17980",3,75.3
"15882",7,75.4
"16969",2,75.5
"13888",6,75.5
"17289",8,75.6
"14616",4,75.8
"14447",5,75.8
"17343",5,75.8
"15105",8,75.8
"16057",9,75.9
"14639",8,75.9
"17974",5,76.0
"13855",3,76.0
"12817",2,76.0
"16389",3,76.0
"17127",4,76.0
"13805",1,76.0
"13592",3,76.0
"12744",7,76.1
"15062",7,76.3
"14460",8,76.3
"14504",3,76.3
"16676",5,76.4
"12429",7,76.4
"17179",5,76.4
"15440",2,76.5
"15238",2,76.5
"14321",6,76.5
"15028",5,76.6
"15976",5,76.6
"17362",6,76.7
"13865",3,76.7
"17152",3,76.7
"14959",3,76.7
"14322",3,76.7
"13497",5,76.8
"16872",5,76.8
"13309",5,76.8
"15662",1,77.0
"17375",3,77.0
"13809",2,77.0
"17393",1,77.0
"13129",1,77.0
"15795",7,77.0
"15164",8,77.1
"16771",9,77.2
"13643",9,77.2
"14758",6,77.2
"12633",6,77.3
"15493",8,77.3
"12656",7,77.4
"14350",2,77.5
"14916",7,77.6
"15658",7,77.6
"17707",7,77.7
"15980",6,77.7
"16175",6,77.7
"14205",8,77.8
"17348",8,77.8
"12728",4,77.8
"13623",9,77.9
"17015",2,78.0
"15824",1,78.0
"13950",3,78.0
"13930",1,78.0
"12691",5,78.0
"14620",1,78.0
"17745",1,78.0
"16416",8,78.1
"17075",9,78.1
"16003",9,78.1
"17708",3,78.3
"13107",8,78.3
"16977",3,78.3
"14931",3,78.3
"18251",8,78.4
"15299",8,78.5
"17058",2,78.5
"17045",4,78.5
"13723",5,78.6
"13203",9,78.6
"14790",9,78.6
"16387",4,78.8
"14428",4,79.0
"13240",7,79.0
"18146",1,79.0
"18158",1,79.0
"17753",3,79.0
"12450",4,79.0
"16419",7,79.0
"16174",6,79.0
"16400",8,79.1
"15325",7,79.1
"15656",3,79.3
"16707",3,79.3
"13259",8,79.3
"12480",6,79.5
"17098",2,79.5
"16939",2,79.5
"17862",3,79.7
"12356",5,79.8
"13320",5,79.8
"15279",4,79.8
"18272",8,79.9
"12609",8,79.9
"14029",1,80.0
"14335",1,80.0
"12998",2,80.0
"14813",3,80.0
"13676",1,80.0
"13211",9,80.0
"15459",1,80.0
"13748",8,80.0
"15353",6,80.0
"12816",1,80.0
"17345",9,80.1
"13495",9,80.1
"18171",8,80.1
"15680",9,80.3
"12388",7,80.4
"12484",8,80.4
"12455",8,80.5
"14608",9,80.6
"13982",8,80.6
"16362",5,80.6
"14175",7,80.6
"14442",6,80.7
"12409",6,80.7
"12970",9,80.8
"16239",5,80.8
"16938",8,80.8
"17648",4,80.8
"14443",4,80.8
"13104",8,80.8
"16167",4,80.8
"14570",2,81.0
"12571",1,81.0
"15145",3,81.0
"17059",8,81.0
"16657",3,81.0
"17027",8,81.0
"16487",1,81.0
"14206",2,81.0
"15253",7,81.1
"15889",7,81.3
"15920",7,81.4
"15030",7,81.4
"15262",2,81.5
"14820",8,81.5
"15841",8,81.6
"17621",5,81.6
"12414",3,81.7
"14855",6,81.7
"12972",3,81.7
"12960",3,81.7
"16906",6,81.8
"15605",8,81.8
"16449",1,82.0
"16224",4,82.0
"13236",1,82.0
"14563",1,82.0
"14731",2,82.0
"16815",1,82.0
"16007",6,82.0
"14226",5,82.0
"13079",5,82.2
"14669",6,82.2
"13795",3,82.3
"14905",7,82.3
"17635",2,82.5
"13658",8,82.5
"14136",4,82.5
"13509",6,82.7
"12597",3,82.7
"13085",7,82.7
"15439",3,82.7
"15809",6,82.7
"12668",8,82.8
"18170",8,82.8
"16233",8,82.8
"13851",7,82.9
"14514",8,82.9
"13048",8,83.0
"14657",5,83.0
"17996",2,83.0
"17637",1,83.0
"17360",5,83.0
"16859",6,83.0
"17144",1,83.0
"16132",1,83.0
"12613",8,83.1
"17817",5,83.2
"15224",4,83.3
"17175",3,83.3
"15255",8,83.3
"14949",3,83.3
"13632",7,83.4
"13539",6,83.5
"17683",2,83.5
"17080",6,83.5
"16104",8,83.6
"15623",7,83.6
"12997",7,83.7
"14315",7,83.7
"12649",7,83.7
"16232",6,83.8
"17147",8,83.9
"17699",1,84.0
"13431",7,84.1
"18062",5,84.2
"14870",5,84.2
"15208",5,84.2
"16816",3,84.3
"15747",8,84.3
"16774",7,84.3
"15810",7,84.3
"13647",7,84.3
"16261",5,84.4
"14798",7,84.4
"14161",6,84.5
"16951",2,84.5
"16823",6,84.5
"18150",2,84.5
"16177",7,84.7
"17400",7,84.7
"16205",6,84.8
"14597",5,84.8
"14621",8,84.9
"16768",8,85.0
"13898",1,85.0
"15800",6,85.0
"13945",1,85.0
"15104",1,85.0
"13415",3,85.0
"18265",1,85.0
"17795",1,85.0
"13698",1,85.0
"17689",1,85.0
"15551",6,85.2
"14297",3,85.3
"14649",8,85.3
"14198",8,85.4
"14223",2,85.5
"14738",8,85.6
"17812",6,85.7
"14336",3,85.7
"16797",4,85.8
"16948",6,85.8
"12978",4,85.8
"13959",5,85.8
"13988",7,85.9
"15151",1,86.0
"16980",2,86.0
"18177",8,86.0
"15228",5,86.2
"14195",5,86.2
"15759",6,86.2
"16072",3,86.3
"16960",7,86.3
"13280",6,86.5
"15780",2,86.5
"14631",5,86.6
"13819",5,86.8
"13277",6,86.8
"12375",1,87.0
"13713",2,87.0
"15201",6,87.0
"13637",2,87.0
"14225",3,87.0
"13562",7,87.0
"17529",1,87.0
"16798",2,87.0
"14600",1,87.0
"15174",1,87.0
"12745",1,87.0
"14469",3,87.0
"18035",4,87.3
"17358",4,87.3
"12399",6,87.3
"15425",3,87.3
"15497",8,87.3
"12909",7,87.4
"14583",7,87.4
"17193",8,87.5
"17908",4,87.5
"18287",6,87.5
"17374",2,87.5
"16612",8,87.5
"13296",5,87.6
"16214",3,87.7
"14842",3,87.7
"16081",7,87.7
"17591",7,87.7
"16835",5,87.8
"15167",4,87.8
"12724",6,87.8
"12840",6,87.8
"15117",7,88.0
"15682",1,88.0
"17200",3,88.0
"15936",1,88.0
"13410",8,88.0
"15402",5,88.0
"13900",5,88.0
"14835",1,88.0
"16765",1,88.0
"13772",7,88.1
"15549",7,88.1
"15704",5,88.2
"16105",4,88.3
"14665",6,88.3
"18039",3,88.3
"15206",3,88.3
"17165",5,88.4
"16203",5,88.6
"13421",7,88.7
"14231",3,88.7
"17141",3,88.7
"13297",6,88.8
"17829",4,88.8
"14454",4,88.8
"15051",8,88.9
"18242",7,88.9
"16271",7,88.9
"13360",3,89.0
"14343",3,89.0
"17588",6,89.0
"15717",4,89.0
"14006",6,89.2
"14618",6,89.2
"17432",8,89.4
"17101",6,89.5
"14934",4,89.5
"14215",8,89.6
"12615",7,89.6
"17671",4,89.8
"12948",8,89.8
"14342",5,89.8
"12937",8,89.8
"17322",4,89.8
"15221",3,90.0
"12645",7,90.0
"17300",1,90.0
"16679",2,90.0
"13026",8,90.0
"16757",1,90.0
"17456",1,90.0
"16493",6,90.0
"14293",8,90.1
"16040",6,90.2
"16611",5,90.2
"14512",6,90.3
"15266",4,90.3
"16718",4,90.3
"12916",6,90.3
"15407",3,90.3
"12348",4,90.5
"16188",4,90.5
"16933",8,90.5
"17932",2,90.5
"15579",4,90.5
"15376",2,90.5
"15506",5,90.6
"12993",7,90.6
"15142",5,90.6
"13848",7,90.7
"17006",7,90.9
"14167",7,91.0
"13149",3,91.0
"17987",4,91.0
"15730",4,91.0
"13224",1,91.0
"12377",3,91.0
"12380",7,91.0
"14264",5,91.0
"13472",1,91.0
"13155",5,91.0
"17482",1,91.0
"14585",4,91.0
"14242",1,91.0
"16711",8,91.3
"13479",3,91.3
"15026",4,91.3
"16283",7,91.4
"14871",8,91.4
"14439",4,91.5
"16520",5,91.6
"13815",7,91.7
"17597",4,91.8
"17029",6,91.8
"15128",4,91.8
"15381",4,92.0
"13357",4,92.0
"17616",3,92.0
"17604",5,92.0
"13834",1,92.0
"15110",5,92.0
"12384",1,92.0
"13242",6,92.2
"17002",6,92.2
"13167",4,92.3
"12412",5,92.4
"16092",5,92.4
"13223",5,92.4
"13133",2,92.5
"15016",4,92.5
"16634",5,92.6
"15561",7,92.6
"17856",3,92.7
"14513",5,92.8
"15065",4,92.8
"13867",2,93.0
"17781",1,93.0
"12930",1,93.0
"13310",4,93.0
"17955",5,93.0
"18179",7,93.1
"14276",6,93.2
"13145",6,93.2
"17299",5,93.2
"14163",4,93.3
"13414",5,93.4
"14145",6,93.5
"15684",2,93.5
"13190",2,93.5
"14522",7,93.7
"17356",4,93.8
"14346",4,93.8
"16555",5,93.8
"14565",4,94.0
"12535",1,94.0
"12802",4,94.0
"12857",5,94.0
"13005",3,94.0
"13540",2,94.0
"15215",6,94.0
"15798",2,94.0
"16037",4,94.0
"16681",6,94.2
"13473",7,94.3
"16418",4,94.3
"12620",2,94.5
"14715",7,94.6
"16049",5,94.6
"14595",7,94.9
"13140",4,95.0
"15835",3,95.0
"12813",2,95.0
"18125",3,95.0
"16229",5,95.0
"17463",6,95.0
"15729",2,95.0
"17277",1,95.0
"16632",1,95.0
"17048",6,95.0
"14287",2,95.0
"13655",5,95.2
"18071",5,95.2
"15489",7,95.3
"14891",3,95.3
"16083",3,95.3
"15366",6,95.3
"13187",3,95.3
"15073",7,95.4
"14857",6,95.5
"17341",4,95.5
"16807",5,95.6
"15452",5,95.8
"15690",1,96.0
"13189",1,96.0
"14446",4,96.0
"15757",5,96.0
"17342",3,96.0
"15139",1,96.0
"13703",1,96.0
"18134",1,96.0
"17582",4,96.3
"14506",6,96.3
"13627",6,96.3
"17765",3,96.3
"15608",4,96.3
"13208",7,96.3
"16940",7,96.4
"17438",4,96.5
"12410",2,96.5
"16038",2,96.5
"18136",4,96.5
"14682",5,96.6
"16146",3,96.7
"14152",6,96.8
"16440",5,96.8
"13258",4,96.8
"16259",2,97.0
"13020",1,97.0
"16341",6,97.0
"18149",6,97.0
"16554",7,97.1
"12759",7,97.1
"17190",6,97.3
"12805",3,97.3
"16190",7,97.3
"12990",6,97.3
"16593",7,97.3
"12421",5,97.4
"15582",2,97.5
"13124",3,97.7
"14655",6,97.7
"13939",6,97.8
"15652",4,97.8
"16358",4,97.8
"15133",4,97.8
"14332",4,98.0
"13909",1,98.0
"14248",2,98.0
"12510",6,98.0
"13164",1,98.0
"13144",1,98.0
"12907",1,98.0
"17143",1,98.0
"16955",5,98.2
"16369",6,98.3
"13692",4,98.5
"17990",5,98.6
"13813",7,98.7
"14233",6,98.7
"18085",3,99.0
"16398",1,99.0
"13872",2,99.0
"15261",3,99.0
"16099",6,99.0
"18220",5,99.0
"16868",2,99.0
"17935",6,99.0
"12397",1,99.0
"17043",7,99.1
"14930",5,99.2
"16383",6,99.2
"15724",2,99.5
"15043",5,99.6
"16496",5,99.6
"18096",5,99.8
"15339",6,99.8
"17797",7,99.9
"13727",7,99.9
"12577",7,99.9
"16787",3,100.0
"12556",1,100.0
"12831",2,100.0
"13329",7,100.1
"16303",6,100.2
"16560",7,100.3
"12933",7,100.3
"15048",3,100.3
"17625",7,100.4
"12557",7,100.4
"15990",6,100.5
"17521",4,100.5
"16842",2,100.5
"16163",5,100.6
"14805",6,100.7
"15326",4,100.8
"13196",6,100.8
"14104",4,100.8
"14285",7,100.9
"16585",1,101.0
"12689",1,101.0
"17094",1,101.0
"16576",1,101.0
"17373",6,101.0
"17259",5,101.0
"13861",1,101.0
"14277",7,101.1
"15983",7,101.1
"14403",5,101.2
"16320",5,101.4
"13891",2,101.5
"15416",6,101.5
"15064",3,101.7
"16628",6,101.7
"18151",5,101.8
"16119",7,101.9
"14897",7,101.9
"16755",6,102.0
"12652",1,102.0
"13705",6,102.2
"13770",3,102.3
"14290",7,102.3
"14216",4,102.3
"14987",7,102.4
"15907",2,102.5
"16201",4,102.5
"13546",4,102.5
"12370",6,102.7
"17290",7,102.7
"13835",6,102.8
