"customer_id","monetary_gross","monetary_net","cancelled_value"
"12682",22950.22,22862.12,88.10
"15998",8274.14,8186.19,87.95
"15906",2530.19,2442.44,87.75
"15344",563.94,476.58,87.36
"16436",319.14,231.84,87.30
"15382",13733.55,13646.50,87.05
"12656",6407.83,6320.78,87.05
"14047",3968.11,3881.11,87.00
"17353",3242.00,3155.55,86.45
"14564",2605.62,2519.32,86.30
"15563",2859.46,2773.67,85.79
"12616",1131.10,1045.35,85.75
"13993",6775.71,6690.36,85.35
"13648",1764.02,1679.01,85.01
"15257",685.90,600.90,85.00
"17214",1059.12,974.12,85.00
"13895",4008.52,3923.62,84.90
"13282",1313.19,1228.89,84.30
"15406",975.87,891.77,84.10
"15107",824.35,740.26,84.09
"16553",16584.01,16500.12,83.89
"16700",8830.77,8747.12,83.65
"14370",1175.78,1092.13,83.65
"13413",429.44,345.80,83.64
"17337",1981.06,1897.51,83.55
"16782",9636.12,9552.62,83.50
"18168",3435.50,3352.30,83.20
"15969",1127.05,1043.85,83.20
"13856",1142.03,1058.88,83.15
"17563",392.38,309.28,83.10
"14286",8479.76,8396.70,83.06
"12633",5678.16,5595.21,82.95
"12500",5955.21,5872.31,82.90
"18041",8018.77,7936.04,82.73
"17633",2057.39,1974.89,82.50
"15309",797.96,715.53,82.43
"17735",16790.33,16707.98,82.35
"16292",1253.76,1171.46,82.30
"13554",1629.35,1547.46,81.89
"16933",3099.30,3017.65,81.65
"16775",2820.84,2739.24,81.60
"14987",1550.65,1469.05,81.60
"13118",2415.41,2334.10,81.31
"13440",1295.25,1213.95,81.30
"14961",16410.15,16328.90,81.25
"14037",836.95,755.95,81.00
"13871",7885.85,7804.95,80.90
"12797",552.08,471.43,80.65
"15079",3625.40,3544.80,80.60
"14894",1492.81,1412.21,80.60
"13021",4887.24,4806.66,80.58
"14311",516.45,435.90,80.55
"14745",2551.41,2471.06,80.35
"17048",2071.68,1991.45,80.23
"15903",8939.84,8859.82,80.02
"12501",2169.39,2089.68,79.71
"17757",9074.05,8994.44,79.61
"16180",16249.87,16170.27,79.60
"14608",3352.94,3273.44,79.50
"16996",2123.61,2044.16,79.45
"12428",7956.46,7877.20,79.26
"12721",4013.08,3933.83,79.25
"13813",2765.47,2686.42,79.05
"13709",7571.35,7492.41,78.94
"16395",3518.41,3439.51,78.90
"18009",2144.23,2065.48,78.75
"12957",8706.97,8628.42,78.55
"15023",11578.65,11500.16,78.49
"16227",1027.22,948.82,78.40
"14013",1084.57,1006.22,78.35
"15021",2500.59,2422.35,78.24
"16584",3156.17,3077.97,78.20
"15561",1934.39,1856.54,77.85
"18194",4162.04,4084.20,77.84
"16455",3995.57,3917.92,77.65
"16262",755.15,677.78,77.37
"13240",1475.79,1398.44,77.35
"15719",10195.97,10118.87,77.10
"13901",5676.34,5599.34,77.00
"17416",17298.45,17221.47,76.98
"14389",1898.01,1821.07,76.94
"16897",289.78,213.03,76.75
"15322",1390.86,1314.15,76.71
"14256",2460.79,2384.14,76.65
"18252",1533.69,1457.19,76.50
"17317",2600.34,2524.02,76.32
"17829",4756.74,4680.42,76.32
"13834",324.19,247.89,76.30
"17311",3566.56,3490.66,75.90
"17069",5517.23,5441.35,75.88
"15137",823.40,747.55,75.85
"14342",918.44,842.74,75.70
"13417",1669.49,1593.89,75.60
"15367",5081.33,5005.73,75.60
"17531",1266.82,1191.22,75.60
"17987",965.44,889.92,75.52
"16918",3206.54,3131.31,75.23
"14769",15514.11,15438.90,75.21
"13164",372.20,297.46,74.74
"16398",1705.80,1631.15,74.65
"17858",12518.65,12444.30,74.35
"14994",946.72,872.42,74.30
"16444",3625.88,3551.68,74.20
"13488",14205.96,14131.81,74.15
"14766",6375.73,6301.88,73.85
"15704",3734.66,3660.88,73.78
"13971",4667.57,4593.83,73.74
"14659",2529.93,2456.53,73.40
"14857",3651.85,3578.93,72.92
"13495",4863.31,4790.41,72.90
"16979",2859.74,2787.09,72.65
"16565",773.05,700.45,72.60
"16092",1587.94,1515.49,72.45
"17451",1721.40,1648.95,72.45
"16255",4530.00,4457.59,72.41
"13037",3914.95,3842.55,72.40
"12994",974.42,902.22,72.20
"16919",4909.66,4837.56,72.10
"12700",4939.99,4867.99,72.00
"17342",1227.54,1155.84,71.70
"12362",5356.23,5284.58,71.65
"12854",2970.97,2899.32,71.65
"17672",5778.63,5707.08,71.55
"13209",8509.51,8438.06,71.45
"15162",312.90,241.50,71.40
"15057",3255.96,3184.56,71.40
"15379",4877.84,4806.44,71.40
"14676",8356.79,8285.49,71.30
"14907",5547.72,5476.62,71.10
"13451",7090.06,7019.11,70.95
"17651",5703.52,5632.59,70.93
"15558",202.68,131.88,70.80
"14817",3959.86,3889.21,70.65
"14422",10271.52,10200.92,70.60
"14057",8346.66,8276.10,70.56
"14390",6150.03,6079.48,70.55
"14824",4022.91,3952.51,70.40
"16873",14617.39,14547.03,70.36
"15271",4528.54,4458.29,70.25
"16187",6911.44,6841.24,70.20
"12578",4642.45,4572.45,70.00
"12676",2843.09,2773.09,70.00
"13510",4558.29,4488.39,69.90
"14732",5517.07,5447.52,69.55
"12625",5164.88,5095.38,69.50
"12530",3759.26,3689.86,69.40
"13151",2465.21,2396.16,69.05
"14038",3069.88,3000.93,68.95
"18094",6391.52,6322.62,68.90
"13008",612.13,543.28,68.85
"14625",4497.88,4429.18,68.70
"16499",2578.34,2509.64,68.70
"18277",1180.05,1111.38,68.67
"13890",2927.38,2858.73,68.65
"12637",8283.81,8215.16,68.65
"16533",1082.81,1014.19,68.62
"12907",508.91,440.36,68.55
"12909",3103.19,3034.77,68.42
"13350",979.12,910.72,68.40
"12993",1259.63,1191.26,68.37
"17096",3697.93,3629.58,68.35
"14777",307.56,239.26,68.30
"13905",312.65,244.45,68.20
"17924",3257.70,3189.53,68.17
"17754",4451.22,4383.08,68.14
"17725",3439.08,3371.13,67.95
"16296",1313.67,1245.97,67.70
"13000",1032.50,965.00,67.50
"14695",1534.22,1466.72,67.50
"13541",785.25,717.90,67.35
"15159",22116.73,22049.40,67.33
"17655",2976.38,2909.18,67.20
"16355",416.35,349.20,67.15
"13320",2211.60,2144.45,67.15
"13662",2233.61,2166.63,66.98
"15737",1188.12,1121.21,66.91
"17667",3950.70,3883.80,66.90
"16835",1456.66,1389.76,66.90
"13082",7335.75,7268.92,66.83
"15157",2654.11,2587.54,66.57
"15791",3608.34,3541.79,66.55
"12484",6354.10,6287.80,66.30
"12830",6814.64,6748.40,66.24
"14903",2795.33,2729.18,66.15
"12802",2416.42,2350.42,66.00
"12632",804.88,738.88,66.00
"15152",5263.83,5197.97,65.86
"13995",3902.01,3836.26,65.75
"14243",7217.75,7152.06,65.69
"12462",1189.59,1124.01,65.58
"17477",1144.30,1079.00,65.30
"16286",328.95,263.65,65.30
"14099",5750.91,5685.71,65.20
"15179",7491.92,7426.82,65.10
"17346",4998.61,4933.63,64.98
"14794",1953.90,1889.15,64.75
"13005",999.68,935.03,64.65
"14168",370.45,305.90,64.55
"16898",885.21,820.86,64.35
"16001",583.39,519.06,64.33
"17146",5852.64,5788.39,64.25
"13999",9502.26,9438.01,64.25
"14032",4546.41,4482.21,64.20
"17405",1031.41,967.22,64.19
"14744",3660.08,3596.02,64.06
"15570",8736.49,8672.44,64.05
"16383",2896.69,2832.69,64.00
"14109",144.20,80.20,64.00
"16108",2235.92,2171.93,63.99
"12668",11383.03,11319.06,63.97
"12413",999.45,935.50,63.95
"15532",3738.85,3675.00,63.85
"14333",415.20,351.45,63.75
"14560",6114.03,6050.44,63.59
"13693",2011.82,1948.32,63.50
"15881",501.39,438.24,63.15
"18118",6221.02,6157.87,63.15
"14701",4487.11,4423.96,63.15
"16235",2053.71,1990.61,63.10
"16124",1772.49,1709.39,63.10
"17861",5088.29,5025.19,63.10
"17071",3793.71,3730.96,62.75
"15372",6017.06,5954.42,62.64
"12693",1703.02,1640.42,62.60
"14126",1172.46,1109.96,62.50
"12577",1617.10,1554.70,62.40
"14861",1380.73,1318.40,62.33
"16042",2245.32,2183.10,62.22
"15822",1840.06,1777.91,62.15
"15898",4996.45,4934.50,61.95
"13198",4974.23,4912.28,61.95
"15244",912.08,850.18,61.90
"12935",4243.86,4182.01,61.85
"16101",3229.16,3167.42,61.74
"17063",3638.53,3576.88,61.65
"12754",3010.74,2949.12,61.62
"15751",1380.44,1318.84,61.60
"13925",678.25,616.65,61.60
"17114",801.12,739.72,61.40
"17640",3168.94,3107.59,61.35
"13954",439.92,378.59,61.33
"16245",1413.66,1352.36,61.30
"13178",14059.19,13997.89,61.30
"13110",2957.47,2896.17,61.30
"13485",3019.22,2957.92,61.30
"16278",1117.84,1056.59,61.25
"16076",2234.73,2173.53,61.20
"18020",190.48,129.28,61.20
"12408",4340.77,4279.64,61.13
"13466",1013.35,952.25,61.10
"16768",1698.57,1637.52,61.05
"13365",2225.37,2164.32,61.05
"14501",251.21,190.31,60.90
"17019",3602.29,3541.59,60.70
"15533",807.57,746.92,60.65
"12425",1741.41,1680.81,60.60
"15218",11468.83,11408.26,60.57
"12612",704.04,643.59,60.45
"17183",3347.31,3286.91,60.40
"12807",330.35,269.95,60.40
"13615",6272.53,6212.23,60.30
"13756",8655.95,8595.65,60.30
"16474",1810.65,1750.62,60.03
"13874",2049.15,1989.20,59.95
"12553",4608.75,4548.82,59.93
"16600",2153.41,2093.56,59.85
"13882",1191.13,1131.28,59.85
"15443",5114.23,5054.44,59.79
"12933",1636.63,1576.88,59.75
"12569",4124.69,4064.99,59.70
"14291",7904.10,7844.40,59.70
"17170",178.68,118.98,59.70
"15691",571.30,511.80,59.50
"14239",4263.17,4203.72,59.45
"14201",1193.54,1134.14,59.40
"14981",372.92,313.52,59.40
"16950",3541.77,3482.59,59.18
"17339",302.36,243.36,59.00
"16807",2123.88,2064.88,59.00
"12576",2142.72,2083.87,58.85
"17597",3484.09,3425.29,58.80
"15706",1060.56,1001.81,58.75
"15255",3706.02,3647.37,58.65
"14915",1811.25,1752.65,58.60
"14702",6368.78,6310.28,58.50
"12542",481.88,423.38,58.50
"16947",955.21,896.73,58.48
"14738",1821.90,1763.64,58.26
"13159",1429.35,1371.25,58.10
"13252",399.30,341.30,58.00
"17977",1511.45,1453.55,57.90
"14403",1880.51,1822.76,57.75
"15648",639.50,582.05,57.45
"13377",1552.88,1495.43,57.45
"12585",2040.10,1982.81,57.29
"17276",502.49,445.44,57.05
"15380",3248.96,3192.10,56.86
"13855",1310.34,1253.94,56.40
"14627",462.75,406.40,56.35
"14397",2612.96,2556.68,56.28
"17813",1698.07,1641.79,56.28
"15182",2998.95,2942.75,56.20
"15755",5993.12,5936.95,56.17
"16810",842.04,786.14,55.90
"14209",4993.27,4937.37,55.90
"17894",2304.58,2248.86,55.72
"17646",3898.79,3843.16,55.63
"18219",3352.70,3297.20,55.50
"17193",2310.04,2254.60,55.44
"16170",6869.00,6813.67,55.33
"14305",1858.96,1803.76,55.20
"15050",4087.19,4032.27,54.92
"18221",1424.94,1370.34,54.60
"12679",1113.02,1058.67,54.35
"15831",794.64,740.64,54.00
"18064",4481.83,4427.98,53.85
"17720",2666.91,2613.06,53.85
"12439",1142.88,1089.18,53.70
"17908",1142.47,1088.82,53.65
"14768",192.60,139.50,53.10
"13134",2475.23,2422.28,52.95
"14829",1455.87,1402.97,52.90
"13699",764.15,711.40,52.75
"14122",362.42,309.77,52.65
"16128",3801.05,3748.40,52.65
"14831",1676.57,1623.97,52.60
"13184",1668.95,1616.45,52.50
"15877",490.33,437.83,52.50
"17718",439.18,386.98,52.20
"13557",3032.26,2980.08,52.18
"17372",4347.31,4295.18,52.13
"16736",2956.56,2904.51,52.05
"13190",570.66,518.76,51.90
"17593",8092.32,8040.52,51.80
"12520",2634.26,2582.51,51.75
"16602",763.33,711.63,51.70
"15128",1783.68,1732.22,51.46
"13590",6336.04,6284.74,51.30
"13736",2752.47,2701.27,51.20
"15430",954.75,903.75,51.00
"12936",1063.90,1012.90,51.00
"14235",4717.99,4666.99,51.00
"16424",443.06,392.06,51.00
"13635",2999.16,2948.22,50.94
"16351",3330.03,3279.13,50.90
"15816",144.15,93.30,50.85
"16871",2812.34,2761.49,50.85
"15551",1679.81,1629.01,50.80
"12696",851.91,801.15,50.76
"17659",3586.99,3536.33,50.66
"12809",1755.94,1705.34,50.60
"12867",7829.26,7778.66,50.60
"17527",939.37,888.86,50.51
"13684",594.88,544.42,50.46
"13835",1095.27,1044.82,50.45
"17994",2270.03,2219.58,50.45
"14725",1252.74,1202.34,50.40
"12429",6204.41,6154.01,50.40
"15252",2103.41,2053.06,50.35
"12424",3340.03,3289.78,50.25
"18256",110.70,60.60,50.10
"12717",1308.91,1258.91,50.00
"15434",2567.06,2517.11,49.95
"13388",1185.65,1135.70,49.95
"12479",527.20,477.30,49.90
"15764",4503.08,4453.28,49.80
"17613",4544.55,4494.77,49.78
"14189",5503.15,5453.38,49.77
"14573",2163.12,2113.42,49.70
"15400",1302.30,1252.80,49.50
"12910",5796.52,5747.02,49.50
"13343",353.43,303.93,49.50
"15655",560.67,511.32,49.35
"12951",3213.72,3164.42,49.30
"14655",3878.51,3829.23,49.28
"18178",6103.74,6054.49,49.25
"13988",4757.80,4708.64,49.16
"13048",4049.13,4000.08,49.05
"15628",5333.08,5284.18,48.90
"15660",2603.69,2554.84,48.85
"13787",1222.50,1173.70,48.80
"13631",3070.42,3021.77,48.65
"13593",5493.29,5444.81,48.48
"13310",1541.20,1492.80,48.40
"12674",1970.60,1922.26,48.34
"13729",724.73,676.43,48.30
"16955",1120.31,1072.06,48.25
"15423",266.89,219.14,47.75
"17495",806.72,759.07,47.65
"15980",6543.68,6496.28,47.40
"14511",1314.81,1267.41,47.40
"15811",3486.15,3438.85,47.30
"14210",5556.57,5509.37,47.20
"14395",7801.93,7754.73,47.20
"12505",955.20,908.00,47.20
"14431",2614.20,2567.10,47.10
"13268",3174.75,3127.70,47.05
"14295",2362.91,2316.06,46.85
"13980",768.82,722.02,46.80
"12507",1844.06,1797.31,46.75
"16912",4460.51,4413.80,46.71
"14407",2157.73,2111.08,46.65
"15708",3887.15,3840.73,46.42
"14713",5115.76,5069.36,46.40
"12924",2469.40,2423.15,46.25
"16743",4212.15,4165.90,46.25
"12468",3670.74,3624.55,46.19
"17552",2786.77,2740.68,46.09
"12997",2110.91,2065.11,45.80
"16653",1212.66,1166.92,45.74
"13384",6680.83,6635.09,45.74
"12594",5090.11,5044.51,45.60
"17172",956.57,910.99,45.58
"14102",1105.88,1060.33,45.55
"16225",2859.31,2813.81,45.50
"15303",1224.18,1178.78,45.40
"13299",1218.70,1173.30,45.40
"13137",7586.94,7541.61,45.33
"13584",385.70,340.40,45.30
"12972",1161.20,1115.95,45.25
"17035",613.59,568.39,45.20
"18139",8438.34,8393.22,45.12
"13715",8153.04,8108.09,44.95
"13823",3403.45,3358.55,44.90
"16217",304.25,259.39,44.86
"13501",2885.11,2840.26,44.85
"13043",516.42,471.57,44.85
"16061",89.65,44.95,44.70
"17034",1276.42,1231.82,44.60
"13643",2156.77,2112.17,44.60
"16954",6081.88,6037.33,44.55
"17211",3773.35,3728.80,44.55
"15732",1543.97,1499.42,44.55
"17499",1341.39,1296.84,44.55
"13369",308.28,263.75,44.53
"14910",434.35,389.86,44.49
"13281",350.85,306.45,44.40
"14870",1838.95,1794.60,44.35
"18270",444.55,400.35,44.20
"17884",2698.47,2654.47,44.00
"16143",4555.08,4511.13,43.95
"18141",882.47,838.57,43.90
"17819",6021.05,5977.25,43.80
"17578",1047.33,1003.73,43.60
"13230",6120.01,6076.45,43.56
"17722",3520.22,3476.82,43.40
"17476",489.86,446.51,43.35
"17676",2448.64,2405.32,43.32
"18053",571.07,527.77,43.30
"14451",3258.68,3215.50,43.18
"15680",4028.69,3985.59,43.10
"15468",1430.48,1387.48,43.00
"13026",1733.08,1690.12,42.96
"13479",851.37,808.50,42.87
"14087",829.47,786.72,42.75
"18187",724.89,682.19,42.70
"16843",19571.43,19528.78,42.65
"16609",5493.46,5450.96,42.50
"15858",3552.41,3509.91,42.50
"17705",2083.90,2041.50,42.40
"16590",605.90,563.60,42.30
"18217",945.04,902.80,42.24
"15301",6909.67,6867.44,42.23
"16186",8718.43,8676.23,42.20
"14198",1569.73,1527.58,42.15
"15574",1101.44,1059.44,42.00
"16201",2112.12,2070.17,41.95
"14572",5526.88,5484.98,41.90
"12766",8918.99,8877.14,41.85
"16894",1306.96,1265.26,41.70
"17027",1310.63,1268.93,41.70
"15664",1254.03,1212.35,41.68
"14867",2952.06,2910.41,41.65
"15768",15308.89,15267.26,41.63
"13171",468.41,426.81,41.60
"12820",2689.52,2647.94,41.58
"12610",2099.54,2057.99,41.55
"16265",6935.17,6893.62,41.55
"14264",1517.36,1475.86,41.50
"13824",3314.76,3273.36,41.40
"14227",6368.71,6327.31,41.40
"14558",655.50,614.10,41.40
"13359",1043.31,1001.96,41.35
"12381",1845.31,1803.96,41.35
"16672",8134.94,8093.59,41.35
"16239",1492.20,1450.90,41.30
"12463",1344.78,1303.63,41.15
"16797",1802.02,1761.02,41.00
"16764",2790.95,2749.95,41.00
"12434",1103.43,1062.48,40.95
"15601",14191.74,14150.84,40.90
"15993",2777.67,2736.92,40.75
"17313",2328.84,2288.13,40.71
"13295",1101.97,1061.27,40.70
"13612",818.29,777.79,40.50
"13922",865.20,824.70,40.50
"17434",2373.82,2333.42,40.40
"12888",354.12,313.77,40.35
"16730",743.11,702.79,40.32
"14756",2653.76,2613.46,40.30
"12645",3539.30,3499.10,40.20
"17921",2394.36,2354.21,40.15
"12360",4252.89,4212.89,40.00
"14942",746.56,706.56,40.00
"15018",496.21,456.26,39.95
"12801",1071.82,1031.87,39.95
"14080",1115.68,1075.73,39.95
"17736",377.44,337.49,39.95
"12829",385.30,345.35,39.95
"13066",470.80,430.90,39.90
"15038",1146.53,1106.63,39.90
"15469",874.25,834.40,39.85
"14121",2780.15,2740.30,39.85
"14206",1185.01,1145.21,39.80
"13920",1774.68,1734.88,39.80
"14897",3140.54,3100.74,39.80
"13961",538.40,498.70,39.70
"13915",70.80,31.20,39.60
"13381",8224.37,8185.02,39.35
"18207",544.47,505.12,39.35
"17700",6679.97,6640.72,39.25
"12836",6559.73,6520.58,39.15
"13271",211.49,172.37,39.12
"18268",1490.23,1451.22,39.01
"14135",8839.67,8800.80,38.87
"12662",6726.54,6687.69,38.85
"14825",4735.08,4696.28,38.80
"16463",1422.40,1383.70,38.70
"18272",4385.98,4347.33,38.65
"15951",1013.17,974.52,38.65
"14137",332.70,294.10,38.60
"13750",3602.18,3563.60,38.58
"13985",10020.86,9982.31,38.55
"13611",3297.93,3259.43,38.50
"15461",429.70,391.30,38.40
"13175",831.45,793.10,38.35
"15763",1086.92,1048.67,38.25
"17738",4183.56,4145.36,38.20
"12979",517.70,479.54,38.16
"13511",282.76,244.61,38.15
"14462",2242.81,2204.69,38.12
"13539",1569.36,1531.26,38.10
"12517",2481.60,2443.65,37.95
"17588",2939.55,2901.65,37.90
"15729",192.55,154.70,37.85
"16560",3048.38,3010.73,37.65
"17998",639.24,601.74,37.50
"15549",2334.16,2296.66,37.50
"16289",136.31,98.81,37.50
"17724",1033.00,995.65,37.35
"16496",2330.77,2293.47,37.30
"12940",899.69,862.44,37.25
"12719",644.95,608.10,36.85
"15639",1065.08,1028.33,36.75
"12497",6248.50,6211.75,36.75
"14645",876.89,840.24,36.65
"14459",5375.74,5339.14,36.60
"16822",181.39,144.84,36.55
"13362",5394.07,5357.57,36.50
"17649",1578.89,1542.44,36.45
"13186",1575.89,1539.69,36.20
"14626",5410.92,5374.77,36.15
"12649",2294.65,2258.50,36.15
"14141",915.13,879.03,36.10
"13630",2031.78,1995.68,36.10
"13884",1825.03,1788.93,36.10
"13001",24042.65,24006.60,36.05
"15122",4487.27,4451.22,36.05
"14828",9839.46,9803.46,36.00
"14301",1992.18,1956.23,35.95
"18276",1656.52,1620.67,35.85
"15940",35.80,0.00,35.80
"14978",3112.19,3076.39,35.80
"15955",8085.98,8050.23,35.75
"14020",1249.01,1213.26,35.75
"15754",3037.61,3001.86,35.75
"13396",1360.99,1325.29,35.70
"18218",1121.84,1086.14,35.70
"13576",11202.59,11167.00,35.59
"17512",5467.82,5432.27,35.55
"17547",727.85,692.35,35.50
"13763",5217.44,5181.99,35.45
"13288",927.61,892.16,35.45
"14188",2054.36,2018.91,35.45
"12663",239.40,204.00,35.40
"13368",1121.50,1086.10,35.40
"15394",5286.80,5251.40,35.40
"16581",105.84,70.44,35.40
"13542",3959.49,3924.09,35.40
"13496",653.33,617.93,35.40
"14948",1101.97,1066.57,35.40
"14760",89.20,53.80,35.40
"14902",1035.62,1000.27,35.35
"15579",1250.63,1215.38,35.25
"13035",1364.20,1328.95,35.25
"16655",6423.26,6388.16,35.10
"16396",137.80,102.70,35.10
"17763",86.15,51.15,35.00
"17680",497.45,462.50,34.95
"13911",4234.99,4200.04,34.95
"16202",2501.99,2467.04,34.95
"13624",462.08,427.18,34.90
"12775",1686.12,1651.32,34.80
"14048",748.69,713.89,34.80
"17423",1118.95,1084.17,34.78
"14226",2985.13,2950.38,34.75
"16531",2298.33,2263.58,34.75
"12524",11126.11,11091.36,34.75
"17068",8987.68,8953.03,34.65
"13919",1360.68,1326.03,34.65
"16746",18046.75,18012.20,34.55
"15493",4121.68,4087.13,34.55
"14356",701.23,666.94,34.29
"17402",4635.56,4601.41,34.15
"12531",1933.20,1899.05,34.15
"16242",7404.65,7370.50,34.15
"15224",871.36,837.26,34.10
"14269",295.73,261.68,34.05
"15932",2495.87,2461.85,34.02
"16462",136.00,102.00,34.00
"12495",357.40,323.40,34.00
"13131",3313.77,3279.77,34.00
"14338",928.10,894.10,34.00
"13663",2047.51,2013.61,33.90
"14747",328.20,294.30,33.90
"13588",2478.95,2445.12,33.83
"12426",1345.21,1311.41,33.80
"13769",5478.12,5444.33,33.79
"13042",1488.59,1454.84,33.75
"12919",1335.19,1301.44,33.75
"13527",4541.29,4507.59,33.70
"17714",1410.18,1376.58,33.60
"17091",7495.75,7462.15,33.60
"13370",754.87,721.32,33.55
"16626",4413.10,4379.65,33.45
"16676",2361.90,2328.50,33.40
"14455",617.72,584.37,33.35
"16253",7272.20,7238.96,33.24
"16040",2416.90,2383.70,33.20
"13853",1090.14,1056.94,33.20
"15625",3236.40,3203.25,33.15
"14938",2322.43,2289.43,33.00
"16449",707.69,674.69,33.00
"12727",5679.53,5646.53,33.00
"16838",1159.61,1126.66,32.95
"18241",2986.99,2954.09,32.90
"17837",1541.23,1508.38,32.85
"15058",3387.58,3354.73,32.85
"14309",3780.81,3747.96,32.85
"18231",6854.17,6821.37,32.80
"15700",696.68,664.03,32.65
"13952",12823.52,12790.89,32.63
"12560",2134.01,2101.39,32.62
"17412",4220.22,4187.68,32.54
"16229",2867.86,2835.36,32.50
"14157",978.69,946.24,32.45
"13443",1273.16,1240.71,32.45
"16005",2365.49,2333.04,32.45
"15429",397.35,364.90,32.45
"17508",4579.23,4546.78,32.45
"15620",1942.36,1909.93,32.43
"14936",12410.81,12378.46,32.35
"17930",4275.22,4242.92,32.30
"16903",1041.75,1009.45,32.30
"14639",4978.96,4946.81,32.15
"16770",1778.93,1746.83,32.10
"18055",10142.64,10110.59,32.05
"16147",2398.91,2367.02,31.89
"17094",402.20,370.40,31.80
"14618",1342.32,1310.52,31.80
"15377",1211.75,1179.95,31.80
"14521",199.45,167.65,31.80
"13257",149.75,117.95,31.80
"13610",2103.71,2071.96,31.75
"14905",1971.39,1939.69,31.70
"17653",1207.56,1175.88,31.68
"17092",5511.41,5479.76,31.65
"16818",3349.57,3317.97,31.60
"13975",5256.40,5224.85,31.55
"18183",632.07,600.52,31.55
"16350",2253.89,2222.49,31.40
"13152",2146.38,2114.98,31.40
"15766",831.06,799.66,31.40
"12519",716.54,685.19,31.35
"17744",2649.14,2617.82,31.32
"15484",4652.10,4620.90,31.20
"15034",8231.20,8200.25,30.95
"16677",880.62,849.77,30.85
"18193",1207.35,1176.55,30.80
"14323",605.06,574.26,30.80
"13430",679.45,648.69,30.76
"16777",1292.18,1261.43,30.75
"17746",904.18,873.43,30.75
"14846",437.40,406.80,30.60
"16579",295.05,264.45,30.60
"14711",2839.62,2809.02,30.60
"17935",686.14,655.54,30.60
"17306",9782.35,9751.77,30.58
"13059",2291.77,2261.22,30.55
"15777",1762.61,1732.16,30.45
"16016",2083.40,2053.00,30.40
"14515",3724.06,3693.70,30.36
"14110",12987.95,12957.60,30.35
"13269",8537.32,8507.01,30.31
"18110",392.28,362.03,30.25
"17524",539.14,508.90,30.24
"15590",1496.60,1466.41,30.19
"15207",683.92,653.77,30.15
"15880",329.03,299.03,30.00
"16306",1124.72,1094.72,30.00
"17629",2455.52,2425.52,30.00
"13500",1466.30,1436.30,30.00
"16450",1505.73,1475.73,30.00
"16372",1290.31,1260.31,30.00
"15789",1962.01,1932.01,30.00
"17360",1200.51,1170.56,29.95
"17810",373.16,343.21,29.95
"12822",948.88,918.98,29.90
"14372",860.08,830.18,29.90
"17350",1893.70,1863.82,29.88
"16637",1154.47,1124.59,29.88
"15618",776.85,747.03,29.82
"18065",5866.63,5836.88,29.75
"12480",5464.85,5435.10,29.75
"15347",1162.00,1132.30,29.70
"15476",2209.98,2180.28,29.70
"16699",994.60,964.90,29.70
"18269",168.60,138.90,29.70
"13044",4848.05,4818.35,29.70
"14708",1793.22,1763.52,29.70
"12579",440.42,410.72,29.70
"12917",4359.20,4329.50,29.70
"16905",4706.77,4677.12,29.65
"14359",912.18,882.58,29.60
"13506",1338.08,1308.53,29.55
"15154",1343.72,1314.17,29.55
"15490",210.85,181.35,29.50
"14400",1732.47,1703.00,29.47
"13410",2201.96,2172.51,29.45
"18167",1384.86,1355.51,29.35
"12631",3481.57,3452.27,29.30
"14315",3197.82,3168.72,29.10
"16454",30.95,1.90,29.05
"13121",283.73,254.73,29.00
"15248",1893.93,1865.03,28.90
"13456",1766.72,1737.82,28.90
"14623",2016.98,1988.23,28.75
"16892",754.75,726.05,28.70
"16053",3634.84,3606.14,28.70
"13894",564.62,535.97,28.65
"13742",3107.87,3079.27,28.60
"13055",2321.11,2292.51,28.60
"15782",4014.10,3985.65,28.45
"15609",298.48,270.03,28.45
"12790",591.85,563.45,28.40
"14847",1348.95,1320.60,28.35
"13627",2245.90,2217.55,28.35
"15544",7807.89,7779.58,28.31
"15337",373.02,344.72,28.30
"15830",576.00,547.70,28.30
"13872",919.57,891.32,28.25
"17719",5396.04,5367.80,28.24
"12840",4041.97,4013.87,28.10
"16073",122.40,94.35,28.05
"13199",15964.21,15936.30,27.91
"15738",13043.32,13015.42,27.90
"14764",278.30,250.55,27.75
"13481",3830.84,3803.09,27.75
"15839",1048.49,1020.74,27.75
"13425",3390.43,3362.73,27.70
"18176",476.35,448.65,27.70
"16576",540.87,513.17,27.70
"17375",660.55,632.95,27.60
"13513",824.59,796.99,27.60
"15529",4783.66,4756.21,27.45
"14869",2778.14,2750.70,27.44
"16347",3442.96,3415.56,27.40
"14893",1809.61,1782.26,27.35
"12886",1378.40,1351.09,27.31
"13939",1560.96,1533.66,27.30
"13545",364.93,337.64,27.29
"18177",2216.32,2189.07,27.25
"13700",2596.97,2569.72,27.25
"16795",2062.41,2035.21,27.20
"12456",3181.04,3153.89,27.15
"12826",2800.75,2773.69,27.06
"15888",429.16,402.12,27.04
"13431",3316.24,3289.24,27.00
"16615",291.50,264.50,27.00
"13497",1166.83,1139.83,27.00
"16335",2753.52,2726.52,27.00
"17496",1412.89,1385.89,27.00
"15966",426.53,399.58,26.95
"17169",1156.73,1129.88,26.85
"13982",3954.29,3927.49,26.80
"13644",2624.26,2597.52,26.74
"13337",1575.26,1548.55,26.71
"12672",437.05,410.50,26.55
"16297",301.90,275.40,26.50
