"customer_id","recency_days","frequency_completed","monetary_gross"
"13484",240,3,790.72
"13485",232,11,3015.22
"13486",77,3,1122.41
"13487",57,5,846.87
"13488",16,23,14205.96
"13489",104,4,449.52
"13490",653,1,154.25
"13491",51,27,4467.66
"13492",135,3,1269.84
"13493",274,2,498.63
"13494",311,1,316.26
"13495",7,10,4863.31
"13496",10,2,653.33
"13497",282,6,1166.83
"13498",729,1,327.38
"13499",17,5,1159.11
"13500",22,4,1466.30
"13501",242,3,2885.11
"13502",16,5,780.50
"13503",70,5,1778.04
"13504",63,1,295.93
"13505",67,4,3633.63
"13506",311,5,1338.08
"13507",2,4,2479.16
"13508",243,2,287.05
"13509",8,7,1099.72
"13510",0,11,4558.29
"13511",483,1,282.76
"13512",260,4,713.39
"13513",126,3,824.59
"13514",73,4,815.90
"13515",72,6,1265.82
"13516",20,4,1685.26
"13517",59,3,2128.42
"13518",85,1,627.16
"13519",49,2,343.21
"13520",58,11,5446.00
"13521",0,3,1070.47
"13522",29,1,125.80
"13523",32,6,4534.57
"13524",40,5,680.18
"13525",14,2,628.78
"13526",737,2,1182.00
"13527",33,12,4541.29
"13529",78,2,307.76
"13530",633,1,402.98
"13531",204,6,1433.07
"13532",33,1,210.31
"13533",182,3,269.09
"13534",1,35,7720.90
"13535",402,1,89.50
"13536",0,7,3444.39
"13537",425,2,717.85
"13538",42,12,3103.13
"13539",85,7,1569.36
"13540",466,3,632.39
"13541",422,2,785.25
"13542",376,17,3959.49
"13543",633,2,1439.61
"13544",39,6,790.20
"13545",390,2,364.93
"13546",11,5,1086.24
"13547",407,1,164.53
"13548",95,3,901.44
"13549",25,8,1005.80
"13550",382,1,342.55
"13551",318,2,244.20
"13552",65,22,6948.92
"13553",674,1,499.60
"13554",379,7,1629.35
"13555",73,13,8891.84
"13556",428,2,200.82
"13557",27,13,3032.26
"13558",5,4,594.52
"13559",512,2,990.00
"13560",6,1,171.42
"13561",215,11,1803.40
"13562",81,8,4838.18
"13563",83,2,777.53
"13564",353,36,15880.22
"13565",18,3,414.80
"13566",40,5,1684.75
"13567",427,4,1079.29
"13568",172,1,187.05
"13569",16,4,725.04
"13570",242,1,239.49
"13571",12,26,4537.26
"13572",205,1,1384.25
"13573",49,6,903.07
"13574",410,1,404.45
"13575",22,5,732.07
"13576",9,28,11202.59
"13577",24,11,3484.28
"13578",408,1,147.66
"13579",14,5,1374.34
"13580",405,1,107.75
"13581",308,2,280.53
"13582",389,2,241.68
"13583",155,2,1445.03
"13584",306,3,385.70
"13585",530,3,684.54
"13586",540,1,127.28
"13587",31,4,1673.50
"13588",15,9,2478.95
"13589",14,6,1120.74
"13590",10,18,6336.04
"13591",64,7,2093.94
"13592",35,4,247.96
"13593",107,14,5493.29
"13594",52,2,533.32
"13595",516,3,784.48
"13596",5,2,664.11
"13597",387,2,396.71
"13598",46,5,761.96
"13599",0,33,9811.04
"13600",311,2,518.42
"13601",44,4,1159.99
"13602",64,4,1025.17
"13603",25,1,164.34
"13604",651,1,717.62
"13605",386,2,522.67
"13606",28,3,276.75
"13607",39,2,1075.81
"13608",540,1,232.05
"13609",592,1,167.35
"13610",11,14,2102.46
"13611",88,10,3297.93
"13612",517,1,818.29
"13613",452,5,1039.85
"13614",23,6,2332.74
"13615",312,8,6272.53
"13616",567,2,283.85
"13617",39,8,1278.75
"13618",173,1,177.34
"13619",544,2,223.44
"13620",527,1,112.34
"13621",116,1,213.85
"13622",688,1,658.95
"13623",30,10,2533.06
"13624",380,1,462.08
"13625",596,1,301.26
"13626",252,2,707.04
"13627",58,7,2245.90
"13628",675,1,310.14
"13629",22,19,13370.86
"13630",4,7,2031.78
"13631",99,11,3070.42
"13632",24,8,3645.81
"13634",32,15,4988.08
"13635",67,4,2999.16
"13636",36,5,949.12
"13637",51,3,803.05
"13638",15,1,122.64
"13639",73,2,1346.27
"13640",610,1,405.00
"13641",640,4,942.37
"13642",215,4,472.20
"13643",30,10,2156.77
"13644",8,4,2624.26
"13645",119,1,252.10
"13646",399,2,326.25
"13647",9,8,3041.68
"13648",399,8,1759.07
"13649",256,6,1453.68
"13650",16,10,3288.00
"13651",39,2,211.85
"13652",45,5,2262.05
"13653",487,1,152.20
"13654",42,11,6308.00
"13655",113,6,2280.51
"13656",164,4,1078.85
"13657",10,2,382.14
"13658",9,9,6025.50
"13659",196,12,4884.68
"13660",395,1,306.64
"13661",602,1,325.24
"13662",85,11,2233.61
"13663",178,5,2047.51
"13665",385,3,1711.66
"13666",59,5,127.05
"13667",148,1,299.05
"13668",2,35,12948.48
"13669",50,3,413.55
"13670",74,1,349.70
"13671",394,1,172.60
"13672",300,3,419.92
"13673",18,2,387.44
"13674",429,1,240.68
"13675",150,2,486.82
"13676",538,2,243.90
"13677",404,2,551.24
"13678",151,1,232.60
"13679",493,3,281.26
"13680",0,12,11419.67
"13681",17,4,827.83
"13682",186,1,59.50
"13683",457,1,258.60
"13684",285,4,594.88
"13685",2,7,3119.44
"13686",182,3,409.04
"13687",437,1,11880.84
"13688",634,1,375.50
"13689",62,2,1259.50
"13690",58,1,172.25
"13691",395,1,210.78
"13692",24,5,3114.40
"13693",324,9,2011.82
"13694",3,143,195640.69
"13695",30,16,2770.73
"13696",421,3,2020.40
"13697",38,1,151.30
"13698",596,2,451.73
"13699",154,2,764.15
"13700",25,13,2596.97
"13701",436,1,161.00
"13702",445,1,135.18
"13703",317,2,425.56
"13704",4,9,2308.06
"13705",7,7,1717.19
"13706",302,2,631.17
"13707",266,5,3365.86
"13708",270,1,283.33
"13709",3,18,7571.35
"13710",31,3,509.52
"13711",218,9,1792.26
"13712",246,2,766.42
"13713",407,3,740.76
"13714",464,1,161.35
"13715",280,17,8153.04
"13716",268,1,138.28
"13717",31,8,1763.30
"13718",245,2,306.55
"13719",14,11,2782.10
"13720",116,4,799.90
"13721",35,2,741.54
"13722",119,10,5635.41
"13723",216,6,1194.08
"13724",636,1,213.01
"13725",49,8,1980.56
"13726",38,2,1079.66
"13727",28,8,1074.15
"13728",36,16,2855.17
"13729",435,3,724.73
"13730",135,2,752.60
"13731",218,2,610.59
"13732",27,1,491.86
"13733",410,2,487.03
"13734",508,4,6695.69
"13735",24,13,9762.77
"13736",4,7,2752.47
"13737",199,1,339.60
"13738",395,1,434.78
"13739",17,2,292.20
"13740",240,5,1582.77
"13741",71,3,668.43
"13742",16,12,3107.87
"13743",2,7,1341.60
"13744",94,2,1080.52
"13745",150,2,777.36
"13746",413,1,176.69
"13747",373,2,169.80
"13748",95,9,2064.35
"13749",700,NULL,NULL
"13750",53,11,3602.18
"13751",287,1,296.25
"13752",123,7,1579.83
"13753",287,4,2094.57
"13754",151,3,447.05
"13755",3,9,2108.06
"13756",1,23,8655.95
"13757",674,1,195.55
"13758",11,14,8595.29
"13759",32,2,659.41
"13760",53,5,1363.64
"13761",49,6,1952.17
"13762",203,5,2472.48
"13763",62,3,5217.44
"13764",70,6,2908.67
"13765",652,1,352.82
"13766",494,1,190.35
"13767",1,73,33903.57
"13768",563,2,875.97
"13769",1,20,5478.12
"13770",421,4,785.37
"13771",63,9,5728.82
"13772",33,8,3100.02
"13773",396,2,301.54
"13774",81,1,345.00
"13775",590,1,1049.66
"13777",0,61,49638.26
"13778",102,4,1124.49
"13779",515,1,161.13
"13780",6,3,732.07
"13781",250,3,778.83
"13782",12,13,1786.08
"13783",487,4,1542.09
"13784",9,14,2910.23
"13785",428,4,542.49
"13786",366,6,3127.99
"13787",75,6,1222.50
"13788",504,1,3.75
"13789",387,1,239.46
"13790",3,1,348.80
"13791",42,2,1516.00
"13792",65,3,383.95
"13793",646,1,96.00
"13794",546,1,126.03
"13795",387,4,836.30
"13796",498,1,289.70
"13797",436,3,1179.45
"13798",0,110,75428.87
"13799",116,9,2803.57
"13800",309,3,1679.56
"13801",66,1,324.80
"13802",137,19,26259.11
"13803",254,3,1338.91
"13804",30,9,3161.12
"13805",51,2,924.60
"13806",63,1,256.38
"13807",366,3,422.20
"13808",5,5,1747.66
"13809",304,3,679.70
"13810",28,2,827.51
"13811",183,2,519.75
"13812",41,3,485.00
"13813",39,8,2387.47
"13814",55,3,2257.32
"13815",21,8,6737.74
"13816",23,2,499.67
"13817",28,2,328.98
"13818",429,1,61.28
"13819",301,6,2642.35
"13820",417,3,652.75
"13821",144,6,1379.08
"13822",5,2,632.00
"13823",18,7,3403.45
"13824",32,12,3314.76
"13825",621,2,255.59
"13826",157,1,189.50
"13827",57,3,409.80
"13828",21,1,209.49
"13829",358,1,102.00
"13830",573,1,156.85
"13831",15,18,6585.54
"13832",17,2,609.89
"13833",158,2,700.41
"13834",576,2,324.19
"13835",24,7,1095.27
"13836",398,2,620.37
"13837",211,2,266.59
"13838",5,10,1690.07
"13839",485,1,139.95
"13840",415,1,651.40
"13841",252,1,85.00
"13842",58,18,5319.34
"13843",380,1,319.75
"13844",10,1,361.62
"13845",64,1,312.98
"13846",24,4,1307.79
"13847",719,1,310.72
"13848",91,8,3015.00
"13849",51,5,3469.30
"13850",87,1,1595.48
"13851",95,8,4606.46
"13852",606,1,187.35
"13853",8,1,1090.14
"13854",8,39,11944.56
"13855",500,4,1310.34
"13856",168,11,1142.03
"13857",392,6,1000.91
"13858",56,1,216.17
"13859",325,2,515.86
"13860",0,5,1245.90
"13861",428,2,273.26
"13862",17,9,2556.09
"13863",244,4,1239.55
"13864",386,1,662.40
"13865",57,4,501.56
"13866",73,1,145.67
"13867",30,3,1005.09
"13868",6,2,3192.54
"13869",122,10,7996.87
"13870",1,15,5712.08
"13871",22,17,7885.85
"13872",512,3,919.57
"13873",119,8,1038.92
"13874",357,7,2049.15
"13875",53,14,4814.37
"13876",63,1,122.70
"13877",85,3,449.68
"13878",54,4,2416.90
"13879",645,1,395.50
"13880",20,17,4293.86
"13881",3,43,45179.10
"13882",2,5,1191.13
"13883",0,14,6535.37
"13884",6,10,1825.03
"13885",188,2,506.80
"13886",70,1,243.56
"13887",203,1,349.55
"13888",119,7,2001.59
"13889",92,6,1991.23
"13890",0,14,2927.38
"13891",377,3,859.21
"13892",26,6,1267.65
"13893",297,1,821.10
"13894",21,3,564.62
"13895",20,6,4008.52
"13896",625,1,388.55
"13897",49,3,1160.72
"13898",325,2,686.40
"13899",15,2,388.52
"13900",182,6,1610.59
"13901",71,15,5676.34
"13902",631,5,34023.26
"13903",399,1,165.45
"13904",36,2,332.64
"13905",570,1,312.65
"13906",408,1,42.00
"13907",691,1,136.80
"13908",79,4,2319.55
"13909",422,2,282.85
"13911",56,20,4234.99
"13912",423,1,124.95
"13913",506,1,42.22
"13914",3,2,626.45
"13915",393,1,70.80
"13916",463,4,1275.81
"13917",49,2,272.04
"13918",49,2,1212.84
"13919",52,4,1252.68
"13920",431,4,1774.68
"13921",398,4,730.70
"13922",351,3,865.20
"13923",53,1,351.13
"13924",1,6,1838.85
"13925",35,4,678.25
"13926",22,1,223.85
"13927",74,2,708.26
"13928",10,4,464.57
"13929",168,11,3494.10
"13930",57,2,337.34
"13931",85,11,5257.38
"13932",294,1,307.40
"13933",108,2,608.79
"13934",263,1,922.10
"13935",596,3,6116.92
"13936",170,3,939.66
"13937",168,2,880.13
"13938",34,1,71.66
"13939",22,7,1560.96
"13940",16,4,839.14
"13941",21,15,10027.18
"13942",534,1,320.00
"13943",577,1,246.54
"13944",652,1,200.43
"13945",394,2,854.15
"13946",78,6,1876.23
"13947",64,1,90.60
"13948",360,4,548.76
"13949",2,6,2427.32
"13950",10,4,745.06
"13951",175,3,674.45
"13952",210,14,12823.52
"13953",6,12,6640.68
"13954",1,2,439.92
"13955",153,3,544.07
"13956",4,5,1019.27
"13957",417,3,458.25
"13958",371,8,4709.23
"13959",78,6,1064.77
"13960",20,2,230.22
"13961",384,1,538.40
"13962",21,3,362.80
"13963",307,17,2860.57
"13964",386,2,438.90
"13965",454,3,996.61
"13966",434,1,384.26
"13967",145,2,166.30
"13968",422,1,123.66
"13969",6,35,12973.46
"13970",385,2,846.55
"13971",8,14,4667.57
"13972",70,2,190.25
"13973",286,1,264.70
"13974",48,2,677.72
"13975",30,12,5256.40
"13976",206,4,1192.36
"13977",410,1,519.81
"13978",14,2,196.79
"13979",72,7,3373.63
"13980",59,5,768.82
"13981",400,1,331.14
"13982",38,9,3954.29
"13983",29,21,6753.89
"13984",26,12,1893.80
"13985",3,22,10020.86
"13986",16,1,320.46
"13987",379,2,682.54
"13988",19,8,4757.80
"13989",65,5,2026.06
"13990",212,1,311.30
"13991",11,6,851.88
"13992",29,3,219.50
"13993",31,19,6775.71
"13994",3,6,2274.14
"13995",14,14,3902.01
"13996",385,2,845.76
"13997",518,3,376.46
"13998",446,3,566.70
"13999",9,29,9502.26
"14000",205,5,2046.34
"14001",45,9,4228.85
"14002",133,2,529.73
"14003",732,1,209.41
"14004",42,11,6258.45
"14005",9,5,2874.72
"14006",115,7,2196.67
"14007",512,1,79.48
"14008",374,1,509.04
"14009",197,3,1099.91
"14010",564,2,445.15
"14011",479,2,457.82
"14012",277,1,328.80
"14013",109,5,1084.57
"14014",76,3,1948.21
"14015",52,1,917.34
"14016",153,11,11303.41
"14017",570,1,229.75
"14018",644,1,367.15
"14019",46,3,1421.61
"14020",16,4,1249.01
"14021",154,7,1716.58
"14022",224,2,792.15
"14023",6,2,584.07
"14024",121,3,645.74
"14025",464,8,4057.90
"14026",470,2,713.11
"14027",60,1,104.82
"14028",549,3,10396.50
"14029",62,2,467.66
"14030",17,20,7521.80
"14031",6,44,39019.51
"14032",1,16,4546.41
"14033",554,1,109.44
"14034",21,3,648.89
"14035",28,9,2794.75
"14036",284,1,626.65
"14037",175,6,836.95
"14038",77,5,3069.88
"14039",32,2,267.28
"14040",40,35,12523.81
"14041",265,1,141.41
"14042",724,1,431.98
"14043",490,2,302.60
"14044",26,10,3073.95
"14045",108,16,10986.63
"14046",283,1,151.59
"14047",8,14,3968.11
"14048",276,3,748.69
"14049",16,13,13023.40
"14050",31,2,746.36
"14051",0,37,21770.98
"14052",19,2,466.66
"14053",123,4,572.30
"14054",64,1,92.46
"14055",105,3,1520.96
"14056",0,23,8152.71
"14057",23,22,8346.66
"14058",462,2,469.19
"14059",266,1,183.60
"14060",4,30,8898.24
"14061",506,3,917.43
"14062",9,24,25585.65
"14063",686,7,9471.50
"14064",28,15,3260.24
"14065",388,3,891.02
"14066",266,1,152.55
"14067",63,2,374.70
"14068",319,4,1516.72
"14069",514,2,225.81
"14070",684,1,321.60
"14071",3,8,1422.75
"14072",666,1,390.85
"14073",20,1,151.04
"14074",622,1,219.40
"14075",4,5,1724.87
"14076",128,1,118.67
"14077",40,6,615.08
"14078",101,9,1551.82
"14079",124,1,375.10
"14080",32,5,1115.68
"14081",266,10,4867.57
"14082",364,2,413.36
"14083",3,11,1082.19
"14084",511,1,150.50
"14085",1,32,9705.67
"14086",462,1,39.95
"14087",2,3,829.47
"14088",9,16,64036.80
"14089",56,1,158.75
"14090",324,1,76.32
"14091",653,2,9530.08
"14092",7,24,7229.45
"14093",11,1,433.86
"14094",439,1,311.77
"14095",722,1,2.95
"14096",3,17,53258.43
"14097",480,2,422.86
"14098",36,1,147.35
"14099",15,20,5750.91
"14100",137,1,191.95
"14101",73,13,9961.93
"14102",4,5,1105.88
"14104",154,5,740.53
"14105",84,5,5988.83
"14106",736,1,214.80
"14107",51,11,4877.30
"14108",30,4,1044.96
"14109",22,1,144.20
"14110",3,33,12987.95
"14111",13,4,692.85
"14112",22,13,5834.59
"14113",3,16,7092.61
"14114",273,7,1364.09
"14115",501,2,622.67
"14116",19,5,1382.74
"14117",143,1,90.00
"14118",428,1,458.45
"14119",353,2,183.37
"14120",429,NULL,NULL
"14121",3,4,2780.15
"14122",394,3,362.42
"14123",732,1,436.18
"14124",83,1,419.58
"14125",10,3,2720.63
"14126",7,4,1172.46
"14127",122,6,1900.08
"14128",60,3,924.21
"14129",1,9,2591.34
"14130",318,4,1858.77
"14131",648,1,168.22
"14132",1,11,3586.03
"14133",129,4,911.14
"14134",382,15,11123.35
"14135",1,24,8839.67
"14136",400,5,1570.81
"14137",681,1,332.70
"14138",1,2,965.88
"14139",45,4,1086.80
"14140",3,2,935.05
"14141",2,4,915.13
"14142",372,2,671.34
"14143",133,1,115.80
"14144",485,1,30.60
"14145",46,7,7600.05
"14146",8,12,9450.30
"14147",48,9,2590.20
"14148",233,2,466.29
"14149",212,1,446.62
"14150",35,2,658.64
"14151",672,2,679.45
"14152",74,7,1997.34
"14153",482,1,233.40
"14154",238,8,6460.70
"14155",265,1,118.75
"14156",9,144,303069.88
"14157",19,5,978.69
"14158",39,1,507.66
"14159",19,20,7849.58
"14160",609,7,8421.47
"14161",215,7,2996.93
"14162",173,2,289.36
"14163",86,5,2594.62
"14164",70,2,1631.77
"14165",275,1,120.44
"14166",504,2,251.15
"14167",38,8,1274.29
"14168",420,2,370.45
"14169",430,2,613.11
"14170",374,3,570.18
"14171",97,2,498.79
"14172",604,3,369.02
"14173",10,6,586.00
"14174",32,1,134.46
"14175",50,8,7678.88
"14176",296,5,756.46
"14177",84,13,2209.69
"14178",8,7,1580.26
"14179",40,2,701.57
"14180",10,33,6117.50
"14181",410,2,308.35
"14182",443,4,678.77
"14183",410,2,278.34
"14184",66,1,452.89
"14185",330,1,197.65
"14186",426,5,1550.63
"14187",473,1,123.50
"14188",8,6,2054.36
"14189",1,16,5503.15
"14190",665,1,79.90
"14191",1,15,4817.66
"14192",387,1,293.74
"14193",67,3,1210.19
"14194",4,36,18670.59
"14195",201,6,2615.60
"14196",106,1,335.52
"14197",410,1,390.05
"14198",3,9,1569.73
"14199",217,4,1091.70
"14200",616,1,379.20
"14201",59,10,1193.54
"14202",380,3,847.76
"14203",396,1,339.34
"14204",1,4,1024.83
"14205",16,9,2414.20
"14206",238,3,1185.01
"14207",687,1,157.80
"14208",94,2,567.05
"14209",10,15,4993.27
"14210",90,16,5556.57
"14211",52,18,4402.29
"14212",89,2,2190.14
"14213",371,1,1192.20
"14214",30,5,1004.38
"14215",11,9,3250.33
"14216",2,5,2150.04
"14217",1,23,3298.59
"14218",42,1,169.48
"14219",3,3,633.83
"14220",246,4,1515.00
"14221",41,17,6517.49
"14222",176,1,683.17
"14223",91,3,991.13
"14224",109,9,1841.71
"14225",434,4,2031.07
"14226",28,6,2985.13
"14227",25,15,6366.16
"14228",437,3,745.50
"14229",51,7,2594.04
"14230",435,3,979.80
"14231",178,4,1235.62
"14232",31,5,2048.07
"14233",43,7,2904.27
"14234",21,4,754.12
"14235",9,9,4717.99
"14236",80,5,1555.34
"14237",372,2,471.14
"14238",325,3,434.23
"14239",42,21,4263.17
"14240",29,3,1247.49
"14241",183,2,333.70
"14242",234,2,280.55
"14243",8,17,7217.75
"14244",658,1,366.42
"14245",175,2,1693.45
"14246",110,3,1474.06
"14247",277,5,753.56
"14248",317,3,1032.95
"14249",410,12,5400.46
"14250",6,3,1904.05
"14251",1,5,2879.70
"14252",380,1,350.99
"14253",492,2,363.40
"14254",432,1,601.03
"14256",253,5,2460.79
"14257",50,9,5954.45
"14258",8,25,32051.34
"14259",141,1,120.00
"14260",470,3,824.28
"14261",50,2,1163.45
"14262",7,8,2618.23
"14263",422,1,322.93
"14264",154,6,1517.36
"14265",108,4,1373.35
"14266",427,1,40.56
"14267",150,3,1516.24
"14268",470,1,354.85
"14269",434,1,295.73
"14270",331,1,492.65
"14271",225,2,214.18
"14272",73,4,920.81
"14273",50,4,559.97
"14274",685,1,256.60
"14275",395,6,1189.38
"14276",87,7,2102.68
"14277",14,8,16789.16
"14278",409,1,205.83
"14279",520,2,191.86
"14280",196,1,134.04
"14281",407,1,245.15
"14282",2,25,7250.76
"14283",462,4,628.44
"14284",30,3,1299.65
"14285",20,8,3284.42
"14286",23,7,8479.76
"14287",7,3,176.63
"14288",211,1,426.60
"14289",8,6,911.26
"14290",10,8,4516.56
"14291",1,23,7904.10
"14292",7,16,9226.25
"14293",2,9,2903.01
"14294",406,1,375.34
"14295",39,4,2352.91
"14296",413,2,456.40
"14297",17,4,1305.33
"14298",2,82,91194.49
"14299",7,27,14070.25
"14300",18,1,43.20
"14301",107,4,1992.18
"14302",430,3,742.90
"14303",406,2,277.94
"14304",222,3,1725.01
"14305",70,3,1858.96
"14306",50,6,3151.40
"14307",88,10,4287.92
"14309",7,11,3780.81
"14310",432,1,492.10
"14311",224,2,516.45
"14312",46,11,3090.29
"14314",106,2,229.80
"14315",20,8,3197.82
"14316",421,5,1370.34
"14317",64,1,508.58
"14318",459,1,158.02
"14319",423,1,494.85
"14320",206,5,1346.75
"14321",10,7,2218.06
"14322",426,4,474.10
"14323",114,2,605.06
"14324",409,2,701.61
"14325",569,1,245.48
"14326",234,3,940.98
"14327",162,6,1894.93
"14329",8,15,9887.62
"14330",623,1,200.63
"14331",123,2,462.66
"14332",22,5,1917.41
"14333",63,1,415.20
"14334",16,12,4318.48
"14335",15,2,454.86
"14336",16,4,1614.91
"14337",730,NULL,NULL
"14338",157,3,928.10
"14339",234,2,620.27
"14340",218,1,134.70
"14341",44,18,4452.02
"14342",20,6,918.44
"14343",420,4,1079.66
"14344",126,20,2993.05
"14345",38,1,108.98
"14346",120,5,2315.75
"14347",736,1,82.60
"14348",259,1,409.57
"14349",9,1,133.50
"14350",270,3,972.03
"14351",164,1,51.00
"14352",156,4,1078.96
"14353",214,3,376.50
"14354",5,2,163.62
"14355",365,3,840.05
"14356",59,2,701.23
"14357",42,1,225.12
"14358",388,2,400.06
"14359",18,3,912.18
"14360",31,4,2118.03
"14361",578,1,214.71
"14362",21,1,151.50
"14363",401,2,227.47
"14364",108,8,3717.35
"14365",394,2,634.68
"14366",524,1,136.00
"14367",7,16,9227.82
"14368",319,1,155.00
"14369",641,2,469.13
"14370",450,6,1175.78
"14371",294,1,100.50
"14372",442,2,860.08
"14373",357,1,76.55
"14374",540,1,108.00
"14375",184,3,1106.82
"14376",682,1,215.46
"14377",190,2,617.05
"14378",621,1,131.25
"14379",43,4,1265.16
"14381",51,2,625.94
"14382",25,2,1193.63
"14383",37,3,1247.69
"14384",500,1,58.50
"14385",8,3,202.11
"14386",296,1,142.40
"14387",32,3,1727.60
"14388",8,16,6388.20
"14389",8,5,1898.01
"14390",9,13,6150.03
"14391",576,1,135.60
"14392",431,1,266.40
"14393",217,1,67.95
"14394",564,1,93.80
"14395",1,20,7801.93
"14396",64,7,1969.38
"14397",0,19,2612.96
"14398",400,2,707.79
"14399",393,8,2108.21
"14400",140,3,1732.47
"14401",3,22,6795.90
"14402",651,1,285.60
"14403",129,6,1880.51
"14404",33,13,2724.13
"14405",386,1,195.00
"14406",118,1,156.75
"14407",106,5,2142.73
"14408",10,11,4102.27
"14409",70,9,3427.29
"14410",15,11,2630.90
"14411",310,1,1063.00
"14412",34,3,1426.19
"14413",361,3,421.72
"14414",91,8,2399.33
"14415",0,23,11980.09
"14416",21,2,490.22
"14417",387,1,524.65
"14418",3,3,1937.25
"14419",10,7,1254.64
"14420",84,4,1639.17
"14421",56,6,2469.37
"14422",0,19,10271.52
"14423",217,3,916.61
"14424",17,1,322.08
"14425",426,3,661.39
"14426",18,17,11727.94
"14427",49,4,1263.52
"14428",6,5,1224.06
"14429",403,1,516.28
"14430",511,3,1220.90
"14431",298,4,2614.20
"14432",9,6,2248.50
"14433",465,1,280.70
"14434",21,6,1372.80
"14435",501,1,90.42
"14436",98,2,271.70
"14437",365,5,873.34
"14438",305,1,131.90
"14439",319,5,9443.04
"14440",7,13,5982.03
"14441",0,11,4611.69
"14442",1,7,5367.02
"14443",53,5,2082.97
"14444",455,1,120.44
"14445",455,1,221.65
"14446",0,5,1195.48
"14447",18,6,1711.73
"14448",8,2,375.35
"14449",18,8,2230.96
"14450",180,7,1128.44
"14451",59,12,3258.68
"14452",10,4,658.95
"14453",189,1,119.93
"14454",375,5,977.30
"14455",431,4,617.72
"14456",4,9,3014.32
"14457",310,1,113.64
"14458",380,1,219.27
"14459",154,2,5375.74
"14460",109,9,1093.50
"14461",147,13,6676.52
"14462",63,12,2237.81
"14463",97,4,786.57
"14464",567,2,111.00
"14465",246,11,3925.85
"14466",28,13,4267.15
"14467",17,12,2203.24
"14468",733,1,204.24
"14469",415,4,2093.46
"14470",11,3,712.04
"14471",590,2,400.95
"14472",103,9,2118.72
"14473",73,2,234.34
"14474",42,2,1258.89
"14475",71,4,1151.15
"14476",256,1,193.00
"14477",19,7,1969.60
"14478",381,4,1276.66
"14479",253,4,1124.71
"14480",10,4,1299.52
"14481",164,5,2284.69
"14482",17,12,4306.72
"14483",149,2,257.10
"14484",49,4,1070.98
"14485",38,1,162.80
"14486",511,2,175.50
"14487",26,7,1266.27
"14488",50,1,1064.28
"14489",206,4,1574.93
"14490",405,2,1273.47
"14491",174,2,340.93
"14492",429,7,1921.91
"14493",6,10,5087.86
"14494",25,3,401.46
"14495",50,3,174.80
"14496",311,7,2363.89
"14497",300,2,697.06
"14498",42,10,3900.83
"14499",25,7,2101.79
"14500",87,3,356.85
"14501",63,2,251.21
"14502",19,11,2426.79
"14503",2,6,3543.26
"14504",46,4,673.26
"14505",16,19,11873.08
"14506",16,7,2960.25
"14507",23,11,3216.74
"14508",21,5,822.92
"14509",533,1,110.95
"14510",375,3,979.85
"14511",10,5,1314.81
"14512",187,7,1215.97
"14513",100,6,788.01
"14514",60,9,4380.04
"14515",17,12,3724.06
"14516",515,1,151.17
"14517",32,2,330.45
"14518",63,1,174.37
"14519",683,2,203.14
"14520",1,2,270.60
"14521",476,1,199.45
"14522",23,8,1748.42
"14523",107,1,241.09
"14524",31,13,2909.86
"14525",8,17,8018.59
"14526",388,1,258.65
"14527",2,121,27191.10
"14528",36,1,364.22
"14529",59,3,578.61
"14530",25,16,6088.87
"14531",479,1,376.34
"14532",235,11,3845.78
"14533",24,11,3466.37
"14534",2,26,6183.06
"14535",58,9,5961.89
"14536",259,1,170.95
"14537",57,2,641.40
"14538",64,5,1370.84
"14539",15,2,537.48
"14540",9,11,3709.64
"14541",58,14,2491.38
"14542",185,1,103.25
"14543",3,39,14548.22
"14544",23,3,2938.53
"14545",673,1,349.25
"14546",3,11,5184.84
"14547",3,8,3974.75
"14548",150,9,2541.29
"14549",310,4,913.60
"14550",10,4,1345.06
"14551",17,7,878.09
"14552",151,3,507.93
"14553",18,9,1818.60
"14554",9,4,2279.49
"14555",56,6,2304.03
"14556",595,3,815.69
"14557",63,1,788.38
"14558",652,3,655.50
"14559",389,1,75.60
"14560",6,44,6114.03
"14561",75,3,1080.76
"14562",3,26,6638.15
"14563",509,2,625.42
"14564",426,2,2605.62
"14565",95,5,3709.22
"14566",110,4,4092.00
"14567",34,2,1530.36
"14568",423,1,919.70
"14569",0,4,597.33
"14570",280,3,512.40
"14571",424,1,160.00
"14572",2,11,5520.98
"14573",179,13,2163.12
"14574",732,1,143.70
"14575",487,1,420.22
"14576",371,1,35.40
"14577",12,7,1364.15
"14578",2,1,168.63
"14579",431,1,105.56
"14580",517,1,14.85
"14581",16,2,409.65
"14582",40,1,114.11
"14583",5,8,1660.29
"14584",168,8,1738.16
"14585",49,5,1143.27
"14586",226,1,237.36
"14587",18,9,1580.29
"14588",577,1,135.39
"14589",371,1,39.75
"14590",424,20,2993.37
"14591",14,4,1320.21
"14592",34,3,557.94
"14593",21,12,3658.03
"14594",6,2,363.33
"14595",19,8,2164.45
"14596",626,1,222.22
"14597",10,6,2184.63
"14598",43,2,384.04
"14599",389,2,457.89
"14600",305,2,865.17
"14601",10,1,213.96
"14602",655,1,205.36
"14603",274,1,660.00
"14604",632,1,136.36
"14605",373,4,920.71
"14606",0,184,29648.75
"14607",15,20,22575.13
"14608",3,10,3342.94
"14609",71,10,1486.20
"14610",395,2,24.35
"14611",438,2,604.33
"14612",414,1,877.70
"14613",679,1,76.32
