"customer_id","invoice_no","invoice_date","stock_code","cancelled_qty","total_purchased","excess_qty"
"12424","C510878","2010-06-04 09:59:00","22220",3,0,3
"18053","C519003","2010-08-12 18:49:00","22636",3,0,3
"13768","C491620","2009-12-11 14:09:00","22072",3,0,3
"13768","C491620","2009-12-11 14:09:00","22138",3,0,3
"15031","C512272","2010-06-14 13:32:00","22142",4,1,3
"16080","C523381","2010-09-21 19:40:00","22617",9,6,3
"14133","C543776","2011-02-11 16:12:00","22962",3,0,3
"13889","C516754","2010-07-22 16:32:00","79323B",3,0,3
"13902","C490993","2009-12-08 17:13:00","37495",3,0,3
"13958","C491466","2009-12-11 11:52:00","20663",3,0,3
"16128","C489527","2009-12-01 11:50:00","21041",3,0,3
"13983","C506756","2010-05-04 11:59:00","79323P",3,0,3
"16772","C492932","2009-12-21 12:17:00","48185",2,0,2
"17345","C489636","2009-12-01 15:34:00","21576",2,0,2
"14507","C491402","2009-12-10 17:16:00","22150",2,0,2
"17345","C489636","2009-12-01 15:34:00","21578",2,0,2
"13816","C570963","2011-10-13 11:49:00","23280",2,0,2
"17345","C489636","2009-12-01 15:34:00","22142",2,0,2
"16742","C572410","2011-10-24 11:58:00","23174",2,0,2
"17345","C489636","2009-12-01 15:34:00","22145",2,0,2
"17345","C489636","2009-12-01 15:34:00","84029E",4,2,2
"16163","C490051","2009-12-03 13:06:00","22215",2,0,2
"14627","C491618","2009-12-11 14:08:00","21730",2,0,2
"17365","C496362","2010-02-01 10:22:00","35400",2,0,2
"15538","C506532","2010-04-30 11:08:00","21260",2,0,2
"13564","C495516","2010-01-25 14:26:00","20851",2,0,2
"15808","C503233","2010-03-30 17:03:00","21903",2,0,2
"12770","C514095","2010-06-30 12:17:00","20681",2,0,2
"16159","C522157","2010-09-13 10:52:00","21232",2,0,2
"17411","C511674","2010-06-09 14:52:00","79341",2,0,2
"15527","C493986","2010-01-10 12:27:00","79340W",2,0,2
"13098","C542245","2011-01-26 15:06:00","22727",2,0,2
"14410","C578371","2011-11-24 11:16:00","22554",2,0,2
"14290","C494992","2010-01-20 12:04:00","22192",2,0,2
"13834","C492653","2009-12-17 17:47:00","22170",2,0,2
"14621","C489583","2009-12-01 13:47:00","72802B",2,0,2
"14527","C514340","2010-07-01 15:01:00","84926C",6,4,2
"13098","C552719","2011-05-11 09:47:00","22838",2,0,2
"12720","C521022","2010-09-01 15:12:00","22540",2,0,2
"15461","C489518","2009-12-01 11:35:00","20892",2,0,2
"13834","C492653","2009-12-17 17:47:00","84608",2,0,2
"17428","C519040","2010-08-13 11:25:00","79323B",2,0,2
"13093","C502061","2010-03-22 14:56:00","21477",2,0,2
"17448","C504363","2010-04-13 10:48:00","85176",2,0,2
"14606","C492674","2009-12-17 18:15:00","85063",2,0,2
"14410","C560855","2011-07-21 13:00:00","21873",4,2,2
"13835","C509045","2010-05-20 10:20:00","79323W",6,4,2
"16104","C514020","2010-06-30 10:34:00","79323B",4,2,2
"17485","C489610","2009-12-01 14:52:00","22138",2,0,2
"14290","C494992","2010-01-20 12:04:00","22193",2,0,2
"14952","C494957","2010-01-20 10:53:00","85185E",2,0,2
"17496","C507191","2010-05-06 16:17:00","79323P",2,0,2
"15358","C495035","2010-01-20 14:16:00","21527",2,0,2
"14963","C522741","2010-09-16 13:07:00","47594A",2,0,2
"17511","C498280","2010-02-17 16:22:00","21363",2,0,2
"15341","C510203","2010-05-28 07:45:00","79000",2,0,2
"15031","C512272","2010-06-14 13:32:00","84288B",2,0,2
"14606","C493689","2010-01-05 12:45:00","79000",18,16,2
"13564","C504322","2010-04-12 14:56:00","20798",6,4,2
"14292","C489543","2009-12-01 12:19:00","35400",2,0,2
"14527","C514340","2010-07-01 15:01:00","21166",2,0,2
"13693","C506826","2010-05-04 13:07:00","79323B",2,0,2
"15323","C513459","2010-06-24 15:49:00","22618",2,0,2
"14546","C497193","2010-02-07 10:29:00","21426",2,0,2
"17511","C498280","2010-02-17 16:22:00","47552A",2,0,2
"15874","C532403","2010-11-11 19:35:00","20931",2,0,2
"13635","C493089","2009-12-22 10:48:00","85047",2,0,2
"16512","C491626","2009-12-11 14:31:00","21766",2,0,2
"16485","C510213","2010-05-28 08:15:00","79323GR",2,0,2
"14356","C570490","2011-10-10 17:16:00","22367",2,0,2
"16104","C511815","2010-06-10 16:03:00","79323S",5,3,2
"14970","C501873","2010-03-21 12:29:00","79323P",2,0,2
"14606","C565848","2011-09-07 12:48:00","22644",2,0,2
"13098","C542245","2011-01-26 15:06:00","22943",2,0,2
"15916","C510437","2010-05-30 14:10:00","79323B",2,0,2
"17531","C515256","2010-07-09 11:52:00","21360",2,0,2
"14606","C491430","2009-12-11 09:39:00","22187",3,1,2
"14030","C491404","2009-12-10 17:34:00","22061",2,0,2
"14321","C525904","2010-10-07 15:46:00","20702",2,0,2
"13107","C491018","2009-12-08 18:43:00","85047",2,0,2
"15916","C510437","2010-05-30 14:10:00","79323S",2,0,2
"15137","C491019","2009-12-08 18:47:00","22189",2,0,2
"17581","C560649","2011-07-20 11:35:00","84857B",2,0,2
"16362","C566209","2011-09-09 15:04:00","23356",4,2,2
"17596","C502062","2010-03-22 15:00:00","21531",2,0,2
"15281","C555605","2011-06-06 11:38:00","22971",2,0,2
"16167","C508926","2010-05-19 11:17:00","79323G",2,0,2
"18287","C489592","2009-12-01 14:19:00","22301",2,0,2
"16353","C510811","2010-06-03 19:20:00","21833",2,0,2
"17610","C490513","2009-12-06 14:58:00","20973",2,0,2
"15260","C511646","2010-06-09 13:43:00","22221",2,0,2
"16296","C493867","2010-01-07 17:14:00","21344",2,0,2
"13089","C509140","2010-05-20 12:26:00","85121B",2,0,2
"16283","C514162","2010-06-30 15:32:00","79323P",2,0,2
"17610","C507653","2010-05-10 16:03:00","79323LP",2,0,2
"14389","C491414","2009-12-10 19:13:00","20717",2,0,2
"14319","C491467","2009-12-11 11:59:00","35400",2,0,2
"17611","C507652","2010-05-10 16:02:00","79323P",2,0,2
"12679","C569981","2011-10-06 19:36:00","22314",2,0,2
"12679","C569981","2011-10-06 19:36:00","22312",2,0,2
"12986","C528451","2010-10-22 11:23:00","21623",2,0,2
"16109","C499746","2010-03-02 11:33:00","35400",2,0,2
"15003","C502191","2010-03-23 11:44:00","22444",4,2,2
"15935","C490996","2009-12-08 17:23:00","22180",2,0,2
"15005","C497621","2010-02-11 12:23:00","20668",2,0,2
"17645","C491602","2009-12-11 13:31:00","22138",2,0,2
"12625","C543050","2011-02-03 10:14:00","22637",2,0,2
"16255","C507184","2010-05-06 16:01:00","79323P",4,2,2
"17675","C545841","2011-03-07 13:36:00","22729",2,0,2
"15059","C490460","2009-12-06 12:06:00","85159A",2,0,2
"13564","C495516","2010-01-25 14:26:00","20753",2,0,2
"13749","C493864","2010-01-07 16:52:00","72814",2,0,2
"15194","C490980","2009-12-08 16:55:00","85048",2,0,2
"13510","C491822","2009-12-14 13:51:00","21743",2,0,2
"17696","C559952","2011-07-14 10:57:00","21258",2,0,2
"13767","C489554","2009-12-01 12:43:00","35001B",2,0,2
"14527","C520036","2010-08-23 13:23:00","84078A",2,0,2
"15935","C490996","2009-12-08 17:23:00","48195",2,0,2
"16229","C495281","2010-01-22 12:27:00","85047",2,0,2
"13958","C491466","2009-12-11 11:52:00","21202",2,0,2
"14527","C514340","2010-07-01 15:01:00","84406B",2,0,2
"14299","C525551","2010-10-05 19:40:00","21291",2,0,2
"14546","C497193","2010-02-07 10:29:00","21427",2,0,2
"13958","C491466","2009-12-11 11:52:00","22066",2,0,2
"14530","C529538","2010-10-28 16:34:00","72807B",2,0,2
"13768","C489549","2009-12-01 12:33:00","35400",2,0,2
"13768","C493541","2010-01-04 16:00:00","35400",2,0,2
"13777","C520965","2010-09-01 12:19:00","15044A",2,0,2
"13777","C499291","2010-02-25 19:32:00","20779",2,0,2
"14527","C514340","2010-07-01 15:01:00","84510B",2,0,2
"16229","C495281","2010-01-22 12:27:00","85042",2,0,2
"13777","C499291","2010-02-25 19:32:00","35004B",2,0,2
"14717","C490480","2009-12-06 12:46:00","22187",2,0,2
"13342","C507204","2010-05-06 16:44:00","21534",2,0,2
"14442","C495959","2010-01-28 10:01:00","21308",2,0,2
"15580","C505350","2010-04-21 14:06:00","20684",4,2,2
"14755","C496223","2010-01-29 13:55:00","21730",2,0,2
"15555","C507598","2010-05-10 13:22:00","84687",2,0,2
"14564","C491208","2009-12-10 14:16:00","22200",2,0,2
"14527","C514340","2010-07-01 15:01:00","84510F",2,0,2
"14808","C573502","2011-10-31 12:02:00","23229",2,0,2
"17755","C526456","2010-10-11 15:45:00","21054",2,0,2
"12468","C494869","2010-01-19 12:13:00","47594B",2,0,2
"17802","C505010","2010-04-19 13:08:00","21732",2,0,2
"16200","C506829","2010-05-04 13:13:00","79323B",2,0,2
"16875","C569971","2011-10-06 19:20:00","23000",2,0,2
"18094","C501350","2010-03-16 10:52:00","79323GR",2,0,2
"14483","C559829","2011-07-13 09:45:00","22371",2,0,2
"17755","C526456","2010-10-11 15:45:00","47590B",2,0,2
"15722","C500709","2010-03-09 13:58:00","84836",2,0,2
"13113","C549666","2011-04-11 12:17:00","21530",2,0,2
"13098","C542245","2011-01-26 15:06:00","22726",2,0,2
"14372","C491818","2009-12-14 13:43:00","21752",2,0,2
"16180","C515790","2010-07-14 15:53:00","37449",2,0,2
"16001","C512326","2010-06-15 09:51:00","35400",2,0,2
"16168","C492667","2009-12-17 18:06:00","85132B",2,0,2
"17113","C516762","2010-07-22 17:00:00","79323P",2,0,2
"17113","C516762","2010-07-22 17:00:00","79323W",2,0,2
"16168","C516581","2010-07-21 13:19:00","85099C",2,0,2
"16843","C495023","2010-01-20 13:29:00","20682",2,0,2
"14844","C519378","2010-08-16 13:31:00","84406B",2,0,2
"14415","C497810","2010-02-12 14:37:00","21398",2,0,2
"16163","C490051","2009-12-03 13:06:00","22220",2,0,2
"15767","C500565","2010-03-08 15:48:00","85066",2,0,2
"12472","C536548","2010-12-01 14:33:00","22767",2,0,2
"17213","C500002","2010-03-04 09:39:00","20821",2,0,2
"13093","C504365","2010-04-13 10:49:00","51012C",2,0,2
"13799","C508421","2010-05-14 16:14:00","79323B",2,0,2
"15031","C512272","2010-06-14 13:32:00","22144",2,0,2
"17706","C511813","2010-06-10 15:51:00","79323G",14,12,2
"14410","C560855","2011-07-21 13:00:00","47504H",4,2,2
"14555","C514060","2010-06-30 11:54:00","21647",2,0,2
"13451","C546641","2011-03-15 13:01:00","22180",6,4,2
"13269","C572531","2011-10-24 15:57:00","23122",2,0,2
"17307","C501659","2010-03-18 13:28:00","84868B",2,0,2
"13313","C489828","2009-12-02 13:53:00","72807C",2,0,2
"13342","C507204","2010-05-06 16:44:00","21532",2,0,2
"13510","C508375","2010-05-14 13:44:00","22464",2,0,2
"16554","C580966","2011-12-06 14:52:00","22130",1,0,1
"16556","C490744","2009-12-07 18:00:00","21622",1,0,1
"16556","C502335","2010-03-24 10:44:00","21622",1,0,1
"16556","C490744","2009-12-07 18:00:00","85014B",1,0,1
"12424","C490756","2009-12-08 09:27:00","21125",1,0,1
"16580","C491551","2009-12-11 12:40:00","21232",1,0,1
"16580","C491551","2009-12-11 12:40:00","84279B",1,0,1
"16661","C507603","2010-05-10 13:40:00","85184B",1,0,1
"16661","C507603","2010-05-10 13:40:00","85232B",1,0,1
"16670","C522832","2010-09-17 10:28:00","22486",1,0,1
"16684","C531569","2010-11-09 10:32:00","37444A",1,0,1
"16705","C580703","2011-12-05 16:26:00","22725",1,0,1
"16705","C552027","2011-05-05 18:09:00","22801",1,0,1
"16714","C489528","2009-12-01 11:50:00","85048",1,0,1
"16729","C562561","2011-08-05 17:13:00","22656",1,0,1
"18084","C543778","2011-02-11 16:30:00","22698",1,0,1
"16732","C530664","2010-11-04 10:43:00","22656",1,0,1
"12921","C491594","2009-12-11 13:13:00","22061",1,0,1
"12921","C494444","2010-01-14 13:09:00","10138",1,0,1
"16768","C497507","2010-02-10 11:34:00","20751",1,0,1
"16768","C497507","2010-02-10 11:34:00","84934",1,0,1
"16779","C493673","2010-01-05 12:26:00","37451",1,0,1
"16779","C493673","2010-01-05 12:26:00","47569",1,0,1
"16794","C575963","2011-11-13 12:30:00","22371",2,1,1
"16795","C527930","2010-10-19 13:32:00","21380",1,0,1
"16795","C495468","2010-01-25 12:10:00","22185",1,0,1
"16795","C495468","2010-01-25 12:10:00","85195",1,0,1
"16797","C489803","2009-12-02 12:34:00","21843",1,0,1
"16797","C498580","2010-02-21 14:51:00","22191",1,0,1
"16797","C512796","2010-06-18 10:25:00","85014B",1,0,1
"12909","C499748","2010-03-02 11:40:00","20730",1,0,1
"16822","C490986","2009-12-08 17:05:00","85066",1,0,1
"16858","C513944","2010-06-29 13:14:00","79323P",1,0,1
"16892","C541674","2011-01-20 13:19:00","22606",1,0,1
"12907","C499008","2010-02-24 11:56:00","21730",1,0,1
"16917","C491590","2009-12-11 13:07:00","35400",1,0,1
"16918","C508617","2010-05-17 13:29:00","21429",1,0,1
"12872","C497900","2010-02-14 12:50:00","35004B",1,0,1
"16928","C543819","2011-02-13 16:04:00","22839",2,1,1
"16933","C550099","2011-04-14 12:28:00","20682",1,0,1
"16933","C495018","2010-01-20 13:15:00","72803B",1,0,1
"16933","C495018","2010-01-20 13:15:00","84876C",1,0,1
"16940","C498051","2010-02-16 11:37:00","47580",3,2,1
"18223","C574954","2011-11-08 09:52:00","23235",1,0,1
"18223","C508738","2010-05-18 11:04:00","79323B",1,0,1
"16950","C529184","2010-10-26 18:39:00","22154",49,48,1
"18223","C495924","2010-01-27 14:37:00","79323GR",1,0,1
"16955","C490983","2009-12-08 16:57:00","22073",1,0,1
"16961","C490148","2009-12-04 09:37:00","85123A",1,0,1
"16995","C536818","2010-12-02 17:09:00","84947",1,0,1
"17005","C506493","2010-04-30 10:52:00","21217",1,0,1
"17049","C510217","2010-05-28 08:23:00","79323LP",5,4,1
"17071","C513480","2010-06-24 17:06:00","79323B",1,0,1
"17083","C491609","2009-12-11 13:41:00","35400",1,0,1
"17084","C531434","2010-11-08 12:00:00","20686",1,0,1
"17091","C489578","2009-12-01 13:40:00","21481",1,0,1
"17092","C496610","2010-02-02 16:47:00","20754",1,0,1
"17092","C508076","2010-05-12 16:05:00","79323W",4,3,1
"12835","C496016","2010-01-28 13:16:00","21844",1,0,1
"17107","C519250","2010-08-15 15:18:00","84508A",1,0,1
"17115","C496035","2010-01-28 14:25:00","21477",1,0,1
"12835","C491469","2009-12-11 12:02:00","20679",1,0,1
"17147","C522845","2010-09-17 11:00:00","22211",1,0,1
"17180","C503974","2010-04-08 17:46:00","35918B",1,0,1
"12782","C523772","2010-09-24 11:04:00","20734",1,0,1
"17213","C500002","2010-03-04 09:39:00","79323B",1,0,1
"17213","C490866","2009-12-08 12:51:00","79323S",1,0,1
"17213","C490866","2009-12-08 12:51:00","85065",1,0,1
"17239","C491370","2009-12-10 15:58:00","85066",1,0,1
"17243","C495309","2010-01-22 14:16:00","21346",1,0,1
"17243","C506674","2010-05-02 10:22:00","79323GR",5,4,1
"12770","C514095","2010-06-30 12:17:00","20686",1,0,1
"18267","C498299","2010-02-18 09:12:00","21380",1,0,1
"12770","C503745","2010-04-07 10:44:00","20686",1,0,1
"12770","C517961","2010-08-03 12:33:00","20684",1,0,1
"17345","C489636","2009-12-01 15:34:00","21577",1,0,1
"17345","C489636","2009-12-01 15:34:00","21579",1,0,1
"17345","C489636","2009-12-01 15:34:00","22144",1,0,1
"17353","C495679","2010-01-26 11:38:00","78056",1,0,1
"17365","C496362","2010-02-01 10:22:00","84466",1,0,1
"17377","C492533","2009-12-17 13:00:00","20700",1,0,1
"17377","C539224","2010-12-16 13:01:00","22656",1,0,1
"17412","C515962","2010-07-16 07:21:00","21524",1,0,1
"17426","C510212","2010-05-28 08:12:00","79323B",1,0,1
"12749","C528602","2010-10-22 15:06:00","22968",1,0,1
"17426","C510212","2010-05-28 08:12:00","79323LP",5,4,1
"12746","C490988","2009-12-08 17:08:00","21533",1,0,1
"12709","C580989","2011-12-06 16:42:00","22331",1,0,1
"17442","C500769","2010-03-10 10:37:00","22192",1,0,1
"17485","C489610","2009-12-01 14:52:00","20682",1,0,1
"17485","C489610","2009-12-01 14:52:00","21364",1,0,1
"17485","C489610","2009-12-01 14:52:00","22164",1,0,1
"17485","C489610","2009-12-01 14:52:00","85123A",1,0,1
"17511","C498280","2010-02-17 16:22:00","10138",1,0,1
"17511","C498280","2010-02-17 16:22:00","21361",1,0,1
"17511","C559136","2011-07-06 13:21:00","21788",1,0,1
"17511","C498280","2010-02-17 16:22:00","22127",1,0,1
"17511","C498280","2010-02-17 16:22:00","22130",1,0,1
"17511","C498280","2010-02-17 16:22:00","22192",1,0,1
"17511","C509950","2010-05-26 12:46:00","22276",1,0,1
"17511","C501536","2010-03-17 13:16:00","22278",1,0,1
"17511","C498280","2010-02-17 16:22:00","35832",1,0,1
"17511","C501536","2010-03-17 13:16:00","47503K",1,0,1
"17511","C498280","2010-02-17 16:22:00","47562",1,0,1
"17511","C504570","2010-04-14 14:23:00","79320",1,0,1
"17511","C498280","2010-02-17 16:22:00","79320",1,0,1
"17511","C509950","2010-05-26 12:46:00","79320",1,0,1
"17511","C498280","2010-02-17 16:22:00","79340W",1,0,1
"12705","C536242","2010-11-30 14:39:00","21653",1,0,1
"17511","C501536","2010-03-17 13:16:00","85044",1,0,1
"17511","C498280","2010-02-17 16:22:00","85045",1,0,1
"17531","C491001","2009-12-08 17:30:00","20747",1,0,1
"17539","C499751","2010-03-02 11:46:00","85070",1,0,1
"17581","C510832","2010-06-03 20:14:00","20682",1,0,1
"17581","C510832","2010-06-03 20:14:00","22138",1,0,1
"17588","C511293","2010-06-07 15:04:00","79323P",1,0,1
"17610","C490513","2009-12-06 14:58:00","15044D",1,0,1
"17610","C490513","2009-12-06 14:58:00","21734",1,0,1
"17610","C490513","2009-12-06 14:58:00","22171",1,0,1
"17610","C495528","2010-01-25 15:00:00","22203",1,0,1
"17610","C507653","2010-05-10 16:03:00","79323B",1,0,1
"17610","C490513","2009-12-06 14:58:00","79340W",1,0,1
"17610","C490513","2009-12-06 14:58:00","85043",1,0,1
"12677","C490701","2009-12-07 14:38:00","22138",1,0,1
"17632","C493259","2009-12-22 14:25:00","85047",1,0,1
"17632","C493086","2009-12-22 10:40:00","85047",1,0,1
"17641","C489551","2009-12-01 12:35:00","85048",1,0,1
"17677","C491598","2009-12-11 13:19:00","22277",1,0,1
"13736","C512052","2010-06-13 10:27:00","82613B",1,0,1
"13758","C495944","2010-01-27 16:19:00","85043",1,0,1
"13758","C495944","2010-01-27 16:19:00","85047",1,0,1
"13767","C493861","2010-01-07 16:19:00","79340W",1,0,1
"13768","C491620","2009-12-11 14:09:00","21527",1,0,1
"13768","C491599","2009-12-11 13:20:00","21537",1,0,1
"13768","C493831","2010-01-07 13:26:00","21659",1,0,1
"13768","C491599","2009-12-11 13:20:00","21843",1,0,1
"13768","C491620","2009-12-11 14:09:00","21843",1,0,1
"13768","C509632","2010-05-25 10:19:00","21843",1,0,1
"13736","C512052","2010-06-13 10:27:00","71038",1,0,1
"13777","C553530","2011-05-17 15:08:00","35004B",1,0,1
"13777","C579752","2011-11-30 14:46:00","72802C",1,0,1
"13777","C520965","2010-09-01 12:19:00","79301",1,0,1
"13777","C510677","2010-06-02 17:06:00","79301",1,0,1
"13777","C520358","2010-08-25 13:35:00","79301",1,0,1
"17677","C534791","2010-11-24 11:35:00","85047",1,0,1
"13778","C514215","2010-06-30 17:34:00","85135A",1,0,1
"13798","C516149","2010-07-18 10:52:00","20903",1,0,1
"13798","C516149","2010-07-18 10:52:00","21927",1,0,1
"13798","C538350","2010-12-10 15:01:00","22067",1,0,1
"13711","C510206","2010-05-28 07:58:00","79323W",5,4,1
"13711","C489588","2009-12-01 14:01:00","22120",1,0,1
"13807","C490742","2009-12-07 17:58:00","21527",1,0,1
"13816","C570963","2011-10-13 11:49:00","85183A",1,0,1
"13834","C492653","2009-12-17 17:47:00","21752",1,0,1
"13834","C492653","2009-12-17 17:47:00","22220",1,0,1
"13855","C493808","2010-01-07 11:34:00","20700",1,0,1
"13872","C491028","2009-12-08 19:06:00","46775A",1,0,1
"17677","C536253","2010-11-30 14:53:00","85047",1,0,1
"13890","C500764","2010-03-10 10:35:00","21153",1,0,1
"13902","C490993","2009-12-08 17:13:00","21463",1,0,1
"12615","C489534","2009-12-01 12:09:00","35832",1,0,1
"13924","C569891","2011-10-06 15:46:00","21722",1,0,1
"13958","C491466","2009-12-11 11:52:00","79321",1,0,1
"13980","C524398","2010-09-28 18:37:00","85141",1,0,1
"13983","C524364","2010-09-28 17:11:00","22198",1,0,1
"14013","C490746","2009-12-07 18:09:00","85063",1,0,1
"14013","C490746","2009-12-07 18:09:00","85067",1,0,1
"13659","C554848","2011-05-26 19:56:00","85170B",1,0,1
"14031","C501131","2010-03-12 17:04:00","21310",1,0,1
"14031","C501131","2010-03-12 17:04:00","84706B",1,0,1
"14049","C578124","2011-11-23 10:30:00","21459",1,0,1
"14049","C578124","2011-11-23 10:30:00","21461",1,0,1
"14081","C494238","2010-01-12 15:30:00","84782A",1,0,1
"14081","C494238","2010-01-12 15:30:00","84782C",1,0,1
"14105","C512300","2010-06-14 15:30:00","79323B",1,0,1
"14113","C491741","2009-12-14 11:00:00","21536",1,0,1
"14113","C511015","2010-06-04 15:08:00","79323B",1,0,1
"14141","C569945","2011-10-06 18:14:00","21875",1,0,1
"14175","C506759","2010-05-04 12:05:00","79323B",1,0,1
"14191","C554905","2011-05-27 11:17:00","15044B",1,0,1
"13650","C520961","2010-09-01 12:12:00","21232",1,0,1
"14191","C491446","2009-12-11 10:47:00","47504J",3,2,1
"14221","C490155","2009-12-04 10:28:00","82483",1,0,1
"13643","C491017","2009-12-08 18:38:00","85044",1,0,1
"13643","C492672","2009-12-17 18:13:00","85044",1,0,1
"14267","C491031","2009-12-08 19:09:00","37449",1,0,1
"12590","C517056","2010-07-26 13:06:00","22312",1,0,1
"12590","C504167","2010-04-12 07:20:00","20914",1,0,1
"13623","C495155","2010-01-21 12:33:00","79065A",1,0,1
"13623","C495155","2010-01-21 12:33:00","47502",1,0,1
"13594","C493830","2010-01-07 13:25:00","22061",1,0,1
"13594","C493830","2010-01-07 13:25:00","21752",1,0,1
"13576","C509343","2010-05-21 12:44:00","84989A",1,0,1
"13564","C499462","2010-02-28 11:22:00","84279B",1,0,1
"13564","C525982","2010-10-08 11:24:00","72008",1,0,1
"13564","C495516","2010-01-25 14:26:00","20752",1,0,1
"13545","C489553","2009-12-01 12:41:00","35004S",1,0,1
"12540","C567521","2011-09-20 16:33:00","22486",1,0,1
"17707","C501315","2010-03-16 09:31:00","72807A",1,0,1
"12500","C501481","2010-03-17 10:16:00","47504J",1,0,1
"14277","C490768","2009-12-08 11:10:00","82484",1,0,1
"14277","C490768","2009-12-08 11:10:00","84472",1,0,1
"13534","C525026","2010-10-03 12:07:00","22486",1,0,1
"14290","C494992","2010-01-20 12:04:00","21533",1,0,1
"14290","C494992","2010-01-20 12:04:00","21534",1,0,1
"13527","C495368","2010-01-24 12:28:00","21623",1,0,1
"14290","C494992","2010-01-20 12:04:00","22139",1,0,1
"14290","C494992","2010-01-20 12:04:00","22202",1,0,1
"14290","C492657","2009-12-17 17:52:00","79323W",1,0,1
"14292","C541415","2011-01-17 16:20:00","21527",1,0,1
"14292","C541415","2011-01-17 16:20:00","22464",1,0,1
"14292","C541415","2011-01-17 16:20:00","85123A",1,0,1
"14295","C540793","2011-01-11 11:53:00","22942",1,0,1
"12484","C489955","2009-12-03 10:57:00","20870",1,0,1
"12477","C564142","2011-08-23 11:49:00","79191C",1,0,1
"13485","C520542","2010-08-26 16:08:00","22423",1,0,1
"17755","C526456","2010-10-11 15:45:00","20726",1,0,1
"17755","C526456","2010-10-11 15:45:00","21242",1,0,1
"17755","C526456","2010-10-11 15:45:00","21244",1,0,1
"17755","C526456","2010-10-11 15:45:00","37449",1,0,1
"13468","C513483","2010-06-24 17:36:00","22210",1,0,1
"13421","C497904","2010-02-14 12:59:00","21892",1,0,1
"13421","C513100","2010-06-21 15:21:00","21843",1,0,1
"13414","C490991","2009-12-08 17:10:00","21554",1,0,1
"13414","C490991","2009-12-08 17:10:00","21553",1,0,1
"13407","C507579","2010-05-10 12:40:00","85014B",1,0,1
"17769","C509391","2010-05-23 10:43:00","22300",1,0,1
"13393","C506758","2010-05-04 12:03:00","79323B",1,0,1
"12471","C522268","2010-09-13 12:34:00","22221",1,0,1
"13381","C489632","2009-12-01 15:18:00","20814",1,0,1
"13365","C532362","2010-11-11 17:24:00","22946",1,0,1
"13365","C532362","2010-11-11 17:24:00","22634",1,0,1
"13353","C533099","2010-11-16 11:14:00","22890",1,0,1
"13353","C533099","2010-11-16 11:14:00","22840",1,0,1
"14356","C570490","2011-10-10 17:16:00","21671",1,0,1
"14356","C570490","2011-10-10 17:16:00","22776",1,0,1
"14382","C532820","2010-11-14 16:27:00","47567B",1,0,1
"14389","C491414","2009-12-10 19:13:00","20716",1,0,1
"14389","C491414","2009-12-10 19:13:00","21100",1,0,1
"14389","C491414","2009-12-10 19:13:00","21977",1,0,1
"14410","C578371","2011-11-24 11:16:00","22555",3,2,1
"14410","C548503","2011-03-31 14:23:00","22649",2,1,1
"14410","C578371","2011-11-24 11:16:00","22964",1,0,1
"14410","C560855","2011-07-21 13:00:00","23193",2,1,1
"14410","C560866","2011-07-21 14:04:00","35921",1,0,1
"14410","C560866","2011-07-21 14:04:00","47563A",4,3,1
"14410","C578371","2011-11-24 11:16:00","48173C",1,0,1
"17802","C505010","2010-04-19 13:08:00","22236",1,0,1
"13353","C533099","2010-11-16 11:14:00","21843",1,0,1
"14440","C528446","2010-10-22 11:01:00","85047",4,3,1
"14442","C581323","2011-12-08 11:53:00","21533",1,0,1
"14475","C543621","2011-02-10 14:59:00","22788",1,0,1
"14502","C574712","2011-11-06 14:25:00","22393",1,0,1
"14505","C498563","2010-02-21 12:17:00","21532",1,0,1
"14505","C498563","2010-02-21 12:17:00","79340P",1,0,1
"14507","C491402","2009-12-10 17:16:00","20893",1,0,1
"17820","C539071","2010-12-15 17:04:00","22279",1,0,1
"14507","C491402","2009-12-10 17:16:00","35631B",1,0,1
"14507","C491402","2009-12-10 17:16:00","35962",1,0,1
"14507","C491402","2009-12-10 17:16:00","85078",1,0,1
"14514","C491693","2009-12-13 13:22:00","72807B",1,0,1
"14527","C514340","2010-07-01 15:01:00","21158",1,0,1
"14527","C514340","2010-07-01 15:01:00","21159",1,0,1
"14527","C514340","2010-07-01 15:01:00","21160",1,0,1
"14527","C514340","2010-07-01 15:01:00","21175",1,0,1
"14527","C514340","2010-07-01 15:01:00","21889",1,0,1
"14527","C514340","2010-07-01 15:01:00","37509",1,0,1
"14527","C514340","2010-07-01 15:01:00","47559B",1,0,1
"14527","C495175","2010-01-21 13:15:00","47567",1,0,1
"14527","C514340","2010-07-01 15:01:00","47568",1,0,1
"14527","C490269","2009-12-04 12:33:00","78056",1,0,1
"17820","C539071","2010-12-15 17:04:00","22423",1,0,1
"17820","C539071","2010-12-15 17:04:00","22697",1,0,1
"14527","C514340","2010-07-01 15:01:00","84596K",1,0,1
"14527","C495685","2010-01-26 12:04:00","85136B",1,0,1
"14527","C498985","2010-02-24 11:41:00","85232A",1,0,1
"14543","C511649","2010-06-09 13:55:00","21559",1,0,1
"14546","C497193","2010-02-07 10:29:00","21431",1,0,1
"14546","C497193","2010-02-07 10:29:00","85025B",1,0,1
"13319","C562957","2011-08-11 10:15:00","22540",1,0,1
"14590","C526270","2010-10-11 11:12:00","21530",2,1,1
"14606","C495943","2010-01-27 16:14:00","21351",1,0,1
