"stock_code","recency_days","monetary_net","frequency_completed","category"
"85116",56,3209.82,181,"Overdue Restock"
"21078",56,7261.33,741,"Overdue Restock"
"22062",56,1439.88,127,"Overdue Restock"
"21658",56,10593.60,519,"Overdue Restock"
"20998",55,1247.17,127,"Overdue Restock"
"21448",54,1803.59,211,"Overdue Restock"
"21587",52,5203.65,260,"Overdue Restock"
"72816",52,2019.72,136,"Overdue Restock"
"22849",50,6451.60,162,"Overdue Restock"
"21738",50,1511.01,131,"Overdue Restock"
"85124C",47,1282.89,123,"Overdue Restock"
"21002",47,2546.94,184,"Overdue Restock"
"20984",45,1949.87,246,"Overdue Restock"
"22569",45,20173.02,784,"Overdue Restock"
"22336",45,2440.21,215,"Overdue Restock"
"21829",44,3483.64,412,"Overdue Restock"
"21424",44,3831.84,143,"Overdue Restock"
"21157",44,1953.62,176,"Overdue Restock"
"85035A",43,2494.51,181,"Overdue Restock"
"21294",43,1842.12,140,"Overdue Restock"
"20702",43,3368.65,245,"Overdue Restock"
"20967",43,4148.59,297,"Overdue Restock"
"21613",42,1920.30,145,"Overdue Restock"
"22244",42,9881.62,431,"Overdue Restock"
"21794",42,3797.96,179,"Overdue Restock"
"85032D",42,1584.50,134,"Overdue Restock"
"21163",42,1892.49,253,"Overdue Restock"
"85035B",42,2938.10,137,"Overdue Restock"
"21801",40,2139.00,258,"Overdue Restock"
"35810A",39,1925.02,171,"Overdue Restock"
"85131A",39,2165.51,199,"Overdue Restock"
"79323W",38,12257.79,350,"Overdue Restock"
"84050",38,15626.07,716,"Overdue Restock"
"79323P",38,10356.41,266,"Overdue Restock"
"79323LP",38,5948.58,171,"Overdue Restock"
"22035",38,1833.68,362,"Overdue Restock"
"21071",38,5683.27,472,"Overdue Restock"
"84818",38,2509.84,215,"Overdue Restock"
"21349",37,4774.46,171,"Overdue Restock"
"84559B",36,1265.78,220,"Overdue Restock"
"85078",36,1533.19,162,"Overdue Restock"
"23028",36,2752.42,137,"Overdue Restock"
"84944",34,3505.81,196,"Overdue Restock"
"72802B",34,3770.08,212,"Overdue Restock"
"22501",32,40726.02,772,"Overdue Restock"
"22950",32,10944.68,352,"Overdue Restock"
"22180",32,10855.46,410,"Overdue Restock"
"20886",32,3907.34,308,"Overdue Restock"
"21586",32,5965.20,238,"Overdue Restock"
"84913A",31,3911.58,266,"Overdue Restock"
"20977",31,5687.34,485,"Overdue Restock"
"85017B",30,1689.59,317,"Overdue Restock"
"47504K",29,3393.54,312,"Overdue Restock"
"23091",28,3849.39,209,"Overdue Restock"
"22268",28,1447.72,236,"Overdue Restock"
"22412",28,5616.34,402,"Overdue Restock"
"22149",28,26945.25,1383,"Overdue Restock"
"22322",27,2142.67,272,"Overdue Restock"
"22829",27,2692.94,118,"Overdue Restock"
"21539",25,14677.92,714,"Overdue Restock"
"21992",23,10035.86,656,"Overdue Restock"
"22859",23,2223.30,165,"Overdue Restock"
"22548",23,4935.52,429,"Overdue Restock"
"10133",22,2823.03,290,"Overdue Restock"
"22904",22,11513.91,463,"Overdue Restock"
"22570",20,21055.32,807,"Overdue Restock"
"23065",20,3739.58,99,"Overdue Restock"
"23268",19,2038.70,92,"Overdue Restock"
"20754",18,11494.12,852,"Overdue Restock"
"15060B",18,8784.72,454,"Overdue Restock"
"21802",18,2831.02,323,"Overdue Restock"
"21407",17,7151.91,453,"Overdue Restock"
"37370",17,13687.66,494,"Overdue Restock"
"22892",17,4267.37,295,"Overdue Restock"
"21811",16,5197.67,382,"Overdue Restock"
"22241",16,7204.47,474,"Overdue Restock"
"23297",16,6864.56,161,"Overdue Restock"
"22236",15,13857.89,424,"Overdue Restock"
"35400",15,16508.65,420,"Overdue Restock"
"21041",15,11761.63,525,"Overdue Restock"
"22652",15,18635.89,830,"Overdue Restock"
"22271",14,13759.80,787,"Overdue Restock"
"22665",14,11876.92,709,"Overdue Restock"
"22637",12,12436.72,600,"Overdue Restock"
"22579",10,4270.22,554,"Overdue Restock"
"22427",10,20777.88,805,"Overdue Restock"
"23159",10,4812.31,223,"Overdue Restock"
"22759",9,17551.82,795,"Overdue Restock"
"22147",8,17406.31,1132,"Overdue Restock"
"23032",8,4024.56,200,"Overdue Restock"
"20711",7,31084.17,1056,"Overdue Restock"
"79070B",737,22.52,1,"Seasonal Dormant"
"35605A",737,0.00,1,"Seasonal Dormant"
"30086C",737,3.40,1,"Seasonal Dormant"
"21767",737,29.95,1,"Seasonal Dormant"
"84648",737,12.75,1,"Seasonal Dormant"
"20739",737,17.30,1,"Seasonal Dormant"
"21838",737,5.45,1,"Seasonal Dormant"
"72754D",736,1.69,1,"Seasonal Dormant"
"47556",736,2.55,1,"Seasonal Dormant"
"20737",736,3.40,1,"Seasonal Dormant"
"35751D",736,5.32,1,"Seasonal Dormant"
"21860",736,10.34,1,"Seasonal Dormant"
"20673",736,6.25,2,"Seasonal Dormant"
"35751C",736,12.61,2,"Seasonal Dormant"
"84572",736,8.49,1,"Seasonal Dormant"
"10109",736,1.68,1,"Seasonal Dormant"
"37408",735,6.25,1,"Seasonal Dormant"
"21854",735,10.34,1,"Seasonal Dormant"
"16215",735,5.20,3,"Seasonal Dormant"
"72752A",734,4.25,1,"Seasonal Dormant"
"84721",734,87.80,2,"Seasonal Dormant"
"72751B",734,5.95,1,"Seasonal Dormant"
"72751A",734,5.95,1,"Seasonal Dormant"
"85024A",734,1.65,1,"Seasonal Dormant"
"84814B",733,15.60,3,"Seasonal Dormant"
"35051B",732,5.88,2,"Seasonal Dormant"
"84845A",732,1.25,1,"Seasonal Dormant"
"47554",732,2.55,1,"Seasonal Dormant"
"20721",731,0.85,1,"Seasonal Dormant"
"17061",731,2.08,1,"Seasonal Dormant"
"17084G",731,10.50,2,"Seasonal Dormant"
"85171",731,2.55,1,"Seasonal Dormant"
"84626",730,45.95,1,"Seasonal Dormant"
"35976B",730,-13.75,1,"Seasonal Dormant"
"37484",730,6.75,1,"Seasonal Dormant"
"37432",730,3.90,1,"Seasonal Dormant"
"35837",729,1.70,1,"Seasonal Dormant"
"17014C",729,47.18,2,"Seasonal Dormant"
"85230D",728,6.96,1,"Seasonal Dormant"
"85072",728,66.00,1,"Seasonal Dormant"
"85069",728,-50.85,1,"Seasonal Dormant"
"16169G",728,10.50,1,"Seasonal Dormant"
"85083",728,-2.55,2,"Seasonal Dormant"
"85230C",728,6.96,1,"Seasonal Dormant"
"20683",728,3.25,1,"Seasonal Dormant"
"20939",727,10.20,1,"Seasonal Dormant"
"72752B",727,12.75,2,"Seasonal Dormant"
"35999",726,2.55,1,"Seasonal Dormant"
"21036",725,2.55,1,"Seasonal Dormant"
"37438",725,3.75,1,"Seasonal Dormant"
"71101A",725,5.10,1,"Seasonal Dormant"
"35818C",724,6.86,1,"Seasonal Dormant"
"21406",724,17.30,1,"Seasonal Dormant"
"20858",724,6.60,1,"Seasonal Dormant"
"35815B",723,52.54,3,"Seasonal Dormant"
"35821P",723,5.90,2,"Seasonal Dormant"
"48175",723,164.08,2,"Seasonal Dormant"
"17013B",723,224.46,3,"Seasonal Dormant"
"17011E",723,80.60,1,"Seasonal Dormant"
"17011C",723,225.70,2,"Seasonal Dormant"
"90004A",723,3.75,1,"Seasonal Dormant"
"40046C",722,3.75,3,"Seasonal Dormant"
"35930",722,0.38,1,"Seasonal Dormant"
"20882",722,11.80,2,"Seasonal Dormant"
"20881",722,3.40,2,"Seasonal Dormant"
"35974",722,3.75,1,"Seasonal Dormant"
"21475",722,0.00,1,"Seasonal Dormant"
"18098A",721,5.90,2,"Seasonal Dormant"
"35915A",721,365.76,1,"Seasonal Dormant"
"20884",721,8.40,3,"Seasonal Dormant"
"21525",721,0.00,2,"Seasonal Dormant"
"35945",720,1.95,1,"Seasonal Dormant"
"21852",720,20.85,2,"Seasonal Dormant"
"16192",720,25.80,1,"Seasonal Dormant"
"85077",717,11.90,1,"Seasonal Dormant"
"16161C",717,45.00,2,"Seasonal Dormant"
"21225",717,2.50,2,"Seasonal Dormant"
"20885",716,0.00,1,"Seasonal Dormant"
"85123B",716,12.08,1,"Seasonal Dormant"
"21290",715,5.00,1,"Seasonal Dormant"
"47569",703,0.00,1,"Seasonal Dormant"
"21496",693,0.00,1,"Seasonal Dormant"
"35603B",693,-28.56,2,"Seasonal Dormant"
"85185E",688,6.70,2,"Seasonal Dormant"
"79065A",687,29.85,1,"Seasonal Dormant"
"78056",682,22.80,2,"Seasonal Dormant"
"21685",650,29.90,2,"Seasonal Dormant"
"40002",632,61.20,1,"Seasonal Dormant"
"35001P",617,3.49,2,"Seasonal Dormant"
"15002",398,0.00,1,"Seasonal Dormant"
"90142C",395,10.18,1,"Seasonal Dormant"
"90142B",382,10.18,1,"Seasonal Dormant"
"37477C",381,22.50,1,"Seasonal Dormant"
