"invoice_no","stock_code","description","quantity","unit_price","customer_id","invoice_date"
"500353","21212","PACK OF 72 RETRO SPOT CAKE CASES",24,0.55,"12668.0","2010-03-07 15:24:00"
"500353","21213","PACK OF 72 SKULL CAKE CASES",24,0.55,"12668.0","2010-03-07 15:24:00"
"500353","84991","60 TEATIME FAIRY CAKE CASES",24,0.55,"12668.0","2010-03-07 15:24:00"
"500353","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",18,2.95,"12668.0","2010-03-07 15:24:00"
"500353","22327","ROUND SNACK BOXES SET OF 4 SKULLS",6,2.95,"12668.0","2010-03-07 15:24:00"
"500353","22328","ROUND SNACK BOXES SET OF 4 FRUITS ",6,2.95,"12668.0","2010-03-07 15:24:00"
"500353","21035","SET/2 RED SPOTTY TEA TOWELS ",6,2.95,"12668.0","2010-03-07 15:24:00"
"500353","47556B","TEA TIME TEA TOWELS ",6,2.95,"12668.0","2010-03-07 15:24:00"
"500353","22199","FRYING PAN RED POLKADOT ",4,4.25,"12668.0","2010-03-07 15:24:00"
"500353","21535","RETRO SPOT SMALL MILK JUG",6,2.55,"12668.0","2010-03-07 15:24:00"
"500353","47579","TEA TIME BREAKFAST BASKET",6,2.10,"12668.0","2010-03-07 15:24:00"
"500353","21232","STRAWBERRY CERAMIC TRINKET BOX",24,1.25,"12668.0","2010-03-07 15:24:00"
"500353","22064","PINK DOUGHNUT TRINKET POT ",12,1.65,"12668.0","2010-03-07 15:24:00"
"500353","22067","CHOC TRUFFLE GOLD TRINKET POT ",12,1.65,"12668.0","2010-03-07 15:24:00"
"500353","21843","RETRO SPOT CAKE STAND",2,10.95,"12668.0","2010-03-07 15:24:00"
"500353","21397","BLUE  SPOTTY EGG CUP ",12,1.25,"12668.0","2010-03-07 15:24:00"
"500353","84509G","SET OF 4 FAIRY CAKE PLACEMATS ",4,3.75,"12668.0","2010-03-07 15:24:00"
"500353","84509B","SET OF 4 FAIRY CAKE PLACEMATS",4,3.75,"12668.0","2010-03-07 15:25:00"
"500353","37333","RETRO TEA FOR ONE ",4,4.95,"12668.0","2010-03-07 15:25:00"
"500353","37500","TEA TIME TEAPOT IN GIFT BOX",4,9.95,"12668.0","2010-03-07 15:25:00"
"500353","21392","RED SPOTTY PUDDING BOWL",12,2.10,"12668.0","2010-03-07 15:25:00"
"500353","21393","BLUE  SPOTTY PUDDING BOWL",12,2.10,"12668.0","2010-03-07 15:25:00"
"500353","21537","RETRO SPOTS PUDDING BOWL",4,4.25,"12668.0","2010-03-07 15:25:00"
"500353","21210","SET OF 72 RETRO SPOT PAPER  DOILIES",12,1.45,"12668.0","2010-03-07 15:25:00"
"500353","21211","SET OF 72 SKULL PAPER  DOILIES",12,1.45,"12668.0","2010-03-07 15:25:00"
"500353","84987","SET OF 36 TEATIME PAPER DOILIES",12,1.45,"12668.0","2010-03-07 15:25:00"
"500353","20914","SET/5 RED SPOTTY LID GLASS BOWLS",12,2.95,"12668.0","2010-03-07 15:25:00"
"500353","37447","CERAMIC CAKE DESIGN SPOTTED PLATE",12,1.49,"12668.0","2010-03-07 15:25:00"
"500353","21539","RETRO SPOTS BUTTER DISH",3,4.95,"12668.0","2010-03-07 15:25:00"
"500353","22134","LADLE LOVE HEART RED ",12,0.42,"12668.0","2010-03-07 15:25:00"
"500353","22135","LADLE LOVE HEART PINK",12,0.42,"12668.0","2010-03-07 15:25:00"
"500353","47502","POLKADOT CUTLERY 24 PCS IN TRAY",3,12.75,"12668.0","2010-03-07 15:25:00"
"500353","21238","RED SPOTTY CUP",8,0.85,"12668.0","2010-03-07 15:25:00"
"500353","21239","PINK  SPOTTY CUP",8,0.85,"12668.0","2010-03-07 15:25:00"
"500353","21240","BLUE  SPOTTY CUP",8,0.85,"12668.0","2010-03-07 15:25:00"
"500353","21242","RED SPOTTY PLATE ",8,1.69,"12668.0","2010-03-07 15:25:00"
"500353","22131","FOOD CONTAINER SET 3 LOVE HEART ",6,1.95,"12668.0","2010-03-07 15:25:00"
"500353","22303","COFFEE MUG APPLES DESIGN",6,2.55,"12668.0","2010-03-07 15:25:00"
"500353","22302","COFFEE MUG PEARS  DESIGN",6,2.55,"12668.0","2010-03-07 15:25:00"
"500353","22070","SMALL RETRO SPOT MUG IN BOX  RED",6,3.75,"12668.0","2010-03-07 15:25:00"
"500353","22071","SMALL RETRO SPOT MUG IN BOX  WHITE",12,3.75,"12668.0","2010-03-07 15:25:00"
"500353","20689","RETRO SISTERS EXPRESSO CUPS",24,1.95,"12668.0","2010-03-07 15:25:00"
"500353","37501","TEA TIME TEA SET IN GIFT BOX",6,6.95,"12668.0","2010-03-07 15:25:00"
"500353","37464","ROBOT MUG IN DISPLAY BOX",12,1.25,"12668.0","2010-03-07 15:25:00"
"500353","21398","RED  SPOTTY COFFEE  MUG",6,2.10,"12668.0","2010-03-07 15:25:00"
"500353","21399","BLUE  SPOTTY  COFFEE MUG",6,2.10,"12668.0","2010-03-07 15:25:00"
"500353","21432","SET OF 3 CASES WOODLAND DESIGN",2,5.95,"12668.0","2010-03-07 15:25:00"
"500353","22432","WATERING CAN PINK BUNNY",6,1.95,"12668.0","2010-03-07 15:25:00"
"500353","20685","DOOR MAT RED SPOT",2,7.49,"12668.0","2010-03-07 15:25:00"
"500353","22212","FOUR HOOK  WHITE LOVEBIRDS",6,2.10,"12668.0","2010-03-07 15:25:00"
"500353","22244","HOOK, 3 HANGER ,MAGIC GARDEN",12,1.95,"12668.0","2010-03-07 15:25:00"
"500353","82613A","METAL SIGN,CUPCAKE SINGLE HOOK",8,1.25,"12668.0","2010-03-07 15:25:00"
"500353","82613D","METAL SIGN CUPCAKE SINGLE HOOK",8,1.25,"12668.0","2010-03-07 15:25:00"
"500353","21137","BLACK RECORD COVER FRAME",4,3.75,"12668.0","2010-03-07 15:25:00"
"500353","84709B","PINK OVAL JEWELLED MIRROR",3,5.95,"12668.0","2010-03-07 15:25:00"
"500353","21278","VINTAGE KITCHEN PRINT PUDDINGS",6,2.55,"12668.0","2010-03-07 15:25:00"
"500353","21218","RED SPOTTY BISCUIT TIN",6,3.75,"12668.0","2010-03-07 15:25:00"
"500353","21844","RETRO SPOT MUG",6,2.95,"12668.0","2010-03-07 15:25:00"
"500353","37482P","CUBIC MUG PINK POLKA DOT",6,2.55,"12668.0","2010-03-07 15:25:00"
"500353","22072","TEA CUP AND SAUCER RETRO SPOT",8,3.75,"12668.0","2010-03-07 15:25:00"
"500353","21873","IF YOU CAN'T STAND THE HEAT MUG",12,1.25,"12668.0","2010-03-07 15:25:00"
"500353","21872","GLAMOROUS  MUG",12,1.25,"12668.0","2010-03-07 15:25:00"
"500353","21153","RED SPOTTY TABLECLOTH ",2,10.65,"12668.0","2010-03-07 15:25:00"
"500353","46126A","ELVIS WALLHANGING / CURTAIN",20,1.25,"12668.0","2010-03-07 15:25:00"
"500353","84597C","RETRO PINK BALL ASHTRAY ",12,1.25,"12668.0","2010-03-07 15:25:00"
"500353","22094","RED POLKA DOT TISSUE BOX",12,1.25,"12668.0","2010-03-07 15:25:00"
"500353","84534B","FAIRY CAKE NOTEBOOK A5 SIZE",12,0.85,"12668.0","2010-03-07 15:25:00"
"500353","21680","WOODLAND  STICKERS",12,0.85,"12668.0","2010-03-07 15:25:00"
"500353","21720","CAKE SHOP  STICKER SHEET",12,0.85,"12668.0","2010-03-07 15:25:00"
"500353","21721","CANDY SHOP  STICKER SHEET",12,0.85,"12668.0","2010-03-07 15:25:00"
"500353","21722","SWEET PUDDING STICKER SHEET",12,0.85,"12668.0","2010-03-07 15:25:00"
"500353","21725","SWEETIES  STICKERS",12,0.85,"12668.0","2010-03-07 15:25:00"
"500353","16156S","WRAP PINK FAIRY CAKES ",25,0.42,"12668.0","2010-03-07 15:25:00"
"500353","16161G","WRAP BAD HAIR DAY",25,0.10,"12668.0","2010-03-07 15:25:00"
"500353","21495","SKULLS WRAP",25,0.42,"12668.0","2010-03-07 15:25:00"
"500353","21498","RED SPOTS  WRAP ",25,0.42,"12668.0","2010-03-07 15:25:00"
"500353","21500","PINK SPOTS  WRAP ",25,0.42,"12668.0","2010-03-07 15:25:00"
"500353","22045","SPACEBOY GIFT WRAP",25,0.42,"12668.0","2010-03-07 15:25:00"
"500353","22046","TEA PARTY  WRAPPING PAPER ",25,0.42,"12668.0","2010-03-07 15:25:00"
"500353","84533B","FAIRY CAKES ROUND NESTING BOXES",6,5.95,"12668.0","2010-03-07 15:25:00"
"500353","85232A","SET/3 POLKA DOT STACKING TINS",3,4.95,"12668.0","2010-03-07 15:25:00"
"500353","85232B","SET/3 RUSSIAN DOLL STACKING TINS",3,4.95,"12668.0","2010-03-07 15:25:00"
"500353","21429","RED GINGHAM ROSE JEWELLERY BOX",8,1.65,"12668.0","2010-03-07 15:25:00"
"500353","22378","WALL TIDY RETROSPOT ",5,2.10,"12668.0","2010-03-07 15:25:00"
"500353","47585A","PINK FAIRY CAKE CUSHION COVER",12,1.25,"12668.0","2010-03-07 15:25:00"
"500353","46000S","POLYESTER FILLER PAD 40x40cm",12,1.45,"12668.0","2010-03-07 15:25:00"
"500353","21731","RED TOADSTOOL LED NIGHT LIGHT",12,1.65,"12668.0","2010-03-07 15:25:00"
"500353","84522","PINK PARTY SUNGLASSES",12,1.95,"12668.0","2010-03-07 15:25:00"
"500353","21700","BIG DOUGHNUT FRIDGE MAGNETS",12,0.85,"12668.0","2010-03-07 15:25:00"
"500353","21223","SET/4 BADGES WOODLAND ANIMAL",10,1.25,"12668.0","2010-03-07 15:25:00"
"500353","15060B","FAIRY CAKE DESIGN UMBRELLA",4,3.75,"12668.0","2010-03-07 15:25:00"
"500353","37495","FAIRY CAKE BIRTHDAY CANDLE SET",8,3.75,"12668.0","2010-03-07 15:25:00"
"500353","37503","TEA TIME CAKE STAND IN GIFT BOX",2,10.75,"12668.0","2010-03-07 15:25:00"
"500353","20661","BLUE SPOTTY PURSE ",6,2.95,"12668.0","2010-03-07 15:25:00"
"500353","21042","RED SPOTTY APRON ",6,5.95,"12668.0","2010-03-07 15:25:00"
"500353","21121","SET/10 RED SPOTTY PARTY CANDLES",24,1.25,"12668.0","2010-03-07 15:25:00"
"500353","21122","SET/10 PINK SPOTTY PARTY CANDLES",24,1.25,"12668.0","2010-03-07 15:25:00"
"500353","21156","RED SPOTTY CHILDS APRON",8,1.95,"12668.0","2010-03-07 15:25:00"
"500353","21284","RETRO SPOT CANDLE  SMALL",12,1.69,"12668.0","2010-03-07 15:25:00"
"500353","22329","ROUND CONTAINER SET OF 5 RETROSPOT",12,1.65,"12668.0","2010-03-07 15:25:00"
"500353","20799","PINK MILKSHAKE GLASS",6,2.10,"12668.0","2010-03-07 15:25:00"
"500353","20798","CLEAR MILKSHAKE GLASS",6,2.10,"12668.0","2010-03-07 15:25:00"
"500353","21207","SKULL AND CROSSBONES  GARLAND ",12,1.65,"12668.0","2010-03-07 15:25:00"
"500353","21374","MIRRORED WALL ART SKULLS",4,3.75,"12668.0","2010-03-07 15:25:00"
