"stock_code","frequency_completed","frequency_all","cancellation_count"
"22133",327,328,1
"22134",298,299,1
"22135",317,319,2
"22136",265,268,3
"22137",43,45,2
"22138",1916,2125,209
"22139",2094,2145,51
"22141",572,576,4
"22142",504,509,5
"22143",70,72,2
"22144",704,709,5
"22145",197,199,2
"22146",107,109,2
"22147",1132,1145,13
"22148",299,305,6
"22149",1383,1405,22
"22150",938,947,9
"22151",716,723,7
"22152",241,245,4
"22153",283,288,5
"22154",317,331,14
"22155",340,343,3
"22156",581,608,27
"22157",124,126,2
"22158",718,733,15
"22161",489,491,2
"22162",260,263,3
"22163",197,202,5
"22164",49,50,1
"22165",273,279,6
"22166",159,165,6
"22167",305,320,15
"22168",314,345,31
"22169",701,736,35
"22170",575,602,27
"22171",662,694,32
"22172",185,189,4
"22173",997,1007,10
"22174",557,559,2
"22175",363,366,3
"22176",259,263,4
"22177",125,135,10
"22178",1816,1859,43
"22179",566,577,11
"22180",410,440,30
"22181",138,142,4
"22182",172,175,3
"22183",209,215,6
"22184",146,158,12
"22185",462,466,4
"22186",345,353,8
"22187",364,378,14
"22188",566,569,3
"22189",1299,1313,14
"22190",242,243,1
"22191",620,642,22
"22192",543,559,16
"22193",617,635,18
"22194",160,165,5
"22195",811,816,5
"22196",981,991,10
"22197",2327,2417,90
"22198",646,708,62
"22199",406,413,7
"22200",359,365,6
"22201",168,170,2
"22202",269,281,12
"22203",394,405,11
"22204",169,174,5
"22206",10,10,0
"22207",480,486,6
"22208",433,436,3
"22209",257,260,3
"22210",287,290,3
"22211",291,293,2
"22212",828,843,15
"22214",92,92,0
"22215",359,389,30
"22216",116,117,1
"22217",215,218,3
"22218",265,277,12
"22219",1150,1156,6
"22220",270,297,27
"22221",156,165,9
"22222",403,406,3
"22223",175,176,1
"22224",401,407,6
"22227",643,649,6
"22228",275,282,7
"22229",185,192,7
"22230",193,201,8
"22231",297,315,18
"22232",158,166,8
"22233",164,173,9
"22236",424,471,47
"22241",474,479,5
"22242",368,377,9
"22243",388,402,14
"22244",431,446,15
"22245",413,420,7
"22246",188,189,1
"22247",182,183,1
"22248",173,176,3
"22249",243,244,1
"22250",257,258,1
"22251",298,302,4
"22252",113,115,2
"22253",86,86,0
"22254",148,155,7
"22255",142,147,5
"22256",119,120,1
"22257",57,58,1
"22258",131,134,3
"22259",72,73,1
"22260",241,243,2
"22261",243,244,1
"22262",306,309,3
"22263",105,106,1
"22264",168,168,0
"22265",168,168,0
"22266",161,163,2
"22267",117,118,1
"22268",236,243,7
"22269",204,214,10
"22270",153,160,7
"22271",787,794,7
"22272",301,302,1
"22273",810,818,8
"22274",656,664,8
"22275",313,317,4
"22276",373,379,6
"22277",250,252,2
"22278",383,395,12
"22279",214,216,2
"22280",158,158,0
"22281",149,152,3
"22282",216,218,2
"22283",382,389,7
"22284",300,304,4
"22285",261,262,1
"22286",195,195,0
"22287",121,122,1
"22288",119,119,0
"22289",76,76,0
"22290",78,79,1
"22291",264,266,2
"22292",222,223,1
"22293",225,226,1
"22294",861,868,7
"22295",706,710,4
"22296",833,836,3
"22297",969,975,6
"22299",202,207,5
"22300",527,547,20
"22301",646,672,26
"22302",396,406,10
"22303",540,567,27
"22304",167,172,5
"22305",144,149,5
"22306",163,167,4
"22307",118,125,7
"22308",214,216,2
"22309",266,268,2
"22310",223,225,2
"22311",300,304,4
"22312",269,272,3
"22313",137,139,2
"22314",249,251,2
"22315",388,390,2
"22316",119,120,1
"22317",167,167,0
"22318",389,396,7
"22319",174,182,8
"22320",180,190,10
"22321",305,306,1
"22322",272,275,3
"22323",116,120,4
"22324",152,153,1
"22325",224,240,16
"22326",1393,1418,25
"22327",651,661,10
"22328",1160,1184,24
"22329",610,614,4
"22330",22,23,1
"22331",438,445,7
"22332",381,387,6
"22333",697,719,22
"22334",265,268,3
"22335",510,521,11
"22336",215,216,1
"22337",146,146,0
"22338",264,269,5
"22339",145,151,6
"22340",184,186,2
"22341",240,249,9
"22342",230,236,6
"22343",188,190,2
"22344",133,133,0
"22345",128,129,1
"22346",103,103,0
"22347",115,115,0
"22348",961,967,6
"22349",368,379,11
"22350",334,336,2
"22351",4,4,0
"22352",1119,1137,18
"22353",494,500,6
"22354",280,284,4
"22355",1748,1779,31
"22356",1588,1615,27
"22357",467,485,18
"22358",605,618,13
"22359",208,222,14
"22360",431,470,39
"22361",502,531,29
"22362",258,271,13
"22363",174,187,13
"22364",346,375,29
"22365",447,449,2
"22366",575,579,4
"22367",1159,1172,13
"22371",690,703,13
"22372",294,297,3
"22374",433,437,4
"22375",287,289,2
"22376",248,248,0
"22377",435,440,5
"22378",546,552,6
"22379",1570,1578,8
"22380",690,698,8
"22381",1100,1110,10
"22382",2154,2174,20
"22383",2399,2431,32
"22384",2108,2144,36
"22385",1250,1262,12
"22386",2245,2270,25
"22389",92,93,1
"22390",83,83,0
"22391",66,66,0
"22393",120,123,3
"22394",55,56,1
"22395",53,53,0
"22396",184,186,2
"22398",431,436,5
"22399",278,281,3
"22400",234,236,2
"22402",250,253,3
"22403",212,214,2
"22405",217,219,2
"22406",217,221,4
"22407",75,76,1
"22408",95,97,2
"22409",164,170,6
"22410",198,199,1
"22411",2193,2215,22
"22412",402,403,1
"22413",881,887,6
"22414",225,227,2
"22415",204,204,0
"22416",176,177,1
"22417",1103,1108,5
"22418",586,596,10
"22419",509,513,4
"22420",234,235,1
"22421",407,412,5
"22422",354,355,1
"22423",3930,4271,341
"22424",741,767,26
"22425",303,308,5
"22426",379,387,8
"22427",805,825,20
"22428",197,204,7
"22429",628,649,21
"22430",362,371,9
"22431",627,632,5
"22432",521,525,4
"22433",423,427,4
"22434",281,283,2
"22435",538,542,4
"22436",290,293,3
"22437",445,447,2
"22438",170,170,0
"22439",363,368,5
"22440",292,296,4
"22441",473,478,5
"22442",172,185,13
"22443",264,268,4
"22444",456,465,9
"22445",275,275,0
"22446",187,188,1
"22447",82,83,1
"22448",121,122,1
"22449",310,312,2
"22450",180,184,4
"22451",238,240,2
"22452",255,258,3
"22453",144,147,3
"22454",179,181,2
"22456",835,887,52
"22457",2046,2077,31
"22458",174,174,0
"22459",174,174,0
"22460",376,385,9
"22461",146,177,31
"22464",787,813,26
"22465",464,481,17
"22466",394,400,6
"22467",1098,1163,65
"22468",413,419,6
"22469",2155,2174,19
"22470",1958,1980,22
"22471",176,178,2
"22472",252,255,3
"22473",211,211,0
"22474",256,257,1
"22475",258,259,1
"22476",270,272,2
"22477",276,277,1
"22478",317,319,2
"22479",214,214,0
"22480",263,263,0
"22481",220,220,0
"22482",214,214,0
"22483",351,356,5
"22485",419,427,8
"22486",40,47,7
"22487",899,936,37
"22488",808,825,17
"22489",786,794,8
"22491",390,393,3
"22492",732,746,14
"22493",418,423,5
"22494",468,481,13
"22495",237,238,1
"22496",193,196,3
"22497",279,281,2
"22498",382,382,0
"22499",775,778,3
"22500",198,199,1
"22501",772,805,33
"22502",932,948,16
"22503",54,60,6
"22504",115,123,8
"22505",744,756,12
"22507",900,913,13
"22508",697,705,8
"22509",187,192,5
"22510",90,90,0
"22511",113,114,1
"22512",73,73,0
"22513",172,172,0
"22514",240,242,2
"22515",211,214,3
"22516",163,164,1
"22517",152,152,0
"22518",270,270,0
"22519",263,266,3
"22520",372,374,2
"22521",371,372,1
"22522",335,337,2
"22523",353,356,3
"22524",299,301,2
"22525",330,333,3
"22526",209,217,8
"22528",554,559,5
"22529",155,155,0
"22530",468,470,2
"22531",406,406,0
"22532",175,175,0
"22533",231,233,2
"22534",585,590,5
"22535",299,302,3
"22536",366,368,2
"22537",351,352,1
"22538",86,86,0
"22539",247,248,1
"22540",189,191,2
"22541",66,66,0
"22543",118,118,0
"22544",341,343,2
"22545",184,186,2
"22546",181,182,1
"22547",189,190,1
"22548",429,429,0
"22549",711,712,1
"22550",428,436,8
"22551",1299,1317,18
"22553",1091,1101,10
"22554",1275,1284,9
"22555",967,975,8
"22556",1196,1215,19
"22557",1126,1135,9
"22558",1203,1218,15
"22559",205,206,1
"22560",742,746,4
"22561",905,916,11
"22562",393,393,0
"22563",533,535,2
"22564",343,348,5
"22565",278,279,1
"22566",297,297,0
"22567",506,516,10
"22568",876,885,9
"22569",784,789,5
"22570",807,813,6
"22571",511,514,3
"22572",363,364,1
"22573",405,405,0
"22574",415,417,2
"22575",331,338,7
"22576",330,331,1
"22577",832,834,2
"22578",768,771,3
"22579",554,555,1
"22580",496,503,7
"22581",380,381,1
"22582",295,299,4
"22583",349,355,6
"22584",589,594,5
"22585",1084,1097,13
"22586",295,297,2
"22587",308,308,0
"22588",483,486,3
"22589",238,239,1
"22591",208,221,13
"22592",304,306,2
"22593",415,416,1
"22594",412,413,1
"22595",796,797,1
"22596",438,446,8
"22597",291,293,2
"22598",144,145,1
"22599",189,190,1
"22600",429,432,3
"22601",417,420,3
"22602",535,538,3
"22603",388,390,2
"22604",247,250,3
"22605",643,656,13
"22606",374,391,17
"22607",746,754,8
"22608",170,172,2
"22609",201,205,4
"22610",287,288,1
"22611",195,197,2
"22612",109,110,1
"22613",273,274,1
"22614",368,374,6
"22615",188,189,1
"22616",826,829,3
"22617",944,1011,67
"22618",243,283,40
"22619",712,715,3
"22620",842,846,4
"22621",875,882,7
"22622",571,577,6
"22623",542,551,9
"22624",1226,1241,15
"22625",958,979,21
"22626",343,350,7
"22627",660,674,14
"22628",350,364,14
"22629",1368,1382,14
"22630",1334,1354,20
"22631",664,672,8
"22632",779,791,12
"22633",858,867,9
"22634",499,552,53
"22635",485,510,25
"22636",489,513,24
"22637",600,630,30
"22638",74,75,1
"22639",275,276,1
"22640",87,87,0
"22641",69,69,0
"22642",141,141,0
"22643",96,96,0
"22644",611,630,19
"22645",742,758,16
"22646",883,915,32
"22647",83,87,4
"22649",491,533,42
"22650",283,290,7
"22651",270,270,0
"22652",830,841,11
"22653",381,385,4
"22654",597,622,25
"22655",54,64,10
"22656",37,49,12
"22657",7,7,0
"22659",1075,1097,22
"22660",194,195,1
"22661",631,637,6
"22662",994,1004,10
"22663",688,691,3
"22664",266,269,3
"22665",709,727,18
"22666",1664,1727,63
"22667",849,887,38
"22668",579,585,6
"22669",438,440,2
"22670",425,430,5
"22671",246,249,3
"22672",370,374,4
"22673",195,198,3
"22674",297,300,3
"22675",270,274,4
"22676",313,315,2
"22677",285,287,2
"22678",255,257,2
"22679",237,238,1
"22680",236,238,2
"22681",194,197,3
"22682",188,190,2
"22683",198,200,2
"22684",167,170,3
"22685",165,166,1
"22686",228,230,2
"22687",152,152,0
"22688",93,93,0
"22689",266,268,2
"22690",439,443,4
"22691",219,222,3
"22692",612,615,3
"22693",350,352,2
"22694",858,866,8
"22695",225,225,0
"22696",288,288,0
"22697",1356,1414,58
"22698",1034,1081,47
"22699",1425,1487,62
"22700",99,103,4
"22701",158,163,5
"22702",94,96,2
"22703",165,165,0
"22704",295,297,2
"22705",151,152,1
"22706",125,127,2
"22707",83,83,0
"22708",159,160,1
"22709",77,78,1
"22710",173,178,5
"22711",181,183,2
"22712",508,512,4
"22713",368,370,2
"22714",359,363,4
"22715",218,218,0
"22716",447,448,1
"22717",215,216,1
"22718",264,267,3
"22719",239,248,9
"22720",1385,1458,73
"22721",297,297,0
"22722",835,848,13
"22723",295,297,2
"22725",549,564,15
"22726",1273,1296,23
"22727",1363,1395,32
"22728",969,986,17
"22729",612,630,18
"22730",746,760,14
"22731",266,268,2
"22732",337,337,0
"22733",338,339,1
"22734",763,767,4
"22735",231,231,0
"22736",408,411,3
"22737",493,495,2
"22738",498,501,3
"22739",601,603,2
"22740",301,301,0
"22741",292,295,3
"22742",180,181,1
"22743",351,352,1
"22744",300,304,4
"22745",703,706,3
"22746",564,566,2
"22747",402,403,1
"22748",742,746,4
"22749",685,686,1
"22750",647,650,3
"22751",466,468,2
"22752",692,717,25
"22753",404,405,1
"22754",492,493,1
"22755",499,500,1
"22756",215,216,1
"22757",308,309,1
"22758",314,317,3
"22759",795,798,3
"22760",120,129,9
"22761",34,36,2
"22762",133,140,7
"22763",135,139,4
"22764",25,28,3
"22765",53,54,1
"22766",640,660,20
"22767",295,315,20
"22768",354,381,27
"22769",45,53,8
"22770",71,77,6
"22771",512,516,4
"22772",314,317,3
"22773",227,228,1
"22774",184,188,4
"22775",284,288,4
"22776",691,742,51
"22777",100,105,5
"22778",195,215,20
"22779",193,200,7
"22780",179,187,8
"22781",307,322,15
"22782",84,84,0
"22783",45,45,0
"22784",371,401,30
"22785",123,123,0
"22786",93,93,0
"22788",84,89,5
"22789",196,197,1
"22790",1,1,0
"22791",434,446,12
"22792",263,264,1
"22794",209,213,4
"22795",498,504,6
"22796",317,342,25
"22797",142,157,15
"22798",356,378,22
"22799",108,109,1
"22800",268,277,9
"22801",299,320,21
"22802",62,62,0
"22803",36,36,0
"22804",671,682,11
"22805",231,233,2
"22806",57,59,2
"22807",294,297,3
"22808",83,84,1
"22809",379,384,5
"22810",328,331,3
"22811",140,141,1
"22812",462,468,6
"22813",373,374,1
"22814",295,295,0
"22815",340,340,0
"22816",436,438,2
"22817",355,355,0
"22818",404,409,5
"22819",331,331,0
"22820",110,111,1
"22821",186,188,2
"22822",183,185,2
"22823",20,20,0
"22824",48,49,1
"22825",38,42,4
"22826",41,45,4
"22827",35,39,4
"22828",11,12,1
"22829",118,120,2
"22830",18,18,0
"22831",138,138,0
"22832",85,90,5
"22833",13,13,0
"22834",597,605,8
"22835",1011,1022,11
"22837",450,452,2
"22838",271,292,21
"22839",260,271,11
"22840",402,423,21
"22841",307,321,14
"22842",238,253,15
"22843",179,193,14
"22844",498,507,9
"22845",395,404,9
"22846",346,365,19
"22847",482,518,36
"22848",152,162,10
"22849",162,171,9
"22850",1,2,1
"22851",523,527,4
"22852",160,162,2
"22853",146,147,1
"22854",244,250,6
"22855",427,428,1
"22856",33,35,2
"22857",67,67,0
"22858",139,142,3
"22859",165,171,6
"22860",111,113,2
"22861",50,50,0
"22862",221,223,2
"22863",169,171,2
"22864",2,2,0
"22865",1212,1226,14
"22866",1083,1090,7
"22867",1054,1061,7
"22868",27,27,0
"22869",57,58,1
"22870",46,46,0
"22871",30,30,0
"22872",39,39,0
"22873",31,31,0
"22874",28,28,0
"22875",30,30,0
"22876",23,23,0
"22877",28,30,2
"22878",45,46,1
"22879",21,21,0
"22880",37,37,0
"22881",36,36,0
"22882",50,51,1
"22883",34,35,1
"22884",39,39,0
"22885",35,36,1
"22886",29,29,0
"22887",28,28,0
"22888",23,23,0
"22889",39,40,1
"22890",260,286,26
"22891",230,254,24
"22892",295,316,21
"22893",182,187,5
"22894",192,193,1
"22895",411,412,1
"22896",367,369,2
"22897",298,303,5
"22898",471,472,1
"22899",422,427,5
"22900",723,734,11
"22902",201,203,2
"22903",82,84,2
"22904",463,466,3
"22905",194,194,0
"22906",445,447,2
"22907",829,836,7
"22908",485,489,4
"22909",1086,1098,12
"22910",1427,1444,17
"22911",164,168,4
"22912",108,110,2
"22913",122,124,2
"22914",170,174,4
"22915",195,199,4
"22916",249,250,1
"22917",252,253,1
"22918",249,250,1
"22919",248,249,1
"22920",252,254,2
"22921",220,221,1
"22922",114,119,5
"22923",92,98,6
"22924",96,101,5
"22925",192,197,5
"22926",216,222,6
"22927",164,171,7
"22928",118,122,4
"22929",17,19,2
"22930",189,190,1
"22931",129,129,0
"22932",72,74,2
"22933",122,124,2
"22934",78,79,1
"22935",65,66,1
"22936",50,51,1
"22937",160,162,2
"22938",273,277,4
"22939",181,183,2
"22940",586,593,7
"22941",483,509,26
"22942",246,259,13
"22943",356,372,16
"22944",159,162,3
"22945",339,345,6
"22946",275,289,14
"22947",209,220,11
"22948",181,183,2
"22949",177,180,3
"22950",352,357,5
"22951",634,640,6
"22952",1144,1149,5
"22953",119,119,0
"22954",50,51,1
"22955",186,186,0
"22956",256,259,3
"22957",214,218,4
"22959",284,289,5
"22960",1161,1248,87
"22961",1201,1214,13
"22962",355,376,21
"22963",320,332,12
"22964",408,415,7
"22965",260,265,5
"22966",732,734,2
"22967",138,142,4
"22968",307,321,14
"22969",709,717,8
"22970",317,320,3
"22971",272,277,5
"22972",243,251,8
"22973",155,161,6
"22974",211,218,7
"22975",193,194,1
"22976",149,151,2
"22977",140,141,1
"22978",238,250,12
"22979",381,386,5
"22980",291,297,6
"22981",105,107,2
"22982",212,214,2
"22983",551,554,3
"22984",214,214,0
"22985",136,136,0
"22986",204,205,1
"22987",11,11,0
"22988",446,454,8
"22989",372,376,4
"22990",164,175,11
"22991",274,280,6
"22992",348,356,8
"22993",1073,1082,9
"22994",218,224,6
"22995",266,269,3
"22996",408,412,4
"22997",222,230,8
"22998",534,545,11
"22999",222,224,2
"23000",278,282,4
"23001",1,1,0
"23002",192,200,8
"23003",54,54,0
"23004",221,225,4
"23005",243,244,1
"23006",173,178,5
"23007",184,187,3
"23008",133,137,4
"23009",103,103,0
"23010",111,113,2
"23012",246,251,5
"23013",223,226,3
"23014",209,212,3
"23015",18,21,3
"23016",24,25,1
"23017",22,23,1
"23018",21,21,0
"23019",28,28,0
"23020",77,83,6
"23021",27,27,0
"23022",22,24,2
"23023",25,26,1
"23024",11,12,1
"23025",54,55,1
"23026",62,64,2
"23027",30,30,0
"23028",137,140,3
"23029",157,165,8
"23031",155,164,9
"23032",200,211,11
"23033",74,74,0
"23034",88,89,1
"23035",191,193,2
"23036",16,16,0
"23037",20,20,0
"23038",8,8,0
"23039",28,29,1
"23040",41,41,0
"23041",54,55,1
"23042",28,29,1
"23043",23,23,0
"23044",25,25,0
"23045",25,26,1
"23046",36,36,0
"23047",25,25,0
"23048",99,104,5
"23049",186,188,2
"23050",205,206,1
"23051",162,164,2
"23052",278,279,1
"23053",164,165,1
"23054",130,131,1
"23055",39,44,5
"23056",40,47,7
"23057",46,52,6
"23058",48,48,0
"23059",1,1,0
"23060",42,42,0
"23061",117,118,1
"23064",24,34,10
"23065",99,100,1
"23066",85,86,1
"23067",78,78,0
"23068",136,136,0
"23069",32,32,0
"23070",44,44,0
"23071",20,24,4
"23072",31,33,2
"23073",61,62,1
"23074",48,49,1
"23075",80,86,6
"23076",277,279,2
"23077",344,347,3
"23078",257,259,2
"23079",106,113,7
"23080",257,264,7
"23081",139,142,3
"23082",297,303,6
"23083",246,249,3
"23084",1000,1015,15
"23085",78,83,5
"23086",47,48,1
"23087",69,70,1
"23088",79,79,0
"23089",225,232,7
"23090",149,150,1
"23091",209,213,4
"23092",135,144,9
"23093",142,144,2
"23094",79,81,2
"23096",146,146,0
"23099",58,62,4
"23100",257,258,1
"23101",213,213,0
"23102",157,157,0
"23103",365,368,3
"23104",46,46,0
"23106",53,54,1
"23107",73,73,0
"23108",372,390,18
"23109",268,269,1
"23110",255,283,28
"23111",138,154,16
"23112",241,260,19
"23113",58,64,6
"23114",46,48,2
"23115",46,46,0
"23116",23,23,0
"23117",46,47,1
"23118",260,277,17
"23119",151,153,2
"23120",100,102,2
"23121",111,111,0
"23122",133,135,2
"23123",95,97,2
"23124",43,43,0
"23125",38,38,0
"23126",291,297,6
"23127",194,197,3
"23128",139,141,2
"23129",172,173,1
"23130",184,186,2
"23131",116,118,2
"23132",152,155,3
"23133",155,156,1
"23134",38,38,0
"23135",45,45,0
"23136",49,49,0
"23137",23,23,0
"23138",82,83,1
"23139",27,28,1
"23140",52,53,1
"23141",25,25,0
"23142",40,42,2
"23143",16,16,0
"23144",274,277,3
"23145",169,171,2
"23146",227,249,22
"23147",261,267,6
"23148",247,254,7
"23149",21,23,2
"23150",49,50,1
"23151",21,21,0
"23152",159,162,3
"23153",90,91,1
"23154",235,238,3
"23155",136,150,14
"23156",205,207,2
"23157",164,165,1
"23158",255,258,3
"23159",223,226,3
"23160",76,78,2
"23161",98,99,1
"23162",176,176,0
"23163",209,211,2
"23164",92,93,1
"23165",280,298,18
"23166",247,257,10
"23167",231,240,9
"23168",337,355,18
"23169",316,350,34
"23170",445,457,12
"23171",381,386,5
"23172",305,314,9
"23173",416,429,13
"23174",322,339,17
"23175",329,340,11
"23176",226,236,10
"23177",267,272,5
"23178",68,71,3
"23179",53,53,0
"23180",49,50,1
"23181",82,86,4
"23182",433,439,6
"23183",84,87,3
"23184",264,268,4
"23185",30,31,1
"23186",70,72,2
"23187",74,78,4
"23188",333,336,3
"23189",141,142,1
"23190",202,204,2
"23191",281,283,2
"23192",345,347,2
"23193",175,181,6
"23194",214,222,8
"23196",299,302,3
"23197",249,256,7
"23198",475,489,14
"23199",978,999,21
"23200",596,602,6
"23201",906,920,14
"23202",880,886,6
"23203",1232,1249,17
"23204",583,591,8
"23205",467,475,8
"23206",1036,1049,13
"23207",740,753,13
"23208",668,672,4
"23209",1099,1110,11
"23210",192,196,4
"23211",160,161,1
"23212",186,189,3
"23213",152,153,1
"23214",103,103,0
"23215",210,211,1
"23216",44,44,0
"23217",97,97,0
"23218",40,40,0
"23219",61,61,0
"23220",103,104,1
"23221",145,148,3
"23222",75,77,2
"23223",88,89,1
"23224",71,73,2
"23225",88,92,4
"23226",98,99,1
"23227",117,119,2
"23228",125,126,1
"23229",256,261,5
"23230",235,238,3
"23231",260,260,0
"23232",238,241,3
"23233",158,159,1
"23234",278,283,5
"23235",105,112,7
"23236",327,344,17
"23237",177,187,10
"23238",274,282,8
"23239",178,187,9
"23240",536,553,17
"23241",363,368,5
"23242",214,217,3
"23243",470,505,35
"23244",112,117,5
"23245",873,910,37
"23247",309,314,5
"23249",81,88,7
"23250",110,118,8
"23251",120,125,5
"23252",138,145,7
"23253",70,72,2
"23254",299,307,8
"23255",158,161,3
"23256",368,376,8
"23263",445,450,5
"23264",299,300,1
"23265",293,295,2
"23266",319,320,1
"23267",108,109,1
"23268",92,93,1
"23269",95,95,0
"23270",127,128,1
"23271",104,104,0
"23272",44,44,0
"23273",112,116,4
"23274",119,122,3
"23275",325,329,4
"23280",157,158,1
"23281",101,101,0
"23282",135,135,0
"23283",233,235,2
"23284",728,735,7
"23285",191,192,1
"23286",222,225,3
"23287",198,200,2
"23288",185,189,4
"23289",191,195,4
"23290",214,216,2
"23291",195,198,3
"23292",222,228,6
"23293",552,557,5
"23294",354,358,4
"23295",444,449,5
"23296",378,384,6
"23297",161,165,4
"23298",1147,1159,12
"23299",146,148,2
"23300",758,765,7
"23301",913,924,11
"23302",230,235,5
"23303",6,6,0
"23304",9,9,0
"23305",9,9,0
"23306",277,279,2
"23307",629,634,5
"23308",382,382,0
"23309",407,411,4
"23310",245,245,0
"23311",344,348,4
"23312",214,215,1
"23313",401,403,2
"23314",117,119,2
"23315",86,87,1
"23316",110,111,1
"23317",82,82,0
"23318",376,383,7
"23319",403,409,6
"23320",333,335,2
"23321",629,633,4
"23322",563,573,10
"23323",294,297,3
"23324",44,46,2
"23325",35,38,3
"23326",76,76,0
"23327",41,43,2
"23328",405,410,5
"23329",233,234,1
"23330",216,217,1
"23331",109,109,0
"23332",287,288,1
"23333",233,234,1
"23334",130,130,0
"23335",96,98,2
"23336",85,85,0
"23337",69,69,0
"23338",109,110,1
"23339",76,76,0
"23340",151,151,0
"23341",121,121,0
"23342",163,164,1
"23343",481,488,7
"23344",716,723,7
"23345",174,176,2
"23346",184,185,1
"23347",97,100,3
"23348",169,177,8
"23349",337,339,2
"23350",305,307,2
"23351",354,357,3
"23352",212,213,1
"23353",327,329,2
"23354",322,325,3
"23355",782,790,8
"23356",476,478,2
"23357",102,102,0
"23358",89,91,2
"23359",79,79,0
"23360",114,114,0
"23365",169,169,0
"23366",195,195,0
"23367",282,283,1
"23368",232,234,2
"23369",126,126,0
"23370",151,152,1
"23371",185,185,0
"23372",147,148,1
"23373",100,100,0
"23374",131,134,3
"23375",103,104,1
"23376",155,156,1
"23377",133,134,1
"23378",176,176,0
"23379",76,76,0
"23380",121,123,2
"23381",80,80,0
"23382",220,223,3
"23388",154,154,0
"23389",237,238,1
"23390",163,164,1
"23391",87,87,0
"23392",113,114,1
"23393",229,235,6
"23394",150,150,0
"23395",210,215,5
"23396",196,197,1
"23397",218,223,5
"23398",69,70,1
"23399",225,225,0
"23400",107,108,1
"23401",83,86,3
"23402",68,68,0
"23403",134,137,3
"23404",169,183,14
"23405",70,71,1
"23406",111,113,2
"23407",133,137,4
"23408",59,62,3
"23409",43,45,2
"23410",18,19,1
"23411",56,57,1
"23412",76,77,1
"23413",58,59,1
"23414",64,65,1
"23415",47,48,1
"23416",25,25,0
"23417",27,27,0
"23418",79,79,0
"23419",86,87,1
"23420",32,32,0
"23421",33,33,0
"23422",47,47,0
"23423",66,69,3
"23424",135,136,1
"23425",56,59,3
"23426",206,207,1
"23427",115,117,2
"23428",33,34,1
"23429",23,23,0
"23430",18,18,0
"23431",72,75,3
"23432",74,74,0
"23433",89,92,3
"23434",199,200,1
"23435",99,99,0
"23436",114,116,2
"23437",131,132,1
"23438",109,109,0
"23439",397,397,0
"23440",5,5,0
"23441",3,3,0
"23442",7,7,0
"23444",79,80,1
"23445",101,102,1
"23446",3,3,0
"23447",4,4,0
"23448",3,3,0
"23449",1,1,0
"23451",52,52,0
"23452",87,88,1
"23453",47,47,0
"23454",52,53,1
"23455",35,35,0
"23456",36,37,1
"23457",31,31,0
"23458",30,34,4
"23459",19,21,2
"23460",43,47,4
"23461",94,95,1
"23462",47,59,12
"23463",8,8,0
"23464",8,8,0
"23465",16,16,0
"23466",27,28,1
"23467",11,11,0
"23468",11,11,0
"23469",72,74,2
"23470",84,92,8
"23471",27,27,0
"23472",33,33,0
"23473",51,51,0
"23474",37,37,0
"23475",31,31,0
"23476",22,22,0
"23477",13,13,0
"23478",13,13,0
"23479",44,44,0
"23480",215,217,2
"23481",29,29,0
"23482",39,39,0
"23483",73,77,4
"23484",35,35,0
"23485",83,96,13
"23486",74,80,6
"23487",44,50,6
"23489",159,159,0
"23490",101,102,1
"23491",78,79,1
"23492",28,28,0
"23493",415,418,3
"23494",205,216,11
"23495",41,41,0
"23496",31,31,0
"23497",195,196,1
"23498",99,99,0
"23499",110,110,0
"23500",98,98,0
"23501",112,112,0
"23502",94,94,0
"23503",335,337,2
"23504",208,208,0
"23505",115,115,0
"23506",146,146,0
"23507",119,119,0
"23508",120,121,1
"23509",65,65,0
"23510",120,120,0
"23511",98,99,1
"23512",57,57,0
"23513",70,71,1
"23514",74,75,1
"23515",71,71,0
"23516",42,42,0
"23517",63,63,0
"23518",44,45,1
"23519",24,24,0
"23520",32,32,0
"23521",44,44,0
"23522",32,32,0
"23523",41,42,1
"23524",63,64,1
"23525",53,54,1
"23526",143,145,2
"23527",48,50,2
"23528",50,50,0
"23529",37,37,0
"23530",87,87,0
"23531",112,112,0
"23532",31,31,0
"23533",36,36,0
"23534",260,261,1
"23535",215,216,1
"23536",85,86,1
"23537",34,34,0
"23538",32,32,0
"23539",41,41,0
"23540",14,14,0
"23541",152,153,1
"23542",89,92,3
"23543",103,103,0
"23544",20,21,1
"23545",84,84,0
"23546",120,120,0
"23547",62,62,0
"23548",43,43,0
"23549",52,52,0
"23550",64,64,0
"23551",136,136,0
"23552",116,116,0
"23553",68,68,0
"23554",57,57,0
"23555",50,50,0
"23556",53,54,1
"23557",32,32,0
"23558",52,52,0
"23559",124,124,0
"23560",26,26,0
"23561",16,16,0
"23562",43,43,0
"23564",76,76,0
"23565",63,65,2
"23566",83,84,1
"23567",37,38,1
"23568",48,49,1
"23569",192,193,1
"23570",276,276,0
"23571",257,257,0
"23574",14,16,2
"23575",32,32,0
"23576",37,37,0
"23578",14,14,0
"23579",36,36,0
"23580",25,25,0
"23581",338,342,4
"23582",259,262,3
"23583",325,326,1
"23595",2,2,0
"23597",31,32,1
"23598",47,47,0
"23601",4,4,0
"23602",1,1,0
"23603",14,14,0
"23604",2,2,0
"23605",1,1,0
"23607",7,7,0
"23608",3,3,0
"23609",1,1,0
"23610",3,3,0
