"customer_id","recency_days","frequency_completed","cancellation_count","monetary_gross","monetary_net","order_return_rate_pct","line_item_return_rate_pct","distinct_variants_purchased","distinct_families_purchased"
"15978",76,3,2,3279.42,3272.62,40.0,1.5,107,104
"15994",54,3,2,1175.68,1172.34,40.0,1.8,93,93
"16092",98,6,4,1587.94,1515.49,40.0,4.3,60,60
"16245",23,3,2,1413.66,1352.36,40.0,3.2,80,80
"16533",18,3,2,1082.81,1014.19,40.0,2.2,112,111
"16555",34,6,4,1915.68,285.89,40.0,42.6,59,59
"16634",222,6,4,1649.81,1198.30,40.0,22.4,72,72
"16642",4,3,2,1077.45,1051.46,40.0,5.3,50,49
"16772",416,3,2,3698.05,2760.10,40.0,15.0,54,53
"16795",364,3,2,2062.41,2035.21,40.0,2.9,306,296
"16835",127,6,4,1456.66,1389.76,40.0,5.7,58,55
"16863",28,3,2,834.27,812.82,40.0,4.1,43,43
"16894",501,3,2,1306.96,1265.26,40.0,3.1,186,162
"16975",413,3,2,926.12,902.42,40.0,4.3,44,41
"17172",78,3,2,956.57,915.49,40.0,7.1,39,38
"17204",168,9,6,5504.69,5263.69,40.0,6.8,110,108
"17405",0,3,2,1031.41,967.22,40.0,12.8,77,77
"17423",44,3,2,1118.95,1084.17,40.0,4.4,39,39
"17539",626,3,2,1161.84,997.34,40.0,1.4,131,127
"17649",134,3,2,1578.89,1542.44,40.0,3.0,88,86
"17779",20,3,2,650.32,633.92,40.0,2.4,73,71
"18084",15,3,2,795.23,176.03,40.0,30.0,7,7
"18167",3,3,2,1384.86,1361.51,40.0,11.9,24,24
"18189",77,3,2,1403.73,1396.58,40.0,2.3,79,79
"18193",150,3,2,1207.35,1176.55,40.0,2.8,66,66
"18276",20,6,4,1656.52,1620.67,40.0,5.1,81,81
"14277",14,8,5,16789.16,3959.82,38.5,18.3,332,312
"12408",32,8,5,3905.77,3859.64,38.5,6.2,103,100
"15810",78,8,5,2999.04,2724.80,38.5,14.0,89,82
"14685",575,8,5,4536.64,4241.16,38.5,4.6,109,107
"15658",189,8,5,2117.27,1964.14,38.5,13.4,80,80
"16499",359,8,5,2578.34,2509.64,38.5,4.0,104,104
"12909",39,8,5,3103.19,3034.77,38.5,6.0,120,117
"14102",4,5,3,1105.88,1060.33,37.5,7.9,35,35
"14407",106,5,3,2142.73,2096.08,37.5,4.0,66,66
"13405",203,5,3,1198.81,1181.56,37.5,6.8,32,32
"16658",367,5,3,680.83,563.48,37.5,13.9,48,46
"15881",311,5,3,501.39,438.24,37.5,9.4,26,26
"14000",205,5,3,2046.34,1877.59,37.5,5.8,28,22
"14934",72,5,3,3403.50,2471.07,37.5,25.0,114,112
"13425",107,5,3,3390.43,3362.73,37.5,1.7,124,122
"14232",31,5,3,2048.07,2043.93,37.5,2.5,81,79
"14443",53,5,3,2082.97,2063.65,37.5,3.6,119,119
"16736",505,5,3,2956.56,2904.51,37.5,2.7,116,108
"15128",59,5,3,1783.68,1735.93,37.5,6.1,87,84
"13506",311,5,3,1338.08,1308.53,37.5,5.8,55,54
"15224",357,5,3,871.36,837.26,37.5,12.5,24,24
"13310",8,5,3,1541.20,1492.80,37.5,5.0,80,77
"14038",77,5,3,3069.88,3000.93,37.5,4.2,99,94
"17610",539,5,3,1511.94,1410.29,37.5,8.9,114,108
"12693",120,7,4,1415.02,1352.42,36.4,5.3,62,61
"16474",6,7,4,1810.49,1750.46,36.4,2.3,236,234
"13979",72,7,4,3373.63,3284.23,36.4,1.5,355,337
"15215",44,7,4,2422.43,1496.46,36.4,28.9,85,85
"15339",65,7,4,1821.02,1627.27,36.4,3.5,162,158
"13630",4,7,4,2031.78,1995.68,36.4,11.3,51,49
"12854",78,7,4,2970.97,2899.32,36.4,3.7,188,180
"17679",52,7,4,3577.61,3166.56,36.4,22.9,70,70
"12840",143,7,4,4041.97,4013.87,36.4,2.8,109,107
"17048",114,7,4,2071.68,1991.45,36.4,5.6,88,87
"14229",51,7,4,2594.04,2468.99,36.4,7.7,41,41
"17095",21,7,4,2572.25,2520.75,36.4,2.8,110,94
"14655",3,7,4,3878.51,3836.73,36.4,5.5,72,69
"16768",47,9,5,1698.57,1637.52,35.7,6.4,108,106
"15625",99,9,5,3236.40,3203.25,35.7,3.4,106,106
"15708",40,9,5,3887.15,3840.73,35.7,2.9,135,132
"14497",300,2,1,697.06,679.16,33.3,4.8,40,40
"15782",9,4,2,4014.10,3985.65,33.3,3.2,51,51
"14483",149,2,1,257.10,249.20,33.3,7.1,13,13
"14474",42,2,1,1258.89,1248.94,33.3,0.8,122,122
"15816",541,2,1,144.15,93.30,33.3,8.3,11,11
"15826",50,4,2,2598.28,2583.13,33.3,1.7,100,99
"14403",129,6,3,1880.51,1822.76,33.3,24.2,20,20
"12559",310,2,1,525.71,500.21,33.3,4.8,20,20
"15840",58,2,1,355.56,345.66,33.3,3.6,26,26
"15842",387,2,1,548.80,528.75,33.3,10.7,24,24
"15877",1,2,1,490.33,437.83,33.3,1.6,122,120
"14382",25,2,1,1193.63,1187.68,33.3,0.4,227,211
"14372",442,2,1,860.08,830.18,33.3,2.6,36,36
"14370",450,6,3,1175.78,1092.13,33.3,10.2,37,36
"14342",20,6,3,918.44,843.74,33.3,8.3,27,27
"14322",426,4,2,474.10,384.30,33.3,23.5,10,10
"14314",106,2,1,229.80,221.90,33.3,9.1,10,10
"14311",224,2,1,516.45,435.90,33.3,18.4,31,30
"12546",46,2,1,1021.50,1001.50,33.3,1.5,58,58
"18286",476,2,1,1246.43,1138.43,33.3,4.3,66,63
"14296",413,2,1,456.40,448.45,33.3,3.6,27,26
"16039",423,2,1,456.40,449.65,33.3,3.0,27,27
"16048",85,4,2,818.79,800.09,33.3,5.3,30,27
"14237",372,2,1,471.14,466.04,33.3,3.7,26,26
"14231",178,4,2,1235.62,1131.97,33.3,5.5,66,65
"16075",502,2,1,736.93,726.98,33.3,2.4,41,41
"16080",81,4,2,602.56,472.90,33.3,9.1,29,28
"12531",14,2,1,1771.20,1737.05,33.3,4.5,125,122
"14226",28,6,3,2985.13,2950.38,33.3,6.7,89,89
"14199",217,4,2,1091.70,916.50,33.3,10.0,15,15
"14168",420,2,1,370.45,305.90,33.3,11.8,11,11
"16124",315,4,2,1772.49,1709.39,33.3,6.8,63,62
"14151",672,2,1,679.45,666.70,33.3,2.2,44,40
"14141",2,4,2,915.13,879.03,33.3,13.0,27,27
"14140",3,2,1,935.05,920.05,33.3,1.5,60,60
"14133",129,4,2,911.14,895.84,33.3,5.3,33,33
"14121",3,4,2,2780.15,2740.30,33.3,1.2,148,146
"16177",49,8,4,2247.31,2141.61,33.3,7.8,79,78
"16217",234,2,1,304.25,266.45,33.3,16.7,13,13
"14119",353,2,1,183.37,163.47,33.3,8.3,11,11
"12519",63,2,1,626.54,595.19,33.3,5.1,33,31
"14043",490,2,1,302.60,299.65,33.3,2.4,37,34
"14011",479,2,1,457.82,451.92,33.3,3.0,32,32
"14010",564,2,1,445.15,288.10,33.3,14.3,20,19
"16283",5,8,4,4348.62,4256.17,33.3,1.9,384,362
"16296",625,4,2,1313.67,1245.97,33.3,10.8,56,56
"13964",386,2,1,438.90,421.90,33.3,4.0,22,22
"13958",371,8,4,4709.23,4504.78,33.3,7.3,172,170
"13954",1,2,1,439.92,378.59,33.3,16.7,24,24
"16309",91,2,1,706.57,686.67,33.3,4.5,39,39
"13937",168,2,1,880.13,867.38,33.3,1.8,54,52
"13927",74,2,1,708.26,689.96,33.3,6.8,37,35
"16376",8,2,1,974.96,965.47,33.3,2.4,104,103
"13925",35,4,2,678.25,616.65,33.3,8.9,28,28
"13914",3,2,1,626.45,613.95,33.3,2.9,28,28
"13863",244,4,2,1239.55,1217.63,33.3,5.4,59,53
"13861",428,2,1,273.26,251.31,33.3,8.7,21,21
"13836",398,2,1,620.37,602.52,33.3,6.1,29,29
"16424",190,2,1,443.06,392.06,33.3,7.1,10,10
"16449",190,2,1,707.69,674.69,33.3,7.0,40,40
"13834",576,2,1,324.19,269.89,33.3,20.0,15,15
"16465",413,2,1,746.24,726.34,33.3,2.0,45,44
"16471",274,4,2,1189.98,1186.18,33.3,3.1,48,47
"13832",17,2,1,609.89,598.64,33.3,1.8,54,52
"13813",39,8,4,2387.47,2308.42,33.3,6.9,83,81
"16484",173,2,1,404.30,379.40,33.3,3.8,25,25
"16491",46,2,1,1533.16,1524.31,33.3,1.1,86,85
"16498",160,2,1,100.97,86.12,33.3,6.3,15,15
"16518",60,4,2,959.37,938.27,33.3,4.2,61,60
"12504",17,4,2,689.05,321.00,33.3,26.1,10,10
"13791",42,2,1,1516.00,1047.68,33.3,35.3,7,7
"13787",75,6,3,1222.50,1173.70,33.3,8.5,71,68
"13734",508,4,2,6695.69,3445.34,33.3,6.9,24,21
"16544",519,4,2,376.70,110.30,33.3,21.4,8,7
"13733",410,2,1,487.03,484.53,33.3,3.3,28,28
"18280",277,2,1,488.15,472.45,33.3,6.3,28,28
"13703",317,2,1,425.56,99.50,33.3,49.3,36,36
"13699",154,2,1,764.15,711.40,33.3,7.5,33,33
"13684",285,4,2,594.88,544.42,33.3,3.6,81,70
"13676",538,2,1,243.90,153.15,33.3,13.3,13,13
"16590",380,2,1,605.90,563.60,33.3,12.1,26,26
"13651",39,2,1,211.85,193.95,33.3,7.1,13,13
"16604",547,2,1,432.45,326.25,33.3,20.0,10,10
"13646",399,2,1,326.25,323.30,33.3,1.7,58,56
"13641",640,4,2,942.37,847.72,33.3,12.2,40,36
"13635",67,4,2,2999.16,2948.22,33.3,3.0,135,135
"18282",7,2,1,178.05,176.60,33.3,7.7,12,12
"12493",165,2,1,379.74,362.79,33.3,4.8,18,18
"16643",245,2,1,923.11,915.56,33.3,5.2,48,48
"16653",15,2,1,1212.66,1166.92,33.3,9.2,67,66
"16677",392,2,1,880.62,849.77,33.3,4.1,45,45
"13626",252,2,1,707.04,689.49,33.3,4.3,44,44
"16689",75,2,1,422.60,355.10,33.3,13.3,12,11
"13615",312,8,4,6272.53,6212.23,33.3,2.4,259,251
"13607",39,2,1,1075.81,1058.11,33.3,0.8,110,107
"13597",387,2,1,396.71,377.21,33.3,5.6,17,16
"13594",52,2,1,533.32,508.42,33.3,5.7,31,31
"16763",184,2,1,964.70,947.75,33.3,2.2,44,44
"16781",364,2,1,623.00,606.40,33.3,4.9,36,34
"12465",7,2,1,682.19,673.89,33.3,8.2,45,45
"13587",31,4,2,1673.50,1308.10,33.3,9.1,27,27
"16799",431,2,1,452.78,447.83,33.3,1.1,81,81
"13545",390,2,1,364.93,337.64,33.3,3.6,54,52
"13541",422,2,1,785.25,717.90,33.3,16.7,10,10
"18217",28,4,2,945.04,902.80,33.3,9.1,33,33
"16838",196,4,2,1159.61,1126.66,33.3,3.3,53,51
"18218",205,4,2,1121.84,1086.14,33.3,7.3,25,23
"13519",49,2,1,343.21,331.26,33.3,5.0,19,19
"12463",45,4,2,1200.78,1165.63,33.3,4.8,64,63
"16897",298,2,1,289.78,213.03,33.3,15.9,37,36
"13496",10,2,1,653.33,617.93,33.3,2.8,28,27
"16911",626,2,1,255.25,251.35,33.3,5.4,30,28
"16917",276,2,1,1851.88,1842.93,33.3,2.0,45,45
"13406",426,2,1,568.92,557.22,33.3,10.0,7,7
"16955",184,6,3,1120.31,1072.06,33.3,5.7,33,32
"13393",583,4,2,1131.45,1105.85,33.3,5.5,53,46
"13377",396,2,1,1452.88,1445.43,33.3,2.6,70,69
"18227",217,2,1,388.75,93.75,33.3,14.3,6,6
"13375",80,2,1,1792.23,1786.48,33.3,1.4,62,62
"16993",462,2,1,1950.95,1688.15,33.3,3.4,19,17
"17005",470,2,1,622.36,612.41,33.3,5.3,14,14
"13360",427,4,2,1503.65,1464.10,33.3,8.5,57,57
"13350",15,2,1,879.12,810.72,33.3,7.3,35,35
"13320",69,6,3,2211.60,2144.45,33.3,3.2,98,98
"17094",317,2,1,402.20,370.40,33.3,5.3,18,18
"17119",2,2,1,606.91,593.61,33.3,7.9,35,35
"13252",393,2,1,399.30,341.30,33.3,13.6,19,19
"13250",452,2,1,253.09,245.59,33.3,5.0,17,17
"13236",24,2,1,744.85,727.27,33.3,7.7,34,34
"17166",38,2,1,206.34,189.49,33.3,14.3,11,11
"13224",59,2,1,2152.95,2147.85,33.3,0.9,100,97
"17170",373,2,1,178.68,118.98,33.3,9.1,8,8
"18228",49,2,1,779.90,769.20,33.3,6.3,23,23
"12445",21,2,1,378.98,370.48,33.3,4.2,23,21
"17239",312,4,2,1189.45,1174.15,33.3,5.9,18,18
"13217",121,4,2,666.48,266.12,33.3,37.5,3,3
"13198",9,8,4,4974.23,4912.28,33.3,2.5,265,260
"12375",2,2,1,377.50,375.42,33.3,6.3,13,12
"13166",281,2,1,875.93,873.43,33.3,1.4,55,55
"13164",568,2,1,372.20,308.45,33.3,9.1,7,7
"17344",45,2,1,457.36,443.86,33.3,1.5,64,61
"13134",72,6,3,2475.23,2422.28,33.3,5.5,110,105
"17366",391,2,1,1077.24,1075.59,33.3,0.8,120,109
"13106",128,2,1,603.46,586.46,33.3,5.9,15,15
"12440",456,2,1,739.20,648.15,33.3,9.1,20,17
"13066",23,2,1,470.80,430.90,33.3,2.0,48,48
"12439",682,2,1,1142.88,1089.18,33.3,4.1,69,69
"17440",147,4,2,323.58,314.26,33.3,33.3,4,4
"17462",50,2,1,675.69,662.94,33.3,3.6,25,25
"17473",400,2,1,607.00,592.15,33.3,2.9,33,33
"13055",63,4,2,2321.11,2292.51,33.3,2.5,145,145
"17480",73,2,1,882.23,876.92,33.3,3.6,50,50
"17499",289,2,1,1341.39,1296.84,33.3,2.7,66,63
"13028",22,2,1,661.32,659.68,33.3,4.3,40,36
"17527",53,4,2,939.37,888.86,33.3,4.1,45,45
"13024",463,2,1,555.87,535.42,33.3,8.8,26,26
"12426",194,2,1,1201.21,1167.41,33.3,6.3,72,72
"13005",173,4,2,999.68,935.03,33.3,6.7,41,41
"17548",217,4,2,731.26,486.48,33.3,26.1,22,22
"12985",0,2,1,1239.38,1215.62,33.3,2.6,73,72
"12972",413,4,2,1161.20,1115.95,33.3,9.4,69,69
"12907",395,2,1,508.91,440.36,33.3,13.8,23,23
"12905",576,2,1,1018.42,1011.82,33.3,1.8,52,52
"17622",596,2,1,1130.21,1125.17,33.3,2.6,19,19
"12895",41,2,1,372.80,347.30,33.3,8.3,22,21
"12889",380,4,2,385.46,365.66,33.3,7.4,25,25
"12425",77,2,1,1741.41,1680.81,33.3,4.2,87,81
"17658",10,2,1,595.42,485.88,33.3,17.4,17,15
"17678",263,2,1,599.76,579.81,33.3,3.4,27,27
"15433",78,2,1,533.30,417.87,33.3,22.6,40,40
"15461",460,2,1,429.70,391.30,33.3,60.0,1,1
"14870",261,6,3,1838.95,1794.60,33.3,5.8,43,43
"14869",3,6,3,2778.14,2750.70,33.3,3.6,187,181
"15489",22,8,4,2419.61,2327.36,33.3,7.3,75,75
"14840",267,2,1,362.71,340.21,33.3,8.3,20,19
"18110",18,2,1,392.28,362.03,33.3,4.0,58,54
"14835",526,2,1,297.00,293.10,33.3,33.3,1,1
"15546",606,2,1,1079.10,539.55,33.3,33.3,6,1
"14793",3,2,1,625.90,611.05,33.3,2.5,39,38
"15563",8,6,3,2820.46,2764.67,33.3,1.5,178,171
"14771",605,2,1,594.62,579.92,33.3,6.0,46,45
"14768",16,2,1,192.60,139.50,33.3,16.7,4,4
"15597",29,2,1,563.37,554.52,33.3,2.6,35,35
"15603",78,2,1,88.48,74.73,33.3,20.0,4,3
"14629",3,2,1,955.26,935.46,33.3,0.7,133,133
"14620",203,2,1,412.78,393.28,33.3,13.3,26,25
"15621",3,4,2,1293.03,1158.77,33.3,11.1,11,8
"15638",300,6,3,2265.20,2137.20,33.3,13.8,20,20
"12610",22,4,2,1747.54,1705.99,33.3,4.7,84,84
"14619",238,2,1,1291.24,1276.31,33.3,3.2,58,58
"14611",438,2,1,604.33,599.38,33.3,2.6,37,37
"15650",514,2,1,553.88,539.03,33.3,2.7,33,33
"14598",43,2,1,384.04,221.97,33.3,30.8,83,83
"15664",50,4,2,1231.53,1199.53,33.3,4.2,53,51
"15670",296,2,1,325.20,315.20,33.3,5.0,19,19
"12572",8,2,1,912.42,896.72,33.3,3.3,52,52
"15682",598,2,1,318.24,316.99,33.3,3.8,25,25
"14567",34,2,1,1530.36,1524.46,33.3,2.9,33,33
"15700",171,2,1,696.68,664.03,33.3,3.4,85,84
"14537",57,2,1,641.40,635.45,33.3,4.2,23,23
"15713",142,4,2,839.64,814.84,33.3,3.7,48,48
"12560",4,2,1,1918.01,1885.39,33.3,5.5,90,90
"15728",48,2,1,544.60,409.80,33.3,25.0,10,9
"18158",8,2,1,453.40,451.75,33.3,2.9,24,24
"15736",429,2,1,1767.12,1668.67,33.3,2.9,95,93
"15737",14,8,4,1188.12,1121.21,33.3,10.1,60,60
"15745",8,4,2,1094.59,1071.24,33.3,4.6,57,56
"14501",63,2,1,251.21,190.31,33.3,16.7,9,9
"15763",31,2,1,1086.92,1048.67,33.3,3.2,58,57
"14949",459,4,2,515.00,498.55,33.3,10.0,16,16
"15347",365,4,2,1162.00,1132.30,33.3,5.3,29,29
"15363",240,2,1,678.11,670.16,33.3,2.8,32,32
"15398",15,2,1,1345.53,1339.63,33.3,1.4,60,60
"15406",17,4,2,975.87,891.77,33.3,3.9,108,105
"14930",108,6,3,5236.73,5126.74,33.3,2.1,213,204
"15429",26,2,1,397.35,364.90,33.3,1.2,77,76
"15430",467,2,1,954.75,903.75,33.3,12.2,36,35
"14926",381,2,1,359.40,337.65,33.3,25.0,2,2
"12384",28,2,1,425.27,406.16,33.3,10.7,25,25
"12886",67,2,1,1378.40,1351.09,33.3,4.7,75,75
"12878",17,2,1,854.99,841.64,33.3,4.1,38,36
"17702",29,6,3,3144.04,2999.94,33.3,6.1,120,114
"12874",384,2,1,873.42,858.42,33.3,2.1,43,43
"17718",231,2,1,439.18,386.98,33.3,4.2,22,22
"12822",70,2,1,948.88,918.98,33.3,2.1,41,41
"12790",191,2,1,546.85,518.45,33.3,7.9,35,35
"17776",386,2,1,329.30,322.55,33.3,1.3,73,71
"12733",233,4,2,2424.02,2325.97,33.3,3.1,116,112
"12722",84,4,2,979.63,886.33,33.3,7.1,49,49
"17856",1,4,2,1418.03,1393.79,33.3,11.8,12,12
"12719",4,2,1,572.95,536.10,33.3,7.5,33,32
"12677",554,2,1,359.10,353.30,33.3,9.5,12,12
"17977",28,2,1,1511.45,1453.55,33.3,1.9,94,88
"17997",73,8,4,1962.46,1520.47,33.3,6.8,133,126
"12672",329,2,1,407.05,380.50,33.3,12.5,21,21
"12663",624,2,1,185.40,150.00,33.3,11.1,8,8
"18024",152,2,1,389.78,236.78,33.3,4.5,21,21
"18030",3,2,1,230.65,220.70,33.3,10.0,8,8
"12656",16,8,4,5723.83,5636.78,33.3,2.4,173,171
"18056",287,2,1,554.60,539.75,33.3,3.2,28,28
"18062",172,6,3,1632.67,1523.37,33.3,5.3,46,43
"15212",238,2,1,208.28,195.43,33.3,16.7,7,7
"15213",318,2,1,328.35,325.05,33.3,4.0,22,22
"15197",8,6,3,1877.51,1437.84,33.3,9.2,44,44
"15158",44,2,1,606.02,437.66,33.3,15.4,11,11
"12652",321,2,1,891.03,885.58,33.3,5.7,50,50
"15239",9,2,1,780.59,764.34,33.3,5.8,48,48
"15253",15,8,4,2055.09,2033.29,33.3,4.1,102,100
"15257",280,2,1,685.90,600.90,33.3,7.7,11,11
"15264",63,2,1,848.40,844.20,33.3,3.5,52,52
"15146",164,2,1,1327.16,1313.66,33.3,4.2,90,89
"15135",232,2,1,305.68,293.78,33.3,4.8,17,17
"15115",17,2,1,531.85,528.10,33.3,2.8,35,35
"15110",23,6,3,1505.85,1482.95,33.3,7.0,23,23
"15315",63,2,1,570.50,551.54,33.3,2.6,35,35
"15104",166,2,1,993.54,968.64,33.3,2.9,66,65
"15322",63,2,1,1390.86,1314.15,33.3,7.8,76,76
"15088",20,2,1,1160.07,1140.27,33.3,5.0,53,52
"15045",151,2,1,735.66,633.66,33.3,7.7,11,11
"15341",80,2,1,2402.72,2401.02,33.3,4.0,22,20
"14981",245,2,1,372.92,313.52,33.3,8.3,20,20
"12644",129,4,2,1900.49,1797.54,33.3,9.8,105,102
"17490",0,9,4,2750.50,2595.01,30.8,7.2,93,93
"12626",22,9,4,5954.48,5722.35,30.8,4.4,231,229
"12484",34,9,4,5557.10,5490.80,30.8,1.9,328,314
"14456",4,9,4,3014.32,3000.80,30.8,0.6,579,560
"13799",116,9,4,2803.57,2039.82,30.8,8.6,64,60
"14198",3,9,4,1569.73,1527.58,30.8,6.2,58,56
"13048",13,9,4,4049.13,4000.08,30.8,1.9,125,120
"16996",29,9,4,2123.61,2044.16,30.8,13.8,32,32
"13982",38,9,4,3954.29,3927.49,30.8,5.1,123,123
"13658",9,9,4,6025.50,5772.07,30.8,3.3,164,158
