"customer_id","cancelled_line_items","total_line_items","line_item_return_rate_pct"
"13019",2,57,3.5
"14201",2,57,3.5
"15264",2,57,3.5
"17802",19,543,3.5
"16173",3,87,3.4
"15746",1,29,3.4
"17442",10,293,3.4
"12536",9,268,3.4
"16103",7,207,3.4
"14034",3,89,3.4
"12576",5,146,3.4
"15625",6,177,3.4
"14194",34,986,3.4
"17951",1,29,3.4
"13623",10,294,3.4
"16256",1,29,3.4
"15122",8,235,3.4
"14562",21,622,3.4
"12601",1,29,3.4
"13564",42,1237,3.4
"12649",4,116,3.4
"15700",3,89,3.4
"17011",1,29,3.4
"16993",1,29,3.4
"17552",5,148,3.4
"17678",1,29,3.4
"15147",1,29,3.4
"12567",19,562,3.4
"12579",1,29,3.4
"15932",4,119,3.4
"12528",3,89,3.4
"16523",13,384,3.4
"16473",1,29,3.4
"13995",8,238,3.4
"14064",8,244,3.3
"14959",2,61,3.3
"12572",2,60,3.3
"13074",1,30,3.3
"14329",19,571,3.3
"16646",1,30,3.3
"14834",3,90,3.3
"13397",3,92,3.3
"14625",9,275,3.3
"16838",2,61,3.3
"15589",1,30,3.3
"13854",6,184,3.3
"17930",3,90,3.3
"16779",35,1075,3.3
"13820",3,92,3.3
"15882",2,60,3.3
"13658",8,245,3.3
"14875",3,92,3.3
"15951",2,61,3.3
"13656",3,90,3.3
"16134",4,120,3.3
"13733",1,30,3.3
"18172",16,491,3.3
"15786",16,481,3.3
"12437",18,547,3.3
"13032",7,214,3.3
"12963",6,180,3.3
"15447",1,30,3.3
"17581",28,839,3.3
"17145",6,186,3.2
"12456",4,126,3.2
"15449",2,62,3.2
"15763",2,63,3.2
"14854",7,221,3.2
"13320",5,154,3.2
"18056",1,31,3.2
"15782",2,63,3.2
"18093",2,63,3.2
"12647",16,505,3.2
"15793",1,31,3.2
"14829",3,94,3.2
"16245",3,93,3.2
"14619",2,62,3.2
"12412",4,125,3.2
"13908",4,125,3.2
"15027",3,94,3.2
"13371",3,95,3.2
"13116",1,31,3.2
"12747",8,257,3.1
"16471",2,64,3.1
"15032",3,98,3.1
"12733",5,161,3.1
"17334",1,32,3.1
"13520",6,194,3.1
"15198",1,32,3.1
"16201",4,128,3.1
"16894",6,193,3.1
"13154",3,96,3.1
"14309",6,195,3.1
"13680",21,667,3.1
"14316",1,32,3.1
"13456",2,65,3.1
"15018",1,32,3.1
"16109",1,32,3.1
"14415",40,1274,3.1
"16558",24,777,3.1
"17935",2,65,3.1
"15279",3,97,3.1
"13394",13,422,3.1
"13183",5,161,3.1
"15555",50,1637,3.1
"14885",1,32,3.1
"17230",7,224,3.1
"17426",13,440,3.0
"15751",4,134,3.0
"17725",6,198,3.0
"17809",3,100,3.0
"15290",9,301,3.0
"16678",5,168,3.0
"14011",1,33,3.0
"12362",8,264,3.0
"12841",20,664,3.0
"13021",8,265,3.0
"16550",23,777,3.0
"13611",7,233,3.0
"17675",34,1150,3.0
"14008",1,33,3.0
"16039",1,33,3.0
"15754",4,135,3.0
"13081",71,2355,3.0
"14388",12,405,3.0
"14882",2,67,3.0
"15535",4,134,3.0
"15465",8,263,3.0
"14051",10,328,3.0
"16979",4,133,3.0
"13635",5,167,3.0
"17649",3,101,3.0
"14911",343,11254,3.0
"13468",21,714,2.9
"15104",2,69,2.9
"17080",1,34,2.9
"15097",2,68,2.9
"15755",11,382,2.9
"14243",11,374,2.9
"14937",1,35,2.9
"12987",2,68,2.9
"18158",1,35,2.9
"14284",2,69,2.9
"16795",10,346,2.9
"14994",9,309,2.9
"17473",1,35,2.9
"17904",1,35,2.9
"16422",21,717,2.9
"12409",8,272,2.9
"16147",4,140,2.9
"15736",3,103,2.9
"13914",1,34,2.9
"14740",7,238,2.9
"16164",1,35,2.9
"15732",3,102,2.9
"15030",1,34,2.9
"12513",1,35,2.9
"15708",10,347,2.9
"12615",8,272,2.9
"14173",1,34,2.9
"13819",3,104,2.9
"14567",1,34,2.9
"14315",4,137,2.9
"14019",2,68,2.9
"13502",1,34,2.9
"16389",1,35,2.9
"16500",1,35,2.9
"16116",1,35,2.9
"13741",1,35,2.9
"17434",4,138,2.9
"14866",4,138,2.9
"17165",3,103,2.9
"13577",5,172,2.9
"17640",2,68,2.9
"17621",2,68,2.9
"14031",22,772,2.8
"13588",5,179,2.8
"16232",3,108,2.8
"18226",15,543,2.8
"13015",10,358,2.8
"15303",2,71,2.8
"14794",3,107,2.8
"18193",2,72,2.8
"12417",10,361,2.8
"15485",4,141,2.8
"12510",4,141,2.8
"13090",8,281,2.8
"15115",1,36,2.8
"15363",1,36,2.8
"14893",3,109,2.8
"13476",3,109,2.8
"16158",1,36,2.8
"13473",2,72,2.8
"12840",5,181,2.8
"17722",5,179,2.8
"13496",1,36,2.8
"17450",12,433,2.8
"15969",1,36,2.8
"14428",4,141,2.8
"14227",11,387,2.8
"13950",1,36,2.8
"12349",5,177,2.8
"17109",4,143,2.8
"16742",3,106,2.8
"14496",3,109,2.8
"17095",4,141,2.8
"14206",2,73,2.7
"14071",9,330,2.7
"14896",7,260,2.7
"16037",2,73,2.7
"12924",2,75,2.7
"16128",5,187,2.7
"17438",2,73,2.7
"15287",1,37,2.7
"16211",1,37,2.7
"15650",1,37,2.7
"17496",2,74,2.7
"17499",2,73,2.7
"13939",3,113,2.7
"17528",7,260,2.7
"16714",3,112,2.7
"16131",6,225,2.7
"12359",10,372,2.7
"14898",8,299,2.7
"13835",2,73,2.7
"16170",12,452,2.7
"16626",5,184,2.7
"16736",4,147,2.7
"18272",6,232,2.6
"16654",2,76,2.6
"14527",70,2705,2.6
"16541",1,39,2.6
"13408",22,846,2.6
"14372",1,39,2.6
"12985",2,78,2.6
"15597",1,38,2.6
"15586",1,39,2.6
"13118",4,152,2.6
"17428",19,739,2.6
"17622",1,39,2.6
"16138",1,38,2.6
"12710",2,76,2.6
"15183",1,39,2.6
"15660",4,155,2.6
"17037",2,77,2.6
"14009",2,76,2.6
"17412",6,234,2.6
"17676",4,152,2.6
"14997",1,39,2.6
"15346",1,38,2.6
"14611",1,39,2.6
"14176",1,38,2.6
"15373",5,194,2.6
"15315",1,38,2.6
"12553",6,233,2.6
"13384",7,271,2.6
"13377",2,78,2.6
"13750",2,77,2.6
"14701",15,610,2.5
"13585",1,40,2.5
"13797",2,80,2.5
"13055",4,158,2.5
"15903",3,119,2.5
"17251",2,80,2.5
"13814",2,81,2.5
"14824",4,162,2.5
"14209",6,237,2.5
"12826",4,161,2.5
"14551",2,81,2.5
"14455",2,79,2.5
"14232",3,118,2.5
"17302",2,81,2.5
"15179",8,322,2.5
"12598",5,204,2.5
"15252",3,121,2.5
"13901",8,318,2.5
"14903",9,359,2.5
"16593",2,80,2.5
"13485",4,161,2.5
"15298",11,436,2.5
"14216",2,79,2.5
"13655",3,122,2.5
"16281",1,40,2.5
"13198",8,322,2.5
"14793",1,40,2.5
"13484",1,40,2.5
"14732",7,284,2.5
"16212",2,80,2.5
"14756",3,121,2.5
"13660",1,41,2.4
"16639",2,83,2.4
"14708",1,42,2.4
"16303",7,293,2.4
"13963",4,169,2.4
"17593",10,418,2.4
"16730",2,84,2.4
"13991",2,83,2.4
"17779",2,83,2.4
"13213",5,209,2.4
"16075",1,42,2.4
"13523",5,206,2.4
"17672",5,210,2.4
"13424",1,41,2.4
"13458",12,497,2.4
"13709",10,417,2.4
"17728",6,250,2.4
"15076",2,82,2.4
"16376",3,125,2.4
"13579",2,83,2.4
"15182",3,126,2.4
"12656",6,245,2.4
"15626",2,82,2.4
"14909",2,82,2.4
"13717",3,127,2.4
"15078",19,789,2.4
"15275",1,42,2.4
"14049",26,1087,2.4
"15579",4,165,2.4
"15640",18,765,2.4
"17732",3,125,2.4
"14043",1,42,2.4
"12406",4,170,2.4
"13615",9,376,2.4
"17651",8,340,2.4
"13743",1,42,2.4
"14515",4,177,2.3
"14857",5,217,2.3
"14239",5,215,2.3
"13413",1,44,2.3
"14648",10,438,2.3
"17374",1,43,2.3
"16923",26,1109,2.3
"16316",7,304,2.3
"12935",6,260,2.3
"16450",1,44,2.3
"14608",1,43,2.3
"14126",1,44,2.3
"13627",3,132,2.3
"16984",25,1097,2.3
"17691",1,44,2.3
"14412",2,86,2.3
"15173",2,88,2.3
"15249",12,514,2.3
"16873",12,524,2.3
"12633",7,306,2.3
"16860",1,44,2.3
"14437",1,43,2.3
"14659",6,259,2.3
"18190",1,43,2.3
"14094",1,44,2.3
"16759",1,43,2.3
"17375",2,88,2.3
"13920",2,88,2.3
"14872",1,44,2.3
"15154",4,177,2.3
"16040",3,128,2.3
"16474",8,344,2.3
"13500",2,87,2.3
"15152",7,307,2.3
"14944",7,308,2.3
"13539",2,88,2.3
"18189",2,88,2.3
"12625",4,183,2.2
"14172",1,45,2.2
"16763",1,45,2.2
"16928",7,321,2.2
"16184",1,46,2.2
"13097",23,1026,2.2
"13831",4,186,2.2
"17613",7,313,2.2
"13337",2,89,2.2
"16229",4,180,2.2
"15187",2,92,2.2
"15296",12,546,2.2
"12621",16,740,2.2
"14286",11,510,2.2
"15750",14,641,2.2
"17090",2,92,2.2
"13152",3,138,2.2
"16676",3,136,2.2
"13921",1,45,2.2
"14915",2,92,2.2
"13884",4,186,2.2
"15276",4,182,2.2
"17720",3,135,2.2
"16293",5,230,2.2
"14191",6,271,2.2
"14151",1,45,2.2
"16533",4,180,2.2
"16143",5,228,2.2
"15092",1,46,2.2
"13778",1,45,2.2
"12391",6,273,2.2
"13089",75,3391,2.2
"14210",7,321,2.2
"13418",12,549,2.2
"13993",6,267,2.2
"15218",9,404,2.2
"15811",6,278,2.2
"14048",3,144,2.1
"14895",19,919,2.1
"18171",2,94,2.1
"15255",4,192,2.1
"14606",139,6486,2.1
"18230",3,143,2.1
"12874",1,47,2.1
"16790",2,95,2.1
"14568",1,48,2.1
"14766",7,341,2.1
"16755",7,326,2.1
"12511",4,194,2.1
"12822",1,47,2.1
"17716",13,614,2.1
"17579",2,96,2.1
"16120",2,94,2.1
"13881",10,467,2.1
"14626",5,237,2.1
"13238",1,48,2.1
"13077",7,337,2.1
"12507",1,48,2.1
"14867",3,140,2.1
"16934",3,144,2.1
"13941",2,96,2.1
"13313",4,191,2.1
"18109",14,668,2.1
"12870",2,95,2.1
"17874",1,47,2.1
"14930",6,284,2.1
"13209",8,374,2.1
"15513",12,559,2.1
"13162",5,243,2.1
"17315",15,759,2.0
"12801",1,50,2.0
"12863",1,49,2.0
"17813",7,355,2.0
"13362",6,304,2.0
"14025",2,102,2.0
"15814",2,100,2.0
"16465",1,49,2.0
"15906",4,205,2.0
"12520",3,150,2.0
"14065",1,50,2.0
"13368",1,51,2.0
"12957",10,500,2.0
"13102",10,491,2.0
"14725",2,101,2.0
"15981",6,294,2.0
"15106",2,102,2.0
"17061",2,101,2.0
"12413",1,49,2.0
"14035",3,148,2.0
"12530",3,152,2.0
"15314",1,51,2.0
"17894",8,409,2.0
"17769",12,595,2.0
"15289",2,99,2.0
"13663",2,101,2.0
"15505",2,99,2.0
"15628",6,305,2.0
"16917",1,51,2.0
"16861",1,50,2.0
"13802",9,457,2.0
"13066",1,49,2.0
"17739",3,152,2.0
"15208",1,49,2.0
"13692",2,98,2.0
"17659",4,196,2.0
"17146",6,307,2.0
"17243",21,1092,1.9
"12681",27,1406,1.9
"15176",1,53,1.9
"14573",6,316,1.9
"15358",21,1110,1.9
"17977",2,106,1.9
"14696",3,157,1.9
"13048",5,270,1.9
"15081",2,103,1.9
"15808",15,787,1.9
"12645",3,155,1.9
"13736",11,565,1.9
"15016",2,107,1.9
"14056",21,1109,1.9
"14837",4,213,1.9
"14136",2,108,1.9
"14883",1,54,1.9
"15467",1,53,1.9
"17633",2,103,1.9
"18097",3,159,1.9
"17811",22,1173,1.9
"16623",1,52,1.9
"12484",9,474,1.9
"13999",9,475,1.9
"16269",1,54,1.9
"14755",9,484,1.9
"16283",11,592,1.9
"16159",1,53,1.9
"13862",3,163,1.8
"15518",8,456,1.8
"15994",2,110,1.8
"17987",3,167,1.8
"14796",28,1520,1.8
"15950",7,400,1.8
"15065",3,169,1.8
"12675",2,113,1.8
"14462",5,285,1.8
"16228",1,55,1.8
"12905",1,55,1.8
"13946",1,57,1.8
"13832",1,56,1.8
"14156",72,4066,1.8
"12979",1,57,1.8
"13187",1,55,1.8
"13192",3,165,1.8
"16536",1,55,1.8
"14817",4,227,1.8
"17754",4,227,1.8
"13937",1,55,1.8
"17837",3,164,1.8
"17655",2,113,1.8
"12431",7,393,1.8
"17615",1,57,1.8
"12820",3,163,1.8
"16034",1,57,1.8
"15426",8,437,1.8
"17372",12,658,1.8
"13823",3,166,1.8
"12670",2,110,1.8
"14108",1,55,1.8
"16330",2,119,1.7
"14326",1,58,1.7
"17272",2,116,1.7
"12421",1,60,1.7
"16353",3,176,1.7
"13497",1,59,1.7
"17083",2,117,1.7
"17998",1,59,1.7
"16764",12,712,1.7
"15044",15,907,1.7
"17032",4,238,1.7
"15220",2,119,1.7
"13781",1,58,1.7
"14744",2,120,1.7
"13988",5,300,1.7
"17884",7,412,1.7
"13549",1,60,1.7
"13694",26,1545,1.7
"13758",5,289,1.7
"17402",3,180,1.7
"15826",2,121,1.7
"12428",5,292,1.7
"13501",2,116,1.7
"15980",2,117,1.7
"13936",1,60,1.7
"14849",13,751,1.7
"15796",5,297,1.7
"16356",1,60,1.7
"15384",2,120,1.7
"17158",2,115,1.7
"17322",3,180,1.7
"16672",2,116,1.7
"15955",6,348,1.7
"13292",1,60,1.7
"16619",2,118,1.7
"13911",4,242,1.7
"14493",6,361,1.7
"17404",5,293,1.7
"13871",7,409,1.7
"14367",9,530,1.7
"16797",7,405,1.7
"17990",1,58,1.7
"14555",2,119,1.7
"13425",3,180,1.7
"16572",1,58,1.7
"13646",1,59,1.7
"15108",1,58,1.7
"17931",6,357,1.7
"16912",3,175,1.7
"13700",4,244,1.6
"17311",2,129,1.6
"12631",3,185,1.6
"12936",1,63,1.6
"17841",198,12622,1.6
"14912",1,63,1.6
"16202",2,126,1.6
"15095",2,126,1.6
"13870",4,245,1.6
"13246",6,377,1.6
"15877",2,128,1.6
"12839",9,563,1.6
"18263",1,62,1.6
"17107",11,681,1.6
"14948",1,64,1.6
"16225",5,305,1.6
"14734",1,64,1.6
"13268",7,439,1.6
"16842",1,64,1.6
"14297",1,63,1.6
"17175",1,64,1.6
"12835",10,625,1.6
"13636",1,64,1.6
"13225",2,127,1.6
"18219",3,193,1.6
"15497",2,123,1.6
"14223",1,61,1.6
"12648",1,62,1.6
"12948",2,127,1.6
"13873",1,61,1.6
"12955",3,183,1.6
"16985",4,247,1.6
"16949",1,61,1.6
"15382",10,642,1.6
"16699",1,63,1.6
"17562",1,64,1.6
"15260",6,387,1.6
"17695",1,62,1.6
"14040",13,794,1.6
"16628",2,127,1.6
"16903",3,185,1.6
"15504",1,64,1.6
"17463",5,321,1.6
"13065",1,63,1.6
"17954",12,754,1.6
"13557",3,183,1.6
"17727",1,67,1.5
"16203",1,67,1.5
"13139",4,269,1.5
"17007",1,68,1.5
"12742",1,68,1.5
"15819",4,264,1.5
"17760",1,68,1.5
"14128",1,66,1.5
"16719",6,397,1.5
"17075",3,202,1.5
"15978",2,131,1.5
"15402",2,132,1.5
"13979",6,397,1.5
"12380",4,271,1.5
"14901",2,136,1.5
"14152",2,135,1.5
"15254",1,68,1.5
"15563",4,259,1.5
"14480",1,66,1.5
"14800",9,608,1.5
"14401",4,270,1.5
"12402",1,65,1.5
"17344",1,68,1.5
"16076",2,131,1.5
"12546",1,68,1.5
"14859",1,67,1.5
"13555",6,403,1.5
"16053",3,197,1.5
"17817",2,136,1.5
"14440",2,130,1.5
"17180",6,406,1.5
"16140",1,65,1.5
"14399",3,195,1.5
"14057",7,454,1.5
"13059",3,201,1.5
"13882",1,66,1.5
"15645",1,68,1.5
"17540",1,65,1.5
"14140",1,67,1.5
"12802",2,133,1.5
"15831",1,67,1.5
"16451",1,66,1.5
"14961",10,680,1.5
"15993",8,550,1.5
"13211",3,204,1.5
"18188",2,135,1.5
"14850",3,198,1.5
"14390",7,466,1.5
"17726",1,65,1.5
"17908",3,211,1.4
"15136",1,69,1.4
"13462",1,72,1.4
"16496",2,140,1.4
"17014",1,73,1.4
"13141",6,430,1.4
"14976",1,71,1.4
"16892",2,139,1.4
"16360",9,645,1.4
"16720",2,141,1.4
"12949",10,725,1.4
"17700",5,365,1.4
"17719",4,278,1.4
"14868",3,214,1.4
"17362",2,146,1.4
"15646",1,69,1.4
"16531",2,140,1.4
"16950",2,145,1.4
"16186",7,512,1.4
"15789",2,140,1.4
"15838",3,209,1.4
"14062",5,345,1.4
"13644",2,148,1.4
"12885",1,72,1.4
"16503",3,216,1.4
"16455",3,208,1.4
"17465",2,144,1.4
"12477",8,572,1.4
"13388",1,70,1.4
"17753",1,70,1.4
"15615",13,914,1.4
"13293",1,73,1.4
"16609",4,280,1.4
"18092",2,142,1.4
"17539",2,145,1.4
"16807",2,144,1.4
"17298",1,69,1.4
"17618",5,362,1.4
"16553",4,296,1.4
"16871",2,139,1.4
"13517",2,143,1.4
"15551",2,145,1.4
"13375",1,72,1.4
"17157",2,143,1.4
"13202",1,70,1.4
"13815",5,354,1.4
"12678",5,369,1.4
"13166",1,69,1.4
"15057",1,71,1.4
"15398",1,74,1.4
"16099",1,70,1.4
"16777",2,144,1.4
"13381",5,361,1.4
"12933",4,293,1.4
"18130",1,71,1.4
"12662",5,377,1.3
"13916",1,75,1.3
"14825",4,303,1.3
"16900",1,79,1.3
"17738",3,233,1.3
"12480",3,238,1.3
"17776",1,80,1.3
"17448",15,1125,1.3
"16188",1,75,1.3
"17667",3,235,1.3
"16016",4,301,1.3
"14565",2,159,1.3
"16607",4,302,1.3
"13481",3,227,1.3
"16946",1,76,1.3
"16918",6,460,1.3
"12758",4,317,1.3
"13435",2,151,1.3
"17994",4,308,1.3
"15050",2,151,1.3
"13477",2,159,1.3
"12952",1,80,1.3
"12775",1,75,1.3
"14510",1,76,1.3
"17521",1,79,1.3
"14451",7,519,1.3
"15038",3,238,1.3
"15021",8,631,1.3
"13860",1,77,1.3
"16406",2,150,1.3
"17091",6,461,1.3
"14693",1,76,1.3
"13632",3,223,1.3
"12395",3,230,1.3
"14107",3,239,1.3
"12668",7,534,1.3
"13178",9,696,1.3
"15059",8,596,1.3
"15476",1,80,1.3
"18065",4,313,1.3
"17635",1,75,1.3
"13803",1,79,1.3
"15550",3,238,1.3
"12379",1,78,1.3
"13131",2,151,1.3
"14713",9,684,1.3
"14739",3,247,1.2
"17231",15,1216,1.2
"13138",1,86,1.2
"16700",6,521,1.2
"15429",1,83,1.2
"15630",1,81,1.2
"15159",10,820,1.2
"16713",15,1281,1.2
"15312",2,165,1.2
"13715",6,518,1.2
"15687",2,168,1.2
"17801",1,82,1.2
"17054",1,84,1.2
"17139",10,818,1.2
"16631",1,81,1.2
"16441",1,85,1.2
"16242",8,680,1.2
"17323",4,334,1.2
"14080",1,84,1.2
"18241",2,161,1.2
"13327",4,324,1.2
"13590",5,411,1.2
"12694",1,81,1.2
"17002",1,85,1.2
"16255",6,514,1.2
"16210",3,257,1.2
"14157",1,86,1.2
"16033",17,1376,1.2
"14121",2,161,1.2
"13027",1,86,1.2
"13727",1,84,1.2
"17692",2,163,1.2
"17481",1,83,1.2
"18245",5,463,1.1
"18178",4,354,1.1
"12916",2,174,1.1
"14101",1,91,1.1
"12867",12,1062,1.1
"17850",27,2526,1.1
"14505",18,1591,1.1
"13421",3,267,1.1
"16014",3,278,1.1
"15525",2,181,1.1
"15544",6,537,1.1
"14593",7,617,1.1
"14321",2,181,1.1
"14404",2,183,1.1
"13895",2,188,1.1
"15061",10,907,1.1
"17027",2,180,1.1
"14525",6,531,1.1
"13239",1,95,1.1
"12586",1,95,1.1
"17965",9,825,1.1
"15144",4,353,1.1
"16702",1,91,1.1
"14631",1,92,1.1
"16563",1,90,1.1
"18215",1,90,1.1
"13850",1,94,1.1
"18181",2,180,1.1
"15301",4,349,1.1
"15532",7,621,1.1
"15807",1,89,1.1
"16491",1,88,1.1
"13196",2,190,1.1
"16117",1,90,1.1
"14081",9,853,1.1
"12481",4,372,1.1
"13184",2,180,1.1
"16015",2,182,1.1
"14623",3,284,1.1
"15570",8,738,1.1
"17602",10,919,1.1
"12383",1,95,1.1
"12838",4,360,1.1
"17173",1,87,1.1
"15048",1,95,1.1
"17962",2,184,1.1
"16419",1,91,1.1
"17377",19,1730,1.1
"17819",1,90,1.1
"13984",1,89,1.1
"13168",2,175,1.1
"13598",1,93,1.1
"16729",7,662,1.1
"18161",1,94,1.1
"14502",7,614,1.1
"16951",1,87,1.1
"16799",1,93,1.1
"16992",3,288,1.0
"13952",4,412,1.0
"12766",4,400,1.0
"12836",4,415,1.0
"15113",1,97,1.0
"15411",1,99,1.0
"17162",1,105,1.0
"17685",2,200,1.0
"13900",1,96,1.0
"15880",1,97,1.0
"16383",4,403,1.0
"15652",1,103,1.0
"13591",1,102,1.0
"15605",1,100,1.0
"15898",6,624,1.0
"18231",4,386,1.0
"16791",7,687,1.0
"14639",3,295,1.0
"17214",1,102,1.0
"15985",1,105,1.0
"16618",1,97,1.0
"16722",4,382,1.0
"14667",13,1280,1.0
"18177",1,100,1.0
"14560",2,202,1.0
"16625",1,100,1.0
"14421",1,97,1.0
"17512",2,199,1.0
"18204",2,194,1.0
"14409",1,105,1.0
"16926",1,97,1.0
"14828",1,102,1.0
"12594",2,195,1.0
"15601",8,832,1.0
"16332",2,198,1.0
"14499",3,314,1.0
"15856",11,1112,1.0
"14099",5,526,1.0
"17337",5,525,1.0
"16818",2,191,1.0
"12748",68,6625,1.0
"15594",1,104,1.0
"14852",3,312,1.0
"12856",3,314,1.0
"12418",1,103,1.0
"16560",2,201,1.0
"13199",2,204,1.0
"15046",4,397,1.0
"13488",7,686,1.0
"16204",1,102,1.0
"16153",2,228,0.9
"13617",1,108,0.9
"15584",2,222,0.9
"12524",2,226,0.9
"15446",1,112,0.9
"15542",2,228,0.9
"14068",1,109,0.9
"15140",1,113,0.9
"17211",3,347,0.9
"18151",1,107,0.9
"16770",3,342,0.9
"14247",1,114,0.9
"16905",3,322,0.9
"13542",3,334,0.9
"16347",3,345,0.9
"15394",2,229,0.9
"16782",16,1699,0.9
"17861",5,563,0.9
"13173",2,217,0.9
"15867",9,1022,0.9
"16812",1,116,0.9
"14454",1,111,0.9
"12583",4,423,0.9
"16611",1,111,0.9
"17730",3,317,0.9
"13842",3,338,0.9
"13786",1,117,0.9
"16379",1,109,0.9
"13224",1,108,0.9
"16940",6,635,0.9
"14037",1,115,0.9
"13642",1,106,0.9
"16841",2,221,0.9
"14087",2,215,0.9
"16265",3,335,0.9
"16395",6,639,0.9
"16327",7,883,0.8
"17582",1,123,0.8
"13431",1,130,0.8
"16221",2,240,0.8
"16869",1,128,0.8
"17085",8,993,0.8
"17092",3,395,0.8
"14474",1,128,0.8
"14530",4,477,0.8
"16317",1,118,0.8
"13969",9,1073,0.8
"14414",1,119,0.8
"13110",2,254,0.8
"17509",3,367,0.8
"16444",3,374,0.8
"16086",1,130,0.8
"13297",1,124,0.8
"14293",1,120,0.8
"17159",1,131,0.8
"15498",8,949,0.8
"16428",1,128,0.8
"14572",4,510,0.8
"17609",3,385,0.8
"14092",3,376,0.8
"15117",1,132,0.8
"17988",1,122,0.8
"15379",2,265,0.8
"14897",1,128,0.8
"17366",1,132,0.8
"13157",2,253,0.8
"14060",2,260,0.8
"17454",1,127,0.8
"16919",5,619,0.8
"15984",6,706,0.8
"14646",29,3853,0.8
"17584",1,125,0.8
"13607",1,122,0.8
"17062",1,121,0.8
"13269",4,490,0.8
"17576",7,894,0.8
"16774",1,132,0.8
"13159",1,121,0.8
"14334",2,260,0.8
"14482",2,246,0.8
"15967",4,484,0.8
"14878",3,372,0.8
"15834",3,376,0.8
"17799",7,911,0.8
"18061",1,123,0.8
"15900",1,127,0.8
"12857",1,122,0.8
"15422",1,121,0.8
"15680",2,238,0.8
"16365",1,125,0.8
"15443",5,630,0.8
"16746",8,990,0.8
"13276",2,241,0.8
"14535",7,830,0.8
"15812",1,126,0.8
"13760",1,120,0.8
"13422",1,128,0.8
"13857",1,128,0.8
"17589",10,1309,0.8
"17041",1,127,0.8
"15861",6,792,0.8
"17648",1,126,0.8
"15034",6,758,0.8
"15738",4,486,0.8
"13851",1,141,0.7
"13450",1,148,0.7
"15719",12,1781,0.7
"15271",4,574,0.7
"17324",1,146,0.7
"16633",1,153,0.7
"12517",2,278,0.7
"17905",1,146,0.7
"15367",2,281,0.7
"15889",2,300,0.7
"17350",1,143,0.7
"14844",2,279,0.7
"14235",1,149,0.7
"16942",2,279,0.7
"17135",1,143,0.7
"17289",2,268,0.7
"15039",18,2713,0.7
"13610",3,401,0.7
"14341",2,267,0.7
"17164",1,145,0.7
"15392",1,145,0.7
"14629",1,151,0.7
"12429",1,151,0.7
"17979",1,138,0.7
"14978",2,292,0.7
"12971",3,410,0.7
"15142",1,143,0.7
"17097",2,269,0.7
"18252",1,135,0.7
"16638",1,139,0.7
"13212",1,142,0.7
"15370",1,145,0.7
"16187",2,297,0.7
"13704",1,135,0.7
"13647",1,140,0.7
"13448",4,536,0.7
"15998",10,1435,0.7
"13464",1,152,0.7
"17611",8,1119,0.7
"14154",2,294,0.7
"17419",2,301,0.7
"14754",1,137,0.7
"12910",1,138,0.7
"14769",10,1407,0.7
"17921",2,362,0.6
"15939",1,154,0.6
"15491",1,155,0.6
"17950",1,166,0.6
"17201",1,171,0.6
"16279",2,350,0.6
"14649",3,530,0.6
"16065",2,355,0.6
"13316",1,174,0.6
"12569",1,158,0.6
"13013",3,490,0.6
"14221",2,349,0.6
"17491",1,178,0.6
"14487",1,169,0.6
"14456",6,951,0.6
"12451",3,513,0.6
"14291",3,497,0.6
"15164",2,354,0.6
"17829",1,172,0.6
"16748",1,166,0.6
"17629",1,157,0.6
"16434",1,181,0.6
"17591",1,177,0.6
"15965",2,334,0.6
"14936",3,530,0.6
"12423",1,156,0.6
"17883",1,174,0.6
"12876",1,167,0.6
"15306",1,163,0.6
"17735",5,879,0.6
"16612",1,168,0.6
"14692",1,160,0.6
"17886",1,167,0.6
"13742",2,315,0.6
"13117",1,163,0.6
"15549",1,161,0.6
"17160",4,655,0.6
"15996",1,174,0.6
"17848",1,163,0.6
"17690",2,362,0.6
"14711",2,347,0.6
"14709",2,359,0.6
"18055",3,536,0.6
"16823",1,174,0.6
"16837",1,166,0.6
"15974",1,177,0.6
"15067",1,178,0.6
"13203",1,170,0.6
"12978",1,164,0.6
"17381",1,164,0.6
"14395",5,784,0.6
"16520",2,354,0.6
"13985",3,485,0.6
"13756",2,345,0.6
"18287",1,155,0.6
"15712",1,167,0.6
"15033",3,503,0.6
"16798",1,170,0.6
"16725",2,349,0.6
"16358",1,155,0.6
"14508",1,178,0.6
"13240",1,200,0.5
"14770",1,198,0.5
"17284",2,374,0.5
"13593",2,410,0.5
"13280",1,206,0.5
"16843",3,599,0.5
"12637",3,614,0.5
"17519",1,205,0.5
"18125",1,193,0.5
"17416",3,600,0.5
"13849",1,221,0.5
"16011",2,426,0.5
"14584",1,219,0.5
"14159",10,1844,0.5
"17774",2,398,0.5
"15858",2,437,0.5
"13044",2,418,0.5
"13018",3,606,0.5
"12727",1,194,0.5
"14686",1,220,0.5
"14215",1,187,0.5
"14422",3,555,0.5
"15241",1,185,0.5
"14030",4,828,0.5
"14135",1,220,0.5
"13771",1,217,0.5
"13443",1,199,0.5
"14177",1,206,0.5
"13001",5,1020,0.5
"14657",1,210,0.5
"16085",2,375,0.5
"16743",2,373,0.5
"17768",1,183,0.5
"15747",1,217,0.5
"14110",2,402,0.5
"15704",1,205,0.5
"18044",1,201,0.5
"17682",1,221,0.5
