"customer_id","total_orders","cancelled_orders","order_level_rate","total_line_items","cancelled_line_items","line_item_rate","rate_gap"
"18227.0",3,1,0.3333,7,1,0.1429,0.1904
"13213.0",14,3,0.2143,209,5,0.0239,0.1904
"14934.0",9,4,0.4444,248,63,0.2540,0.1904
"14898.0",18,4,0.2222,314,10,0.0318,0.1904
"17166.0",3,1,0.3333,14,2,0.1429,0.1904
"14010.0",3,1,0.3333,28,4,0.1429,0.1904
"12418.0",5,1,0.2000,103,1,0.0097,0.1903
"16293.0",19,4,0.2105,246,5,0.0203,0.1902
"17962.0",5,1,0.2000,202,2,0.0099,0.1901
"16560.0",10,2,0.2000,201,2,0.0100,0.1900
"15411.0",5,1,0.2000,100,1,0.0100,0.1900
"17511.0",85,25,0.2941,2134,223,0.1045,0.1896
"13461.0",8,2,0.2500,66,4,0.0606,0.1894
"16702.0",5,1,0.2000,92,1,0.0109,0.1891
"14648.0",19,4,0.2105,465,10,0.0215,0.1890
"16422.0",146,37,0.2534,761,49,0.0644,0.1890
"14834.0",9,2,0.2222,90,3,0.0333,0.1889
"14952.0",43,11,0.2558,329,22,0.0669,0.1889
"12712.0",28,7,0.2500,294,18,0.0612,0.1888
"13802.0",24,5,0.2083,457,9,0.0197,0.1886
"13995.0",18,4,0.2222,238,8,0.0336,0.1886
"14766.0",14,3,0.2143,349,9,0.0258,0.1885
"16350.0",12,3,0.2500,130,8,0.0615,0.1885
"14911.0",510,112,0.2196,11613,366,0.0315,0.1881
"15555.0",46,10,0.2174,1732,51,0.0294,0.1880
"17481.0",5,1,0.2000,83,1,0.0120,0.1880
"16584.0",7,2,0.2857,92,9,0.0978,0.1879
"13397.0",13,3,0.2308,93,4,0.0430,0.1878
"12379.0",5,1,0.2000,82,1,0.0122,0.1878
"14895.0",48,10,0.2083,919,19,0.0207,0.1876
"16128.0",14,3,0.2143,187,5,0.0267,0.1876
"15476.0",5,1,0.2000,80,1,0.0125,0.1875
"12791.0",8,2,0.2500,32,2,0.0625,0.1875
"14423.0",4,1,0.2500,16,1,0.0625,0.1875
"16234.0",4,1,0.2500,16,1,0.0625,0.1875
"12952.0",5,1,0.2000,80,1,0.0125,0.1875
"16817.0",18,5,0.2778,166,15,0.0904,0.1874
"12935.0",19,4,0.2105,260,6,0.0231,0.1874
"14056.0",29,6,0.2069,1128,22,0.0195,0.1874
"17044.0",16,4,0.2500,159,10,0.0629,0.1871
"17230.0",23,5,0.2174,230,7,0.0304,0.1870
"16701.0",34,8,0.2353,289,14,0.0484,0.1869
"13916.0",5,1,0.2000,75,1,0.0133,0.1867
"13632.0",10,2,0.2000,224,3,0.0134,0.1866
"13644.0",5,1,0.2000,148,2,0.0135,0.1865
"12683.0",27,6,0.2222,561,20,0.0357,0.1865
"13015.0",14,3,0.2143,359,10,0.0279,0.1864
"17753.0",5,1,0.2000,73,1,0.0137,0.1863
"15141.0",9,2,0.2222,83,3,0.0361,0.1861
"13381.0",15,3,0.2000,361,5,0.0139,0.1861
"13815.0",10,2,0.2000,361,5,0.0139,0.1861
"13993.0",24,5,0.2083,267,6,0.0225,0.1858
"14944.0",24,5,0.2083,310,7,0.0226,0.1857
"15504.0",5,1,0.2000,70,1,0.0143,0.1857
"16756.0",9,2,0.2222,82,3,0.0366,0.1856
"15722.0",15,4,0.2667,197,16,0.0812,0.1855
"16488.0",4,1,0.2500,31,2,0.0645,0.1855
"15136.0",5,1,0.2000,69,1,0.0145,0.1855
"14209.0",19,4,0.2105,237,6,0.0253,0.1852
"12362.0",14,3,0.2143,275,8,0.0291,0.1852
"13767.0",96,23,0.2396,841,46,0.0547,0.1849
"14480.0",5,1,0.2000,66,1,0.0152,0.1848
"12648.0",5,1,0.2000,66,1,0.0152,0.1848
"14492.0",10,3,0.3000,104,12,0.1154,0.1846
"13187.0",5,1,0.2000,65,1,0.0154,0.1846
"13971.0",18,4,0.2222,265,10,0.0377,0.1845
"14734.0",5,1,0.2000,64,1,0.0156,0.1844
"17175.0",5,1,0.2000,64,1,0.0156,0.1844
"15751.0",14,3,0.2143,134,4,0.0299,0.1844
"12621.0",44,9,0.2045,786,16,0.0204,0.1841
"12936.0",5,1,0.2000,63,1,0.0159,0.1841
"17725.0",14,3,0.2143,198,6,0.0303,0.1840
"14732.0",24,5,0.2083,284,7,0.0246,0.1837
"15108.0",5,1,0.2000,61,1,0.0164,0.1836
"14769.0",21,4,0.1905,1436,10,0.0070,0.1835
"14258.0",32,7,0.2188,312,11,0.0353,0.1835
"17464.0",4,1,0.2500,45,3,0.0667,0.1833
"13035.0",4,1,0.2500,45,3,0.0667,0.1833
"17339.0",4,1,0.2500,15,1,0.0667,0.1833
"13651.0",4,1,0.2500,15,1,0.0667,0.1833
"16619.0",5,1,0.2000,118,2,0.0169,0.1831
"17272.0",5,1,0.2000,116,2,0.0172,0.1828
"14854.0",14,3,0.2143,222,7,0.0315,0.1828
"15498.0",55,11,0.2000,988,17,0.0172,0.1828
"15298.0",29,6,0.2069,453,11,0.0243,0.1826
"17837.0",10,2,0.2000,172,3,0.0174,0.1826
"16924.0",4,1,0.2500,89,6,0.0674,0.1826
"16700.0",31,6,0.1935,535,6,0.0112,0.1823
"14108.0",5,1,0.2000,55,1,0.0182,0.1818
"12645.0",10,2,0.2000,163,3,0.0184,0.1816
"16298.0",9,2,0.2222,49,2,0.0408,0.1814
"14725.0",5,1,0.2000,107,2,0.0187,0.1813
"13368.0",5,1,0.2000,53,1,0.0189,0.1811
"17691.0",5,1,0.2000,53,1,0.0189,0.1811
"16159.0",5,1,0.2000,53,1,0.0189,0.1811
"16623.0",5,1,0.2000,52,1,0.0192,0.1808
"17188.0",17,4,0.2353,182,10,0.0549,0.1804
"14025.0",10,2,0.2000,102,2,0.0196,0.1804
"12507.0",5,1,0.2000,51,1,0.0196,0.1804
"16729.0",26,5,0.1923,668,8,0.0120,0.1803
"13577.0",14,3,0.2143,174,6,0.0345,0.1798
"15158.0",3,1,0.3333,13,2,0.1538,0.1795
"13715.0",21,4,0.1905,540,6,0.0111,0.1794
"15276.0",5,1,0.2000,194,4,0.0206,0.1794
"17579.0",5,1,0.2000,96,2,0.0208,0.1792
"12586.0",5,1,0.2000,96,2,0.0208,0.1792
"13313.0",15,3,0.2000,191,4,0.0209,0.1791
"17732.0",10,2,0.2000,143,3,0.0210,0.1790
"14180.0",42,9,0.2143,312,11,0.0353,0.1790
"15493.0",11,2,0.1818,652,2,0.0031,0.1787
"15766.0",4,1,0.2500,28,2,0.0714,0.1786
"13811.0",4,1,0.2500,14,1,0.0714,0.1786
"16038.0",4,1,0.2500,28,2,0.0714,0.1786
"14507.0",14,3,0.2143,277,10,0.0361,0.1782
"12704.0",10,2,0.2000,90,2,0.0222,0.1778
"12787.0",5,1,0.2000,45,1,0.0222,0.1778
"13921.0",5,1,0.2000,45,1,0.0222,0.1778
"13778.0",5,1,0.2000,45,1,0.0222,0.1778
"14525.0",21,4,0.1905,550,7,0.0127,0.1778
"14515.0",15,3,0.2000,180,4,0.0222,0.1778
"17126.0",11,2,0.1818,477,2,0.0042,0.1776
"15801.0",4,1,0.2500,69,5,0.0725,0.1775
"14696.0",10,2,0.2000,176,4,0.0227,0.1773
"14126.0",5,1,0.2000,44,1,0.0227,0.1773
"17375.0",5,1,0.2000,88,2,0.0227,0.1773
"13920.0",5,1,0.2000,88,2,0.0227,0.1773
"13500.0",5,1,0.2000,87,2,0.0230,0.1770
"12681.0",56,11,0.1964,1494,29,0.0194,0.1770
"12523.0",30,7,0.2333,265,15,0.0566,0.1767
"15032.0",10,2,0.2000,128,3,0.0234,0.1766
"14649.0",11,2,0.1818,575,3,0.0052,0.1766
"13141.0",21,4,0.1905,431,6,0.0139,0.1766
"13408.0",135,29,0.2148,874,34,0.0389,0.1759
"16639.0",5,1,0.2000,83,2,0.0241,0.1759
"16233.0",12,3,0.2500,81,6,0.0741,0.1759
"12500.0",25,6,0.2400,156,10,0.0641,0.1759
"13999.0",36,7,0.1944,475,9,0.0189,0.1755
"12867.0",16,3,0.1875,1076,13,0.0121,0.1754
"15270.0",31,10,0.3226,197,29,0.1472,0.1754
"13394.0",24,5,0.2083,423,14,0.0331,0.1752
"16212.0",5,1,0.2000,80,2,0.0250,0.1750
"15903.0",15,3,0.2000,119,3,0.0252,0.1748
"17289.0",11,2,0.1818,281,2,0.0071,0.1747
"17113.0",8,2,0.2500,172,13,0.0756,0.1744
"14997.0",5,1,0.2000,39,1,0.0256,0.1744
"16897.0",3,1,0.3333,44,7,0.1591,0.1742
"14535.0",11,2,0.1818,852,7,0.0082,0.1736
"16170.0",25,5,0.2000,452,12,0.0265,0.1735
"16770.0",11,2,0.1818,357,3,0.0084,0.1734
"15777.0",9,2,0.2222,41,2,0.0488,0.1734
"13871.0",21,4,0.1905,409,7,0.0171,0.1734
"12625.0",5,1,0.2000,188,5,0.0266,0.1734
"16131.0",15,3,0.2000,225,6,0.0267,0.1733
"14277.0",14,5,0.3571,468,86,0.1838,0.1733
"12613.0",13,3,0.2308,347,20,0.0576,0.1732
"12766.0",11,2,0.1818,459,4,0.0087,0.1731
"17861.0",22,4,0.1818,573,5,0.0087,0.1731
"13555.0",16,3,0.1875,413,6,0.0145,0.1730
"17496.0",5,1,0.2000,74,2,0.0270,0.1730
"14896.0",10,2,0.2000,295,8,0.0271,0.1729
"13090.0",30,6,0.2000,291,8,0.0275,0.1725
"13113.0",60,23,0.3833,498,105,0.2108,0.1725
"17307.0",15,4,0.2667,53,5,0.0943,0.1724
"12349.0",5,1,0.2000,180,5,0.0278,0.1722
"13889.0",8,2,0.2500,90,7,0.0778,0.1722
"17109.0",10,2,0.2000,144,4,0.0278,0.1722
"13473.0",10,2,0.2000,72,2,0.0278,0.1722
"13950.0",5,1,0.2000,36,1,0.0278,0.1722
"15628.0",21,4,0.1905,324,6,0.0185,0.1720
"16801.0",5,1,0.2000,121,45,0.3719,-0.1719
"14639.0",11,2,0.1818,295,3,0.0102,0.1716
"16389.0",5,1,0.2000,35,1,0.0286,0.1714
"13557.0",16,3,0.1875,183,3,0.0164,0.1711
"16493.0",9,2,0.2222,117,6,0.0513,0.1709
"14315.0",10,2,0.2000,137,4,0.0292,0.1708
"12826.0",15,3,0.2000,171,5,0.0292,0.1708
"17951.0",5,1,0.2000,34,1,0.0294,0.1706
"17769.0",21,4,0.1905,603,12,0.0199,0.1706
"17754.0",16,3,0.1875,232,4,0.0172,0.1703
"14031.0",55,11,0.2000,805,24,0.0298,0.1702
"16156.0",26,6,0.2308,280,17,0.0607,0.1701
"15687.0",11,2,0.1818,168,2,0.0119,0.1699
"16996.0",13,4,0.3077,87,12,0.1379,0.1698
"15311.0",270,62,0.2296,4717,283,0.0600,0.1696
"13610.0",17,3,0.1765,419,3,0.0072,0.1693
"17588.0",9,2,0.2222,75,4,0.0533,0.1689
"13435.0",11,2,0.1818,154,2,0.0130,0.1688
"15034.0",17,3,0.1765,770,6,0.0078,0.1687
"12647.0",45,9,0.2000,574,18,0.0314,0.1686
"13004.0",46,10,0.2174,857,42,0.0490,0.1684
"13908.0",5,1,0.2000,126,4,0.0317,0.1683
"17146.0",16,3,0.1875,309,6,0.0194,0.1681
"12422.0",21,4,0.1905,176,4,0.0227,0.1678
"17389.0",77,16,0.2078,449,18,0.0401,0.1677
"18118.0",35,6,0.1714,1572,6,0.0038,0.1676
"16395.0",17,3,0.1765,653,6,0.0092,0.1673
"14388.0",20,4,0.2000,428,14,0.0327,0.1673
"15384.0",5,1,0.2000,122,4,0.0328,0.1672
"14959.0",5,1,0.2000,61,2,0.0328,0.1672
"13324.0",23,5,0.2174,139,7,0.0504,0.1670
"13952.0",17,3,0.1765,413,4,0.0097,0.1668
"16403.0",2,1,0.5000,15,5,0.3333,0.1667
"12503.0",2,1,0.5000,3,1,0.3333,0.1667
"17193.0",12,3,0.2500,48,4,0.0833,0.1667
"16252.0",2,1,0.5000,63,42,0.6667,-0.1667
"14213.0",2,1,0.5000,15,10,0.6667,-0.1667
"12487.0",2,1,0.5000,3,1,0.3333,0.1667
"13074.0",5,1,0.2000,30,1,0.0333,0.1667
"14618.0",9,2,0.2222,54,3,0.0556,0.1666
"13954.0",3,1,0.3333,30,5,0.1667,0.1666
"13164.0",3,1,0.3333,12,2,0.1667,0.1666
"13541.0",3,1,0.3333,12,2,0.1667,0.1666
"15212.0",3,1,0.3333,12,2,0.1667,0.1666
"15291.0",53,13,0.2453,267,21,0.0787,0.1666
"14768.0",3,1,0.3333,6,1,0.1667,0.1666
"14501.0",3,1,0.3333,12,2,0.1667,0.1666
"13209.0",16,3,0.1875,374,8,0.0214,0.1661
"16202.0",11,2,0.1818,126,2,0.0159,0.1659
"13641.0",7,2,0.2857,50,6,0.1200,0.1657
"15497.0",11,2,0.1818,123,2,0.0163,0.1655
"16473.0",5,1,0.2000,29,1,0.0345,0.1655
"15426.0",11,2,0.1818,543,9,0.0166,0.1652
"12431.0",33,6,0.1818,413,7,0.0169,0.1649
"17083.0",11,2,0.1818,117,2,0.0171,0.1647
"13334.0",6,1,0.1667,481,1,0.0021,0.1646
"13929.0",14,3,0.2143,60,3,0.0500,0.1643
"13846.0",5,1,0.2000,84,3,0.0357,0.1643
"16546.0",7,2,0.2857,107,13,0.1215,0.1642
"15494.0",6,1,0.1667,380,1,0.0026,0.1641
"16121.0",6,1,0.1667,360,1,0.0028,0.1639
"16372.0",6,1,0.1667,334,1,0.0030,0.1637
"13862.0",11,2,0.1818,163,3,0.0184,0.1634
"14455.0",5,1,0.2000,82,3,0.0366,0.1634
"14690.0",5,1,0.2000,109,4,0.0367,0.1633
"16719.0",17,3,0.1765,450,6,0.0133,0.1632
"15960.0",5,1,0.2000,27,1,0.0370,0.1630
"14905.0",10,2,0.2000,81,3,0.0370,0.1630
"12597.0",5,1,0.2000,214,8,0.0374,0.1626
"14719.0",6,1,0.1667,238,1,0.0042,0.1625
"14686.0",6,1,0.1667,236,1,0.0042,0.1625
"14035.0",11,2,0.1818,154,3,0.0195,0.1623
"13849.0",6,1,0.1667,221,1,0.0045,0.1622
"14410.0",17,6,0.3529,487,93,0.1910,0.1619
"17404.0",28,5,0.1786,297,5,0.0168,0.1618
"16558.0",47,9,0.1915,804,24,0.0299,0.1616
"16359.0",20,4,0.2000,130,5,0.0385,0.1615
"16830.0",5,1,0.2000,78,3,0.0385,0.1615
"15882.0",10,2,0.2000,78,3,0.0385,0.1615
"14182.0",5,1,0.2000,52,2,0.0385,0.1615
"17091.0",23,4,0.1739,480,6,0.0125,0.1614
"14508.0",6,1,0.1667,189,1,0.0053,0.1614
"17921.0",12,2,0.1667,370,2,0.0054,0.1613
"15067.0",6,1,0.1667,179,1,0.0056,0.1611
"15255.0",11,2,0.1818,193,4,0.0207,0.1611
"17829.0",6,1,0.1667,172,1,0.0058,0.1609
"14395.0",24,4,0.1667,822,5,0.0061,0.1606
"12978.0",6,1,0.1667,164,1,0.0061,0.1606
"18171.0",11,2,0.1818,94,2,0.0213,0.1605
"16358.0",6,1,0.1667,155,1,0.0065,0.1602
"14481.0",6,1,0.1667,153,1,0.0065,0.1602
"13948.0",5,1,0.2000,25,1,0.0400,0.1600
"13433.0",5,1,0.2000,25,1,0.0400,0.1600
"13703.0",3,1,0.3333,73,36,0.4932,-0.1599
"14978.0",12,2,0.1667,295,2,0.0068,0.1599
"16898.0",6,1,0.1667,295,2,0.0068,0.1599
"12517.0",6,1,0.1667,286,2,0.0070,0.1597
"14844.0",12,2,0.1667,279,2,0.0072,0.1595
"13308.0",5,1,0.2000,74,3,0.0405,0.1595
"15600.0",5,1,0.2000,74,3,0.0405,0.1595
"17658.0",3,1,0.3333,23,4,0.1739,0.1594
"15680.0",12,2,0.1667,268,2,0.0075,0.1592
"14147.0",12,3,0.2500,33,3,0.0909,0.1591
"17380.0",4,1,0.2500,11,1,0.0909,0.1591
"17159.0",6,1,0.1667,131,1,0.0076,0.1591
"17648.0",6,1,0.1667,126,1,0.0079,0.1588
"17582.0",6,1,0.1667,125,1,0.0080,0.1587
"13760.0",6,1,0.1667,120,1,0.0083,0.1584
"16637.0",5,1,0.2000,72,3,0.0417,0.1583
"16136.0",5,1,0.2000,48,2,0.0417,0.1583
"12588.0",5,1,0.2000,48,2,0.0417,0.1583
"16317.0",6,1,0.1667,118,1,0.0085,0.1582
"14247.0",6,1,0.1667,118,1,0.0085,0.1582
"16926.0",6,1,0.1667,115,1,0.0087,0.1580
"13709.0",22,4,0.1818,418,10,0.0239,0.1579
"14454.0",6,1,0.1667,111,1,0.0090,0.1577
"12838.0",12,2,0.1667,427,4,0.0094,0.1573
"12747.0",32,6,0.1875,265,8,0.0302,0.1573
"17659.0",17,3,0.1765,208,4,0.0192,0.1573
"15652.0",6,1,0.1667,105,1,0.0095,0.1572
"15594.0",6,1,0.1667,104,1,0.0096,0.1571
"12727.0",12,2,0.1667,205,2,0.0098,0.1569
"16791.0",18,3,0.1667,705,7,0.0099,0.1568
"14320.0",7,2,0.2857,93,12,0.1290,0.1567
"16625.0",6,1,0.1667,100,1,0.0100,0.1567
"12383.0",6,1,0.1667,100,1,0.0100,0.1567
"13598.0",6,1,0.1667,100,1,0.0100,0.1567
"12481.0",18,3,0.1667,395,4,0.0101,0.1566
"14623.0",12,2,0.1667,295,3,0.0102,0.1565
"16014.0",6,1,0.1667,294,3,0.0102,0.1565
"16618.0",6,1,0.1667,97,1,0.0103,0.1564
"13089.0",247,44,0.1781,3438,75,0.0218,0.1563
"12782.0",14,3,0.2143,241,14,0.0581,0.1562
"13239.0",6,1,0.1667,95,1,0.0105,0.1562
"14225.0",5,1,0.2000,91,4,0.0440,0.1560
"18272.0",11,2,0.1818,232,6,0.0259,0.1559
"13184.0",12,2,0.1667,183,2,0.0109,0.1558
"18135.0",13,3,0.2308,40,3,0.0750,0.1558
"18215.0",6,1,0.1667,91,1,0.0110,0.1557
"15532.0",12,2,0.1667,634,7,0.0110,0.1557
"13168.0",6,1,0.1667,182,2,0.0110,0.1557
"15107.0",12,3,0.2500,53,5,0.0943,0.1557
"17495.0",4,1,0.2500,53,5,0.0943,0.1557
"14157.0",6,1,0.1667,90,1,0.0111,0.1556
"15807.0",6,1,0.1667,89,1,0.0112,0.1555
"13316.0",12,2,0.1667,177,2,0.0113,0.1554
"14695.0",4,1,0.2500,95,9,0.0947,0.1553
"13495.0",13,3,0.2308,159,12,0.0755,0.1553
"15590.0",6,1,0.1667,88,1,0.0114,0.1553
"16441.0",6,1,0.1667,87,1,0.0115,0.1552
"15646.0",6,1,0.1667,86,1,0.0116,0.1551
"12395.0",18,3,0.1667,257,3,0.0117,0.1550
"17054.0",6,1,0.1667,84,1,0.0119,0.1548
"17700.0",17,3,0.1765,368,8,0.0217,0.1548
"15845.0",14,3,0.2143,185,11,0.0595,0.1548
"14080.0",6,1,0.1667,84,1,0.0119,0.1548
"18059.0",4,1,0.2500,21,2,0.0952,0.1548
"17613.0",17,3,0.1765,319,7,0.0219,0.1546
"15377.0",5,1,0.2000,22,1,0.0455,0.1545
"13725.0",11,3,0.2727,118,14,0.1186,0.1541
"17521.0",6,1,0.1667,79,1,0.0127,0.1540
"12668.0",12,2,0.1667,546,7,0.0128,0.1539
"13000.0",5,1,0.2000,65,3,0.0462,0.1538
"13065.0",6,1,0.1667,77,1,0.0130,0.1537
"13860.0",6,1,0.1667,77,1,0.0130,0.1537
"16946.0",6,1,0.1667,76,1,0.0132,0.1535
"17581.0",53,10,0.1887,881,31,0.0352,0.1535
"16188.0",6,1,0.1667,75,1,0.0133,0.1534
"16777.0",6,1,0.1667,148,2,0.0135,0.1532
"15822.0",8,2,0.2500,72,7,0.0972,0.1528
"13462.0",6,1,0.1667,72,1,0.0139,0.1528
"15057.0",6,1,0.1667,71,1,0.0141,0.1526
"17298.0",6,1,0.1667,71,1,0.0141,0.1526
"14744.0",17,3,0.1765,124,3,0.0242,0.1523
"13211.0",12,2,0.1667,209,3,0.0144,0.1523
"17719.0",18,3,0.1667,278,4,0.0144,0.1523
"13059.0",12,2,0.1667,205,3,0.0146,0.1521
"13451.0",13,2,0.1538,1044,2,0.0019,0.1519
"15260.0",30,5,0.1667,404,6,0.0149,0.1518
"14859.0",6,1,0.1667,67,1,0.0149,0.1518
"18069.0",13,2,0.1538,1000,2,0.0020,0.1518
"12649.0",10,2,0.2000,124,6,0.0484,0.1516
"13882.0",6,1,0.1667,66,1,0.0152,0.1515
"16103.0",27,5,0.1852,207,7,0.0338,0.1514
"13636.0",6,1,0.1667,64,1,0.0156,0.1511
"17019.0",13,2,0.1538,715,2,0.0028,0.1510
"17695.0",6,1,0.1667,62,1,0.0161,0.1506
"13870.0",18,3,0.1667,245,4,0.0163,0.1504
"16225.0",18,3,0.1667,307,5,0.0163,0.1504
"12901.0",36,8,0.2222,125,9,0.0720,0.1502
"17987.0",6,1,0.1667,181,3,0.0166,0.1501
"15283.0",4,1,0.2500,10,1,0.1000,0.1500
"15465.0",39,7,0.1795,271,8,0.0295,0.1500
"14942.0",5,1,0.2000,20,1,0.0500,0.1500
"13080.0",5,1,0.2000,20,1,0.0500,0.1500
"15759.0",10,3,0.3000,20,3,0.1500,0.1500
"13292.0",6,1,0.1667,60,1,0.0167,0.1500
"16690.0",5,1,0.2000,20,1,0.0500,0.1500
"15372.0",10,2,0.2000,60,3,0.0500,0.1500
"13032.0",11,2,0.1818,219,7,0.0320,0.1498
"14530.0",19,3,0.1579,489,4,0.0082,0.1497
"14040.0",42,7,0.1667,808,14,0.0173,0.1494
"14016.0",13,2,0.1538,450,2,0.0044,0.1494
"17158.0",6,1,0.1667,115,2,0.0174,0.1493
"14311.0",3,1,0.3333,38,7,0.1842,0.1491
"13044.0",13,2,0.1538,421,2,0.0048,0.1490
"15016.0",6,1,0.1667,110,2,0.0182,0.1485
"15078.0",64,11,0.1719,812,19,0.0234,0.1485
"18198.0",21,4,0.1905,166,7,0.0422,0.1483
"14708.0",6,1,0.1667,54,1,0.0185,0.1482
"13855.0",5,1,0.2000,77,4,0.0519,0.1481
"14755.0",30,5,0.1667,484,9,0.0186,0.1481
"14020.0",5,1,0.2000,76,4,0.0526,0.1474
"15906.0",12,2,0.1667,207,4,0.0193,0.1474
"12835.0",49,8,0.1633,630,10,0.0159,0.1474
"12520.0",6,1,0.1667,155,3,0.0194,0.1473
"14713.0",25,4,0.1600,711,9,0.0127,0.1473
"16950.0",12,2,0.1667,153,3,0.0196,0.1471
"13178.0",25,4,0.1600,696,9,0.0129,0.1471
"13663.0",6,1,0.1667,101,2,0.0198,0.1469
"13012.0",15,4,0.2667,175,21,0.1200,0.1467
"15367.0",13,2,0.1538,281,2,0.0071,0.1467
"16859.0",10,3,0.3000,130,20,0.1538,0.1462
"13173.0",13,2,0.1538,252,2,0.0079,0.1459
"16689.0",3,1,0.3333,16,3,0.1875,0.1458
"17338.0",20,3,0.1500,1368,6,0.0044,0.1456
"14176.0",6,1,0.1667,47,1,0.0213,0.1454
"16347.0",13,2,0.1538,357,3,0.0084,0.1454
"15394.0",13,2,0.1538,229,2,0.0087,0.1451
"15266.0",6,1,0.1667,46,1,0.0217,0.1450
"13579.0",6,1,0.1667,92,2,0.0217,0.1450
"16918.0",19,3,0.1579,463,6,0.0130,0.1449
"18270.0",4,1,0.2500,19,2,0.1053,0.1447
"16104.0",11,2,0.1818,242,9,0.0372,0.1446
"17720.0",12,2,0.1667,136,3,0.0221,0.1446
"16722.0",26,4,0.1538,423,4,0.0095,0.1443
"12839.0",31,5,0.1613,586,10,0.0171,0.1442
"16912.0",18,3,0.1667,177,4,0.0226,0.1441
"16332.0",13,2,0.1538,201,2,0.0100,0.1438
"15632.0",10,2,0.2000,177,10,0.0565,0.1435
"18190.0",6,1,0.1667,43,1,0.0233,0.1434
"16818.0",13,2,0.1538,191,2,0.0105,0.1433
"13468.0",87,15,0.1724,750,22,0.0293,0.1431
"14931.0",6,1,0.1667,42,1,0.0238,0.1429
"13070.0",5,1,0.2000,35,2,0.0571,0.1429
"18155.0",4,1,0.2500,28,3,0.1071,0.1429
"15669.0",5,1,0.2000,35,2,0.0571,0.1429
"13440.0",10,3,0.3000,70,11,0.1571,0.1429
"14109.0",2,1,0.5000,14,5,0.3571,0.1429
"14701.0",18,3,0.1667,631,15,0.0238,0.1429
"15660.0",18,3,0.1667,165,4,0.0242,0.1425
"12352.0",13,3,0.2308,113,10,0.0885,0.1423
"18172.0",63,11,0.1746,492,16,0.0325,0.1421
"17302.0",6,1,0.1667,81,2,0.0247,0.1420
"14824.0",12,2,0.1667,162,4,0.0247,0.1420
"14431.0",5,1,0.2000,86,5,0.0581,0.1419
"14216.0",6,1,0.1667,79,2,0.0253,0.1414
"13477.0",13,2,0.1538,160,2,0.0125,0.1413
"13418.0",37,6,0.1622,575,12,0.0209,0.1413
"16905.0",20,3,0.1500,345,3,0.0087,0.1413
"14107.0",13,2,0.1538,239,3,0.0126,0.1412
"14367.0",19,3,0.1579,533,9,0.0169,0.1410
"12721.0",10,2,0.2000,254,15,0.0591,0.1409
"17114.0",10,2,0.2000,135,8,0.0593,0.1407
"16153.0",13,2,0.1538,229,3,0.0131,0.1407
"17618.0",13,2,0.1538,380,5,0.0132,0.1406
"16455.0",13,2,0.1538,228,3,0.0132,0.1406
"15574.0",7,1,0.1429,374,1,0.0027,0.1402
"15003.0",7,1,0.1429,350,1,0.0029,0.1400
"16503.0",13,2,0.1538,216,3,0.0139,0.1399
"14970.0",16,4,0.2500,127,14,0.1102,0.1398
"15287.0",6,1,0.1667,37,1,0.0270,0.1397
"16444.0",20,3,0.1500,380,4,0.0105,0.1395
"17827.0",7,1,0.1429,289,1,0.0035,0.1394
"17438.0",6,1,0.1667,73,2,0.0274,0.1393
"13919.0",5,1,0.2000,82,5,0.0610,0.1390
"13544.0",7,1,0.1429,259,1,0.0039,0.1390
"14645.0",4,1,0.2500,54,6,0.1111,0.1389
"17724.0",4,1,0.2500,45,5,0.1111,0.1389
"16716.0",4,1,0.2500,9,1,0.1111,0.1389
"15969.0",6,1,0.1667,36,1,0.0278,0.1389
"13150.0",4,1,0.2500,9,1,0.1111,0.1389
"13975.0",14,2,0.1429,755,3,0.0040,0.1389
"17408.0",4,1,0.2500,9,1,0.1111,0.1389
"17360.0",7,1,0.1429,241,1,0.0041,0.1388
"15484.0",7,1,0.1429,242,1,0.0041,0.1388
"15732.0",12,2,0.1667,107,3,0.0280,0.1387
"15228.0",7,1,0.1429,235,1,0.0043,0.1386
"13527.0",14,2,0.1429,459,2,0.0044,0.1385
"14657.0",7,1,0.1429,216,1,0.0046,0.1383
"13821.0",7,1,0.1429,210,1,0.0048,0.1381
"13443.0",7,1,0.1429,205,1,0.0049,0.1380
"13856.0",15,4,0.2667,62,8,0.1290,0.1377
"12437.0",47,8,0.1702,583,19,0.0326,0.1376
"12651.0",5,1,0.2000,32,2,0.0625,0.1375
"12987.0",6,1,0.1667,68,2,0.0294,0.1373
"13502.0",6,1,0.1667,34,1,0.0294,0.1373
"13162.0",19,3,0.1579,243,5,0.0206,0.1373
"17886.0",7,1,0.1429,176,1,0.0057,0.1372
"14936.0",14,2,0.1429,530,3,0.0057,0.1372
"17062.0",7,1,0.1429,165,1,0.0061,0.1368
"13742.0",14,2,0.1429,323,2,0.0062,0.1367
"12637.0",14,2,0.1429,639,4,0.0063,0.1366
"16633.0",7,1,0.1429,153,1,0.0065,0.1364
"15491.0",7,1,0.1429,155,1,0.0065,0.1364
"13464.0",7,1,0.1429,152,1,0.0066,0.1363
"16592.0",34,6,0.1765,446,18,0.0404,0.1361
"15142.0",7,1,0.1429,143,1,0.0070,0.1359
"14754.0",7,1,0.1429,138,1,0.0072,0.1357
"13183.0",18,3,0.1667,161,5,0.0311,0.1356
"18214.0",5,1,0.2000,62,4,0.0645,0.1355
