"customer_id","frequency_completed_only","frequency_all_orders","cancellation_gap"
"17633",7,9,2
"14905",8,10,2
"13729",3,5,2
"14902",3,5,2
"13734",4,6,2
"14896",8,10,2
"14894",3,5,2
"13742",12,14,2
"17621",6,8,2
"13745",2,4,2
"13750",11,13,2
"13756",23,25,2
"14853",5,7,2
"14850",7,9,2
"17618",11,13,2
"14844",10,12,2
"14834",7,9,2
"18287",7,8,1
"12349",4,5,1
"12360",8,9,1
"12365",2,3,1
"12375",2,3,1
"12379",4,5,1
"12381",5,6,1
"12383",5,6,1
"12384",2,3,1
"12385",1,2,1
"12391",6,7,1
"12393",6,7,1
"12402",6,7,1
"12403",2,3,1
"12410",3,4,1
"12418",4,5,1
"12423",10,11,1
"12425",2,3,1
"12426",2,3,1
"12429",8,9,1
"12433",10,11,1
"12439",2,3,1
"12440",2,3,1
"12445",2,3,1
"12452",2,3,1
"12456",3,4,1
"12465",2,3,1
"12467",1,2,1
"12480",7,8,1
"12487",1,2,1
"12490",21,22,1
"12493",2,3,1
"12495",1,2,1
"12497",3,4,1
"12501",1,2,1
"12503",1,2,1
"12507",4,5,1
"12511",1,2,1
"12513",1,2,1
"12517",5,6,1
"12519",2,3,1
"12520",5,6,1
"12524",17,18,1
"12529",1,2,1
"12531",2,3,1
"12539",7,8,1
"12544",1,2,1
"12546",2,3,1
"12558",1,2,1
"12559",2,3,1
"12560",3,4,1
"12565",1,2,1
"12566",1,2,1
"12572",2,3,1
"12577",8,9,1
"12586",4,5,1
"12588",4,5,1
"12597",4,5,1
"12601",6,7,1
"12605",4,5,1
"12607",1,2,1
"12609",9,10,1
"12612",1,2,1
"12625",4,5,1
"12628",3,4,1
"12631",6,7,1
"12648",4,5,1
"12651",4,5,1
"12652",2,3,1
"12657",4,5,1
"12663",2,3,1
"12664",11,12,1
"12666",1,2,1
"12669",3,4,1
"12670",7,8,1
"12672",2,3,1
"12676",11,12,1
"12677",2,3,1
"12682",52,53,1
"12694",3,4,1
"12696",2,3,1
"12710",3,4,1
"12717",3,4,1
"12719",2,3,1
"12742",1,2,1
"12758",7,8,1
"12768",1,2,1
"12771",1,2,1
"12773",1,2,1
"12775",7,8,1
"12778",9,10,1
"12787",4,5,1
"12790",2,3,1
"12792",2,3,1
"12801",1,2,1
"12818",1,2,1
"12822",2,3,1
"12829",3,4,1
"12830",6,7,1
"12852",1,2,1
"12857",6,7,1
"12858",1,2,1
"12863",6,7,1
"12865",4,5,1
"12870",3,4,1
"12872",12,13,1
"12874",2,3,1
"12876",4,5,1
"12878",2,3,1
"12879",3,4,1
"12885",3,4,1
"12886",2,3,1
"12891",11,12,1
"12895",2,3,1
"12905",2,3,1
"12907",2,3,1
"12910",13,14,1
"12916",7,8,1
"12929",1,2,1
"12936",4,5,1
"12948",9,10,1
"12952",4,5,1
"12959",1,2,1
"12978",5,6,1
"12979",1,2,1
"12985",2,3,1
"12987",5,6,1
"12995",1,2,1
"12998",3,4,1
"13000",4,5,1
"13024",2,3,1
"13028",2,3,1
"13035",3,4,1
"13042",3,4,1
"13043",1,2,1
"13049",4,5,1
"13057",3,4,1
"13065",5,6,1
"13066",2,3,1
"13070",4,5,1
"13074",4,5,1
"13080",4,5,1
"13084",1,2,1
"13106",2,3,1
"13116",1,2,1
"13117",18,19,1
"13121",1,2,1
"13131",7,8,1
"13137",16,17,1
"13138",7,8,1
"13139",8,9,1
"13143",1,2,1
"13145",7,8,1
"13150",3,4,1
"13157",9,10,1
"13159",4,5,1
"13163",1,2,1
"13164",2,3,1
"13166",2,3,1
"13168",5,6,1
"13187",4,5,1
"13190",3,4,1
"13196",7,8,1
"13202",7,8,1
"13203",10,11,1
"13208",9,10,1
"13212",3,4,1
"13224",2,3,1
"13225",16,17,1
"13230",30,31,1
"13235",1,2,1
"13236",2,3,1
"13238",6,7,1
"13239",5,6,1
"13240",8,9,1
"13250",2,3,1
"13252",2,3,1
"13255",3,4,1
"13271",1,2,1
"13278",4,5,1
"13279",1,2,1
"13280",7,8,1
"13284",1,2,1
"13288",5,6,1
"13292",5,6,1
"13293",6,7,1
"13297",7,8,1
"13308",4,5,1
"13314",3,4,1
"13334",5,6,1
"13337",1,2,1
"13343",1,2,1
"13345",1,2,1
"13350",2,3,1
"13352",1,2,1
"13364",1,2,1
"13368",4,5,1
"13369",1,2,1
"13370",1,2,1
"13375",2,3,1
"13388",3,4,1
"13400",1,2,1
"13406",2,3,1
"13414",6,7,1
"13415",4,5,1
"13417",6,7,1
"13422",1,2,1
"13424",1,2,1
"13431",8,9,1
"13433",4,5,1
"13443",6,7,1
"13447",3,4,1
"13450",13,14,1
"13456",6,7,1
"13462",5,6,1
"13464",6,7,1
"13484",3,4,1
"13496",2,3,1
"13497",6,7,1
"13500",4,5,1
"13502",5,6,1
"13511",1,2,1
"13513",3,4,1
"13519",2,3,1
"13523",6,7,1
"13541",2,3,1
"13542",17,18,1
"13544",6,7,1
"13545",2,3,1
"13549",8,9,1
"13567",4,5,1
"13579",5,6,1
"13585",3,4,1
"13591",7,8,1
"13594",2,3,1
"13597",2,3,1
"13598",5,6,1
"13604",1,2,1
"13607",2,3,1
"13612",1,2,1
"13617",8,9,1
"13622",1,2,1
"13624",1,2,1
"13626",2,3,1
"13631",11,12,1
"13634",16,17,1
"13636",5,6,1
"13642",4,5,1
"13644",4,5,1
"13646",2,3,1
"13647",8,9,1
"13651",3,4,1
"13660",1,2,1
"13663",5,6,1
"13674",1,2,1
"13676",2,3,1
"13680",12,13,1
"13696",3,4,1
"13699",2,3,1
"13700",13,14,1
"13701",1,2,1
"13703",2,3,1
"13704",9,10,1
"13722",10,11,1
"13727",8,9,1
"13733",2,3,1
"13741",3,4,1
"13743",7,8,1
"13755",9,10,1
"13760",5,6,1
"13762",5,6,1
"13771",9,10,1
"13772",8,9,1
"13778",4,5,1
"13781",3,4,1
"13782",13,14,1
"13784",14,15,1
"13791",2,3,1
"13797",3,4,1
"13803",3,4,1
"13807",3,4,1
"13810",3,4,1
"13811",3,4,1
"13819",6,7,1
"13821",6,7,1
"13823",7,8,1
"13826",1,2,1
"13829",1,2,1
"13830",1,2,1
"13832",2,3,1
"13834",2,3,1
"13835",7,8,1
"13836",2,3,1
"13842",18,19,1
"13846",4,5,1
"13849",5,6,1
"13850",1,2,1
"13851",8,9,1
"13852",1,2,1
"13853",1,2,1
"13855",4,5,1
"13857",6,7,1
"13860",5,6,1
"13861",2,3,1
"13873",8,9,1
"13882",5,6,1
"13900",6,7,1
"13908",4,5,1
"13914",2,3,1
"13915",1,2,1
"13916",4,5,1
"13919",4,5,1
"13920",4,5,1
"13921",4,5,1
"13927",2,3,1
"13931",11,12,1
"13936",3,4,1
"13937",2,3,1
"13946",6,7,1
"13948",4,5,1
"13950",4,5,1
"13954",2,3,1
"13961",1,2,1
"13963",17,18,1
"13964",2,3,1
"13981",1,2,1
"13984",12,13,1
"13991",6,7,1
"14001",9,10,1
"14008",1,2,1
"14009",3,4,1
"14010",2,3,1
"14011",2,3,1
"14013",5,6,1
"14019",3,4,1
"14020",4,5,1
"14034",3,4,1
"14037",6,7,1
"14043",2,3,1
"14044",10,11,1
"14048",3,4,1
"14057",22,23,1
"14065",3,4,1
"14068",4,5,1
"14071",8,9,1
"14073",1,2,1
"14080",5,6,1
"14085",33,34,1
"14094",1,2,1
"14101",13,14,1
"14108",4,5,1
"14109",1,2,1
"14111",4,5,1
"14119",2,3,1
"14126",4,5,1
"14128",3,4,1
"14132",11,12,1
"14135",24,25,1
"14137",1,2,1
"14140",2,3,1
"14145",7,8,1
"14146",12,13,1
"14151",2,3,1
"14157",5,6,1
"14168",2,3,1
"14172",3,4,1
"14173",6,7,1
"14176",5,6,1
"14177",13,14,1
"14182",4,5,1
"14213",1,2,1
"14215",9,10,1
"14216",5,6,1
"14223",3,4,1
"14225",4,5,1
"14235",9,10,1
"14237",2,3,1
"14244",1,2,1
"14247",5,6,1
"14257",9,10,1
"14269",1,2,1
"14282",25,26,1
"14284",3,4,1
"14285",8,9,1
"14287",3,4,1
"14288",1,2,1
"14293",9,10,1
"14296",2,3,1
"14306",6,7,1
"14307",10,11,1
"14309",11,12,1
"14311",2,3,1
"14314",2,3,1
"14316",5,6,1
"14319",1,2,1
"14321",7,8,1
"14326",3,4,1
"14333",1,2,1
"14350",3,4,1
"14358",2,3,1
"14372",2,3,1
"14380",1,2,1
"14382",2,3,1
"14399",8,9,1
"14409",9,10,1
"14412",3,4,1
"14414",8,9,1
"14421",6,7,1
"14423",3,4,1
"14431",4,5,1
"14454",5,6,1
"14455",4,5,1
"14459",2,3,1
"14461",13,14,1
"14474",2,3,1
"14480",4,5,1
"14481",5,6,1
"14483",2,3,1
"14487",7,8,1
"14488",1,2,1
"14495",3,4,1
"14497",2,3,1
"14501",2,3,1
"14508",5,6,1
"14510",3,4,1
"14511",5,6,1
"14513",6,7,1
"14514",9,10,1
"14521",1,2,1
"14532",11,12,1
"14537",2,3,1
"14540",11,12,1
"14547",8,9,1
"14553",9,10,1
"14555",6,7,1
"14557",1,2,1
"14567",2,3,1
"14568",1,2,1
"14584",8,9,1
"14587",9,10,1
"14598",2,3,1
"14608",11,12,1
"14609",10,11,1
"14611",2,3,1
"14615",5,6,1
"14619",2,3,1
"14620",2,3,1
"14629",2,3,1
"14631",6,7,1
"14643",5,6,1
"14645",3,4,1
"14657",6,7,1
"14678",1,2,1
"14686",5,6,1
"14690",4,5,1
"14692",12,13,1
"14693",7,8,1
"14695",3,4,1
"14708",5,6,1
"14711",11,12,1
"14717",1,2,1
"14719",5,6,1
"14725",4,5,1
"14727",3,4,1
"14734",4,5,1
"14747",1,2,1
"14754",6,7,1
"14756",3,4,1
"14760",1,2,1
"14764",1,2,1
"14768",2,3,1
"14770",8,9,1
"14771",2,3,1
"14773",1,2,1
"14783",1,2,1
"14792",1,2,1
"14793",2,3,1
"14798",8,9,1
"14828",13,14,1
"14835",2,3,1
"14840",2,3,1
"14846",1,2,1
"14847",3,4,1
"14859",5,6,1
"14860",1,2,1
"14866",19,20,1
"14868",12,13,1
"14872",3,4,1
"14882",14,15,1
"14883",6,7,1
"14885",3,4,1
"14897",8,9,1
"14901",12,13,1
"14926",2,3,1
"14928",1,2,1
"14931",5,6,1
"14933",4,5,1
"14937",3,4,1
"14942",4,5,1
"14948",6,7,1
"14950",1,2,1
"14953",4,5,1
"14959",4,5,1
"14963",12,13,1
"14967",6,7,1
"14976",7,8,1
"14981",2,3,1
"14987",8,9,1
"14997",4,5,1
"15003",6,7,1
"15016",5,6,1
"15018",3,4,1
"15029",1,2,1
"15030",8,9,1
"15033",10,11,1
"15038",9,10,1
"15045",2,3,1
"15048",4,5,1
"15051",9,10,1
"15057",5,6,1
"15058",16,17,1
"15066",1,2,1
"15067",5,6,1
"15073",8,9,1
"15081",12,13,1
"15088",2,3,1
"15092",3,4,1
"15095",10,11,1
"15104",2,3,1
"15108",4,5,1
"15109",3,4,1
"15113",3,4,1
"15115",2,3,1
"15117",8,9,1
"15120",1,2,1
"15135",2,3,1
"15136",4,5,1
"15138",1,2,1
"15140",8,9,1
"15142",6,7,1
"15146",2,3,1
"15147",1,2,1
"15150",13,14,1
"15154",3,4,1
"15158",2,3,1
"15162",1,2,1
"15164",9,10,1
"15171",1,2,1
"15173",7,8,1
"15176",1,2,1
"15183",3,4,1
"15198",5,6,1
"15205",2,3,1
"15208",6,7,1
"15212",2,3,1
"15213",2,3,1
"15220",6,7,1
"15223",5,6,1
"15228",6,7,1
"15231",1,2,1
"15239",2,3,1
"15241",11,12,1
"15244",3,4,1
"15247",3,4,1
"15248",3,4,1
"15254",3,4,1
"15257",2,3,1
"15264",2,3,1
"15266",5,6,1
"15268",3,4,1
"15275",1,2,1
"15276",4,5,1
"15283",3,4,1
"15287",5,6,1
"15294",1,2,1
"15297",3,4,1
"15302",1,2,1
"15303",3,4,1
"15306",9,10,1
"15308",1,2,1
"15314",3,4,1
"15315",2,3,1
"15317",1,2,1
"15322",2,3,1
"15323",3,4,1
"15325",8,9,1
"15331",3,4,1
"15337",1,2,1
"15341",2,3,1
"15342",1,2,1
"15345",1,2,1
"15346",3,4,1
"15353",7,8,1
"15359",8,9,1
"15363",2,3,1
"15370",8,9,1
"15373",17,18,1
"15377",4,5,1
"15379",8,9,1
"15381",5,6,1
"15384",4,5,1
"15391",1,2,1
"15392",7,8,1
"15398",2,3,1
"15400",8,9,1
"15402",6,7,1
"15409",1,2,1
"15411",4,5,1
"15422",7,8,1
"15423",3,4,1
"15429",2,3,1
"15430",2,3,1
"15433",2,3,1
"15447",5,6,1
"15461",2,3,1
"15467",3,4,1
"15476",4,5,1
"15484",6,7,1
"15485",7,8,1
"15490",1,2,1
"15491",6,7,1
"15494",5,6,1
"15504",4,5,1
"15525",4,5,1
"15529",12,13,1
"15542",3,4,1
"15546",2,3,1
"15549",8,9,1
"15558",1,2,1
"15561",8,9,1
"15574",6,7,1
"15584",6,7,1
"15586",3,4,1
"15589",3,4,1
"15590",5,6,1
"15594",5,6,1
"15597",2,3,1
"15600",4,5,1
"15603",2,3,1
"15605",9,10,1
"15609",1,2,1
"15618",4,5,1
"15626",3,4,1
"15630",3,4,1
"15645",3,4,1
"15646",5,6,1
"15650",2,3,1
"15652",5,6,1
"15655",1,2,1
"15669",4,5,1
"15670",2,3,1
"15673",9,10,1
"15682",2,3,1
"15691",4,5,1
"15700",2,3,1
"15712",12,13,1
"15728",2,3,1
"15736",2,3,1
"15746",1,2,1
"15747",9,10,1
"15749",3,4,1
"15752",9,10,1
"15763",2,3,1
"15766",3,4,1
"15774",6,7,1
"15781",3,4,1
"15788",1,2,1
"15789",6,7,1
"15793",8,9,1
"15801",3,4,1
"15807",5,6,1
"15812",12,13,1
"15816",2,3,1
"15819",10,11,1
"15830",1,2,1
"15831",3,4,1
"15836",1,2,1
"15840",2,3,1
"15842",2,3,1
"15873",4,5,1
"15877",2,3,1
"15880",1,2,1
"15884",2,3,1
"15888",3,4,1
"15889",8,9,1
"15900",4,5,1
"15922",1,2,1
"15935",2,3,1
"15939",16,17,1
"15941",1,2,1
"15951",3,4,1
"15960",4,5,1
"15965",13,14,1
"15966",1,2,1
"15967",12,13,1
"15969",5,6,1
"15974",7,8,1
"15985",7,8,1
"15996",7,8,1
"16001",1,2,1
"16005",10,11,1
"16010",11,12,1
"16011",29,30,1
"16014",5,6,1
"16015",3,4,1
"16034",6,7,1
"16038",3,4,1
"16039",2,3,1
"16040",7,8,1
"16045",8,9,1
"16073",1,2,1
"16075",2,3,1
"16076",10,11,1
"16077",1,2,1
"16085",12,13,1
"16086",10,11,1
"16099",7,8,1
"16109",3,4,1
"16116",1,2,1
"16117",3,4,1
"16120",6,7,1
"16121",5,6,1
"16136",4,5,1
"16138",3,4,1
"16155",5,6,1
"16157",3,4,1
"16158",9,10,1
"16159",4,5,1
"16164",3,4,1
"16167",5,6,1
"16173",6,7,1
"16184",6,7,1
"16188",5,6,1
"16200",12,13,1
"16201",5,6,1
"16203",6,7,1
"16204",3,4,1
"16206",13,14,1
"16211",3,4,1
"16212",4,5,1
"16221",9,10,1
"16228",3,4,1
"16229",6,7,1
"16234",3,4,1
"16239",6,7,1
"16252",1,2,1
"16256",3,4,1
"16258",15,16,1
"16269",1,2,1
"16271",10,11,1
"16279",9,10,1
"16281",3,4,1
"16289",1,2,1
"16299",1,2,1
"16302",1,2,1
"16309",2,3,1
"16317",5,6,1
"16330",7,8,1
"16335",7,8,1
"16355",1,2,1
"16356",6,7,1
"16358",5,6,1
"16365",15,16,1
"16372",5,6,1
"16376",2,3,1
"16379",4,5,1
"16389",4,5,1
"16403",1,2,1
"16404",1,2,1
"16406",3,4,1
"16416",9,10,1
"16419",8,9,1
"16424",2,3,1
"16428",3,4,1
"16434",12,13,1
"16436",3,4,1
"16441",5,6,1
"16449",2,3,1
"16450",3,4,1
"16451",3,4,1
"16456",13,14,1
"16462",3,4,1
"16465",2,3,1
"16466",15,16,1
"16467",7,8,1
"16470",11,12,1
"16473",4,5,1
"16484",2,3,1
"16488",3,4,1
"16490",1,2,1
"16491",2,3,1
"16496",6,7,1
"16498",2,3,1
"16500",9,10,1
"16531",11,12,1
"16536",1,2,1
"16541",1,2,1
"16543",1,2,1
"16563",6,7,1
"16565",4,5,1
"16566",5,6,1
"16572",3,4,1
"16579",1,2,1
"16581",1,2,1
"16590",2,3,1
"16593",8,9,1
"16598",1,2,1
"16604",2,3,1
"16611",6,7,1
"16612",9,10,1
"16615",1,2,1
"16618",5,6,1
"16619",4,5,1
"16622",1,2,1
"16623",4,5,1
"16625",5,6,1
"16628",7,8,1
"16630",1,2,1
"16631",7,8,1
"16633",6,7,1
"16637",4,5,1
"16638",15,16,1
"16639",4,5,1
"16643",2,3,1
"16646",1,2,1
"16648",3,4,1
"16653",2,3,1
"16654",8,9,1
"16655",13,14,1
"16660",7,8,1
"16661",4,5,1
"16676",6,7,1
"16677",2,3,1
"16683",1,2,1
"16689",2,3,1
"16690",4,5,1
"16699",7,8,1
"16702",4,5,1
"16710",22,23,1
"16711",9,10,1
"16716",3,4,1
"16720",3,4,1
"16730",3,4,1
"16742",14,15,1
"16743",14,15,1
"16745",17,18,1
"16748",14,15,1
"16759",3,4,1
"16763",2,3,1
"16767",15,16,1
"16774",8,9,1
"16775",16,17,1
"16777",5,6,1
"16781",2,3,1
"16798",3,4,1
"16799",2,3,1
"16801",4,5,1
"16809",9,10,1
"16812",4,5,1
"16814",36,37,1
"16823",7,8,1
"16830",4,5,1
"16837",11,12,1
"16840",2,3,1
"16842",3,4,1
"16860",3,4,1
"16861",5,6,1
"16869",4,5,1
"16871",6,7,1
"16878",1,2,1
"16883",19,20,1
"16886",1,2,1
"16897",2,3,1
"16898",5,6,1
"16903",3,4,1
"16908",1,2,1
"16909",1,2,1
"16911",2,3,1
"16917",2,3,1
"16924",3,4,1
"16926",5,6,1
"16934",6,7,1
"16938",9,10,1
"16942",9,10,1
"16946",5,6,1
"16949",6,7,1
"16951",3,4,1
"16954",20,21,1
"16956",1,2,1
"16960",8,9,1
"16971",1,2,1
"16983",11,12,1
"16987",11,12,1
"16993",2,3,1
"17002",7,8,1
"17005",2,3,1
"17007",7,8,1
"17010",1,2,1
"17011",3,4,1
"17014",3,4,1
"17027",9,10,1
"17035",4,5,1
"17037",1,2,1
"17041",6,7,1
"17050",11,12,1
"17053",1,2,1
"17054",5,6,1
"17059",9,10,1
"17061",11,12,1
"17062",6,7,1
"17065",2,3,1
"17075",10,11,1
"17080",7,8,1
"17084",3,4,1
"17094",2,3,1
"17097",9,10,1
"17119",2,3,1
"17133",12,13,1
"17135",10,11,1
"17152",4,5,1
"17156",1,2,1
"17157",19,20,1
"17158",5,6,1
"17159",5,6,1
"17160",17,18,1
"17162",10,11,1
"17164",7,8,1
"17166",2,3,1
"17170",2,3,1
"17173",8,9,1
"17175",4,5,1
"17190",7,8,1
"17191",15,16,1
"17201",4,5,1
"17214",6,7,1
"17251",3,4,1
"17272",4,5,1
"17276",1,2,1
"17298",5,6,1
"17302",5,6,1
"17311",6,7,1
"17313",1,2,1
"17324",12,13,1
"17334",3,4,1
"17339",3,4,1
"17344",2,3,1
"17346",26,27,1
"17350",7,8,1
"17360",6,7,1
"17362",7,8,1
"17365",15,16,1
"17366",2,3,1
"17374",3,4,1
"17375",4,5,1
"17378",1,2,1
"17380",3,4,1
"17381",38,39,1
"17408",3,4,1
"17438",5,6,1
"17449",13,14,1
"17454",10,11,1
"17462",2,3,1
"17464",3,4,1
"17473",2,3,1
"17480",2,3,1
"17481",4,5,1
"17491",17,18,1
"17495",3,4,1
"17496",4,5,1
"17499",2,3,1
"17504",18,19,1
"17506",1,2,1
"17508",8,9,1
"17521",5,6,1
"17524",3,4,1
"17530",12,13,1
"17540",6,7,1
"17550",9,10,1
"17562",7,8,1
"17570",1,2,1
"17573",3,4,1
"17579",4,5,1
"17582",5,6,1
"17584",6,7,1
"17591",8,9,1
"17592",1,2,1
"17596",13,14,1
"17615",6,7,1
"17617",1,2,1
"17622",2,3,1
"17627",1,2,1
"17629",10,11,1
"17635",3,4,1
"17636",1,2,1
"17648",5,6,1
"17653",4,5,1
"17655",9,10,1
"17658",2,3,1
"17678",2,3,1
"17680",3,4,1
"17681",5,6,1
"17682",11,12,1
"17688",1,2,1
"17690",20,21,1
"17691",4,5,1
"17695",5,6,1
"17705",11,12,1
"17707",8,9,1
"17718",2,3,1
"17724",3,4,1
"17726",7,8,1
"17727",1,2,1
"17731",6,7,1
"17736",3,4,1
"17743",1,2,1
"17744",7,8,1
"17747",1,2,1
"17753",4,5,1
"17760",6,7,1
"17763",4,5,1
"17768",7,8,1
"17776",2,3,1
"17801",3,4,1
"17804",3,4,1
"17810",2,3,1
"17817",6,7,1
"17819",12,13,1
"17827",6,7,1
"17829",5,6,1
"17848",30,31,1
"17866",3,4,1
"17870",13,14,1
"17874",6,7,1
"17883",7,8,1
"17886",6,7,1
"17897",9,10,1
"17904",1,2,1
"17905",13,14,1
"17912",6,7,1
"17929",12,13,1
"17935",7,8,1
"17950",7,8,1
"17951",4,5,1
"17962",4,5,1
"17977",2,3,1
"17979",4,5,1
"17987",5,6,1
"17988",14,15,1
"17990",6,7,1
"17998",3,4,1
"18018",4,5,1
"18020",1,2,1
"18024",2,3,1
"18030",2,3,1
"18044",18,19,1
"18051",7,8,1
"18055",14,15,1
"18056",2,3,1
"18059",3,4,1
"18061",28,29,1
"18070",1,2,1
"18072",1,2,1
"18073",12,13,1
"18093",8,9,1
"18108",3,4,1
"18110",2,3,1
"18111",1,2,1
"18125",4,5,1
"18130",3,4,1
"18133",1,2,1
"18145",11,12,1
"18151",6,7,1
"18155",3,4,1
"18158",2,3,1
"18161",6,7,1
"18163",1,2,1
"18164",1,2,1
"18176",1,2,1
"18177",9,10,1
"18190",5,6,1
"18194",6,7,1
"18197",1,2,1
"18199",1,2,1
"18204",3,4,1
"18214",4,5,1
"18215",5,6,1
"18227",2,3,1
"18228",2,3,1
"18232",4,5,1
"18250",1,2,1
"18252",7,8,1
"18256",1,2,1
"18263",3,4,1
"18267",1,2,1
"18269",1,2,1
"18270",3,4,1
"18274",1,2,1
"18280",2,3,1
"18282",2,3,1
"18284",1,2,1
"18286",2,3,1
"12587",1,1,0
"12582",4,4,0
"14884",1,1,0
"17674",2,2,0
"14886",1,1,0
"14887",1,1,0
"14888",1,1,0
"14889",1,1,0
"14890",3,3,0
"14891",4,4,0
"14892",1,1,0
"13740",5,5,0
"13739",2,2,0
"13738",1,1,0
"13737",1,1,0
"12581",1,1,0
"13732",1,1,0
"14899",1,1,0
"14900",1,1,0
"12580",2,2,0
"13731",2,2,0
"13730",2,2,0
"14904",4,4,0
"13728",16,16,0
"13726",2,2,0
"13724",1,1,0
"14908",2,2,0
"13723",6,6,0
"13721",2,2,0
"13720",4,4,0
"13719",11,11,0
"14913",8,8,0
"13718",2,2,0
"13716",1,1,0
"14917",2,2,0
"14918",9,9,0
"14919",1,1,0
"14920",3,3,0
"14921",2,2,0
"14922",2,2,0
"14923",1,1,0
"14924",3,3,0
"12575",2,2,0
"14927",1,1,0
"18185",1,1,0
"14929",2,2,0
"13714",1,1,0
"12574",1,1,0
"14932",2,2,0
"18186",1,1,0
"13713",3,3,0
"14935",2,2,0
"13712",2,2,0
"12388",8,8,0
"13710",3,3,0
"14940",2,2,0
"14941",1,1,0
"12387",1,1,0
"14943",1,1,0
"13708",1,1,0
"14945",1,1,0
"14946",1,1,0
"14947",6,6,0
"17683",3,3,0
"13707",5,5,0
"17684",1,1,0
"14951",1,1,0
"13706",2,2,0
"12573",5,5,0
"14954",2,2,0
"14955",1,1,0
"14956",1,1,0
"14957",2,2,0
"14958",6,6,0
"17686",9,9,0
"14960",2,2,0
"13705",7,7,0
"14962",4,4,0
"17687",1,1,0
"14964",1,1,0
"14965",2,2,0
"14966",6,6,0
"12386",2,2,0
"14968",2,2,0
"14969",1,1,0
"13702",1,1,0
"14971",3,3,0
"14972",2,2,0
"14973",3,3,0
"14974",1,1,0
"14975",2,2,0
"17689",2,2,0
"14977",1,1,0
"13698",2,2,0
"14979",1,1,0
"14980",1,1,0
"18266",1,1,0
"14982",1,1,0
"14983",1,1,0
"14984",6,6,0
"14985",2,2,0
"14986",2,2,0
"18191",2,2,0
"14988",7,7,0
"14989",1,1,0
"14990",2,2,0
"14991",1,1,0
"14992",1,1,0
"14993",1,1,0
"13697",1,1,0
"14995",2,2,0
"14996",2,2,0
"12571",2,2,0
"14998",4,4,0
"14999",1,1,0
"15000",1,1,0
"15001",2,2,0
"15002",9,9,0
"12570",1,1,0
"15004",1,1,0
"13695",16,16,0
"15006",2,2,0
"15007",1,1,0
"15008",2,2,0
"15009",3,3,0
"15010",1,1,0
"15011",2,2,0
"15012",3,3,0
"15013",10,10,0
"15014",2,2,0
"13691",1,1,0
"17694",3,3,0
"15017",1,1,0
"18192",1,1,0
"15019",1,1,0
"15020",1,1,0
"13690",1,1,0
"15022",5,5,0
"13689",2,2,0
"15024",16,16,0
"15025",2,2,0
"15026",5,5,0
"13688",1,1,0
"15028",6,6,0
"12568",1,1,0
"17697",1,1,0
"13687",1,1,0
"13686",3,3,0
"17698",1,1,0
"13685",7,7,0
"15035",1,1,0
"15036",3,3,0
"15037",2,2,0
"17699",2,2,0
"13683",1,1,0
"15040",1,1,0
"15041",2,2,0
"15042",2,2,0
"15043",6,6,0
"13682",1,1,0
"12564",1,1,0
"13681",4,4,0
"15047",1,1,0
"17701",1,1,0
"15049",1,1,0
"13679",3,3,0
"12563",1,1,0
"15052",1,1,0
"15053",3,3,0
"15054",2,2,0
"15055",3,3,0
"15056",1,1,0
"17703",4,4,0
"17704",2,2,0
"13678",1,1,0
"15060",4,4,0
"13677",2,2,0
"15062",8,8,0
"15063",1,1,0
"15064",4,4,0
"13675",2,2,0
"12378",2,2,0
"12562",9,9,0
"15068",4,4,0
"15069",1,1,0
"15070",3,3,0
"15071",4,4,0
"15072",1,1,0
"12347",8,8,0
"15074",3,3,0
"15075",1,1,0
"13673",2,2,0
"13671",1,1,0
"13670",1,1,0
"13669",3,3,0
"15080",2,2,0
"17708",4,4,0
"15082",1,1,0
"15083",1,1,0
"15084",2,2,0
"15085",1,1,0
"15086",2,2,0
"15087",1,1,0
"17709",5,5,0
"15089",6,6,0
"15090",1,1,0
"13667",1,1,0
"17710",1,1,0
"13666",5,5,0
"15094",2,2,0
"17711",2,2,0
"15096",1,1,0
"13665",3,3,0
"13661",1,1,0
"15099",1,1,0
"13657",2,2,0
"13654",11,11,0
"15102",2,2,0
"15103",2,2,0
"17712",1,1,0
"15105",9,9,0
"13653",1,1,0
"13652",5,5,0
"17713",4,4,0
"12561",1,1,0
"13649",6,6,0
"15111",5,5,0
"15112",1,1,0
"17715",2,2,0
"15114",12,12,0
"12557",8,8,0
"15116",4,4,0
"17717",1,1,0
"15118",1,1,0
"15119",1,1,0
"18195",1,1,0
"15121",2,2,0
"13645",1,1,0
"15123",5,5,0
"15124",4,4,0
"13640",1,1,0
"15126",2,2,0
"15127",2,2,0
"13639",2,2,0
"15129",23,23,0
"15130",1,1,0
"15131",1,1,0
"15132",5,5,0
"15133",5,5,0
"15134",10,10,0
"12556",2,2,0
"12555",1,1,0
"13638",1,1,0
"17721",1,1,0
"15139",2,2,0
"12554",1,1,0
"13637",3,3,0
"17723",7,7,0
"15143",2,2,0
"13629",19,19,0
"15145",4,4,0
"18196",4,4,0
"12552",2,2,0
"15148",1,1,0
"15149",5,5,0
"12353",2,2,0
"15151",2,2,0
"13628",1,1,0
"15153",1,1,0
"12377",4,4,0
"15155",1,1,0
"15156",3,3,0
"13625",1,1,0
"12551",1,1,0
"13621",1,1,0
"15160",4,4,0
"15161",1,1,0
"17729",1,1,0
